Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	888.7666	0	730	2058	2857	4205	501	8.5	200	1	0	898.2222	0	2	
2	1	903.1683	1	730	2058	2857	4205	501	8.5	200	1	0	908.4777	0	2	
3	1	922.8502	0	730	2058	2857	4205	501	8.5	200	1	0	924.5665	0	2	
4	1	929.0070	0	730	2058	2857	4205	501	8.5	200	1	1	930.7135	1	2	
5	0	936.9782	0	730	2058	2857	4205	506	-0.5	200	1	0	938.5266	0	0	
6	1	942.4362	1	730	2058	2857	4205	506	-0.5	200	1	0	947.1703	0	0	
7	1	951.6860	0	730	2058	2857	4205	506	-0.5	200	1	1	953.6990	1	0	
8	0	958.0556	0	460	1105	2857	4205	509	5.5	200	0	0	959.2884	1	1	
9	0	964.6282	0	460	1105	2857	4205	502	8.5	200	0	0	966.0269	1	3	
10	0	971.7564	0	460	1105	2857	4205	507	5.5	200	0	0	973.1967	1	4	
11	0	977.8338	1	460	1105	2857	4205	503	-3.5	200	0	0	982.3963	1	2	
12	0	988.4946	0	460	1105	2857	4205	505	2.5	200	0	1	990.4834	0	2	
13	1	994.5376	0	460	1105	2857	4205	505	2.5	200	0	0	996.0301	1	2	
14	0	1002.7005	0	730	2058	2857	4205	510	-6.5	200	1	1	1004.2188	1	0	
15	0	1008.4646	0	460	1105	2857	4205	504	2.5	200	0	1	1010.2611	0	0	
16	1	1018.3772	0	460	1105	2857	4205	504	2.5	200	0	0	1019.8137	1	0	
17	0	1025.5385	0	730	2058	2857	4205	511	5.5	200	1	1	1026.9252	1	1	
18	0	1031.4611	0	460	1105	2857	4205	509	5.5	200	0	1	1032.8177	0	3	
19	1	1038.3237	0	460	1105	2857	4205	509	5.5	200	0	0	1039.3601	1	3	
20	0	1044.1434	0	460	1105	2857	4205	501	-6.5	200	0	0	1045.3240	1	5	
21	0	1050.5480	0	730	2058	2857	4205	506	5.5	200	1	1	1051.9902	1	4	
22	0	1056.5974	0	460	1105	2857	4205	503	2.5	200	0	0	1057.8421	1	3	
23	0	1062.5030	1	730	2058	2857	4205	502	2.5	200	1	1	1066.6172	1	4	
24	0	1071.2918	0	460	1105	2857	4205	511	-0.5	200	0	1	1073.1438	0	2	
25	1	1077.5569	1	460	1105	2857	4205	511	-0.5	200	0	0	1081.5478	1	2	
26	0	1086.9359	0	460	1105	2857	4205	510	-0.5	200	0	0	1088.0984	1	3	
27	0	1091.7265	0	730	2058	2857	4205	507	8.5	200	1	1	1093.8123	1	3	
28	0	1097.9127	1	730	2058	2857	4205	505	2.5	200	1	1	1102.5802	1	1	
29	0	1107.3290	0	730	2058	2857	4205	504	5.5	200	1	0	1108.8525	0	3	
30	1	1112.7470	0	730	2058	2857	4205	504	5.5	200	1	1	1114.7764	1	3	
31	0	1120.2109	0	460	1105	2857	4205	506	5.5	200	0	1	1121.8380	0	2	
32	1	1125.7358	0	460	1105	2857	4205	506	5.5	200	0	0	1126.7701	1	2	
33	0	1133.0217	1	730	2058	2857	4205	503	5.5	200	1	1	1136.7983	1	0	
34	0	1142.7706	0	460	1105	2857	4205	501	8.5	200	0	1	1144.7479	0	1	
35	1	1153.3100	0	460	1105	2857	4205	501	8.5	200	0	0	1154.4524	1	1	
36	0	1159.2448	1	460	1105	2857	4205	509	2.5	200	0	0	1162.5017	1	5	
37	0	1166.6025	0	460	1105	2857	4205	511	-3.5	200	0	0	1167.9067	1	3	
38	0	1172.4596	0	460	1105	2857	4205	510	-0.5	200	0	0	1173.7652	1	1	
39	0	1178.4430	0	730	2058	2857	4205	508	2.5	200	1	1	1180.2486	1	2	
40	0	1188.7803	0	460	1105	2857	4205	502	-3.5	200	0	0	1189.9852	1	0	
41	0	1195.4041	0	730	2058	2857	4205	507	-6.5	200	1	1	1196.8731	1	4	
