Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	5.3682	0	437	2761	2975	4263	501	0.0	200	1	0	7.5404	0	3	
2	1	10.1217	1	437	2761	2975	4263	501	0.0	200	1	1	14.9396	1	3	
3	0	17.6620	0	936	1551	2975	4263	504	0.0	200	0	0	19.1269	1	4	
4	0	26.1253	1	936	1551	2975	4263	502	3.0	200	0	1	31.6517	0	3	
5	1	33.6914	1	936	1551	2975	4263	502	3.0	200	0	0	41.1150	1	3	
6	0	44.5338	0	437	2761	2975	4263	503	3.0	200	1	1	45.5097	1	1	
7	0	48.1538	0	437	2761	2975	4263	506	-3.0	200	1	1	50.2012	1	3	
8	0	60.6997	1	437	2761	2975	4263	505	-1.5	200	1	0	66.4640	0	1	
9	1	68.1998	1	437	2761	2975	4263	505	-1.5	200	1	1	75.8822	1	1	
10	0	84.6455	1	437	2761	2975	4263	508	-1.5	200	1	0	90.1612	0	4	
11	1	91.8104	0	437	2761	2975	4263	508	-1.5	200	1	0	93.1497	0	4	
12	1	95.6099	0	437	2761	2975	4263	508	-1.5	200	1	1	96.8553	1	4	
13	0	103.4415	1	437	2761	2975	4263	509	-3.0	200	1	1	109.5815	1	1	
14	0	116.8032	1	936	1551	2975	4263	510	1.5	200	0	1	121.5969	0	4	
15	1	125.1346	1	936	1551	2975	4263	510	1.5	200	0	1	131.9653	0	4	
16	1	134.1621	0	936	1551	2975	4263	510	1.5	200	0	0	136.0168	1	4	
17	0	140.6539	0	437	2761	2975	4263	507	3.0	200	1	0	141.7050	0	5	
18	1	143.3788	1	437	2761	2975	4263	507	3.0	200	1	0	150.0340	0	5	
19	1	151.8764	0	437	2761	2975	4263	507	3.0	200	1	0	153.0848	0	5	
20	1	168.3525	0	437	2761	2975	4263	507	3.0	200	1	1	170.0826	1	5	
21	0	178.9589	1	437	2761	2975	4263	504	3.0	200	1	1	185.6920	1	2	
22	0	193.1864	0	437	2761	2975	4263	509	0.0	200	1	1	195.0439	1	4	
23	0	199.7810	0	936	1551	2975	4263	501	-1.5	200	0	0	201.1522	1	5	
24	0	207.1994	0	936	1551	2975	4263	511	-1.5	200	0	1	212.5733	0	2	
25	1	218.0120	0	936	1551	2975	4263	511	-1.5	200	0	1	220.7272	0	2	
26	1	222.8656	1	936	1551	2975	4263	511	-1.5	200	0	1	230.9757	0	2	
27	1	232.7836	0	936	1551	2975	4263	511	-1.5	200	0	0	237.0900	1	2	
28	0	241.8836	1	437	2761	2975	4263	503	-1.5	200	1	1	247.7078	1	3	
29	0	253.8656	0	936	1551	2975	4263	505	0.0	200	0	1	255.4284	0	2	
30	1	257.2211	1	936	1551	2975	4263	505	0.0	200	0	0	262.7724	1	2	
31	0	267.3331	1	437	2761	2975	4263	506	-3.0	200	1	0	272.0813	0	5	
32	1	274.2183	1	437	2761	2975	4263	506	-3.0	200	1	1	282.3597	1	5	
33	0	293.9653	1	437	2761	2975	4263	502	3.0	200	1	1	300.7026	1	0	
34	0	311.1054	0	437	2761	2975	4263	507	-3.0	200	1	0	313.0605	0	2	
35	1	314.7956	0	437	2761	2975	4263	507	-3.0	200	1	1	316.2355	1	2	
36	0	321.8227	0	936	1551	2975	4263	510	1.5	200	0	0	323.4060	1	5	
37	0	327.8017	1	936	1551	2975	4263	503	-3.0	200	0	1	333.4509	0	3	
38	1	335.4650	0	936	1551	2975	4263	503	-3.0	200	0	1	337.1143	0	3	
39	1	338.9699	0	936	1551	2975	4263	503	-3.0	200	0	0	340.1904	1	3	
40	0	344.6369	1	437	2761	2975	4263	506	0.0	200	1	1	350.6031	1	0	
41	0	356.9417	1	437	2761	2975	4263	507	-1.5	200	1	1	363.9412	1	5	
42	0	370.9209	0	936	1551	2975	4263	511	1.5	200	0	0	372.4744	1	1	
43	0	376.6653	0	437	2761	2975	4263	510	-3.0	200	1	1	377.9952	1	0	
44	0	384.6024	0	437	2761	2975	4263	502	1.5	200	1	1	386.1326	1	2	
45	0	389.3811	0	437	2761	2975	4263	501	0.0	200	1	0	390.6772	0	5	
46	1	392.7736	0	437	2761	2975	4263	501	0.0	200	1	0	393.8148	0	5	
47	1	395.4133	0	437	2761	2975	4263	501	0.0	200	1	0	397.1595	0	5	
48	1	405.0802	1	437	2761	2975	4263	501	0.0	200	1	1	411.2676	1	5	
49	0	416.3548	0	437	2761	2975	4263	504	3.0	200	1	1	417.9870	1	3	
50	0	426.2649	0	936	1551	2975	4263	505	-1.5	200	0	0	427.8938	1	3	
51	0	432.8178	0	936	1551	2975	4263	509	-3.0	200	0	1	434.1276	0	2	
52	1	436.0767	0	936	1551	2975	4263	509	-3.0	200	0	1	438.7099	0	2	
53	1	440.3730	1	936	1551	2975	4263	509	-3.0	200	0	1	445.4182	0	2	
54	1	447.1280	1	936	1551	2975	4263	509	-3.0	200	0	1	454.9541	0	2	
55	1	456.8125	0	936	1551	2975	4263	509	-3.0	200	0	0	457.8753	1	2	
56	0	465.3758	1	936	1551	2975	4263	507	0.0	200	0	0	471.8041	1	3	
57	0	477.5936	1	936	1551	2975	4263	501	0.0	200	0	1	482.8333	0	1	
58	1	484.7909	1	936	1551	2975	4263	501	0.0	200	0	1	490.5729	0	1	
59	1	492.4362	1	936	1551	2975	4263	501	0.0	200	0	0	498.3157	1	1	
60	0	506.5107	1	936	1551	2975	4263	504	-1.5	200	0	0	511.5281	1	0	
61	0	515.4671	0	437	2761	2975	4263	506	1.5	200	1	1	517.1766	1	0	
62	0	522.6554	0	936	1551	2975	4263	509	-3.0	200	0	1	524.2363	0	1	
63	1	525.8764	0	936	1551	2975	4263	509	-3.0	200	0	1	527.9711	0	1	
64	1	529.7004	0	936	1551	2975	4263	509	-3.0	200	0	0	530.9512	1	1	
65	0	534.8466	0	437	2761	2975	4263	503	1.5	200	1	0	536.2532	0	4	
66	1	539.0951	0	437	2761	2975	4263	503	1.5	200	1	0	540.3197	0	4	
