Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	9.3750	0	460	1105	2857	4205	502	-9.5	200	0	1	17.8872	0	2	
2	1	21.9536	0	460	1105	2857	4205	502	-9.5	200	0	0	23.7076	1	2	
3	0	32.4359	0	730	2058	2857	4205	505	-0.5	200	1	0	33.6856	0	5	
4	1	45.1953	1	730	2058	2857	4205	505	-0.5	200	1	0	49.5423	0	5	
5	1	54.2216	0	730	2058	2857	4205	505	-0.5	200	1	0	55.4251	0	5	
6	1	65.6158	0	730	2058	2857	4205	505	-0.5	200	1	0	66.8633	0	5	
7	1	81.8377	0	730	2058	2857	4205	505	-0.5	200	1	1	83.3807	1	5	
8	0	90.0509	0	460	1105	2857	4205	510	-3.5	200	0	0	91.3687	1	4	
9	0	99.7687	1	730	2058	2857	4205	507	-9.5	200	1	0	104.4817	0	3	
10	1	114.0277	0	730	2058	2857	4205	507	-9.5	200	1	1	115.6310	1	3	
11	0	128.9022	0	460	1105	2857	4205	503	-9.5	200	0	0	129.9940	1	1	
12	0	135.7558	0	730	2058	2857	4205	508	2.5	200	1	1	137.3435	1	4	
13	0	143.0109	0	460	1105	2857	4205	501	-12.5	200	0	0	144.3030	1	4	
14	0	150.5096	0	730	2058	2857	4205	504	-9.5	200	1	1	151.9477	1	1	
15	0	158.5699	0	730	2058	2857	4205	511	2.5	200	1	1	159.7978	1	2	
16	0	166.1186	1	460	1105	2857	4205	506	-6.5	200	0	0	170.1264	1	3	
17	0	175.4742	0	460	1105	2857	4205	507	-0.5	200	0	1	176.9587	0	1	
18	1	187.8912	0	460	1105	2857	4205	507	-0.5	200	0	0	188.8998	1	1	
19	0	194.0444	0	730	2058	2857	4205	501	-9.5	200	1	1	195.4464	1	0	
20	0	201.1101	0	460	1105	2857	4205	509	-6.5	200	0	0	202.6735	1	4	
21	0	212.5873	0	730	2058	2857	4205	504	-12.5	200	1	0	213.7035	0	4	
