Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	14.4968	0	730	2058	2857	4205	509	5.5	200	1	1	14.6210	1	1	
2	0	18.6124	0	460	1105	2857	4205	503	-15.5	200	0	1	36.0202	0	0	
3	1	41.9867	1	460	1105	2857	4205	503	-15.5	200	0	1	53.0000	0	0	
4	1	60.5711	0	460	1105	2857	4205	503	-15.5	200	0	1	79.6037	0	0	
5	1	89.5176	1	460	1105	2857	4205	503	-15.5	200	0	1	97.1715	0	0	
6	1	103.9176	0	460	1105	2857	4205	503	-15.5	200	0	1	108.9180	0	0	
7	1	120.4257	0	460	1105	2857	4205	503	-15.5	200	0	1	133.6235	0	0	
8	1	139.5220	1	460	1105	2857	4205	503	-15.5	200	0	1	144.3591	0	0	
9	1	154.6193	0	460	1105	2857	4205	503	-15.5	200	0	1	158.6006	0	0	
10	1	169.1620	1	460	1105	2857	4205	503	-15.5	200	0	1	176.8905	0	0	
11	1	188.8128	0	460	1105	2857	4205	503	-15.5	200	0	1	207.3772	0	0	
12	1	314.2747	0	460	1105	2857	4205	503	-15.5	200	0	1	316.5768	0	0	
13	1	464.3716	0	460	1105	2857	4205	503	-15.5	200	0	1	469.6603	0	0	
14	1	488.2313	1	460	1105	2857	4205	503	-15.5	200	0	1	494.9919	0	0	
15	1	522.8947	0	460	1105	2857	4205	503	-15.5	200	0	1	527.2552	0	0	
16	1	535.7722	0	460	1105	2857	4205	503	-15.5	200	0	1	544.2316	0	0	
17	1	553.3774	0	460	1105	2857	4205	503	-15.5	200	0	0	554.8747	1	0	
18	0	574.2675	0	460	1105	2857	4205	505	-15.5	200	0	0	575.0083	1	3	
19	0	580.4290	0	460	1105	2857	4205	510	-15.5	200	0	0	581.4392	1	5	
20	0	592.7941	1	730	2058	2857	4205	501	-15.5	200	1	1	593.4423	1	4	
21	0	602.6233	1	460	1105	2857	4205	502	5.5	200	0	1	608.4495	0	5	
22	1	612.0348	0	460	1105	2857	4205	502	5.5	200	0	0	613.3654	1	5	
23	0	621.8880	1	730	2058	2857	4205	511	5.5	200	1	1	627.0637	1	2	
24	0	630.7414	1	730	2058	2857	4205	506	-15.5	200	1	1	635.3238	1	0	
25	0	644.4225	0	730	2058	2857	4205	508	-15.5	200	1	0	645.7421	0	3	
26	1	652.1692	0	730	2058	2857	4205	508	-15.5	200	1	1	653.4239	1	3	
27	0	668.6829	0	730	2058	2857	4205	507	5.5	200	1	1	670.0146	1	4	
28	0	686.5765	0	730	2058	2857	4205	508	-15.5	200	1	0	687.6253	0	2	
29	1	691.2501	0	730	2058	2857	4205	508	-15.5	200	1	1	692.4124	1	2	
30	0	709.5142	0	460	1105	2857	4205	507	-15.5	200	0	0	710.0405	1	4	
31	0	715.5259	0	460	1105	2857	4205	510	5.5	200	0	1	716.8800	0	0	
32	1	720.4557	0	460	1105	2857	4205	510	5.5	200	0	1	721.7369	0	0	
33	1	725.4435	0	460	1105	2857	4205	510	5.5	200	0	0	726.8971	1	0	
34	0	732.8045	0	730	2058	2857	4205	501	5.5	200	1	1	734.1483	1	3	
35	0	742.1112	0	730	2058	2857	4205	505	5.5	200	1	1	743.3150	1	0	
36	0	751.2240	1	460	1105	2857	4205	506	-15.5	200	0	0	755.3343	1	1	
37	0	759.5599	0	730	2058	2857	4205	502	5.5	200	1	1	761.1054	1	5	
38	0	769.2742	0	460	1105	2857	4205	504	5.5	200	0	1	770.2293	0	3	
39	1	774.5025	0	460	1105	2857	4205	504	5.5	200	0	0	775.3703	1	3	
40	0	780.2589	1	460	1105	2857	4205	503	-15.5	200	0	0	780.9513	1	2	
41	0	790.5207	0	460	1105	2857	4205	511	5.5	200	0	0	791.9398	1	4	
42	0	796.5902	1	460	1105	2857	4205	507	5.5	200	0	1	800.9970	0	2	
43	1	814.0920	0	460	1105	2857	4205	507	5.5	200	0	0	815.0048	1	2	
44	0	819.8858	0	730	2058	2857	4205	511	-15.5	200	1	1	821.4570	1	1	
45	0	828.5851	0	460	1105	2857	4205	510	5.5	200	0	1	829.8068	0	1	
46	1	840.5715	1	460	1105	2857	4205	510	5.5	200	0	0	843.9761	1	1	
47	0	849.0853	0	730	2058	2857	4205	503	-15.5	200	1	1	851.0179	1	5	
48	0	857.4836	0	460	1105	2857	4205	501	-15.5	200	0	0	859.3091	1	1	
49	0	864.3851	0	730	2058	2857	4205	505	5.5	200	1	1	865.8047	1	3	
50	0	871.7691	0	460	1105	2857	4205	504	5.5	200	0	1	873.0522	0	0	
51	1	888.9029	0	460	1105	2857	4205	504	5.5	200	0	1	890.1722	0	0	
52	1	895.5157	0	460	1105	2857	4205	504	5.5	200	0	0	896.6454	1	0	
53	0	901.7355	0	730	2058	2857	4205	508	5.5	200	1	1	903.3825	1	0	
