Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	53.8312	0	730	2058	2857	4205	504	2.5	200	1	1	55.3298	1	4	
2	0	66.2151	0	460	1105	2857	4205	505	8.5	200	0	0	67.2806	1	5	
3	0	69.8345	0	460	1105	2857	4205	507	-6.5	200	0	0	71.1977	1	5	
4	0	74.8181	0	730	2058	2857	4205	501	8.5	200	1	1	76.0318	1	2	
5	0	87.4923	0	730	2058	2857	4205	510	2.5	200	1	0	88.5756	0	3	
6	1	94.5836	0	730	2058	2857	4205	510	2.5	200	1	1	96.1872	1	3	
7	0	106.5681	0	730	2058	2857	4205	509	8.5	200	1	1	108.7562	1	3	
8	0	127.4462	0	460	1105	2857	4205	508	5.5	200	0	0	128.1445	1	5	
9	0	132.6914	0	730	2058	2857	4205	503	8.5	200	1	0	133.9377	0	0	
10	1	138.2958	0	730	2058	2857	4205	503	8.5	200	1	0	139.2238	0	0	
11	1	147.1800	0	730	2058	2857	4205	503	8.5	200	1	0	148.9163	0	0	
12	1	154.6980	0	730	2058	2857	4205	503	8.5	200	1	0	155.8056	0	0	
13	1	162.9124	1	730	2058	2857	4205	503	8.5	200	1	0	166.1021	0	0	
14	1	174.7003	1	730	2058	2857	4205	503	8.5	200	1	1	179.7966	1	0	
15	0	189.2454	0	460	1105	2857	4205	511	2.5	200	0	0	191.2341	1	1	
16	0	198.2646	0	460	1105	2857	4205	506	-6.5	200	0	0	199.9700	1	3	
17	0	204.7538	0	730	2058	2857	4205	508	-6.5	200	1	0	205.8714	0	2	
18	1	209.5073	0	730	2058	2857	4205	508	-6.5	200	1	0	210.6099	0	2	
19	1	218.2301	0	730	2058	2857	4205	508	-6.5	200	1	1	219.9785	1	2	
20	0	230.5516	0	730	2058	2857	4205	509	5.5	200	1	0	231.8003	0	5	
21	1	236.3194	0	730	2058	2857	4205	509	5.5	200	1	0	237.5719	0	5	
22	1	242.2254	0	730	2058	2857	4205	509	5.5	200	1	1	243.9250	1	5	
23	0	253.9266	1	730	2058	2857	4205	507	-0.5	200	1	1	259.3986	1	4	
24	0	268.7309	0	460	1105	2857	4205	503	-3.5	200	0	0	269.7959	1	2	
25	0	274.4792	0	730	2058	2857	4205	510	8.5	200	1	0	275.5911	0	4	
26	1	281.5945	0	730	2058	2857	4205	510	8.5	200	1	1	284.0373	1	4	
27	0	294.4096	0	460	1105	2857	4205	511	-6.5	200	0	0	295.4256	1	2	
28	0	300.2405	0	460	1105	2857	4205	505	-0.5	200	0	0	301.3273	1	4	
29	0	306.6557	0	730	2058	2857	4205	506	-3.5	200	1	1	308.1548	1	5	
30	0	312.3630	0	730	2058	2857	4205	501	-3.5	200	1	1	313.9837	1	3	
31	0	318.8963	0	730	2058	2857	4205	502	2.5	200	1	1	320.0845	1	5	
32	0	326.2907	0	460	1105	2857	4205	504	-3.5	200	0	0	327.0300	1	4	
33	0	332.3738	0	460	1105	2857	4205	506	-0.5	200	0	1	334.1791	0	1	
34	1	340.9424	0	460	1105	2857	4205	506	-0.5	200	0	0	342.0833	1	1	
35	0	347.5071	0	730	2058	2857	4205	505	2.5	200	1	1	348.8930	1	0	
36	0	353.3781	0	460	1105	2857	4205	511	-0.5	200	0	0	354.8771	1	3	
37	0	359.8814	0	730	2058	2857	4205	509	-0.5	200	1	0	361.4117	0	1	
38	1	370.6218	0	730	2058	2857	4205	509	-0.5	200	1	0	371.7000	0	1	
39	1	381.4167	0	730	2058	2857	4205	509	-0.5	200	1	1	382.8665	1	1	
40	0	388.1209	0	460	1105	2857	4205	508	-3.5	200	0	0	389.0363	1	0	
41	0	393.7202	1	730	2058	2857	4205	502	-3.5	200	1	1	398.4133	1	4	
42	0	402.7734	1	460	1105	2857	4205	507	-6.5	200	0	0	406.5026	1	4	
43	0	411.1380	0	730	2058	2857	4205	503	-3.5	200	1	1	412.7144	1	2	
