Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	32.5142	1	730	2058	2857	4205	501	-0.5	200	1	0	38.2949	0	5	
2	1	43.6010	0	730	2058	2857	4205	501	-0.5	200	1	0	44.7863	0	5	
3	1	56.2620	1	730	2058	2857	4205	501	-0.5	200	1	1	62.2876	1	5	
4	0	66.8488	0	730	2058	2857	4205	502	-0.5	200	1	0	68.7412	0	0	
5	1	78.5240	0	730	2058	2857	4205	502	-0.5	200	1	1	80.9983	1	0	
6	0	97.1312	1	730	2058	2857	4205	505	-3.5	200	1	0	102.4528	0	0	
7	1	108.1411	0	730	2058	2857	4205	505	-3.5	200	1	0	109.7329	0	0	
8	1	115.1440	0	730	2058	2857	4205	505	-3.5	200	1	1	117.5088	1	0	
9	0	134.1436	0	460	1105	2857	4205	504	5.5	200	0	1	135.8060	0	3	
10	1	141.2154	0	460	1105	2857	4205	504	5.5	200	0	0	142.4087	1	3	
11	0	150.0676	0	460	1105	2857	4205	509	-3.5	200	0	0	151.3002	1	2	
12	0	157.5224	0	730	2058	2857	4205	507	-6.5	200	1	1	158.8324	1	3	
13	0	162.6209	1	730	2058	2857	4205	510	2.5	200	1	0	163.6397	0	2	
14	1	175.8619	0	730	2058	2857	4205	510	2.5	200	1	0	177.3139	0	2	
15	1	184.3422	0	730	2058	2857	4205	510	2.5	200	1	0	185.7876	0	2	
16	1	190.0485	0	730	2058	2857	4205	510	2.5	200	1	1	191.7073	1	2	
17	0	195.4938	0	460	1105	2857	4205	511	-0.5	200	0	0	196.7017	1	3	
18	0	202.1741	0	730	2058	2857	4205	506	8.5	200	1	1	204.4370	1	1	
19	0	210.7728	0	730	2058	2857	4205	503	5.5	200	1	0	212.5835	0	4	
20	1	219.8822	0	730	2058	2857	4205	503	5.5	200	1	0	221.0299	0	4	
21	1	224.6263	0	730	2058	2857	4205	503	5.5	200	1	0	225.8125	0	4	
22	1	231.2924	0	730	2058	2857	4205	503	5.5	200	1	1	233.5046	1	4	
23	0	238.8639	0	460	1105	2857	4205	507	5.5	200	0	0	239.8899	1	4	
24	0	246.6135	1	460	1105	2857	4205	509	2.5	200	0	0	250.5302	1	4	
25	0	255.6642	1	730	2058	2857	4205	510	-6.5	200	1	0	260.2508	0	2	
26	1	266.4998	0	730	2058	2857	4205	510	-6.5	200	1	0	272.5305	0	2	
