Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	153.2987	0	460	1105	2857	4205	503	2.5	200	0	0	155.2914	1	1	
2	0	158.9042	1	460	1105	2857	4205	510	8.5	200	0	1	169.7082	0	2	
3	1	182.1820	0	460	1105	2857	4205	510	8.5	200	0	0	183.2653	1	2	
4	0	187.9979	0	460	1105	2857	4205	509	-0.5	200	0	0	188.9051	1	4	
5	0	196.3627	0	730	2058	2857	4205	508	5.5	200	1	0	197.5631	0	3	
6	1	203.2476	0	730	2058	2857	4205	508	5.5	200	1	1	204.5155	1	3	
7	0	208.3305	1	460	1105	2857	4205	506	-6.5	200	0	0	211.8152	1	1	
8	0	216.3488	0	460	1105	2857	4205	502	-0.5	200	0	0	217.5721	1	3	
9	0	237.3219	1	460	1105	2857	4205	505	-3.5	200	0	0	241.6437	1	2	
10	0	253.0112	0	460	1105	2857	4205	507	5.5	200	0	0	254.1432	1	5	
11	0	263.4000	0	730	2058	2857	4205	501	-0.5	200	1	0	264.4947	0	4	
12	1	268.3000	0	730	2058	2857	4205	501	-0.5	200	1	1	269.4778	1	4	
13	0	277.2092	0	730	2058	2857	4205	504	-6.5	200	1	1	278.4620	1	4	
14	0	284.8302	0	460	1105	2857	4205	506	8.5	200	0	0	285.9358	1	1	
15	0	296.3861	0	460	1105	2857	4205	511	-0.5	200	0	0	297.5895	1	5	
16	0	303.9959	1	730	2058	2857	4205	508	-3.5	200	1	0	308.5509	0	1	
17	1	312.1942	0	730	2058	2857	4205	508	-3.5	200	1	1	313.7202	1	1	
18	0	319.0686	0	460	1105	2857	4205	504	8.5	200	0	0	320.4983	1	0	
19	0	325.4283	0	460	1105	2857	4205	505	-6.5	200	0	1	326.8343	0	3	
20	1	331.2298	0	460	1105	2857	4205	505	-6.5	200	0	0	332.1587	1	3	
21	0	336.3791	0	460	1105	2857	4205	507	-6.5	200	0	1	337.9698	0	2	
22	1	343.2440	0	460	1105	2857	4205	507	-6.5	200	0	0	343.8886	1	2	
23	0	347.9912	0	730	2058	2857	4205	510	-0.5	200	1	1	349.4121	1	0	
24	0	353.6690	1	460	1105	2857	4205	503	-3.5	200	0	1	357.6600	0	1	
25	1	367.0549	0	460	1105	2857	4205	503	-3.5	200	0	0	368.1484	1	1	
26	0	372.7696	0	730	2058	2857	4205	502	-3.5	200	1	1	374.1687	1	4	
27	0	379.3849	0	460	1105	2857	4205	509	-6.5	200	0	0	380.7661	1	5	
28	0	384.9132	0	460	1105	2857	4205	506	-0.5	200	0	1	386.2437	0	0	
29	1	392.2680	0	460	1105	2857	4205	506	-0.5	200	0	0	393.3834	1	0	
30	0	399.4708	0	730	2058	2857	4205	502	5.5	200	1	1	400.8211	1	0	
31	0	405.5956	0	460	1105	2857	4205	509	-3.5	200	0	0	406.5521	1	4	
32	0	410.7117	0	730	2058	2857	4205	510	5.5	200	1	1	411.9190	1	2	
33	0	415.9855	0	730	2058	2857	4205	501	5.5	200	1	1	417.2537	1	5	
34	0	422.1209	0	460	1105	2857	4205	507	2.5	200	0	0	423.3018	1	3	
35	0	427.1447	0	460	1105	2857	4205	503	-6.5	200	0	0	428.4591	1	4	
36	0	432.0812	0	730	2058	2857	4205	505	2.5	200	1	1	433.2172	1	2	
37	0	437.1069	0	730	2058	2857	4205	511	-0.5	200	1	1	438.6245	1	3	
38	0	443.9708	0	730	2058	2857	4205	508	-6.5	200	1	1	445.2859	1	5	
39	0	451.0953	0	460	1105	2857	4205	506	5.5	200	0	1	452.3828	0	3	
40	1	461.4313	0	460	1105	2857	4205	506	5.5	200	0	0	462.4826	1	3	
41	0	469.6925	0	460	1105	2857	4205	507	-3.5	200	0	1	470.8579	0	0	
42	1	484.0450	0	460	1105	2857	4205	507	-3.5	200	0	0	484.9537	1	0	
43	0	489.3632	0	730	2058	2857	4205	501	5.5	200	1	1	490.7950	1	4	
44	0	494.4639	0	460	1105	2857	4205	505	2.5	200	0	0	495.5063	1	4	
45	0	500.0213	1	730	2058	2857	4205	502	2.5	200	1	0	504.3193	0	5	
46	1	508.6210	0	730	2058	2857	4205	502	2.5	200	1	0	509.9144	0	5	
47	1	515.5863	0	730	2058	2857	4205	502	2.5	200	1	1	516.7123	1	5	
48	0	522.0188	1	460	1105	2857	4205	504	2.5	200	0	1	525.9758	0	2	
49	1	531.4030	0	460	1105	2857	4205	504	2.5	200	0	0	532.5014	1	2	
50	0	536.7493	0	460	1105	2857	4205	503	5.5	200	0	0	537.9125	1	4	
51	0	541.2251	0	730	2058	2857	4205	511	-3.5	200	1	1	542.4786	1	2	
52	0	546.6427	0	730	2058	2857	4205	510	-3.5	200	1	1	547.9221	1	0	
53	0	552.2702	0	730	2058	2857	4205	509	-6.5	200	1	1	553.7682	1	3	
54	0	557.3738	0	460	1105	2857	4205	502	-6.5	200	0	0	558.3945	1	0	
55	0	562.9088	0	730	2058	2857	4205	508	-3.5	200	1	1	564.1818	1	3	
56	0	568.3717	1	730	2058	2857	4205	501	-3.5	200	1	1	573.7599	1	5	
57	0	577.9050	0	460	1105	2857	4205	511	-0.5	200	0	0	579.9282	1	2	
58	0	583.8173	0	730	2058	2857	4205	506	8.5	200	1	1	585.3247	1	1	
59	0	588.8524	0	730	2058	2857	4205	504	8.5	200	1	1	590.3698	1	3	
60	0	596.9901	0	460	1105	2857	4205	509	2.5	200	0	1	598.7607	0	0	
61	1	607.8690	0	460	1105	2857	4205	509	2.5	200	0	0	608.3226	1	0	
62	0	611.5879	1	460	1105	2857	4205	503	5.5	200	0	1	616.6264	0	1	
63	1	623.8829	0	460	1105	2857	4205	503	5.5	200	0	0	624.8152	1	1	
64	0	629.1833	0	730	2058	2857	4205	510	-6.5	200	1	1	631.0035	1	0	
65	0	634.8072	0	730	2058	2857	4205	505	5.5	200	1	1	636.6765	1	1	
