Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	333.3970	0	460	1105	2857	4205	505	-12.5	200	0	0	341.1143	1	0	
2	0	349.2419	0	730	2058	2857	4205	508	-0.5	200	1	1	351.3985	1	1	
3	0	362.9699	1	730	2058	2857	4205	502	-3.5	200	1	1	370.0866	1	5	
4	0	379.4838	0	730	2058	2857	4205	504	-6.5	200	1	1	382.0741	1	4	
5	0	386.9805	0	460	1105	2857	4205	506	-9.5	200	0	0	388.3905	1	5	
6	0	394.9111	0	460	1105	2857	4205	503	-6.5	200	0	0	396.0019	1	4	
7	0	402.7617	0	460	1105	2857	4205	509	-9.5	200	0	1	405.7571	0	0	
8	1	424.3315	0	460	1105	2857	4205	509	-9.5	200	0	1	426.1159	0	0	
9	1	433.7459	0	460	1105	2857	4205	509	-9.5	200	0	0	434.8750	1	0	
10	0	439.5275	1	730	2058	2857	4205	501	-9.5	200	1	1	445.5203	1	5	
11	0	449.5401	1	460	1105	2857	4205	510	-3.5	200	0	0	454.4851	1	0	
12	0	459.5829	0	460	1105	2857	4205	511	-0.5	200	0	0	460.8913	1	2	
13	0	471.1719	0	460	1105	2857	4205	509	-12.5	200	0	0	472.1325	1	2	
14	0	478.3097	0	460	1105	2857	4205	507	-6.5	200	0	0	479.5857	1	1	
15	0	486.8528	0	730	2058	2857	4205	503	-6.5	200	1	1	488.7849	1	1	
16	0	494.8280	0	460	1105	2857	4205	510	-12.5	200	0	0	496.0384	1	5	
17	0	501.7810	0	460	1105	2857	4205	511	-9.5	200	0	0	502.9239	1	3	
18	0	507.9205	1	730	2058	2857	4205	505	-9.5	200	1	0	512.4485	0	0	
19	1	516.1318	0	730	2058	2857	4205	505	-9.5	200	1	1	518.5430	1	0	
20	0	524.4035	0	460	1105	2857	4205	508	-0.5	200	0	0	525.8265	1	0	
21	0	531.7479	0	460	1105	2857	4205	504	-6.5	200	0	1	533.6358	0	2	
22	1	537.1809	0	460	1105	2857	4205	504	-6.5	200	0	0	538.2840	1	2	
23	0	543.2415	0	730	2058	2857	4205	502	-12.5	200	1	1	544.8506	1	3	
24	0	557.0300	0	460	1105	2857	4205	501	-6.5	200	0	0	558.2424	1	3	
25	0	563.1873	0	730	2058	2857	4205	505	-12.5	200	1	1	564.5376	1	4	
26	0	568.7324	0	460	1105	2857	4205	510	2.5	200	0	0	570.2784	1	5	
27	0	574.2408	0	730	2058	2857	4205	503	-3.5	200	1	1	576.1430	1	1	
28	0	584.9833	1	730	2058	2857	4205	504	-12.5	200	1	0	589.8571	0	2	
29	1	594.9992	0	730	2058	2857	4205	504	-12.5	200	1	0	596.5706	0	2	
30	1	606.5360	1	730	2058	2857	4205	504	-12.5	200	1	0	610.8567	0	2	
31	1	619.2000	1	730	2058	2857	4205	504	-12.5	200	1	0	623.7742	0	2	
32	1	628.2034	0	730	2058	2857	4205	504	-12.5	200	1	1	630.2832	1	2	
33	0	634.4192	0	730	2058	2857	4205	506	2.5	200	1	1	636.4533	1	3	
34	0	640.6536	1	730	2058	2857	4205	501	-6.5	200	1	1	645.9567	1	3	
35	0	652.0809	0	460	1105	2857	4205	511	-0.5	200	0	0	653.4925	1	4	
36	0	658.4922	0	730	2058	2857	4205	502	-0.5	200	1	1	660.4018	1	0	
