Sample,Month,Day,Year,Hour,Minute,Second,Loop_L,ambient_L,Loop_R,ambient_R
0,11,25,2014,13,23,6,5537,20.3,5537,20
1,11,25,2014,13,23,8,5537,20.3,5537,20
2,11,25,2014,13,23,9,5537,20.3,5537,20
3,11,25,2014,13,23,10,5537,20.3,5537,20
4,11,25,2014,13,23,11,5537,20.3,5537,20
5,11,25,2014,13,23,12,5537,20.3,5537,20
6,11,25,2014,13,23,13,5537,20.3,5537,20
7,11,25,2014,13,23,14,5537,20.3,5537,20
8,11,25,2014,13,23,15,5537,20.3,5537,20
9,11,25,2014,13,23,16,5537,20.3,5537,20
10,11,25,2014,13,23,17,5537,20.3,5537,20
11,11,25,2014,13,23,18,5537,20.3,5537,20
12,11,25,2014,13,23,19,5537,20.3,5537,20
13,11,25,2014,13,23,20,5537,20.3,5537,20
14,11,25,2014,13,23,21,5537,20.3,5537,20
15,11,25,2014,13,23,22,5537,20.3,5537,20
16,11,25,2014,13,23,23,5537,20.3,5537,20
17,11,25,2014,13,23,24,5537,20.3,5537,20
18,11,25,2014,13,23,25,5537,20.3,5537,20
19,11,25,2014,13,23,26,5537,20.3,5537,20
20,11,25,2014,13,23,27,5537,20.3,5537,20
21,11,25,2014,13,23,28,5537,20.3,5537,20
22,11,25,2014,13,23,29,5537,20.3,5537,20
23,11,25,2014,13,23,30,5537,20.3,5537,20
24,11,25,2014,13,23,31,5537,20.3,5537,20
25,11,25,2014,13,23,32,5537,20.3,5537,20
26,11,25,2014,13,23,33,5537,20.3,5537,20
27,11,25,2014,13,23,34,5537,20.3,5537,20
28,11,25,2014,13,23,35,5537,20.3,5537,20
29,11,25,2014,13,23,36,5537,20.3,5537,20
30,11,25,2014,13,23,37,5537,20.3,5537,20
31,11,25,2014,13,23,38,5537,20.3,5537,20
32,11,25,2014,13,23,39,5537,20.3,5537,20
33,11,25,2014,13,23,40,5537,20.3,5537,20
34,11,25,2014,13,23,41,5537,20.3,5537,20
35,11,25,2014,13,23,42,5537,20.3,5537,20
36,11,25,2014,13,23,43,5537,20.3,5537,20
37,11,25,2014,13,23,44,5537,20.3,5537,20
38,11,25,2014,13,23,45,5537,20.3,5537,20
39,11,25,2014,13,23,46,5537,20.3,5537,20
40,11,25,2014,13,23,47,5537,20.3,5537,20
41,11,25,2014,13,23,48,5537,20.3,5537,20
42,11,25,2014,13,23,49,5537,20.3,5537,20
43,11,25,2014,13,23,50,5537,20.3,5537,20
44,11,25,2014,13,23,51,5537,20.3,5537,20
45,11,25,2014,13,23,52,5537,20.3,5537,20
46,11,25,2014,13,23,53,5537,20.3,5537,20
47,11,25,2014,13,23,54,5537,20.3,5537,20
48,11,25,2014,13,23,55,5537,20.3,5537,20
49,11,25,2014,13,23,56,5537,20.3,5537,20
50,11,25,2014,13,23,57,5537,20.3,5537,20
51,11,25,2014,13,23,58,5537,20.3,5537,20
52,11,25,2014,13,23,59,5537,20.3,5537,20
53,11,25,2014,13,24,0,5537,20.3,5537,20
54,11,25,2014,13,24,1,5537,20.3,5537,20
55,11,25,2014,13,24,2,5537,20.3,5537,20
56,11,25,2014,13,24,3,5537,20.3,5537,20
57,11,25,2014,13,24,4,5537,20.3,5537,20
58,11,25,2014,13,24,5,5537,20.3,5537,20
59,11,25,2014,13,24,6,5537,20.3,5537,20
60,11,25,2014,13,24,7,5537,20.3,5537,20
61,11,25,2014,13,24,8,5537,20.3,5537,20
62,11,25,2014,13,24,9,5537,20.3,5537,20
63,11,25,2014,13,24,10,5537,20.3,5537,20
64,11,25,2014,13,24,11,5537,20.3,5537,20
