Sample,Month,Day,Year,Hour,Minute,Second,Loop_L,ambient_L,Loop_R,ambient_R
0,11,28,2014,14,29,43,5537,20.3,5537,20
1,11,28,2014,14,29,44,5537,20.3,5537,20
2,11,28,2014,14,29,45,5537,20.3,5537,20
3,11,28,2014,14,29,46,5537,20.3,5537,20
4,11,28,2014,14,29,47,5537,20.3,5537,20
5,11,28,2014,14,29,48,5537,20.3,5537,20
6,11,28,2014,14,29,49,5537,20.3,5537,20
7,11,28,2014,14,29,50,5537,20.3,5537,20
8,11,28,2014,14,29,51,5537,20.3,5537,20
9,11,28,2014,14,29,52,5537,20.3,5537,20
10,11,28,2014,14,29,53,5537,20.3,5537,20
11,11,28,2014,14,29,54,5537,20.3,5537,20
12,11,28,2014,14,29,55,5537,20.3,5537,20
13,11,28,2014,14,29,56,5537,20.3,5537,20
14,11,28,2014,14,29,57,5537,20.3,5537,20
15,11,28,2014,14,29,58,5537,20.3,5537,20
16,11,28,2014,14,29,59,5537,20.3,5537,20
17,11,28,2014,14,30,0,5537,20.3,5537,20
18,11,28,2014,14,30,1,5537,20.3,5537,20
19,11,28,2014,14,30,2,5537,20.3,5537,20
20,11,28,2014,14,30,3,5537,20.3,5537,20
21,11,28,2014,14,30,4,5537,20.3,5537,20
22,11,28,2014,14,30,5,5537,20.3,5537,20
23,11,28,2014,14,30,6,5537,20.3,5537,20
24,11,28,2014,14,30,7,5537,20.3,5537,20
25,11,28,2014,14,30,8,5537,20.3,5537,20
26,11,28,2014,14,30,9,5537,20.3,5537,20
27,11,28,2014,14,30,10,5537,20.3,5537,20
28,11,28,2014,14,30,11,5537,20.3,5537,20
29,11,28,2014,14,30,12,5537,20.3,5537,20
30,11,28,2014,14,30,13,5537,20.3,5537,20
31,11,28,2014,14,30,14,5537,20.3,5537,20
32,11,28,2014,14,30,15,5537,20.3,5537,20
33,11,28,2014,14,30,16,5537,20.3,5537,20
34,11,28,2014,14,30,17,5537,20.3,5537,20
35,11,28,2014,14,30,18,5537,20.3,5537,20
36,11,28,2014,14,30,19,5537,20.3,5537,20
37,11,28,2014,14,30,20,5537,20.3,5537,20
38,11,28,2014,14,30,21,5537,20.3,5537,20
39,11,28,2014,14,30,22,5537,20.3,5537,20
40,11,28,2014,14,30,23,5537,20.3,5537,20
41,11,28,2014,14,30,24,5537,20.3,5537,20
42,11,28,2014,14,30,26,5537,20.3,5537,20
43,11,28,2014,14,30,27,5537,20.3,5537,20
44,11,28,2014,14,30,28,5537,20.3,5537,20
45,11,28,2014,14,30,29,5537,20.3,5537,20
46,11,28,2014,14,30,30,5537,20.3,5537,20
47,11,28,2014,14,30,31,5537,20.3,5537,20
48,11,28,2014,14,30,32,5537,20.3,5537,20
49,11,28,2014,14,30,33,5537,20.3,5537,20
50,11,28,2014,14,30,34,5537,20.3,5537,20
51,11,28,2014,14,30,35,5537,20.3,5537,20
52,11,28,2014,14,30,36,5537,20.3,5537,20
53,11,28,2014,14,30,37,5537,20.3,5537,20
54,11,28,2014,14,30,38,5537,20.3,5537,20
55,11,28,2014,14,30,39,5537,20.3,5537,20
56,11,28,2014,14,30,40,5537,20.3,5537,20
57,11,28,2014,14,30,41,5537,20.3,5537,20
