Sample,Month,Day,Year,Hour,Minute,Second,Loop_L,ambient_L,Loop_R,ambient_R
0,12,9,2014,14,45,8,5537,20.3,5537,20.3
1,12,9,2014,14,45,9,5537,20.3,5537,20.3
2,12,9,2014,14,45,10,5537,20.3,5537,20.3
3,12,9,2014,14,45,11,5537,20.3,5537,20.3
4,12,9,2014,14,45,12,5537,20.3,5537,20.3
5,12,9,2014,14,45,13,5537,20.3,5537,20.3
6,12,9,2014,14,45,14,5537,20.3,5537,20.3
7,12,9,2014,14,45,15,5537,20.3,5537,20.3
8,12,9,2014,14,45,16,5537,20.3,5537,20.3
9,12,9,2014,14,45,17,5537,20.3,5537,20.3
10,12,9,2014,14,45,18,5537,20.3,5537,20.3
11,12,9,2014,14,45,19,5537,20.3,5537,20.3
12,12,9,2014,14,45,20,5537,20.3,5537,20.3
13,12,9,2014,14,45,21,5537,20.3,5537,20.3
14,12,9,2014,14,45,22,5537,20.3,5537,20.3
15,12,9,2014,14,45,23,5537,20.3,5537,20.3
16,12,9,2014,14,45,24,5537,20.3,5537,20.3
17,12,9,2014,14,45,25,5537,20.3,5537,20.3
18,12,9,2014,14,45,26,5537,20.3,5537,20.3
19,12,9,2014,14,45,27,5537,20.3,5537,20.3
20,12,9,2014,14,45,28,5537,20.3,5537,20.3
21,12,9,2014,14,45,29,5537,20.3,5537,20.3
22,12,9,2014,14,45,30,5537,20.3,5537,20.3
23,12,9,2014,14,45,31,5537,20.3,5537,20.3
24,12,9,2014,14,45,32,5537,20.3,5537,20.3
25,12,9,2014,14,45,33,5537,20.3,5537,20.3
26,12,9,2014,14,45,34,5537,20.3,834,20.3
27,12,9,2014,14,45,35,5537,20.3,834,20.3
28,12,9,2014,14,45,36,5537,20.3,418,20.3
29,12,9,2014,14,45,37,5537,20.3,5537,20.3
30,12,9,2014,14,45,38,5537,20.3,5537,20.3
31,12,9,2014,14,45,39,5537,20.3,5537,20.3
32,12,9,2014,14,45,40,5537,20.3,5537,20.3
33,12,9,2014,14,45,41,5537,20.3,5537,20.3
34,12,9,2014,14,45,42,5537,20.3,5537,20.3
35,12,9,2014,14,45,43,5537,20.3,5537,20.3
36,12,9,2014,14,45,44,5537,20.3,5537,20.3
37,12,9,2014,14,45,45,5537,20.3,5537,20.3
38,12,9,2014,14,45,46,5537,20.3,5537,20.3
39,12,9,2014,14,45,47,5537,20.3,5537,20.3
40,12,9,2014,14,45,48,5537,20.3,5537,20.3
41,12,9,2014,14,45,49,5537,20.3,5537,20.3
42,12,9,2014,14,45,50,5537,20.3,5537,20.3
43,12,9,2014,14,45,51,5537,20.3,5537,20.3
44,12,9,2014,14,45,52,5537,20.3,5537,20.3
45,12,9,2014,14,45,53,5537,20.3,5537,20.3
46,12,9,2014,14,45,55,5537,20.3,5537,20.3
47,12,9,2014,14,45,56,5537,20.3,5537,20.3
48,12,9,2014,14,45,57,5537,20.3,5537,20.3
49,12,9,2014,14,45,58,5537,20.3,5537,20.3
50,12,9,2014,14,45,59,5537,20.3,5537,20.3
51,12,9,2014,14,46,0,5537,20.3,5537,20.3
52,12,9,2014,14,46,1,5537,20.3,5537,20.3
53,12,9,2014,14,46,2,5537,20.3,5537,20.3
54,12,9,2014,14,46,3,5537,20.3,5537,20.3
55,12,9,2014,14,46,4,5537,20.3,5537,20.3
56,12,9,2014,14,46,5,5537,20.3,5537,20.3
57,12,9,2014,14,46,6,5537,20.3,5537,20.3
58,12,9,2014,14,46,7,5537,20.3,5537,20.3
59,12,9,2014,14,46,8,5537,20.3,5537,20.3
60,12,9,2014,14,46,9,5537,20.3,5537,20.3
61,12,9,2014,14,46,10,5537,20.3,5537,20.3
62,12,9,2014,14,46,11,5537,20.3,5537,20.3
63,12,9,2014,14,46,12,5537,20.3,5537,20.3
64,12,9,2014,14,46,13,5537,20.3,5537,20.3
