Sample,Month,Day,Year,Hour,Minute,Second,Loop_L,ambient_L,Loop_R,ambient_R
0,12,11,2014,15,49,37,5537,20.6,5537,20.5
1,12,11,2014,15,49,38,5537,20.6,5537,20.5
2,12,11,2014,15,49,39,5537,20.6,5537,20.5
3,12,11,2014,15,49,40,5537,20.6,5537,20.5
4,12,11,2014,15,49,41,5537,20.6,5537,20.5
5,12,11,2014,15,49,42,5537,20.6,5537,20.5
6,12,11,2014,15,49,43,5537,20.6,5537,20.5
7,12,11,2014,15,49,44,5537,20.6,5537,20.5
8,12,11,2014,15,49,45,5537,20.6,5537,20.5
9,12,11,2014,15,49,46,5537,20.6,5537,20.5
10,12,11,2014,15,49,47,5537,20.6,5537,20.5
11,12,11,2014,15,49,48,5537,20.6,5537,20.5
12,12,11,2014,15,49,49,5537,20.6,5537,20.5
13,12,11,2014,15,49,50,5537,20.6,5537,20.5
14,12,11,2014,15,49,51,5537,20.6,5537,20.5
15,12,11,2014,15,49,52,5537,20.6,5537,20.5
16,12,11,2014,15,49,53,5537,20.6,5537,20.5
17,12,11,2014,15,49,54,5537,20.6,5537,20.5
18,12,11,2014,15,49,56,5537,20.6,5537,20.5
19,12,11,2014,15,49,57,5537,20.6,5537,20.5
20,12,11,2014,15,49,58,5537,20.6,5537,20.5
21,12,11,2014,15,49,59,5537,20.6,5537,20.5
22,12,11,2014,15,50,0,5537,20.6,5537,20.5
23,12,11,2014,15,50,1,5537,20.6,5537,20.5
24,12,11,2014,15,50,2,5537,20.6,5537,20.5
25,12,11,2014,15,50,3,5537,20.6,5537,20.5
26,12,11,2014,15,50,4,5537,20.6,5537,20.5
27,12,11,2014,15,50,5,5537,20.6,5537,20.5
28,12,11,2014,15,50,6,5537,20.6,5537,20.5
29,12,11,2014,15,50,7,5537,20.6,5537,20.5
30,12,11,2014,15,50,8,5537,20.6,5537,20.5
31,12,11,2014,15,50,9,5537,20.6,5537,20.5
32,12,11,2014,15,50,10,5537,20.6,5537,20.5
33,12,11,2014,15,50,11,5537,20.6,5537,20.5
34,12,11,2014,15,50,12,5537,20.6,5537,20.5
35,12,11,2014,15,50,13,5537,20.6,5537,20.5
36,12,11,2014,15,50,14,5537,20.6,5537,20.5
37,12,11,2014,15,50,15,5537,20.6,5537,20.5
38,12,11,2014,15,50,16,5537,20.6,5537,20.5
39,12,11,2014,15,50,17,5537,20.6,5537,20.5
40,12,11,2014,15,50,18,5537,20.6,5537,20.5
41,12,11,2014,15,50,19,5537,20.6,5537,20.5
42,12,11,2014,15,50,20,5537,20.6,5537,20.5
43,12,11,2014,15,50,21,5537,20.6,5537,20.5
44,12,11,2014,15,50,22,5537,20.6,5537,20.5
45,12,11,2014,15,50,23,5537,20.6,5537,20.5
46,12,11,2014,15,50,24,5537,20.6,5537,20.5
47,12,11,2014,15,50,25,5537,20.6,5537,20.5
48,12,11,2014,15,50,26,5537,20.6,5537,20.5
49,12,11,2014,15,50,27,5537,20.6,5537,20.5
50,12,11,2014,15,50,28,5537,20.6,5537,20.5
51,12,11,2014,15,50,29,5537,20.6,5537,20.5
52,12,11,2014,15,50,30,5537,20.6,5537,20.5
53,12,11,2014,15,50,31,5537,20.6,5537,20.5
54,12,11,2014,15,50,32,5537,20.6,5537,20.5
55,12,11,2014,15,50,33,5537,20.6,5537,20.5
56,12,11,2014,15,50,34,5537,20.6,5537,20.5
57,12,11,2014,15,50,35,5537,20.6,5537,20.5
58,12,11,2014,15,50,36,5537,20.6,5537,20.5
59,12,11,2014,15,50,37,5537,20.6,5537,20.5
60,12,11,2014,15,50,38,5537,20.6,5537,20.5
61,12,11,2014,15,50,39,5537,20.6,5537,20.5
62,12,11,2014,15,50,40,5537,20.6,5537,20.5
63,12,11,2014,15,50,41,5537,20.6,5537,20.5
64,12,11,2014,15,50,42,5537,20.6,5537,20.5
65,12,11,2014,15,50,43,5537,20.6,5537,20.5
66,12,11,2014,15,50,44,5537,20.6,5537,20.5
67,12,11,2014,15,50,45,5537,20.6,5537,20.5
68,12,11,2014,15,50,46,5537,20.6,5537,20.5
69,12,11,2014,15,50,47,5537,20.6,5537,20.5
70,12,11,2014,15,50,48,5537,20.6,5537,20.5
71,12,11,2014,15,50,49,5537,20.6,5537,20.5
72,12,11,2014,15,50,50,5537,20.6,5537,20.5
73,12,11,2014,15,50,51,5537,20.6,5537,20.5
74,12,11,2014,15,50,52,5537,20.6,5537,20.5
75,12,11,2014,15,50,53,5537,20.6,5537,20.5
76,12,11,2014,15,50,54,5537,20.6,5537,20.5
77,12,11,2014,15,50,55,5537,20.6,5537,20.5
78,12,11,2014,15,50,56,5537,20.6,5537,20.5
79,12,11,2014,15,50,57,5537,20.6,5537,20.5
80,12,11,2014,15,50,58,5537,20.6,5537,20.5
81,12,11,2014,15,50,59,5537,20.6,5537,20.5
82,12,11,2014,15,51,0,5537,20.6,5537,20.5
83,12,11,2014,15,51,1,5537,20.6,5537,20.5
84,12,11,2014,15,51,2,5537,20.6,5537,20.5
85,12,11,2014,15,51,3,5537,20.6,5537,20.5
86,12,11,2014,15,51,4,5537,20.6,5537,20.5
87,12,11,2014,15,51,5,5537,20.6,5537,20.5
88,12,11,2014,15,51,6,5537,20.6,5537,20.5
89,12,11,2014,15,51,7,5537,20.6,5537,20.5
90,12,11,2014,15,51,9,5537,20.6,5537,20.5
91,12,11,2014,15,51,10,5537,20.6,5537,20.5
92,12,11,2014,15,51,11,5537,20.6,5537,20.5
93,12,11,2014,15,51,12,5537,20.6,5537,20.5
94,12,11,2014,15,51,13,5537,20.6,5537,20.5
95,12,11,2014,15,51,14,5537,20.6,5537,20.5
96,12,11,2014,15,51,15,5537,20.6,5537,20.5
97,12,11,2014,15,51,16,5537,20.6,5537,20.5
98,12,11,2014,15,51,17,5537,20.6,5537,20.5
99,12,11,2014,15,51,18,5537,20.6,5537,20.5
100,12,11,2014,15,51,19,5537,20.6,5537,20.5
101,12,11,2014,15,51,20,5537,20.6,5537,20.5
102,12,11,2014,15,51,21,5537,20.6,5537,20.5
103,12,11,2014,15,51,22,5537,20.6,5537,20.5
104,12,11,2014,15,51,23,5537,20.6,5537,20.5
105,12,11,2014,15,51,24,5537,20.6,5537,20.5
