Sample,Month,Day,Year,Hour,Minute,Second,Loop_L,ambient_L,Loop_R,ambient_R
0,12,14,2014,15,45,38,5537,19.8,5537,19.8
1,12,14,2014,15,45,39,5537,19.8,5537,19.8
2,12,14,2014,15,45,40,5537,19.8,5537,19.8
3,12,14,2014,15,45,41,5537,19.8,5537,19.8
4,12,14,2014,15,45,42,5537,19.8,5537,19.8
5,12,14,2014,15,45,43,5537,19.8,5537,19.8
6,12,14,2014,15,45,44,5537,19.8,5537,19.8
7,12,14,2014,15,45,45,5537,19.8,5537,19.8
8,12,14,2014,15,45,46,5537,19.8,5537,19.8
9,12,14,2014,15,45,47,5537,19.8,5537,19.8
10,12,14,2014,15,45,48,5537,19.8,5537,19.8
11,12,14,2014,15,45,49,5537,19.8,5537,19.8
12,12,14,2014,15,45,50,5537,19.8,5537,19.8
13,12,14,2014,15,45,51,5537,19.8,5537,19.8
14,12,14,2014,15,45,52,5537,19.8,5537,19.8
15,12,14,2014,15,45,53,5537,19.8,5537,19.8
16,12,14,2014,15,45,54,5537,19.8,5537,19.8
17,12,14,2014,15,45,55,5537,19.8,5537,19.8
18,12,14,2014,15,45,56,5537,19.8,5537,19.8
19,12,14,2014,15,45,57,5537,19.8,5537,19.8
20,12,14,2014,15,45,58,5537,19.8,5537,19.8
21,12,14,2014,15,45,59,5537,19.8,5537,19.8
22,12,14,2014,15,46,0,5537,19.8,5537,19.8
23,12,14,2014,15,46,1,5537,19.8,5537,19.8
24,12,14,2014,15,46,2,5537,19.8,5537,19.8
25,12,14,2014,15,46,3,5537,19.8,5537,19.8
26,12,14,2014,15,46,4,5537,19.9,5537,19.8
27,12,14,2014,15,46,5,5537,19.9,5537,19.8
28,12,14,2014,15,46,6,5537,19.9,5537,19.8
29,12,14,2014,15,46,7,5537,19.9,5537,19.8
30,12,14,2014,15,46,8,5537,20,5537,19.8
31,12,14,2014,15,46,9,5537,20,5537,19.8
32,12,14,2014,15,46,11,5537,20,5537,19.8
33,12,14,2014,15,46,12,5537,20,5537,19.8
34,12,14,2014,15,46,13,5537,20,5537,19.8
35,12,14,2014,15,46,14,5537,20,5537,19.8
36,12,14,2014,15,46,15,5537,20,5537,19.8
37,12,14,2014,15,46,16,5537,20,5537,19.8
38,12,14,2014,15,46,17,5537,20,5537,19.8
39,12,14,2014,15,46,18,5537,20,5537,19.8
40,12,14,2014,15,46,19,5537,20,5537,19.8
41,12,14,2014,15,46,20,5537,20,5537,19.8
42,12,14,2014,15,46,21,5537,20,5537,19.8
43,12,14,2014,15,46,22,5537,20,5537,19.8
44,12,14,2014,15,46,23,5537,20,5537,19.8
45,12,14,2014,15,46,24,5537,20,5537,19.8
46,12,14,2014,15,46,25,5537,20,5537,19.8
47,12,14,2014,15,46,26,5537,20,5537,19.8
48,12,14,2014,15,46,27,5537,20,5537,19.8
49,12,14,2014,15,46,28,5537,20,5537,19.8
50,12,14,2014,15,46,29,5537,20,5537,19.8
51,12,14,2014,15,46,30,5537,20,5537,19.8
52,12,14,2014,15,46,31,5537,20,5537,19.8
53,12,14,2014,15,46,32,5537,20,5537,19.8
54,12,14,2014,15,46,33,5537,20,5537,19.8
55,12,14,2014,15,46,34,5537,20,5537,19.8
56,12,14,2014,15,46,35,5537,20,5537,19.8
57,12,14,2014,15,46,36,5537,20,5537,19.8
58,12,14,2014,15,46,37,5537,20,5537,19.8
59,12,14,2014,15,46,38,5537,20,5537,19.8
60,12,14,2014,15,46,39,5537,20,5537,19.8
61,12,14,2014,15,46,40,5537,20,5537,19.8
62,12,14,2014,15,46,41,5537,20,5537,19.8
63,12,14,2014,15,46,42,5537,20,5537,19.8
64,12,14,2014,15,46,43,5537,20,5537,19.8
65,12,14,2014,15,46,44,5537,20,5537,19.8
66,12,14,2014,15,46,45,5537,20,5537,19.8
67,12,14,2014,15,46,46,5537,20,5537,19.8
68,12,14,2014,15,46,47,5537,20,5537,19.8
69,12,14,2014,15,46,48,5537,20,5537,19.8
70,12,14,2014,15,46,49,5537,20,5537,19.8
71,12,14,2014,15,46,50,5537,20,5537,19.8
72,12,14,2014,15,46,51,5537,20,5537,19.8
73,12,14,2014,15,46,52,5537,20,5537,19.8
74,12,14,2014,15,46,53,5537,20,5537,19.8
75,12,14,2014,15,46,54,5537,20,5537,19.8
76,12,14,2014,15,46,55,5537,20,5537,19.8
77,12,14,2014,15,46,56,5537,20,5537,19.8
78,12,14,2014,15,46,57,5537,20,5537,19.8
79,12,14,2014,15,46,58,5537,20,5537,19.8
80,12,14,2014,15,46,59,5537,20,5537,19.8
81,12,14,2014,15,47,0,5537,20,5537,19.8
82,12,14,2014,15,47,1,5537,20,5537,19.8
83,12,14,2014,15,47,2,5537,20,5537,19.8
84,12,14,2014,15,47,3,5537,20,5537,19.8
85,12,14,2014,15,47,4,5537,20,5537,19.8
86,12,14,2014,15,47,5,5537,20,5537,19.8
87,12,14,2014,15,47,6,5537,20,5537,19.8
88,12,14,2014,15,47,7,5537,20,5537,19.8
89,12,14,2014,15,47,8,5537,20,5537,19.8
90,12,14,2014,15,47,9,5537,20,5537,19.8
91,12,14,2014,15,47,10,5537,20,5537,19.8
92,12,14,2014,15,47,11,5537,20,5537,19.8
93,12,14,2014,15,47,12,5537,20,5537,19.8
94,12,14,2014,15,47,13,5537,20,5537,19.8
95,12,14,2014,15,47,14,5537,20,5537,19.8
96,12,14,2014,15,47,15,5537,20,5537,19.8
97,12,14,2014,15,47,16,5537,20,5537,19.8
98,12,14,2014,15,47,17,5537,20,5537,19.8
99,12,14,2014,15,47,18,5537,20,5537,19.8
100,12,14,2014,15,47,19,5537,20,5537,19.8
101,12,14,2014,15,47,20,5537,20,5537,19.8
102,12,14,2014,15,47,21,5537,20,5537,19.8
103,12,14,2014,15,47,22,5537,20,5537,19.8
104,12,14,2014,15,47,24,5537,20,5537,19.8
105,12,14,2014,15,47,25,5537,20,5537,19.8
106,12,14,2014,15,47,26,5537,20,5537,19.8
107,12,14,2014,15,47,27,5537,20,5537,19.8
108,12,14,2014,15,47,28,5537,20,5537,19.8
109,12,14,2014,15,47,29,5537,20,5537,19.8
110,12,14,2014,15,47,30,5537,20,5537,19.8
111,12,14,2014,15,47,31,5537,20,5537,19.8
112,12,14,2014,15,47,32,5537,20,5537,19.8
113,12,14,2014,15,47,33,5537,20,5537,19.8
114,12,14,2014,15,47,34,5537,20,5537,19.8
115,12,14,2014,15,47,35,5537,20,5537,19.8
116,12,14,2014,15,47,36,5537,20,5537,19.8
117,12,14,2014,15,47,37,5537,20,5537,19.8
118,12,14,2014,15,47,38,5537,20,5537,19.8
119,12,14,2014,15,47,39,5537,20,5537,19.8
120,12,14,2014,15,47,40,5537,20,5537,19.8
121,12,14,2014,15,47,41,5537,20,5537,19.8
122,12,14,2014,15,47,42,5537,20,5537,19.8
123,12,14,2014,15,47,43,5537,20,5537,19.8
124,12,14,2014,15,47,44,5537,20,5537,19.8
125,12,14,2014,15,47,45,5537,20,5537,19.8
126,12,14,2014,15,47,46,5537,20,5537,19.8
127,12,14,2014,15,47,47,5537,20,5537,19.8
128,12,14,2014,15,47,48,5537,20,5537,19.8
129,12,14,2014,15,47,49,5537,20,5537,19.8
130,12,14,2014,15,47,50,5537,20,5537,19.8
131,12,14,2014,15,47,51,5537,20,5537,19.8
132,12,14,2014,15,47,52,5537,20,5537,19.8
133,12,14,2014,15,47,53,5537,20,5537,19.8
134,12,14,2014,15,47,54,5537,20,5537,19.8
135,12,14,2014,15,47,55,5537,20,5537,19.8
136,12,14,2014,15,47,56,5537,20,5537,19.8
137,12,14,2014,15,47,57,5537,20,5537,19.8
138,12,14,2014,15,47,58,5537,20,5537,19.8
139,12,14,2014,15,47,59,5537,20,5537,19.8
140,12,14,2014,15,48,0,5537,20,5537,19.8
141,12,14,2014,15,48,1,5537,20,5537,19.8
142,12,14,2014,15,48,2,5537,20,5537,19.8
143,12,14,2014,15,48,3,5537,20,5537,19.8
144,12,14,2014,15,48,4,5537,20,5537,19.8
145,12,14,2014,15,48,5,5537,20,5537,19.8
146,12,14,2014,15,48,6,5537,20,5537,19.8
147,12,14,2014,15,48,7,5537,20,5537,19.8
148,12,14,2014,15,48,8,5537,20,5537,19.8
149,12,14,2014,15,48,9,5537,20,5537,19.8
150,12,14,2014,15,48,10,5537,20,5537,19.8
151,12,14,2014,15,48,11,5537,20,5537,19.8
152,12,14,2014,15,48,12,5537,20,5537,19.8
153,12,14,2014,15,48,13,5537,20,5537,19.8
154,12,14,2014,15,48,14,5537,20,5537,19.8
155,12,14,2014,15,48,15,5537,20,5537,19.8
156,12,14,2014,15,48,16,5537,20,5537,19.8
157,12,14,2014,15,48,17,5537,20,5537,19.8
158,12,14,2014,15,48,18,5537,20,5537,19.8
159,12,14,2014,15,48,19,5537,20,5537,19.8
160,12,14,2014,15,48,20,5537,20,5537,19.8
161,12,14,2014,15,48,21,5537,20,5537,19.8
162,12,14,2014,15,48,22,5537,20,5537,19.8
163,12,14,2014,15,48,23,5537,20,5537,19.8
164,12,14,2014,15,48,24,5537,20,5537,19.8
165,12,14,2014,15,48,25,5537,20,5537,19.8
