Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	4.6702	0	730	2058	2857	4205	851	10.0	200	1	1	5.0340	1	1	
2	0	13.9906	1	730	2058	2857	4205	501	10.0	200	1	0	15.7517	0	1	
3	1	26.4527	0	730	2058	2857	4205	501	10.0	200	1	0	27.4826	0	1	
4	1	41.8097	1	730	2058	2857	4205	501	10.0	200	1	0	49.2148	0	1	
5	1	55.6879	0	730	2058	2857	4205	501	10.0	200	1	1	56.5545	1	1	
6	0	69.8080	0	460	1105	2857	4205	601	10.0	200	0	0	72.1541	1	0	
7	0	83.4373	0	460	1105	2857	4205	1001	10.0	200	0	0	84.5637	1	3	
8	0	93.0266	0	460	1105	2857	4205	751	10.0	200	0	0	93.6500	1	2	
9	0	100.6441	0	460	1105	2857	4205	801	10.0	200	0	0	101.1535	1	2	
10	0	110.0824	0	460	1105	2857	4205	651	10.0	200	0	0	110.7142	1	5	
11	0	116.5929	0	460	1105	2857	4205	701	10.0	200	0	0	117.2370	1	5	
12	0	124.0238	0	460	1105	2857	4205	551	10.0	200	0	0	125.0525	1	2	
13	0	134.2862	1	730	2058	2857	4205	901	10.0	200	1	0	134.8293	0	4	
14	1	143.5925	0	730	2058	2857	4205	901	10.0	200	1	1	144.4487	1	4	
15	0	155.8692	0	460	1105	2857	4205	901	10.0	200	0	0	156.3046	1	0	
16	0	163.3854	0	460	1105	2857	4205	1001	10.0	200	0	0	163.8484	1	0	
17	0	171.3745	0	730	2058	2857	4205	951	10.0	200	1	1	172.1799	1	4	
18	0	179.0342	0	730	2058	2857	4205	651	10.0	200	1	1	179.6657	1	5	
19	0	186.1401	0	730	2058	2857	4205	501	10.0	200	1	0	188.1246	0	0	
20	1	196.5634	0	730	2058	2857	4205	501	10.0	200	1	0	197.5308	0	0	
21	1	210.1547	0	730	2058	2857	4205	501	10.0	200	1	0	210.7660	0	0	
22	1	222.0587	1	730	2058	2857	4205	501	10.0	200	1	1	222.7738	1	0	
23	0	231.3698	0	460	1105	2857	4205	601	10.0	200	0	0	237.8305	1	4	
24	0	245.2115	0	460	1105	2857	4205	751	10.0	200	0	0	246.0768	1	4	
25	0	252.4435	0	730	2058	2857	4205	551	10.0	200	1	0	253.5314	0	3	
26	1	263.3427	0	730	2058	2857	4205	551	10.0	200	1	1	264.1654	1	3	
27	0	272.6136	0	460	1105	2857	4205	701	10.0	200	0	0	274.1036	1	5	
28	0	280.4119	0	460	1105	2857	4205	801	10.0	200	0	0	281.0475	1	3	
29	0	287.0370	0	460	1105	2857	4205	1001	10.0	200	0	0	287.5651	1	4	
30	0	293.2286	1	730	2058	2857	4205	701	10.0	200	1	0	298.3233	0	5	
31	1	309.8253	0	730	2058	2857	4205	701	10.0	200	1	1	310.4080	1	5	
32	0	320.5769	0	460	1105	2857	4205	501	10.0	200	0	0	321.1543	1	3	
33	0	326.5876	0	730	2058	2857	4205	601	10.0	200	1	0	327.8733	0	1	
34	1	335.4225	0	730	2058	2857	4205	601	10.0	200	1	0	336.7881	0	1	
35	1	347.3800	0	730	2058	2857	4205	601	10.0	200	1	0	349.6524	0	1	
36	1	356.1733	0	730	2058	2857	4205	601	10.0	200	1	0	356.7215	0	1	
37	1	364.7511	0	730	2058	2857	4205	601	10.0	200	1	0	365.7313	0	1	
38	1	373.2324	1	730	2058	2857	4205	601	10.0	200	1	1	377.8850	1	1	
39	0	389.6704	0	460	1105	2857	4205	851	10.0	200	0	0	390.3376	1	1	
40	0	398.2304	0	730	2058	2857	4205	651	10.0	200	1	0	399.4296	0	2	
41	1	405.4965	0	730	2058	2857	4205	651	10.0	200	1	1	406.2353	1	2	
42	0	411.4930	0	730	2058	2857	4205	751	10.0	200	1	1	412.4922	1	4	
