Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	146.2951	0	460	1105	2857	4205	701	-10.0	200	0	0	146.9489	1	2	
2	0	169.2938	0	730	2058	2857	4205	1001	-12.0	200	1	1	171.4141	1	1	
3	0	175.2906	0	460	1105	2857	4205	501	-10.0	200	0	1	177.5485	0	0	
4	1	184.7677	1	460	1105	2857	4205	501	-10.0	200	0	0	186.6629	1	0	
5	0	193.4869	0	460	1105	2857	4205	601	-10.0	200	0	0	194.5153	1	1	
6	0	200.7001	1	460	1105	2857	4205	851	-10.0	200	0	1	201.0640	0	3	
7	1	215.9998	0	460	1105	2857	4205	851	-10.0	200	0	0	217.0189	1	3	
8	0	224.4800	0	460	1105	2857	4205	951	-10.0	200	0	0	224.8973	1	1	
9	0	231.3971	0	730	2058	2857	4205	901	-12.0	200	1	1	231.6495	1	2	
10	0	237.0580	0	460	1105	2857	4205	751	-10.0	200	0	1	237.2650	0	3	
11	1	243.2364	0	460	1105	2857	4205	751	-10.0	200	0	0	243.9898	1	3	
12	0	250.3611	0	730	2058	2857	4205	651	-12.0	200	1	1	251.3063	1	1	
13	0	257.7545	0	460	1105	2857	4205	801	-10.0	200	0	0	258.1110	1	2	
14	0	264.4637	0	730	2058	2857	4205	801	-12.0	200	1	1	264.9394	1	3	
15	0	271.3716	0	730	2058	2857	4205	851	-12.0	200	1	0	271.8137	0	0	
16	1	280.2226	0	730	2058	2857	4205	851	-12.0	200	1	1	281.0611	1	0	
17	0	286.2935	0	460	1105	2857	4205	651	-10.0	200	0	0	287.4289	1	2	
18	0	294.5994	0	460	1105	2857	4205	951	-10.0	200	0	0	294.8688	1	0	
19	0	302.8683	0	730	2058	2857	4205	901	-12.0	200	1	1	303.3483	1	3	
20	0	309.3805	0	460	1105	2857	4205	1001	-10.0	200	0	0	309.8304	1	3	
21	0	317.2497	0	730	2058	2857	4205	551	-12.0	200	1	1	317.6692	1	0	
22	0	323.4756	1	730	2058	2857	4205	701	-12.0	200	1	1	323.9806	1	2	
23	0	331.0815	0	730	2058	2857	4205	751	-12.0	200	1	0	331.5826	0	2	
24	1	340.3853	0	730	2058	2857	4205	751	-12.0	200	1	1	341.1322	1	2	
25	0	346.6271	0	730	2058	2857	4205	601	-12.0	200	1	1	348.2913	1	0	
26	0	355.2154	0	730	2058	2857	4205	851	-12.0	200	1	1	355.8683	1	3	
27	0	362.8687	0	460	1105	2857	4205	751	-10.0	200	0	0	363.5434	1	1	
28	0	369.7224	0	730	2058	2857	4205	901	-12.0	200	1	1	370.3130	1	1	
29	0	376.5390	0	460	1105	2857	4205	1001	-10.0	200	0	0	377.0266	1	0	
30	0	384.1284	0	460	1105	2857	4205	651	-10.0	200	0	0	385.0205	1	0	
31	0	393.0154	0	460	1105	2857	4205	951	-10.0	200	0	0	393.3241	1	0	
32	0	400.8806	0	730	2058	2857	4205	551	-12.0	200	1	1	401.5776	1	3	
