Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	56.9185	1	730	2058	2857	4205	1001	-7.0	200	1	1	57.3295	1	0	
2	0	66.3778	0	460	1105	2857	4205	951	-5.0	200	0	0	67.0828	1	0	
3	0	74.0177	0	460	1105	2857	4205	651	-5.0	200	0	1	74.3311	0	3	
4	1	81.2508	0	460	1105	2857	4205	651	-5.0	200	0	1	81.7933	0	3	
5	1	90.2762	0	460	1105	2857	4205	651	-5.0	200	0	0	91.0181	1	3	
6	0	98.4609	0	460	1105	2857	4205	551	-5.0	200	0	0	99.7991	1	2	
7	0	105.1247	0	460	1105	2857	4205	501	-5.0	200	0	1	105.4514	0	0	
8	1	128.3109	0	460	1105	2857	4205	501	-5.0	200	0	1	129.1968	0	0	
9	1	145.7031	0	460	1105	2857	4205	501	-5.0	200	0	0	146.2861	1	0	
10	0	165.1442	0	730	2058	2857	4205	751	-7.0	200	1	1	165.8111	1	2	
11	0	180.3832	0	460	1105	2857	4205	801	-5.0	200	0	0	180.8856	1	1	
12	0	188.1361	0	730	2058	2857	4205	601	-7.0	200	1	1	188.5431	1	3	
13	0	201.0091	0	730	2058	2857	4205	901	-7.0	200	1	1	201.3519	1	3	
14	0	208.9752	0	460	1105	2857	4205	701	-5.0	200	0	1	209.0330	0	1	
15	1	222.9918	0	460	1105	2857	4205	701	-5.0	200	0	1	223.7031	0	1	
16	1	232.2509	0	460	1105	2857	4205	701	-5.0	200	0	1	232.9004	0	1	
17	1	238.8336	0	460	1105	2857	4205	701	-5.0	200	0	0	239.8276	1	1	
18	0	244.9697	1	730	2058	2857	4205	801	-7.0	200	1	1	245.6327	1	1	
19	0	250.8679	0	460	1105	2857	4205	751	-5.0	200	0	1	255.7775	0	3	
20	1	267.7643	0	460	1105	2857	4205	751	-5.0	200	0	0	268.3221	1	3	
21	0	274.8041	0	460	1105	2857	4205	901	-5.0	200	0	1	275.4797	0	0	
22	1	314.4858	0	460	1105	2857	4205	901	-5.0	200	0	1	315.1700	0	0	
23	1	321.9362	0	460	1105	2857	4205	901	-5.0	200	0	0	322.7790	1	0	
24	0	332.8392	0	730	2058	2857	4205	1001	-7.0	200	1	1	333.2772	1	0	
25	0	341.6215	1	460	1105	2857	4205	551	-5.0	200	0	1	342.0520	0	2	
26	1	348.0167	0	460	1105	2857	4205	551	-5.0	200	0	0	352.8694	1	2	
27	0	362.1528	0	730	2058	2857	4205	951	-7.0	200	1	1	362.4506	1	1	
28	0	367.9459	0	730	2058	2857	4205	701	-7.0	200	1	1	368.4866	1	2	
29	0	375.2739	0	730	2058	2857	4205	601	-7.0	200	1	1	375.6110	1	2	
30	0	387.8617	0	460	1105	2857	4205	501	-5.0	200	0	1	388.9204	0	2	
31	1	398.4180	0	460	1105	2857	4205	501	-5.0	200	0	1	399.4160	0	2	
32	1	406.0817	0	460	1105	2857	4205	501	-5.0	200	0	0	406.9749	1	2	
33	0	414.8299	0	460	1105	2857	4205	851	-5.0	200	0	1	415.1443	0	1	
34	1	438.3754	0	460	1105	2857	4205	851	-5.0	200	0	1	438.6800	0	1	
35	1	536.1746	0	460	1105	2857	4205	851	-5.0	200	0	0	537.2116	1	1	
