Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	8.5950	1	730	2058	2857	4205	801	10.0	200	1	1	9.6781	1	0	
2	0	15.0239	1	730	2058	2857	4205	701	10.0	200	1	1	16.2320	1	5	
3	0	30.9338	0	460	1105	2857	4205	1001	10.0	200	0	0	31.9823	1	0	
4	0	39.9712	0	730	2058	2857	4205	851	10.0	200	1	0	40.4686	0	1	
5	1	63.3039	0	730	2058	2857	4205	851	10.0	200	1	1	65.1160	1	1	
6	0	72.3481	0	730	2058	2857	4205	651	10.0	200	1	1	73.1370	1	2	
7	0	93.3157	0	730	2058	2857	4205	551	10.0	200	1	0	94.3241	0	3	
8	1	102.4132	1	730	2058	2857	4205	551	10.0	200	1	1	103.1510	1	3	
9	0	112.1830	0	460	1105	2857	4205	601	10.0	200	0	0	113.0529	1	1	
10	0	124.1386	0	460	1105	2857	4205	901	10.0	200	0	0	125.0488	1	4	
11	0	131.1891	0	730	2058	2857	4205	501	10.0	200	1	1	132.3744	1	2	
12	0	147.5838	0	460	1105	2857	4205	951	10.0	200	0	0	148.2367	1	4	
13	0	157.7151	0	730	2058	2857	4205	801	10.0	200	1	1	158.1959	1	0	
14	0	170.9167	1	460	1105	2857	4205	951	10.0	200	0	0	171.8504	1	2	
15	0	181.4133	0	460	1105	2857	4205	551	10.0	200	0	0	181.8471	1	1	
16	0	189.0225	0	730	2058	2857	4205	1001	10.0	200	1	0	189.7458	0	1	
17	1	204.9427	0	730	2058	2857	4205	1001	10.0	200	1	0	205.3104	0	1	
18	1	211.8996	0	730	2058	2857	4205	1001	10.0	200	1	0	212.5551	0	1	
19	1	218.9201	0	730	2058	2857	4205	1001	10.0	200	1	1	219.4881	1	1	
20	0	227.9523	0	460	1105	2857	4205	601	10.0	200	0	0	228.8189	1	2	
21	0	237.0875	0	730	2058	2857	4205	851	10.0	200	1	1	237.8615	1	5	
22	0	246.3726	0	460	1105	2857	4205	651	10.0	200	0	0	246.9186	1	5	
23	0	260.2700	1	460	1105	2857	4205	901	10.0	200	0	0	260.8101	1	5	
24	0	268.3784	1	460	1105	2857	4205	751	10.0	200	0	0	268.8074	1	5	
25	0	274.8751	0	730	2058	2857	4205	701	10.0	200	1	0	276.0785	0	5	
26	1	287.6641	0	730	2058	2857	4205	701	10.0	200	1	1	288.4717	1	5	
27	0	296.3937	0	730	2058	2857	4205	501	10.0	200	1	0	296.9126	0	4	
28	1	302.8047	0	730	2058	2857	4205	501	10.0	200	1	1	304.0008	1	4	
29	0	313.3682	0	460	1105	2857	4205	551	10.0	200	0	0	313.7159	1	4	
30	0	319.4016	1	730	2058	2857	4205	651	10.0	200	1	1	320.9691	1	4	
31	0	337.9189	0	730	2058	2857	4205	751	10.0	200	1	0	338.4728	0	2	
32	1	356.0213	0	730	2058	2857	4205	751	10.0	200	1	0	356.5112	0	2	
33	1	365.7676	0	730	2058	2857	4205	751	10.0	200	1	1	366.2968	1	2	
34	0	376.3390	0	460	1105	2857	4205	601	10.0	200	0	0	376.8961	1	3	
35	0	391.3508	0	460	1105	2857	4205	901	10.0	200	0	1	391.9654	0	3	
36	1	403.0650	0	460	1105	2857	4205	901	10.0	200	0	0	403.6738	1	3	
37	0	412.3672	0	460	1105	2857	4205	701	10.0	200	0	0	412.9756	1	2	
38	0	418.5819	0	730	2058	2857	4205	801	10.0	200	1	1	419.7741	1	4	
39	0	434.0205	0	460	1105	2857	4205	1001	10.0	200	0	0	434.4298	1	0	
40	0	439.9698	0	730	2058	2857	4205	951	10.0	200	1	0	440.3467	0	3	
41	1	455.2262	0	730	2058	2857	4205	951	10.0	200	1	0	456.3997	0	3	
42	1	466.0224	0	730	2058	2857	4205	951	10.0	200	1	1	466.5292	1	3	
