Condition,Spkr_Rad,nTrials,nCorrect,pCorrect,iteration
Control,-1.5707963267948966,132,110,83.33333333333334,466
Control,-1.0471975511965976,132,80,60.60606060606061,466
Control,-0.5235987755982988,132,64,48.484848484848484,466
Control,0.0,132,43,32.57575757575758,466
Control,0.5235987755982988,132,77,58.333333333333336,466
Control,1.0471975511965976,132,79,59.84848484848485,466
Control,1.5707963267948966,132,80,60.60606060606061,466
Bilateral,-1.5707963267948966,132,126,95.45454545454545,467
Bilateral,-1.0471975511965976,132,41,31.060606060606062,467
Bilateral,-0.5235987755982988,132,32,24.242424242424242,467
Bilateral,0.0,132,36,27.27272727272727,467
Bilateral,0.5235987755982988,132,49,37.121212121212125,467
Bilateral,1.0471975511965976,132,45,34.090909090909086,467
Bilateral,1.5707963267948966,132,73,55.3030303030303,467
Control,-1.5707963267948966,132,107,81.06060606060606,467
Control,-1.0471975511965976,132,71,53.78787878787878,467
Control,-0.5235987755982988,132,71,53.78787878787878,467
Control,0.0,132,44,33.33333333333333,467
Control,0.5235987755982988,132,65,49.24242424242424,467
Control,1.0471975511965976,132,84,63.63636363636363,467
Control,1.5707963267948966,132,70,53.03030303030303,467
Bilateral,-1.5707963267948966,132,128,96.96969696969697,468
Bilateral,-1.0471975511965976,132,38,28.78787878787879,468
Bilateral,-0.5235987755982988,132,27,20.454545454545457,468
Bilateral,0.0,132,35,26.515151515151516,468
Bilateral,0.5235987755982988,132,51,38.63636363636363,468
Bilateral,1.0471975511965976,132,40,30.303030303030305,468
Bilateral,1.5707963267948966,132,68,51.515151515151516,468
Control,-1.5707963267948966,132,117,88.63636363636364,468
Control,-1.0471975511965976,132,71,53.78787878787878,468
Control,-0.5235987755982988,132,68,51.515151515151516,468
Control,0.0,132,42,31.818181818181817,468
Control,0.5235987755982988,132,66,50.0,468
Control,1.0471975511965976,132,77,58.333333333333336,468
Control,1.5707963267948966,132,80,60.60606060606061,468
Bilateral,-1.5707963267948966,132,128,96.96969696969697,469
Bilateral,-1.0471975511965976,132,37,28.030303030303028,469
Bilateral,-0.5235987755982988,132,35,26.515151515151516,469
Bilateral,0.0,132,30,22.727272727272727,469
Bilateral,0.5235987755982988,132,45,34.090909090909086,469
Bilateral,1.0471975511965976,132,39,29.545454545454547,469
Bilateral,1.5707963267948966,132,59,44.696969696969695,469
Control,-1.5707963267948966,132,112,84.84848484848484,469
Control,-1.0471975511965976,132,79,59.84848484848485,469
Control,-0.5235987755982988,132,71,53.78787878787878,469
Control,0.0,132,47,35.60606060606061,469
Control,0.5235987755982988,132,82,62.121212121212125,469
Control,1.0471975511965976,132,76,57.57575757575758,469
Control,1.5707963267948966,132,76,57.57575757575758,469
Bilateral,-1.5707963267948966,132,128,96.96969696969697,470
Bilateral,-1.0471975511965976,132,43,32.57575757575758,470
Bilateral,-0.5235987755982988,132,33,25.0,470
Bilateral,0.0,132,37,28.030303030303028,470
Bilateral,0.5235987755982988,132,48,36.36363636363637,470
Bilateral,1.0471975511965976,132,34,25.757575757575758,470
Bilateral,1.5707963267948966,132,69,52.27272727272727,470
Control,-1.5707963267948966,132,116,87.87878787878788,470
Control,-1.0471975511965976,132,77,58.333333333333336,470
Control,-0.5235987755982988,132,70,53.03030303030303,470
Control,0.0,132,45,34.090909090909086,470
Control,0.5235987755982988,132,71,53.78787878787878,470
Control,1.0471975511965976,132,73,55.3030303030303,470
Control,1.5707963267948966,132,80,60.60606060606061,470
Bilateral,-1.5707963267948966,132,128,96.96969696969697,471
Bilateral,-1.0471975511965976,132,44,33.33333333333333,471
Bilateral,-0.5235987755982988,132,40,30.303030303030305,471
Bilateral,0.0,132,34,25.757575757575758,471
Bilateral,0.5235987755982988,132,43,32.57575757575758,471
Bilateral,1.0471975511965976,132,43,32.57575757575758,471
Bilateral,1.5707963267948966,132,65,49.24242424242424,471
Control,-1.5707963267948966,132,113,85.60606060606061,471
Control,-1.0471975511965976,132,77,58.333333333333336,471
Control,-0.5235987755982988,132,64,48.484848484848484,471
Control,0.0,132,47,35.60606060606061,471
Control,0.5235987755982988,132,69,52.27272727272727,471
Control,1.0471975511965976,132,65,49.24242424242424,471
Control,1.5707963267948966,132,80,60.60606060606061,471
Bilateral,-1.5707963267948966,132,127,96.21212121212122,472
Bilateral,-1.0471975511965976,132,32,24.242424242424242,472
Bilateral,-0.5235987755982988,132,31,23.484848484848484,472
Bilateral,0.0,132,28,21.21212121212121,472
Bilateral,0.5235987755982988,132,52,39.39393939393939,472
Bilateral,1.0471975511965976,132,40,30.303030303030305,472
Bilateral,1.5707963267948966,132,69,52.27272727272727,472
Control,-1.5707963267948966,132,113,85.60606060606061,472
Control,-1.0471975511965976,132,75,56.81818181818182,472
Control,-0.5235987755982988,132,70,53.03030303030303,472
Control,0.0,132,42,31.818181818181817,472
Control,0.5235987755982988,132,73,55.3030303030303,472
Control,1.0471975511965976,132,73,55.3030303030303,472
Control,1.5707963267948966,132,66,50.0,472
Bilateral,-1.5707963267948966,132,129,97.72727272727273,473
Bilateral,-1.0471975511965976,132,44,33.33333333333333,473
Bilateral,-0.5235987755982988,132,35,26.515151515151516,473
Bilateral,0.0,132,37,28.030303030303028,473
Bilateral,0.5235987755982988,132,45,34.090909090909086,473
Bilateral,1.0471975511965976,132,48,36.36363636363637,473
Bilateral,1.5707963267948966,132,56,42.42424242424242,473
Control,-1.5707963267948966,132,112,84.84848484848484,473
Control,-1.0471975511965976,132,69,52.27272727272727,473
Control,-0.5235987755982988,132,71,53.78787878787878,473
Control,0.0,132,50,37.878787878787875,473
Control,0.5235987755982988,132,71,53.78787878787878,473
Control,1.0471975511965976,132,74,56.060606060606055,473
Control,1.5707963267948966,132,82,62.121212121212125,473
Bilateral,-1.5707963267948966,132,129,97.72727272727273,474
Bilateral,-1.0471975511965976,132,37,28.030303030303028,474
Bilateral,-0.5235987755982988,132,28,21.21212121212121,474
Bilateral,0.0,132,38,28.78787878787879,474
Bilateral,0.5235987755982988,132,49,37.121212121212125,474
Bilateral,1.0471975511965976,132,40,30.303030303030305,474
Bilateral,1.5707963267948966,132,65,49.24242424242424,474
Control,-1.5707963267948966,132,115,87.12121212121212,474
Control,-1.0471975511965976,132,74,56.060606060606055,474
Control,-0.5235987755982988,132,69,52.27272727272727,474
Control,0.0,132,45,34.090909090909086,474
Control,0.5235987755982988,132,64,48.484848484848484,474
Control,1.0471975511965976,132,74,56.060606060606055,474
Control,1.5707963267948966,132,86,65.15151515151516,474
Bilateral,-1.5707963267948966,132,126,95.45454545454545,475
Bilateral,-1.0471975511965976,132,40,30.303030303030305,475
Bilateral,-0.5235987755982988,132,25,18.939393939393938,475
Bilateral,0.0,132,40,30.303030303030305,475
Bilateral,0.5235987755982988,132,51,38.63636363636363,475
Bilateral,1.0471975511965976,132,33,25.0,475
Bilateral,1.5707963267948966,132,56,42.42424242424242,475
Control,-1.5707963267948966,132,111,84.0909090909091,475
Control,-1.0471975511965976,132,74,56.060606060606055,475
Control,-0.5235987755982988,132,75,56.81818181818182,475
Control,0.0,132,51,38.63636363636363,475
Control,0.5235987755982988,132,74,56.060606060606055,475
Control,1.0471975511965976,132,82,62.121212121212125,475
Control,1.5707963267948966,132,80,60.60606060606061,475
Bilateral,-1.5707963267948966,132,125,94.6969696969697,476
Bilateral,-1.0471975511965976,132,38,28.78787878787879,476
Bilateral,-0.5235987755982988,132,26,19.696969696969695,476
Bilateral,0.0,132,45,34.090909090909086,476
Bilateral,0.5235987755982988,132,45,34.090909090909086,476
Bilateral,1.0471975511965976,132,49,37.121212121212125,476
Bilateral,1.5707963267948966,132,67,50.75757575757576,476
Control,-1.5707963267948966,132,117,88.63636363636364,476
Control,-1.0471975511965976,132,65,49.24242424242424,476
Control,-0.5235987755982988,132,66,50.0,476
Control,0.0,132,51,38.63636363636363,476
Control,0.5235987755982988,132,63,47.72727272727273,476
Control,1.0471975511965976,132,78,59.09090909090909,476
Control,1.5707963267948966,132,86,65.15151515151516,476
Bilateral,-1.5707963267948966,132,126,95.45454545454545,477
Bilateral,-1.0471975511965976,132,49,37.121212121212125,477
Bilateral,-0.5235987755982988,132,36,27.27272727272727,477
Bilateral,0.0,132,39,29.545454545454547,477
Bilateral,0.5235987755982988,132,43,32.57575757575758,477
Bilateral,1.0471975511965976,132,43,32.57575757575758,477
Bilateral,1.5707963267948966,132,66,50.0,477
Control,-1.5707963267948966,132,120,90.9090909090909,477
Control,-1.0471975511965976,132,69,52.27272727272727,477
Control,-0.5235987755982988,132,71,53.78787878787878,477
Control,0.0,132,45,34.090909090909086,477
Control,0.5235987755982988,132,66,50.0,477
Control,1.0471975511965976,132,69,52.27272727272727,477
Control,1.5707963267948966,132,90,68.18181818181817,477
Bilateral,-1.5707963267948966,132,125,94.6969696969697,478
Bilateral,-1.0471975511965976,132,28,21.21212121212121,478
Bilateral,-0.5235987755982988,132,32,24.242424242424242,478
Bilateral,0.0,132,30,22.727272727272727,478
Bilateral,0.5235987755982988,132,51,38.63636363636363,478
Bilateral,1.0471975511965976,132,44,33.33333333333333,478
Bilateral,1.5707963267948966,132,74,56.060606060606055,478
Control,-1.5707963267948966,132,113,85.60606060606061,478
Control,-1.0471975511965976,132,73,55.3030303030303,478
Control,-0.5235987755982988,132,70,53.03030303030303,478
Control,0.0,132,57,43.18181818181818,478
Control,0.5235987755982988,132,73,55.3030303030303,478
Control,1.0471975511965976,132,79,59.84848484848485,478
Control,1.5707963267948966,132,80,60.60606060606061,478
Bilateral,-1.5707963267948966,132,129,97.72727272727273,479
Bilateral,-1.0471975511965976,132,47,35.60606060606061,479
Bilateral,-0.5235987755982988,132,29,21.96969696969697,479
Bilateral,0.0,132,30,22.727272727272727,479
Bilateral,0.5235987755982988,132,39,29.545454545454547,479
Bilateral,1.0471975511965976,132,43,32.57575757575758,479
Bilateral,1.5707963267948966,132,57,43.18181818181818,479
Control,-1.5707963267948966,132,114,86.36363636363636,479
Control,-1.0471975511965976,132,78,59.09090909090909,479
Control,-0.5235987755982988,132,53,40.15151515151515,479
Control,0.0,132,42,31.818181818181817,479
Control,0.5235987755982988,132,68,51.515151515151516,479
Control,1.0471975511965976,132,75,56.81818181818182,479
Control,1.5707963267948966,132,69,52.27272727272727,479
Bilateral,-1.5707963267948966,132,131,99.24242424242425,480
Bilateral,-1.0471975511965976,132,41,31.060606060606062,480
Bilateral,-0.5235987755982988,132,35,26.515151515151516,480
Bilateral,0.0,132,43,32.57575757575758,480
Bilateral,0.5235987755982988,132,55,41.66666666666667,480
Bilateral,1.0471975511965976,132,53,40.15151515151515,480
Bilateral,1.5707963267948966,132,58,43.93939393939394,480
Control,-1.5707963267948966,132,111,84.0909090909091,480
Control,-1.0471975511965976,132,82,62.121212121212125,480
Control,-0.5235987755982988,132,67,50.75757575757576,480
Control,0.0,132,50,37.878787878787875,480
Control,0.5235987755982988,132,74,56.060606060606055,480
Control,1.0471975511965976,132,73,55.3030303030303,480
Control,1.5707963267948966,132,81,61.36363636363637,480
Bilateral,-1.5707963267948966,132,128,96.96969696969697,481
Bilateral,-1.0471975511965976,132,36,27.27272727272727,481
Bilateral,-0.5235987755982988,132,31,23.484848484848484,481
Bilateral,0.0,132,24,18.181818181818183,481
Bilateral,0.5235987755982988,132,54,40.909090909090914,481
Bilateral,1.0471975511965976,132,48,36.36363636363637,481
Bilateral,1.5707963267948966,132,62,46.96969696969697,481
Control,-1.5707963267948966,132,111,84.0909090909091,481
Control,-1.0471975511965976,132,81,61.36363636363637,481
Control,-0.5235987755982988,132,69,52.27272727272727,481
Control,0.0,132,56,42.42424242424242,481
Control,0.5235987755982988,132,61,46.21212121212121,481
Control,1.0471975511965976,132,80,60.60606060606061,481
Control,1.5707963267948966,132,86,65.15151515151516,481
Bilateral,-1.5707963267948966,132,130,98.48484848484848,482
Bilateral,-1.0471975511965976,132,41,31.060606060606062,482
Bilateral,-0.5235987755982988,132,48,36.36363636363637,482
Bilateral,0.0,132,33,25.0,482
Bilateral,0.5235987755982988,132,52,39.39393939393939,482
Bilateral,1.0471975511965976,132,40,30.303030303030305,482
Bilateral,1.5707963267948966,132,66,50.0,482
Control,-1.5707963267948966,132,115,87.12121212121212,482
Control,-1.0471975511965976,132,72,54.54545454545454,482
Control,-0.5235987755982988,132,68,51.515151515151516,482
Control,0.0,132,47,35.60606060606061,482
Control,0.5235987755982988,132,77,58.333333333333336,482
Control,1.0471975511965976,132,65,49.24242424242424,482
Control,1.5707963267948966,132,76,57.57575757575758,482
Bilateral,-1.5707963267948966,132,129,97.72727272727273,483
Bilateral,-1.0471975511965976,132,38,28.78787878787879,483
Bilateral,-0.5235987755982988,132,30,22.727272727272727,483
Bilateral,0.0,132,30,22.727272727272727,483
Bilateral,0.5235987755982988,132,37,28.030303030303028,483
Bilateral,1.0471975511965976,132,44,33.33333333333333,483
Bilateral,1.5707963267948966,132,65,49.24242424242424,483
Control,-1.5707963267948966,132,113,85.60606060606061,483
Control,-1.0471975511965976,132,72,54.54545454545454,483
Control,-0.5235987755982988,132,68,51.515151515151516,483
Control,0.0,132,49,37.121212121212125,483
Control,0.5235987755982988,132,67,50.75757575757576,483
Control,1.0471975511965976,132,81,61.36363636363637,483
Control,1.5707963267948966,132,83,62.878787878787875,483
Bilateral,-1.5707963267948966,132,129,97.72727272727273,484
Bilateral,-1.0471975511965976,132,39,29.545454545454547,484
Bilateral,-0.5235987755982988,132,27,20.454545454545457,484
Bilateral,0.0,132,34,25.757575757575758,484
Bilateral,0.5235987755982988,132,48,36.36363636363637,484
Bilateral,1.0471975511965976,132,49,37.121212121212125,484
Bilateral,1.5707963267948966,132,56,42.42424242424242,484
Control,-1.5707963267948966,132,110,83.33333333333334,484
Control,-1.0471975511965976,132,83,62.878787878787875,484
Control,-0.5235987755982988,132,67,50.75757575757576,484
Control,0.0,132,41,31.060606060606062,484
Control,0.5235987755982988,132,73,55.3030303030303,484
Control,1.0471975511965976,132,81,61.36363636363637,484
Control,1.5707963267948966,132,77,58.333333333333336,484
Bilateral,-1.5707963267948966,132,130,98.48484848484848,485
Bilateral,-1.0471975511965976,132,35,26.515151515151516,485
Bilateral,-0.5235987755982988,132,28,21.21212121212121,485
Bilateral,0.0,132,30,22.727272727272727,485
Bilateral,0.5235987755982988,132,51,38.63636363636363,485
Bilateral,1.0471975511965976,132,45,34.090909090909086,485
Bilateral,1.5707963267948966,132,70,53.03030303030303,485
Control,-1.5707963267948966,132,112,84.84848484848484,485
Control,-1.0471975511965976,132,84,63.63636363636363,485
Control,-0.5235987755982988,132,76,57.57575757575758,485
Control,0.0,132,43,32.57575757575758,485
Control,0.5235987755982988,132,67,50.75757575757576,485
Control,1.0471975511965976,132,82,62.121212121212125,485
Control,1.5707963267948966,132,75,56.81818181818182,485
Bilateral,-1.5707963267948966,132,126,95.45454545454545,486
Bilateral,-1.0471975511965976,132,32,24.242424242424242,486
Bilateral,-0.5235987755982988,132,33,25.0,486
Bilateral,0.0,132,25,18.939393939393938,486
Bilateral,0.5235987755982988,132,48,36.36363636363637,486
Bilateral,1.0471975511965976,132,48,36.36363636363637,486
Bilateral,1.5707963267948966,132,67,50.75757575757576,486
Control,-1.5707963267948966,132,112,84.84848484848484,486
Control,-1.0471975511965976,132,69,52.27272727272727,486
Control,-0.5235987755982988,132,65,49.24242424242424,486
Control,0.0,132,49,37.121212121212125,486
Control,0.5235987755982988,132,70,53.03030303030303,486
Control,1.0471975511965976,132,71,53.78787878787878,486
Control,1.5707963267948966,132,79,59.84848484848485,486
Bilateral,-1.5707963267948966,132,128,96.96969696969697,487
Bilateral,-1.0471975511965976,132,53,40.15151515151515,487
Bilateral,-0.5235987755982988,132,28,21.21212121212121,487
Bilateral,0.0,132,27,20.454545454545457,487
Bilateral,0.5235987755982988,132,51,38.63636363636363,487
Bilateral,1.0471975511965976,132,46,34.84848484848485,487
Bilateral,1.5707963267948966,132,64,48.484848484848484,487
Control,-1.5707963267948966,132,114,86.36363636363636,487
Control,-1.0471975511965976,132,79,59.84848484848485,487
Control,-0.5235987755982988,132,70,53.03030303030303,487
Control,0.0,132,36,27.27272727272727,487
Control,0.5235987755982988,132,66,50.0,487
Control,1.0471975511965976,132,89,67.42424242424242,487
Control,1.5707963267948966,132,89,67.42424242424242,487
Bilateral,-1.5707963267948966,132,129,97.72727272727273,488
Bilateral,-1.0471975511965976,132,45,34.090909090909086,488
Bilateral,-0.5235987755982988,132,28,21.21212121212121,488
Bilateral,0.0,132,37,28.030303030303028,488
Bilateral,0.5235987755982988,132,48,36.36363636363637,488
Bilateral,1.0471975511965976,132,45,34.090909090909086,488
Bilateral,1.5707963267948966,132,53,40.15151515151515,488
Control,-1.5707963267948966,132,111,84.0909090909091,488
Control,-1.0471975511965976,132,69,52.27272727272727,488
Control,-0.5235987755982988,132,58,43.93939393939394,488
Control,0.0,132,42,31.818181818181817,488
Control,0.5235987755982988,132,69,52.27272727272727,488
Control,1.0471975511965976,132,72,54.54545454545454,488
Control,1.5707963267948966,132,78,59.09090909090909,488
Bilateral,-1.5707963267948966,132,130,98.48484848484848,489
Bilateral,-1.0471975511965976,132,48,36.36363636363637,489
Bilateral,-0.5235987755982988,132,33,25.0,489
Bilateral,0.0,132,36,27.27272727272727,489
Bilateral,0.5235987755982988,132,49,37.121212121212125,489
Bilateral,1.0471975511965976,132,49,37.121212121212125,489
Bilateral,1.5707963267948966,132,74,56.060606060606055,489
Control,-1.5707963267948966,132,117,88.63636363636364,489
Control,-1.0471975511965976,132,64,48.484848484848484,489
Control,-0.5235987755982988,132,69,52.27272727272727,489
Control,0.0,132,39,29.545454545454547,489
Control,0.5235987755982988,132,69,52.27272727272727,489
Control,1.0471975511965976,132,68,51.515151515151516,489
Control,1.5707963267948966,132,77,58.333333333333336,489
Bilateral,-1.5707963267948966,132,127,96.21212121212122,490
Bilateral,-1.0471975511965976,132,40,30.303030303030305,490
Bilateral,-0.5235987755982988,132,31,23.484848484848484,490
Bilateral,0.0,132,37,28.030303030303028,490
Bilateral,0.5235987755982988,132,48,36.36363636363637,490
Bilateral,1.0471975511965976,132,43,32.57575757575758,490
Bilateral,1.5707963267948966,132,65,49.24242424242424,490
Control,-1.5707963267948966,132,113,85.60606060606061,490
Control,-1.0471975511965976,132,77,58.333333333333336,490
Control,-0.5235987755982988,132,59,44.696969696969695,490
Control,0.0,132,47,35.60606060606061,490
Control,0.5235987755982988,132,73,55.3030303030303,490
Control,1.0471975511965976,132,63,47.72727272727273,490
Control,1.5707963267948966,132,80,60.60606060606061,490
Bilateral,-1.5707963267948966,132,126,95.45454545454545,491
Bilateral,-1.0471975511965976,132,44,33.33333333333333,491
Bilateral,-0.5235987755982988,132,34,25.757575757575758,491
Bilateral,0.0,132,38,28.78787878787879,491
Bilateral,0.5235987755982988,132,50,37.878787878787875,491
Bilateral,1.0471975511965976,132,48,36.36363636363637,491
Bilateral,1.5707963267948966,132,64,48.484848484848484,491
Control,-1.5707963267948966,132,119,90.15151515151516,491
Control,-1.0471975511965976,132,81,61.36363636363637,491
Control,-0.5235987755982988,132,70,53.03030303030303,491
Control,0.0,132,47,35.60606060606061,491
Control,0.5235987755982988,132,57,43.18181818181818,491
Control,1.0471975511965976,132,71,53.78787878787878,491
Control,1.5707963267948966,132,74,56.060606060606055,491
Bilateral,-1.5707963267948966,132,129,97.72727272727273,492
Bilateral,-1.0471975511965976,132,30,22.727272727272727,492
Bilateral,-0.5235987755982988,132,29,21.96969696969697,492
Bilateral,0.0,132,38,28.78787878787879,492
Bilateral,0.5235987755982988,132,54,40.909090909090914,492
Bilateral,1.0471975511965976,132,59,44.696969696969695,492
Bilateral,1.5707963267948966,132,61,46.21212121212121,492
Control,-1.5707963267948966,132,115,87.12121212121212,492
Control,-1.0471975511965976,132,85,64.39393939393939,492
Control,-0.5235987755982988,132,72,54.54545454545454,492
Control,0.0,132,42,31.818181818181817,492
Control,0.5235987755982988,132,64,48.484848484848484,492
Control,1.0471975511965976,132,70,53.03030303030303,492
Control,1.5707963267948966,132,79,59.84848484848485,492
Bilateral,-1.5707963267948966,132,129,97.72727272727273,493
Bilateral,-1.0471975511965976,132,38,28.78787878787879,493
Bilateral,-0.5235987755982988,132,26,19.696969696969695,493
Bilateral,0.0,132,38,28.78787878787879,493
Bilateral,0.5235987755982988,132,52,39.39393939393939,493
Bilateral,1.0471975511965976,132,34,25.757575757575758,493
Bilateral,1.5707963267948966,132,51,38.63636363636363,493
Control,-1.5707963267948966,132,119,90.15151515151516,493
Control,-1.0471975511965976,132,83,62.878787878787875,493
Control,-0.5235987755982988,132,72,54.54545454545454,493
Control,0.0,132,46,34.84848484848485,493
Control,0.5235987755982988,132,71,53.78787878787878,493
Control,1.0471975511965976,132,79,59.84848484848485,493
Control,1.5707963267948966,132,89,67.42424242424242,493
Bilateral,-1.5707963267948966,132,129,97.72727272727273,494
Bilateral,-1.0471975511965976,132,42,31.818181818181817,494
Bilateral,-0.5235987755982988,132,38,28.78787878787879,494
Bilateral,0.0,132,32,24.242424242424242,494
Bilateral,0.5235987755982988,132,52,39.39393939393939,494
Bilateral,1.0471975511965976,132,36,27.27272727272727,494
Bilateral,1.5707963267948966,132,62,46.96969696969697,494
Control,-1.5707963267948966,132,114,86.36363636363636,494
Control,-1.0471975511965976,132,80,60.60606060606061,494
Control,-0.5235987755982988,132,64,48.484848484848484,494
Control,0.0,132,36,27.27272727272727,494
Control,0.5235987755982988,132,76,57.57575757575758,494
Control,1.0471975511965976,132,72,54.54545454545454,494
Control,1.5707963267948966,132,84,63.63636363636363,494
Bilateral,-1.5707963267948966,132,128,96.96969696969697,495
Bilateral,-1.0471975511965976,132,40,30.303030303030305,495
Bilateral,-0.5235987755982988,132,29,21.96969696969697,495
Bilateral,0.0,132,27,20.454545454545457,495
Bilateral,0.5235987755982988,132,45,34.090909090909086,495
Bilateral,1.0471975511965976,132,43,32.57575757575758,495
Bilateral,1.5707963267948966,132,59,44.696969696969695,495
Control,-1.5707963267948966,132,116,87.87878787878788,495
Control,-1.0471975511965976,132,76,57.57575757575758,495
Control,-0.5235987755982988,132,70,53.03030303030303,495
Control,0.0,132,46,34.84848484848485,495
Control,0.5235987755982988,132,61,46.21212121212121,495
Control,1.0471975511965976,132,68,51.515151515151516,495
Control,1.5707963267948966,132,88,66.66666666666666,495
Bilateral,-1.5707963267948966,132,128,96.96969696969697,496
Bilateral,-1.0471975511965976,132,30,22.727272727272727,496
Bilateral,-0.5235987755982988,132,31,23.484848484848484,496
Bilateral,0.0,132,38,28.78787878787879,496
Bilateral,0.5235987755982988,132,58,43.93939393939394,496
Bilateral,1.0471975511965976,132,48,36.36363636363637,496
Bilateral,1.5707963267948966,132,55,41.66666666666667,496
Control,-1.5707963267948966,132,113,85.60606060606061,496
Control,-1.0471975511965976,132,84,63.63636363636363,496
Control,-0.5235987755982988,132,75,56.81818181818182,496
Control,0.0,132,38,28.78787878787879,496
Control,0.5235987755982988,132,69,52.27272727272727,496
Control,1.0471975511965976,132,69,52.27272727272727,496
Control,1.5707963267948966,132,82,62.121212121212125,496
Bilateral,-1.5707963267948966,132,129,97.72727272727273,497
Bilateral,-1.0471975511965976,132,47,35.60606060606061,497
Bilateral,-0.5235987755982988,132,32,24.242424242424242,497
Bilateral,0.0,132,40,30.303030303030305,497
Bilateral,0.5235987755982988,132,53,40.15151515151515,497
Bilateral,1.0471975511965976,132,43,32.57575757575758,497
Bilateral,1.5707963267948966,132,63,47.72727272727273,497
Control,-1.5707963267948966,132,110,83.33333333333334,497
Control,-1.0471975511965976,132,64,48.484848484848484,497
Control,-0.5235987755982988,132,73,55.3030303030303,497
Control,0.0,132,36,27.27272727272727,497
Control,0.5235987755982988,132,71,53.78787878787878,497
Control,1.0471975511965976,132,68,51.515151515151516,497
Control,1.5707963267948966,132,82,62.121212121212125,497
Bilateral,-1.5707963267948966,132,124,93.93939393939394,498
Bilateral,-1.0471975511965976,132,36,27.27272727272727,498
Bilateral,-0.5235987755982988,132,25,18.939393939393938,498
Bilateral,0.0,132,30,22.727272727272727,498
Bilateral,0.5235987755982988,132,53,40.15151515151515,498
Bilateral,1.0471975511965976,132,53,40.15151515151515,498
Bilateral,1.5707963267948966,132,61,46.21212121212121,498
Control,-1.5707963267948966,132,109,82.57575757575758,498
Control,-1.0471975511965976,132,76,57.57575757575758,498
Control,-0.5235987755982988,132,69,52.27272727272727,498
Control,0.0,132,45,34.090909090909086,498
Control,0.5235987755982988,132,68,51.515151515151516,498
Control,1.0471975511965976,132,72,54.54545454545454,498
Control,1.5707963267948966,132,75,56.81818181818182,498
Bilateral,-1.5707963267948966,132,129,97.72727272727273,499
Bilateral,-1.0471975511965976,132,42,31.818181818181817,499
Bilateral,-0.5235987755982988,132,29,21.96969696969697,499
Bilateral,0.0,132,34,25.757575757575758,499
Bilateral,0.5235987755982988,132,50,37.878787878787875,499
Bilateral,1.0471975511965976,132,47,35.60606060606061,499
Bilateral,1.5707963267948966,132,66,50.0,499
Control,-1.5707963267948966,132,112,84.84848484848484,499
Control,-1.0471975511965976,132,66,50.0,499
Control,-0.5235987755982988,132,79,59.84848484848485,499
Control,0.0,132,41,31.060606060606062,499
Control,0.5235987755982988,132,70,53.03030303030303,499
Control,1.0471975511965976,132,80,60.60606060606061,499
Control,1.5707963267948966,132,79,59.84848484848485,499
Bilateral,-1.5707963267948966,132,128,96.96969696969697,500
Bilateral,-1.0471975511965976,132,31,23.484848484848484,500
Bilateral,-0.5235987755982988,132,37,28.030303030303028,500
Bilateral,0.0,132,21,15.909090909090908,500
Bilateral,0.5235987755982988,132,62,46.96969696969697,500
Bilateral,1.0471975511965976,132,48,36.36363636363637,500
Bilateral,1.5707963267948966,132,55,41.66666666666667,500
Control,-1.5707963267948966,132,111,84.0909090909091,500
Control,-1.0471975511965976,132,76,57.57575757575758,500
Control,-0.5235987755982988,132,65,49.24242424242424,500
Control,0.0,132,44,33.33333333333333,500
Control,0.5235987755982988,132,74,56.060606060606055,500
Control,1.0471975511965976,132,83,62.878787878787875,500
Control,1.5707963267948966,132,75,56.81818181818182,500
Bilateral,-1.5707963267948966,132,130,98.48484848484848,501
Bilateral,-1.0471975511965976,132,39,29.545454545454547,501
Bilateral,-0.5235987755982988,132,31,23.484848484848484,501
Bilateral,0.0,132,31,23.484848484848484,501
Bilateral,0.5235987755982988,132,46,34.84848484848485,501
Bilateral,1.0471975511965976,132,53,40.15151515151515,501
Bilateral,1.5707963267948966,132,64,48.484848484848484,501
Control,-1.5707963267948966,132,117,88.63636363636364,501
Control,-1.0471975511965976,132,90,68.18181818181817,501
Control,-0.5235987755982988,132,67,50.75757575757576,501
Control,0.0,132,49,37.121212121212125,501
Control,0.5235987755982988,132,59,44.696969696969695,501
Control,1.0471975511965976,132,80,60.60606060606061,501
Control,1.5707963267948966,132,79,59.84848484848485,501
Bilateral,-1.5707963267948966,132,124,93.93939393939394,502
Bilateral,-1.0471975511965976,132,50,37.878787878787875,502
Bilateral,-0.5235987755982988,132,30,22.727272727272727,502
Bilateral,0.0,132,33,25.0,502
Bilateral,0.5235987755982988,132,53,40.15151515151515,502
Bilateral,1.0471975511965976,132,38,28.78787878787879,502
Bilateral,1.5707963267948966,132,60,45.45454545454545,502
Control,-1.5707963267948966,132,111,84.0909090909091,502
Control,-1.0471975511965976,132,81,61.36363636363637,502
Control,-0.5235987755982988,132,77,58.333333333333336,502
Control,0.0,132,37,28.030303030303028,502
Control,0.5235987755982988,132,63,47.72727272727273,502
Control,1.0471975511965976,132,75,56.81818181818182,502
Control,1.5707963267948966,132,71,53.78787878787878,502
Bilateral,-1.5707963267948966,132,131,99.24242424242425,503
Bilateral,-1.0471975511965976,132,40,30.303030303030305,503
Bilateral,-0.5235987755982988,132,28,21.21212121212121,503
Bilateral,0.0,132,29,21.96969696969697,503
