Condition,spkr_hemifield,nTrials,nCorrect,pCorrect,iteration
Left,R,207,70,33.81642512077295,542
Right,L,207,120,57.971014492753625,542
Right,R,207,99,47.82608695652174,542
Bilateral,L,207,100,48.309178743961354,543
Bilateral,R,207,82,39.61352657004831,543
Control,L,207,130,62.80193236714976,543
Control,R,207,115,55.55555555555556,543
Left,L,207,135,65.21739130434783,543
Left,R,207,83,40.09661835748793,543
Right,L,207,116,56.038647342995176,543
Right,R,207,91,43.96135265700483,543
Bilateral,L,207,106,51.20772946859904,544
Bilateral,R,207,98,47.34299516908212,544
Control,L,207,141,68.11594202898551,544
Control,R,207,116,56.038647342995176,544
Left,L,207,122,58.93719806763285,544
Left,R,207,73,35.26570048309179,544
Right,L,207,121,58.454106280193244,544
Right,R,207,93,44.927536231884055,544
Bilateral,L,207,109,52.65700483091788,545
Bilateral,R,207,80,38.64734299516908,545
Control,L,207,141,68.11594202898551,545
Control,R,207,111,53.62318840579711,545
Left,L,207,128,61.83574879227053,545
Left,R,207,78,37.68115942028986,545
Right,L,207,127,61.35265700483091,545
Right,R,207,98,47.34299516908212,545
Bilateral,L,207,104,50.24154589371981,546
Bilateral,R,207,93,44.927536231884055,546
Control,L,207,137,66.18357487922705,546
Control,R,207,101,48.792270531400966,546
Left,L,207,136,65.70048309178745,546
Left,R,207,74,35.748792270531396,546
Right,L,207,116,56.038647342995176,546
Right,R,207,95,45.893719806763286,546
Bilateral,L,207,101,48.792270531400966,547
Bilateral,R,207,78,37.68115942028986,547
Control,L,207,132,63.76811594202898,547
Control,R,207,129,62.31884057971014,547
Left,L,207,127,61.35265700483091,547
Left,R,207,64,30.917874396135264,547
Right,L,207,122,58.93719806763285,547
Right,R,207,97,46.85990338164252,547
Bilateral,L,207,106,51.20772946859904,548
Bilateral,R,207,94,45.410628019323674,548
Control,L,207,127,61.35265700483091,548
Control,R,207,105,50.72463768115942,548
Left,L,207,137,66.18357487922705,548
Left,R,207,81,39.130434782608695,548
Right,L,207,120,57.971014492753625,548
Right,R,207,93,44.927536231884055,548
Bilateral,L,207,105,50.72463768115942,549
Bilateral,R,207,81,39.130434782608695,549
Control,L,207,146,70.53140096618358,549
Control,R,207,120,57.971014492753625,549
Left,L,207,132,63.76811594202898,549
Left,R,207,76,36.71497584541063,549
Right,L,207,116,56.038647342995176,549
Right,R,207,100,48.309178743961354,549
Bilateral,L,207,113,54.589371980676326,550
Bilateral,R,207,89,42.99516908212561,550
Control,L,207,134,64.73429951690821,550
Control,R,207,118,57.00483091787439,550
Left,L,207,124,59.90338164251207,550
Left,R,207,73,35.26570048309179,550
Right,L,207,117,56.52173913043478,550
Right,R,207,95,45.893719806763286,550
Bilateral,L,207,114,55.072463768115945,551
Bilateral,R,207,93,44.927536231884055,551
Control,L,207,139,67.14975845410628,551
Control,R,207,114,55.072463768115945,551
Left,L,207,129,62.31884057971014,551
Left,R,207,67,32.367149758454104,551
Right,L,207,116,56.038647342995176,551
Right,R,207,104,50.24154589371981,551
Bilateral,L,207,95,45.893719806763286,552
Bilateral,R,207,78,37.68115942028986,552
Control,L,207,139,67.14975845410628,552
Control,R,207,117,56.52173913043478,552
Left,L,207,129,62.31884057971014,552
Left,R,207,79,38.164251207729464,552
Right,L,207,101,48.792270531400966,552
Right,R,207,103,49.75845410628019,552
Bilateral,L,207,98,47.34299516908212,553
Bilateral,R,207,76,36.71497584541063,553
Control,L,207,130,62.80193236714976,553
Control,R,207,109,52.65700483091788,553
Left,L,207,124,59.90338164251207,553
Left,R,207,85,41.06280193236715,553
Right,L,207,116,56.038647342995176,553
Right,R,207,93,44.927536231884055,553
Bilateral,L,207,97,46.85990338164252,554
Bilateral,R,207,77,37.19806763285024,554
Control,L,207,134,64.73429951690821,554
Control,R,207,121,58.454106280193244,554
Left,L,207,132,63.76811594202898,554
Left,R,207,75,36.231884057971016,554
Right,L,207,113,54.589371980676326,554
Right,R,207,90,43.47826086956522,554
Bilateral,L,207,104,50.24154589371981,555
Bilateral,R,207,82,39.61352657004831,555
Control,L,207,129,62.31884057971014,555
Control,R,207,113,54.589371980676326,555
Left,L,207,136,65.70048309178745,555
Left,R,207,71,34.29951690821256,555
Right,L,207,113,54.589371980676326,555
Right,R,207,101,48.792270531400966,555
Bilateral,L,207,98,47.34299516908212,556
Bilateral,R,207,87,42.028985507246375,556
Control,L,207,133,64.25120772946859,556
Control,R,207,118,57.00483091787439,556
Left,L,207,135,65.21739130434783,556
Left,R,207,72,34.78260869565217,556
Right,L,207,112,54.106280193236714,556
Right,R,207,111,53.62318840579711,556
Bilateral,L,207,99,47.82608695652174,557
Bilateral,R,207,87,42.028985507246375,557
Control,L,207,139,67.14975845410628,557
Control,R,207,114,55.072463768115945,557
Left,L,207,142,68.59903381642512,557
Left,R,207,82,39.61352657004831,557
Right,L,207,124,59.90338164251207,557
Right,R,207,115,55.55555555555556,557
Bilateral,L,207,101,48.792270531400966,558
Bilateral,R,207,85,41.06280193236715,558
Control,L,207,126,60.86956521739131,558
Control,R,207,120,57.971014492753625,558
Left,L,207,139,67.14975845410628,558
Left,R,207,81,39.130434782608695,558
Right,L,207,105,50.72463768115942,558
Right,R,207,96,46.3768115942029,558
Bilateral,L,207,104,50.24154589371981,559
Bilateral,R,207,90,43.47826086956522,559
Control,L,207,126,60.86956521739131,559
Control,R,207,111,53.62318840579711,559
Left,L,207,136,65.70048309178745,559
Left,R,207,78,37.68115942028986,559
Right,L,207,116,56.038647342995176,559
Right,R,207,96,46.3768115942029,559
Bilateral,L,207,96,46.3768115942029,560
Bilateral,R,207,85,41.06280193236715,560
Control,L,207,140,67.6328502415459,560
Control,R,207,117,56.52173913043478,560
Left,L,207,136,65.70048309178745,560
Left,R,207,83,40.09661835748793,560
Right,L,207,124,59.90338164251207,560
Right,R,207,101,48.792270531400966,560
Bilateral,L,207,99,47.82608695652174,561
Bilateral,R,207,76,36.71497584541063,561
Control,L,207,130,62.80193236714976,561
Control,R,207,122,58.93719806763285,561
Left,L,207,132,63.76811594202898,561
Left,R,207,73,35.26570048309179,561
Right,L,207,107,51.690821256038646,561
Right,R,207,106,51.20772946859904,561
Bilateral,L,207,99,47.82608695652174,562
Bilateral,R,207,80,38.64734299516908,562
Control,L,207,119,57.48792270531401,562
Control,R,207,120,57.971014492753625,562
Left,L,207,133,64.25120772946859,562
Left,R,207,73,35.26570048309179,562
Right,L,207,116,56.038647342995176,562
Right,R,207,96,46.3768115942029,562
Bilateral,L,207,90,43.47826086956522,563
Bilateral,R,207,81,39.130434782608695,563
Control,L,207,127,61.35265700483091,563
Control,R,207,129,62.31884057971014,563
Left,L,207,128,61.83574879227053,563
Left,R,207,67,32.367149758454104,563
Right,L,207,109,52.65700483091788,563
Right,R,207,103,49.75845410628019,563
Bilateral,L,207,105,50.72463768115942,564
Bilateral,R,207,87,42.028985507246375,564
Control,L,207,140,67.6328502415459,564
Control,R,207,126,60.86956521739131,564
Left,L,207,141,68.11594202898551,564
Left,R,207,68,32.850241545893724,564
Right,L,207,109,52.65700483091788,564
Right,R,207,100,48.309178743961354,564
Bilateral,L,207,110,53.14009661835749,565
Bilateral,R,207,93,44.927536231884055,565
Control,L,207,133,64.25120772946859,565
Control,R,207,125,60.38647342995169,565
Left,L,207,139,67.14975845410628,565
Left,R,207,68,32.850241545893724,565
Right,L,207,118,57.00483091787439,565
Right,R,207,107,51.690821256038646,565
Bilateral,L,207,107,51.690821256038646,566
Bilateral,R,207,78,37.68115942028986,566
Control,L,207,121,58.454106280193244,566
Control,R,207,118,57.00483091787439,566
Left,L,207,137,66.18357487922705,566
Left,R,207,79,38.164251207729464,566
Right,L,207,113,54.589371980676326,566
Right,R,207,87,42.028985507246375,566
Bilateral,L,207,112,54.106280193236714,567
Bilateral,R,207,80,38.64734299516908,567
Control,L,207,149,71.98067632850241,567
Control,R,207,123,59.42028985507246,567
Left,L,207,130,62.80193236714976,567
Left,R,207,79,38.164251207729464,567
Right,L,207,111,53.62318840579711,567
Right,R,207,105,50.72463768115942,567
Bilateral,L,207,108,52.17391304347826,568
Bilateral,R,207,86,41.54589371980676,568
Control,L,207,136,65.70048309178745,568
Control,R,207,109,52.65700483091788,568
Left,L,207,120,57.971014492753625,568
Left,R,207,81,39.130434782608695,568
Right,L,207,117,56.52173913043478,568
Right,R,207,93,44.927536231884055,568
Bilateral,L,207,101,48.792270531400966,569
Bilateral,R,207,83,40.09661835748793,569
Control,L,207,125,60.38647342995169,569
Control,R,207,115,55.55555555555556,569
Left,L,207,141,68.11594202898551,569
Left,R,207,78,37.68115942028986,569
Right,L,207,127,61.35265700483091,569
Right,R,207,96,46.3768115942029,569
Bilateral,L,207,99,47.82608695652174,570
Bilateral,R,207,84,40.57971014492754,570
Control,L,207,129,62.31884057971014,570
Control,R,207,118,57.00483091787439,570
Left,L,207,139,67.14975845410628,570
Left,R,207,77,37.19806763285024,570
Right,L,207,119,57.48792270531401,570
Right,R,207,93,44.927536231884055,570
Bilateral,L,207,108,52.17391304347826,571
Bilateral,R,207,89,42.99516908212561,571
Control,L,207,126,60.86956521739131,571
Control,R,207,108,52.17391304347826,571
Left,L,207,137,66.18357487922705,571
Left,R,207,69,33.33333333333333,571
Right,L,207,106,51.20772946859904,571
Right,R,207,103,49.75845410628019,571
Bilateral,L,207,111,53.62318840579711,572
Bilateral,R,207,79,38.164251207729464,572
Control,L,207,138,66.66666666666666,572
Control,R,207,112,54.106280193236714,572
Left,L,207,125,60.38647342995169,572
Left,R,207,72,34.78260869565217,572
Right,L,207,110,53.14009661835749,572
Right,R,207,101,48.792270531400966,572
Bilateral,L,207,105,50.72463768115942,573
Bilateral,R,207,86,41.54589371980676,573
Control,L,207,123,59.42028985507246,573
Control,R,207,109,52.65700483091788,573
Left,L,207,138,66.66666666666666,573
Left,R,207,72,34.78260869565217,573
Right,L,207,114,55.072463768115945,573
Right,R,207,106,51.20772946859904,573
Bilateral,L,207,109,52.65700483091788,574
Bilateral,R,207,74,35.748792270531396,574
Control,L,207,126,60.86956521739131,574
Control,R,207,128,61.83574879227053,574
Left,L,207,128,61.83574879227053,574
Left,R,207,75,36.231884057971016,574
Right,L,207,121,58.454106280193244,574
Right,R,207,98,47.34299516908212,574
Bilateral,L,207,96,46.3768115942029,575
Bilateral,R,207,92,44.44444444444444,575
Control,L,207,138,66.66666666666666,575
Control,R,207,112,54.106280193236714,575
Left,L,207,130,62.80193236714976,575
Left,R,207,82,39.61352657004831,575
Right,L,207,112,54.106280193236714,575
Right,R,207,97,46.85990338164252,575
Bilateral,L,207,106,51.20772946859904,576
Bilateral,R,207,89,42.99516908212561,576
Control,L,207,136,65.70048309178745,576
Control,R,207,114,55.072463768115945,576
Left,L,207,135,65.21739130434783,576
Left,R,207,69,33.33333333333333,576
Right,L,207,126,60.86956521739131,576
Right,R,207,102,49.275362318840585,576
Bilateral,L,207,102,49.275362318840585,577
Bilateral,R,207,93,44.927536231884055,577
Control,L,207,138,66.66666666666666,577
Control,R,207,116,56.038647342995176,577
Left,L,207,142,68.59903381642512,577
Left,R,207,76,36.71497584541063,577
Right,L,207,111,53.62318840579711,577
Right,R,207,96,46.3768115942029,577
Bilateral,L,207,110,53.14009661835749,578
Bilateral,R,207,78,37.68115942028986,578
Control,L,207,139,67.14975845410628,578
Control,R,207,108,52.17391304347826,578
Left,L,207,137,66.18357487922705,578
Left,R,207,72,34.78260869565217,578
Right,L,207,112,54.106280193236714,578
Right,R,207,99,47.82608695652174,578
Bilateral,L,207,109,52.65700483091788,579
Bilateral,R,207,93,44.927536231884055,579
Control,L,207,127,61.35265700483091,579
Control,R,207,118,57.00483091787439,579
Left,L,207,125,60.38647342995169,579
Left,R,207,74,35.748792270531396,579
Right,L,207,112,54.106280193236714,579
Right,R,207,103,49.75845410628019,579
Bilateral,L,207,108,52.17391304347826,580
Bilateral,R,207,72,34.78260869565217,580
Control,L,207,136,65.70048309178745,580
Control,R,207,115,55.55555555555556,580
Left,L,207,128,61.83574879227053,580
Left,R,207,68,32.850241545893724,580
Right,L,207,107,51.690821256038646,580
Right,R,207,107,51.690821256038646,580
Bilateral,L,207,100,48.309178743961354,581
Bilateral,R,207,80,38.64734299516908,581
Control,L,207,131,63.28502415458937,581
Control,R,207,117,56.52173913043478,581
Left,L,207,129,62.31884057971014,581
Left,R,207,82,39.61352657004831,581
Right,L,207,116,56.038647342995176,581
Right,R,207,97,46.85990338164252,581
Bilateral,L,207,101,48.792270531400966,582
Bilateral,R,207,83,40.09661835748793,582
Control,L,207,138,66.66666666666666,582
Control,R,207,118,57.00483091787439,582
Left,L,207,133,64.25120772946859,582
Left,R,207,72,34.78260869565217,582
Right,L,207,123,59.42028985507246,582
Right,R,207,112,54.106280193236714,582
Bilateral,L,207,111,53.62318840579711,583
Bilateral,R,207,87,42.028985507246375,583
Control,L,207,133,64.25120772946859,583
Control,R,207,127,61.35265700483091,583
Left,L,207,135,65.21739130434783,583
Left,R,207,79,38.164251207729464,583
Right,L,207,116,56.038647342995176,583
Right,R,207,97,46.85990338164252,583
Bilateral,L,207,106,51.20772946859904,584
Bilateral,R,207,81,39.130434782608695,584
Control,L,207,122,58.93719806763285,584
Control,R,207,118,57.00483091787439,584
Left,L,207,143,69.08212560386472,584
Left,R,207,80,38.64734299516908,584
Right,L,207,118,57.00483091787439,584
Right,R,207,94,45.410628019323674,584
Bilateral,L,207,104,50.24154589371981,585
Bilateral,R,207,81,39.130434782608695,585
Control,L,207,133,64.25120772946859,585
Control,R,207,117,56.52173913043478,585
Left,L,207,129,62.31884057971014,585
Left,R,207,77,37.19806763285024,585
Right,L,207,101,48.792270531400966,585
Right,R,207,90,43.47826086956522,585
Bilateral,L,207,96,46.3768115942029,586
Bilateral,R,207,85,41.06280193236715,586
Control,L,207,138,66.66666666666666,586
Control,R,207,102,49.275362318840585,586
Left,L,207,129,62.31884057971014,586
Left,R,207,77,37.19806763285024,586
Right,L,207,113,54.589371980676326,586
Right,R,207,104,50.24154589371981,586
Bilateral,L,207,107,51.690821256038646,587
Bilateral,R,207,76,36.71497584541063,587
Control,L,207,150,72.46376811594203,587
Control,R,207,111,53.62318840579711,587
Left,L,207,128,61.83574879227053,587
Left,R,207,75,36.231884057971016,587
Right,L,207,118,57.00483091787439,587
Right,R,207,89,42.99516908212561,587
Bilateral,L,207,93,44.927536231884055,588
Bilateral,R,207,73,35.26570048309179,588
Control,L,207,133,64.25120772946859,588
Control,R,207,122,58.93719806763285,588
Left,L,207,128,61.83574879227053,588
Left,R,207,75,36.231884057971016,588
Right,L,207,99,47.82608695652174,588
Right,R,207,101,48.792270531400966,588
Bilateral,L,207,106,51.20772946859904,589
Bilateral,R,207,77,37.19806763285024,589
Control,L,207,127,61.35265700483091,589
Control,R,207,121,58.454106280193244,589
Left,L,207,138,66.66666666666666,589
Left,R,207,72,34.78260869565217,589
Right,L,207,108,52.17391304347826,589
Right,R,207,98,47.34299516908212,589
Bilateral,L,207,98,47.34299516908212,590
Bilateral,R,207,91,43.96135265700483,590
Control,L,207,123,59.42028985507246,590
Control,R,207,120,57.971014492753625,590
Left,L,207,140,67.6328502415459,590
Left,R,207,85,41.06280193236715,590
Right,L,207,124,59.90338164251207,590
Right,R,207,100,48.309178743961354,590
Bilateral,L,207,105,50.72463768115942,591
Bilateral,R,207,82,39.61352657004831,591
Control,L,207,126,60.86956521739131,591
Control,R,207,119,57.48792270531401,591
Left,L,207,148,71.49758454106279,591
Left,R,207,71,34.29951690821256,591
Right,L,207,123,59.42028985507246,591
Right,R,207,107,51.690821256038646,591
Bilateral,L,207,99,47.82608695652174,592
Bilateral,R,207,80,38.64734299516908,592
Control,L,207,122,58.93719806763285,592
Control,R,207,112,54.106280193236714,592
Left,L,207,141,68.11594202898551,592
Left,R,207,76,36.71497584541063,592
Right,L,207,125,60.38647342995169,592
Right,R,207,112,54.106280193236714,592
Bilateral,L,207,99,47.82608695652174,593
Bilateral,R,207,74,35.748792270531396,593
Control,L,207,137,66.18357487922705,593
Control,R,207,116,56.038647342995176,593
Left,L,207,148,71.49758454106279,593
Left,R,207,72,34.78260869565217,593
Right,L,207,120,57.971014492753625,593
Right,R,207,97,46.85990338164252,593
Bilateral,L,207,110,53.14009661835749,594
Bilateral,R,207,86,41.54589371980676,594
Control,L,207,129,62.31884057971014,594
Control,R,207,123,59.42028985507246,594
Left,L,207,129,62.31884057971014,594
Left,R,207,89,42.99516908212561,594
Right,L,207,119,57.48792270531401,594
Right,R,207,105,50.72463768115942,594
Bilateral,L,207,103,49.75845410628019,595
Bilateral,R,207,87,42.028985507246375,595
Control,L,207,116,56.038647342995176,595
Control,R,207,122,58.93719806763285,595
Left,L,207,133,64.25120772946859,595
Left,R,207,83,40.09661835748793,595
Right,L,207,122,58.93719806763285,595
Right,R,207,95,45.893719806763286,595
Bilateral,L,207,91,43.96135265700483,596
Bilateral,R,207,87,42.028985507246375,596
Control,L,207,126,60.86956521739131,596
Control,R,207,116,56.038647342995176,596
Left,L,207,138,66.66666666666666,596
Left,R,207,69,33.33333333333333,596
Right,L,207,112,54.106280193236714,596
Right,R,207,94,45.410628019323674,596
Bilateral,L,207,108,52.17391304347826,597
Bilateral,R,207,84,40.57971014492754,597
Control,L,207,139,67.14975845410628,597
Control,R,207,111,53.62318840579711,597
Left,L,207,131,63.28502415458937,597
Left,R,207,78,37.68115942028986,597
Right,L,207,114,55.072463768115945,597
Right,R,207,100,48.309178743961354,597
Bilateral,L,207,99,47.82608695652174,598
Bilateral,R,207,83,40.09661835748793,598
Control,L,207,140,67.6328502415459,598
Control,R,207,115,55.55555555555556,598
Left,L,207,135,65.21739130434783,598
Left,R,207,74,35.748792270531396,598
Right,L,207,110,53.14009661835749,598
Right,R,207,99,47.82608695652174,598
Bilateral,L,207,106,51.20772946859904,599
Bilateral,R,207,88,42.51207729468599,599
Control,L,207,136,65.70048309178745,599
Control,R,207,130,62.80193236714976,599
Left,L,207,133,64.25120772946859,599
Left,R,207,88,42.51207729468599,599
Right,L,207,120,57.971014492753625,599
Right,R,207,104,50.24154589371981,599
Bilateral,L,207,99,47.82608695652174,600
Bilateral,R,207,70,33.81642512077295,600
Control,L,207,140,67.6328502415459,600
Control,R,207,113,54.589371980676326,600
Left,L,207,138,66.66666666666666,600
Left,R,207,82,39.61352657004831,600
Right,L,207,110,53.14009661835749,600
Right,R,207,99,47.82608695652174,600
Bilateral,L,207,92,44.44444444444444,601
Bilateral,R,207,86,41.54589371980676,601
Control,L,207,134,64.73429951690821,601
Control,R,207,105,50.72463768115942,601
Left,L,207,134,64.73429951690821,601
Left,R,207,79,38.164251207729464,601
Right,L,207,114,55.072463768115945,601
Right,R,207,109,52.65700483091788,601
Bilateral,L,207,107,51.690821256038646,602
Bilateral,R,207,80,38.64734299516908,602
Control,L,207,141,68.11594202898551,602
Control,R,207,130,62.80193236714976,602
Left,L,207,135,65.21739130434783,602
Left,R,207,87,42.028985507246375,602
Right,L,207,110,53.14009661835749,602
Right,R,207,111,53.62318840579711,602
Bilateral,L,207,102,49.275362318840585,603
Bilateral,R,207,71,34.29951690821256,603
Control,L,207,151,72.94685990338165,603
Control,R,207,126,60.86956521739131,603
Left,L,207,134,64.73429951690821,603
Left,R,207,87,42.028985507246375,603
Right,L,207,114,55.072463768115945,603
Right,R,207,94,45.410628019323674,603
Bilateral,L,207,111,53.62318840579711,604
Bilateral,R,207,100,48.309178743961354,604
Control,L,207,127,61.35265700483091,604
Control,R,207,106,51.20772946859904,604
Left,L,207,134,64.73429951690821,604
Left,R,207,71,34.29951690821256,604
Right,L,207,123,59.42028985507246,604
Right,R,207,102,49.275362318840585,604
Bilateral,L,207,106,51.20772946859904,605
Bilateral,R,207,78,37.68115942028986,605
Control,L,207,138,66.66666666666666,605
Control,R,207,114,55.072463768115945,605
Left,L,207,129,62.31884057971014,605
Left,R,207,81,39.130434782608695,605
Right,L,207,115,55.55555555555556,605
Right,R,207,107,51.690821256038646,605
Bilateral,L,207,108,52.17391304347826,606
Bilateral,R,207,85,41.06280193236715,606
Control,L,207,141,68.11594202898551,606
Control,R,207,109,52.65700483091788,606
Left,L,207,143,69.08212560386472,606
Left,R,207,77,37.19806763285024,606
Right,L,207,120,57.971014492753625,606
Right,R,207,99,47.82608695652174,606
Bilateral,L,207,109,52.65700483091788,607
Bilateral,R,207,82,39.61352657004831,607
Control,L,207,135,65.21739130434783,607
Control,R,207,119,57.48792270531401,607
Left,L,207,132,63.76811594202898,607
Left,R,207,71,34.29951690821256,607
Right,L,207,120,57.971014492753625,607
Right,R,207,90,43.47826086956522,607
Bilateral,L,207,98,47.34299516908212,608
Bilateral,R,207,71,34.29951690821256,608
Control,L,207,128,61.83574879227053,608
Control,R,207,113,54.589371980676326,608
Left,L,207,130,62.80193236714976,608
Left,R,207,77,37.19806763285024,608
Right,L,207,107,51.690821256038646,608
Right,R,207,100,48.309178743961354,608
Bilateral,L,207,107,51.690821256038646,609
Bilateral,R,207,78,37.68115942028986,609
Control,L,207,136,65.70048309178745,609
Control,R,207,115,55.55555555555556,609
Left,L,207,147,71.01449275362319,609
Left,R,207,71,34.29951690821256,609
Right,L,207,116,56.038647342995176,609
Right,R,207,108,52.17391304347826,609
Bilateral,L,207,108,52.17391304347826,610
Bilateral,R,207,91,43.96135265700483,610
Control,L,207,130,62.80193236714976,610
Control,R,207,110,53.14009661835749,610
Left,L,207,136,65.70048309178745,610
Left,R,207,90,43.47826086956522,610
Right,L,207,120,57.971014492753625,610
Right,R,207,89,42.99516908212561,610
Bilateral,L,207,112,54.106280193236714,611
Bilateral,R,207,75,36.231884057971016,611
Control,L,207,130,62.80193236714976,611
Control,R,207,127,61.35265700483091,611
Left,L,207,142,68.59903381642512,611
Left,R,207,74,35.748792270531396,611
Right,L,207,117,56.52173913043478,611
Right,R,207,108,52.17391304347826,611
Bilateral,L,207,106,51.20772946859904,612
Bilateral,R,207,90,43.47826086956522,612
Control,L,207,139,67.14975845410628,612
Control,R,207,113,54.589371980676326,612
Left,L,207,130,62.80193236714976,612
Left,R,207,74,35.748792270531396,612
Right,L,207,111,53.62318840579711,612
Right,R,207,107,51.690821256038646,612
Bilateral,L,207,108,52.17391304347826,613
Bilateral,R,207,83,40.09661835748793,613
Control,L,207,128,61.83574879227053,613
Control,R,207,125,60.38647342995169,613
Left,L,207,129,62.31884057971014,613
Left,R,207,84,40.57971014492754,613
Right,L,207,114,55.072463768115945,613
Right,R,207,95,45.893719806763286,613
Bilateral,L,207,105,50.72463768115942,614
Bilateral,R,207,74,35.748792270531396,614
Control,L,207,144,69.56521739130434,614
Control,R,207,129,62.31884057971014,614
Left,L,207,140,67.6328502415459,614
Left,R,207,76,36.71497584541063,614
Right,L,207,109,52.65700483091788,614
Right,R,207,87,42.028985507246375,614
Bilateral,L,207,107,51.690821256038646,615
Bilateral,R,207,80,38.64734299516908,615
Control,L,207,132,63.76811594202898,615
Control,R,207,119,57.48792270531401,615
Left,L,207,132,63.76811594202898,615
Left,R,207,88,42.51207729468599,615
Right,L,207,115,55.55555555555556,615
Right,R,207,104,50.24154589371981,615
Bilateral,L,207,101,48.792270531400966,616
Bilateral,R,207,75,36.231884057971016,616
Control,L,207,129,62.31884057971014,616
Control,R,207,133,64.25120772946859,616
Left,L,207,144,69.56521739130434,616
Left,R,207,74,35.748792270531396,616
Right,L,207,127,61.35265700483091,616
Right,R,207,97,46.85990338164252,616
Bilateral,L,207,104,50.24154589371981,617
Bilateral,R,207,74,35.748792270531396,617
Control,L,207,123,59.42028985507246,617
Control,R,207,116,56.038647342995176,617
Left,L,207,127,61.35265700483091,617
Left,R,207,75,36.231884057971016,617
Right,L,207,132,63.76811594202898,617
Right,R,207,94,45.410628019323674,617
Bilateral,L,207,107,51.690821256038646,618
Bilateral,R,207,68,32.850241545893724,618
Control,L,207,140,67.6328502415459,618
Control,R,207,108,52.17391304347826,618
Left,L,207,137,66.18357487922705,618
Left,R,207,78,37.68115942028986,618
Right,L,207,116,56.038647342995176,618
Right,R,207,96,46.3768115942029,618
Bilateral,L,207,89,42.99516908212561,619
Bilateral,R,207,62,29.951690821256037,619
Control,L,207,135,65.21739130434783,619
Control,R,207,109,52.65700483091788,619
Left,L,207,143,69.08212560386472,619
Left,R,207,77,37.19806763285024,619
Right,L,207,109,52.65700483091788,619
Right,R,207,104,50.24154589371981,619
Bilateral,L,207,96,46.3768115942029,620
Bilateral,R,207,73,35.26570048309179,620
Control,L,207,133,64.25120772946859,620
Control,R,207,124,59.90338164251207,620
Left,L,207,127,61.35265700483091,620
Left,R,207,79,38.164251207729464,620
Right,L,207,125,60.38647342995169,620
Right,R,207,90,43.47826086956522,620
Bilateral,L,207,96,46.3768115942029,621
Bilateral,R,207,87,42.028985507246375,621
Control,L,207,137,66.18357487922705,621
Control,R,207,102,49.275362318840585,621
Left,L,207,134,64.73429951690821,621
Left,R,207,77,37.19806763285024,621
Right,L,207,116,56.038647342995176,621
Right,R,207,104,50.24154589371981,621
Bilateral,L,207,105,50.72463768115942,622
Bilateral,R,207,74,35.748792270531396,622
Control,L,207,130,62.80193236714976,622
Control,R,207,113,54.589371980676326,622
Left,L,207,129,62.31884057971014,622
Left,R,207,80,38.64734299516908,622
Right,L,207,119,57.48792270531401,622
Right,R,207,94,45.410628019323674,622
Bilateral,L,207,110,53.14009661835749,623
Bilateral,R,207,80,38.64734299516908,623
Control,L,207,129,62.31884057971014,623
Control,R,207,116,56.038647342995176,623
Left,L,207,133,64.25120772946859,623
Left,R,207,66,31.88405797101449,623
Right,L,207,119,57.48792270531401,623
Right,R,207,108,52.17391304347826,623
Bilateral,L,207,114,55.072463768115945,624
Bilateral,R,207,80,38.64734299516908,624
Control,L,207,135,65.21739130434783,624
Control,R,207,111,53.62318840579711,624
Left,L,207,141,68.11594202898551,624
Left,R,207,81,39.130434782608695,624
Right,L,207,110,53.14009661835749,624
Right,R,207,96,46.3768115942029,624
Bilateral,L,207,100,48.309178743961354,625
Bilateral,R,207,81,39.130434782608695,625
Control,L,207,125,60.38647342995169,625
Control,R,207,109,52.65700483091788,625
Left,L,207,143,69.08212560386472,625
Left,R,207,66,31.88405797101449,625
Right,L,207,103,49.75845410628019,625
Right,R,207,92,44.44444444444444,625
Bilateral,L,207,100,48.309178743961354,626
Bilateral,R,207,78,37.68115942028986,626
Control,L,207,124,59.90338164251207,626
Control,R,207,118,57.00483091787439,626
Left,L,207,136,65.70048309178745,626
Left,R,207,88,42.51207729468599,626
Right,L,207,116,56.038647342995176,626
Right,R,207,92,44.44444444444444,626
Bilateral,L,207,108,52.17391304347826,627
Bilateral,R,207,75,36.231884057971016,627
Control,L,207,125,60.38647342995169,627
Control,R,207,111,53.62318840579711,627
Left,L,207,135,65.21739130434783,627
Left,R,207,72,34.78260869565217,627
Right,L,207,110,53.14009661835749,627
Right,R,207,100,48.309178743961354,627
Bilateral,L,207,103,49.75845410628019,628
Bilateral,R,207,79,38.164251207729464,628
Control,L,207,143,69.08212560386472,628
Control,R,207,112,54.106280193236714,628
Left,L,207,136,65.70048309178745,628
Left,R,207,76,36.71497584541063,628
Right,L,207,112,54.106280193236714,628
Right,R,207,105,50.72463768115942,628
Bilateral,L,207,103,49.75845410628019,629
Bilateral,R,207,89,42.99516908212561,629
Control,L,207,128,61.83574879227053,629
Control,R,207,125,60.38647342995169,629
Left,L,207,130,62.80193236714976,629
Left,R,207,77,37.19806763285024,629
Right,L,207,114,55.072463768115945,629
Right,R,207,109,52.65700483091788,629
Bilateral,L,207,111,53.62318840579711,630
Bilateral,R,207,88,42.51207729468599,630
Control,L,207,127,61.35265700483091,630
Control,R,207,132,63.76811594202898,630
Left,L,207,132,63.76811594202898,630
Left,R,207,74,35.748792270531396,630
Right,L,207,126,60.86956521739131,630
Right,R,207,114,55.072463768115945,630
