Condition,spkr_hemifield,nTrials,nCorrect,pCorrect,iteration
Left,R,207,67,32.367149758454104,183
Right,L,207,111,53.62318840579711,183
Right,R,207,91,43.96135265700483,183
Left,L,207,136,65.70048309178745,184
Left,R,207,74,35.748792270531396,184
Right,L,207,116,56.038647342995176,184
Right,R,207,97,46.85990338164252,184
Left,L,207,139,67.14975845410628,185
Left,R,207,66,31.88405797101449,185
Right,L,207,115,55.55555555555556,185
Right,R,207,105,50.72463768115942,185
Left,L,207,142,68.59903381642512,186
Left,R,207,79,38.164251207729464,186
Right,L,207,112,54.106280193236714,186
Right,R,207,103,49.75845410628019,186
Left,L,207,139,67.14975845410628,187
Left,R,207,82,39.61352657004831,187
Right,L,207,110,53.14009661835749,187
Right,R,207,93,44.927536231884055,187
Left,L,207,138,66.66666666666666,188
Left,R,207,75,36.231884057971016,188
Right,L,207,126,60.86956521739131,188
Right,R,207,105,50.72463768115942,188
Left,L,207,138,66.66666666666666,189
Left,R,207,82,39.61352657004831,189
Right,L,207,122,58.93719806763285,189
Right,R,207,95,45.893719806763286,189
Left,L,207,142,68.59903381642512,190
Left,R,207,80,38.64734299516908,190
Right,L,207,120,57.971014492753625,190
Right,R,207,92,44.44444444444444,190
Left,L,207,125,60.38647342995169,191
Left,R,207,73,35.26570048309179,191
Right,L,207,113,54.589371980676326,191
Right,R,207,107,51.690821256038646,191
Left,L,207,145,70.04830917874396,192
Left,R,207,82,39.61352657004831,192
Right,L,207,112,54.106280193236714,192
Right,R,207,113,54.589371980676326,192
Left,L,207,146,70.53140096618358,193
Left,R,207,68,32.850241545893724,193
Right,L,207,122,58.93719806763285,193
Right,R,207,108,52.17391304347826,193
Left,L,207,132,63.76811594202898,194
Left,R,207,70,33.81642512077295,194
Right,L,207,121,58.454106280193244,194
Right,R,207,96,46.3768115942029,194
Left,L,207,138,66.66666666666666,195
Left,R,207,76,36.71497584541063,195
Right,L,207,104,50.24154589371981,195
Right,R,207,109,52.65700483091788,195
Left,L,207,125,60.38647342995169,196
Left,R,207,92,44.44444444444444,196
Right,L,207,114,55.072463768115945,196
Right,R,207,102,49.275362318840585,196
Left,L,207,134,64.73429951690821,197
Left,R,207,83,40.09661835748793,197
Right,L,207,127,61.35265700483091,197
Right,R,207,100,48.309178743961354,197
Left,L,207,133,64.25120772946859,198
Left,R,207,72,34.78260869565217,198
Right,L,207,124,59.90338164251207,198
Right,R,207,80,38.64734299516908,198
Left,L,207,140,67.6328502415459,199
Left,R,207,72,34.78260869565217,199
Right,L,207,119,57.48792270531401,199
Right,R,207,81,39.130434782608695,199
Left,L,207,132,63.76811594202898,200
Left,R,207,73,35.26570048309179,200
Right,L,207,117,56.52173913043478,200
Right,R,207,110,53.14009661835749,200
Left,L,207,136,65.70048309178745,201
Left,R,207,77,37.19806763285024,201
Right,L,207,119,57.48792270531401,201
Right,R,207,110,53.14009661835749,201
Left,L,207,133,64.25120772946859,202
Left,R,207,76,36.71497584541063,202
Right,L,207,112,54.106280193236714,202
Right,R,207,104,50.24154589371981,202
Left,L,207,129,62.31884057971014,203
Left,R,207,70,33.81642512077295,203
Right,L,207,121,58.454106280193244,203
Right,R,207,91,43.96135265700483,203
Left,L,207,130,62.80193236714976,204
Left,R,207,78,37.68115942028986,204
Right,L,207,121,58.454106280193244,204
Right,R,207,123,59.42028985507246,204
Left,L,207,130,62.80193236714976,205
Left,R,207,72,34.78260869565217,205
Right,L,207,120,57.971014492753625,205
Right,R,207,85,41.06280193236715,205
Left,L,207,147,71.01449275362319,206
Left,R,207,79,38.164251207729464,206
Right,L,207,106,51.20772946859904,206
Right,R,207,90,43.47826086956522,206
Left,L,207,129,62.31884057971014,207
Left,R,207,82,39.61352657004831,207
Right,L,207,109,52.65700483091788,207
Right,R,207,96,46.3768115942029,207
Left,L,207,143,69.08212560386472,208
Left,R,207,72,34.78260869565217,208
Right,L,207,108,52.17391304347826,208
Right,R,207,99,47.82608695652174,208
Left,L,207,138,66.66666666666666,209
Left,R,207,80,38.64734299516908,209
Right,L,207,118,57.00483091787439,209
Right,R,207,95,45.893719806763286,209
Left,L,207,129,62.31884057971014,210
Left,R,207,75,36.231884057971016,210
Right,L,207,121,58.454106280193244,210
Right,R,207,100,48.309178743961354,210
Left,L,207,136,65.70048309178745,211
Left,R,207,71,34.29951690821256,211
Right,L,207,122,58.93719806763285,211
Right,R,207,109,52.65700483091788,211
Left,L,207,135,65.21739130434783,212
Left,R,207,80,38.64734299516908,212
Right,L,207,128,61.83574879227053,212
Right,R,207,102,49.275362318840585,212
Left,L,207,138,66.66666666666666,213
Left,R,207,73,35.26570048309179,213
Right,L,207,110,53.14009661835749,213
Right,R,207,96,46.3768115942029,213
Left,L,207,139,67.14975845410628,214
Left,R,207,67,32.367149758454104,214
Right,L,207,112,54.106280193236714,214
Right,R,207,90,43.47826086956522,214
Left,L,207,139,67.14975845410628,215
Left,R,207,74,35.748792270531396,215
Right,L,207,111,53.62318840579711,215
Right,R,207,88,42.51207729468599,215
Left,L,207,131,63.28502415458937,216
Left,R,207,69,33.33333333333333,216
Right,L,207,109,52.65700483091788,216
Right,R,207,118,57.00483091787439,216
Left,L,207,144,69.56521739130434,217
Left,R,207,83,40.09661835748793,217
Right,L,207,128,61.83574879227053,217
Right,R,207,90,43.47826086956522,217
Left,L,207,138,66.66666666666666,218
Left,R,207,81,39.130434782608695,218
Right,L,207,124,59.90338164251207,218
Right,R,207,97,46.85990338164252,218
Left,L,207,134,64.73429951690821,219
Left,R,207,83,40.09661835748793,219
Right,L,207,112,54.106280193236714,219
Right,R,207,102,49.275362318840585,219
Left,L,207,137,66.18357487922705,220
Left,R,207,81,39.130434782608695,220
Right,L,207,113,54.589371980676326,220
Right,R,207,100,48.309178743961354,220
Left,L,207,135,65.21739130434783,221
Left,R,207,74,35.748792270531396,221
Right,L,207,123,59.42028985507246,221
Right,R,207,103,49.75845410628019,221
Left,L,207,141,68.11594202898551,222
Left,R,207,72,34.78260869565217,222
Right,L,207,117,56.52173913043478,222
Right,R,207,89,42.99516908212561,222
Left,L,207,139,67.14975845410628,223
Left,R,207,81,39.130434782608695,223
Right,L,207,120,57.971014492753625,223
Right,R,207,95,45.893719806763286,223
Left,L,207,139,67.14975845410628,224
Left,R,207,81,39.130434782608695,224
Right,L,207,117,56.52173913043478,224
Right,R,207,97,46.85990338164252,224
Left,L,207,132,63.76811594202898,225
Left,R,207,68,32.850241545893724,225
Right,L,207,102,49.275362318840585,225
Right,R,207,95,45.893719806763286,225
Left,L,207,124,59.90338164251207,226
Left,R,207,88,42.51207729468599,226
Right,L,207,112,54.106280193236714,226
Right,R,207,102,49.275362318840585,226
Left,L,207,129,62.31884057971014,227
Left,R,207,70,33.81642512077295,227
Right,L,207,114,55.072463768115945,227
Right,R,207,88,42.51207729468599,227
Left,L,207,135,65.21739130434783,228
Left,R,207,84,40.57971014492754,228
Right,L,207,122,58.93719806763285,228
Right,R,207,104,50.24154589371981,228
Left,L,207,128,61.83574879227053,229
Left,R,207,88,42.51207729468599,229
Right,L,207,116,56.038647342995176,229
Right,R,207,97,46.85990338164252,229
Left,L,207,117,56.52173913043478,230
Left,R,207,63,30.434782608695656,230
Right,L,207,115,55.55555555555556,230
Right,R,207,99,47.82608695652174,230
Left,L,207,149,71.98067632850241,231
Left,R,207,75,36.231884057971016,231
Right,L,207,115,55.55555555555556,231
Right,R,207,85,41.06280193236715,231
Left,L,207,133,64.25120772946859,232
Left,R,207,69,33.33333333333333,232
Right,L,207,117,56.52173913043478,232
Right,R,207,94,45.410628019323674,232
Left,L,207,139,67.14975845410628,233
Left,R,207,75,36.231884057971016,233
Right,L,207,121,58.454106280193244,233
Right,R,207,105,50.72463768115942,233
Left,L,207,133,64.25120772946859,234
Left,R,207,88,42.51207729468599,234
Right,L,207,107,51.690821256038646,234
Right,R,207,103,49.75845410628019,234
Left,L,207,136,65.70048309178745,235
Left,R,207,91,43.96135265700483,235
Right,L,207,118,57.00483091787439,235
Right,R,207,96,46.3768115942029,235
Left,L,207,133,64.25120772946859,236
Left,R,207,78,37.68115942028986,236
Right,L,207,117,56.52173913043478,236
Right,R,207,102,49.275362318840585,236
Left,L,207,134,64.73429951690821,237
Left,R,207,72,34.78260869565217,237
Right,L,207,116,56.038647342995176,237
Right,R,207,92,44.44444444444444,237
Left,L,207,141,68.11594202898551,238
Left,R,207,69,33.33333333333333,238
Right,L,207,110,53.14009661835749,238
Right,R,207,101,48.792270531400966,238
Left,L,207,123,59.42028985507246,239
Left,R,207,78,37.68115942028986,239
Right,L,207,116,56.038647342995176,239
Right,R,207,104,50.24154589371981,239
Left,L,207,136,65.70048309178745,240
Left,R,207,73,35.26570048309179,240
Right,L,207,107,51.690821256038646,240
Right,R,207,99,47.82608695652174,240
Left,L,207,128,61.83574879227053,241
Left,R,207,79,38.164251207729464,241
Right,L,207,122,58.93719806763285,241
Right,R,207,98,47.34299516908212,241
Left,L,207,144,69.56521739130434,242
Left,R,207,77,37.19806763285024,242
Right,L,207,112,54.106280193236714,242
Right,R,207,103,49.75845410628019,242
Left,L,207,136,65.70048309178745,243
Left,R,207,80,38.64734299516908,243
Right,L,207,127,61.35265700483091,243
Right,R,207,100,48.309178743961354,243
Left,L,207,132,63.76811594202898,244
Left,R,207,75,36.231884057971016,244
Right,L,207,108,52.17391304347826,244
Right,R,207,97,46.85990338164252,244
Left,L,207,127,61.35265700483091,245
Left,R,207,78,37.68115942028986,245
Right,L,207,111,53.62318840579711,245
Right,R,207,107,51.690821256038646,245
Left,L,207,137,66.18357487922705,246
Left,R,207,73,35.26570048309179,246
Right,L,207,120,57.971014492753625,246
Right,R,207,98,47.34299516908212,246
Left,L,207,125,60.38647342995169,247
Left,R,207,70,33.81642512077295,247
Right,L,207,117,56.52173913043478,247
Right,R,207,99,47.82608695652174,247
Left,L,207,132,63.76811594202898,248
Left,R,207,69,33.33333333333333,248
Right,L,207,119,57.48792270531401,248
Right,R,207,101,48.792270531400966,248
Left,L,207,124,59.90338164251207,249
Left,R,207,79,38.164251207729464,249
Right,L,207,114,55.072463768115945,249
Right,R,207,100,48.309178743961354,249
Left,L,207,139,67.14975845410628,250
Left,R,207,71,34.29951690821256,250
Right,L,207,107,51.690821256038646,250
Right,R,207,112,54.106280193236714,250
Left,L,207,140,67.6328502415459,251
Left,R,207,68,32.850241545893724,251
Right,L,207,115,55.55555555555556,251
Right,R,207,95,45.893719806763286,251
Left,L,207,135,65.21739130434783,252
Left,R,207,75,36.231884057971016,252
Right,L,207,114,55.072463768115945,252
Right,R,207,99,47.82608695652174,252
Left,L,207,124,59.90338164251207,253
Left,R,207,76,36.71497584541063,253
Right,L,207,121,58.454106280193244,253
Right,R,207,109,52.65700483091788,253
Left,L,207,128,61.83574879227053,254
Left,R,207,68,32.850241545893724,254
Right,L,207,119,57.48792270531401,254
Right,R,207,109,52.65700483091788,254
Left,L,207,138,66.66666666666666,255
Left,R,207,77,37.19806763285024,255
Right,L,207,104,50.24154589371981,255
Right,R,207,113,54.589371980676326,255
Left,L,207,131,63.28502415458937,256
Left,R,207,66,31.88405797101449,256
Right,L,207,115,55.55555555555556,256
Right,R,207,94,45.410628019323674,256
Left,L,207,138,66.66666666666666,257
Left,R,207,89,42.99516908212561,257
Right,L,207,122,58.93719806763285,257
Right,R,207,90,43.47826086956522,257
Left,L,207,139,67.14975845410628,258
Left,R,207,79,38.164251207729464,258
Right,L,207,110,53.14009661835749,258
Right,R,207,97,46.85990338164252,258
Left,L,207,135,65.21739130434783,259
Left,R,207,64,30.917874396135264,259
Right,L,207,109,52.65700483091788,259
Right,R,207,106,51.20772946859904,259
Left,L,207,144,69.56521739130434,260
Left,R,207,78,37.68115942028986,260
Right,L,207,123,59.42028985507246,260
Right,R,207,101,48.792270531400966,260
Left,L,207,138,66.66666666666666,261
Left,R,207,84,40.57971014492754,261
Right,L,207,114,55.072463768115945,261
Right,R,207,110,53.14009661835749,261
Left,L,207,128,61.83574879227053,262
Left,R,207,74,35.748792270531396,262
Right,L,207,109,52.65700483091788,262
Right,R,207,106,51.20772946859904,262
Left,L,207,131,63.28502415458937,263
Left,R,207,74,35.748792270531396,263
Right,L,207,121,58.454106280193244,263
Right,R,207,104,50.24154589371981,263
Left,L,207,131,63.28502415458937,264
Left,R,207,91,43.96135265700483,264
Right,L,207,115,55.55555555555556,264
Right,R,207,94,45.410628019323674,264
Left,L,207,120,57.971014492753625,265
Left,R,207,68,32.850241545893724,265
Right,L,207,113,54.589371980676326,265
Right,R,207,104,50.24154589371981,265
Left,L,207,131,63.28502415458937,266
Left,R,207,86,41.54589371980676,266
Right,L,207,124,59.90338164251207,266
Right,R,207,116,56.038647342995176,266
Left,L,207,140,67.6328502415459,267
Left,R,207,71,34.29951690821256,267
Right,L,207,117,56.52173913043478,267
Right,R,207,91,43.96135265700483,267
Left,L,207,135,65.21739130434783,268
Left,R,207,75,36.231884057971016,268
Right,L,207,110,53.14009661835749,268
Right,R,207,99,47.82608695652174,268
Left,L,207,136,65.70048309178745,269
Left,R,207,78,37.68115942028986,269
Right,L,207,120,57.971014492753625,269
Right,R,207,98,47.34299516908212,269
Left,L,207,138,66.66666666666666,270
Left,R,207,77,37.19806763285024,270
Right,L,207,114,55.072463768115945,270
Right,R,207,100,48.309178743961354,270
Left,L,207,131,63.28502415458937,271
Left,R,207,68,32.850241545893724,271
Right,L,207,123,59.42028985507246,271
Right,R,207,104,50.24154589371981,271
Left,L,207,143,69.08212560386472,272
Left,R,207,69,33.33333333333333,272
Right,L,207,110,53.14009661835749,272
Right,R,207,113,54.589371980676326,272
Left,L,207,137,66.18357487922705,273
Left,R,207,85,41.06280193236715,273
Right,L,207,106,51.20772946859904,273
Right,R,207,98,47.34299516908212,273
Left,L,207,144,69.56521739130434,274
Left,R,207,72,34.78260869565217,274
Right,L,207,124,59.90338164251207,274
Right,R,207,88,42.51207729468599,274
Left,L,207,135,65.21739130434783,275
Left,R,207,83,40.09661835748793,275
Right,L,207,108,52.17391304347826,275
Right,R,207,101,48.792270531400966,275
Left,L,207,131,63.28502415458937,276
Left,R,207,83,40.09661835748793,276
Right,L,207,110,53.14009661835749,276
Right,R,207,95,45.893719806763286,276
Left,L,207,126,60.86956521739131,277
Left,R,207,82,39.61352657004831,277
Right,L,207,127,61.35265700483091,277
Right,R,207,97,46.85990338164252,277
Left,L,207,145,70.04830917874396,278
Left,R,207,68,32.850241545893724,278
Right,L,207,123,59.42028985507246,278
Right,R,207,101,48.792270531400966,278
Left,L,207,130,62.80193236714976,279
Left,R,207,70,33.81642512077295,279
Right,L,207,113,54.589371980676326,279
Right,R,207,103,49.75845410628019,279
Left,L,207,131,63.28502415458937,280
Left,R,207,81,39.130434782608695,280
Right,L,207,117,56.52173913043478,280
Right,R,207,103,49.75845410628019,280
Left,L,207,138,66.66666666666666,281
Left,R,207,83,40.09661835748793,281
Right,L,207,119,57.48792270531401,281
Right,R,207,101,48.792270531400966,281
Left,L,207,144,69.56521739130434,282
Left,R,207,70,33.81642512077295,282
Right,L,207,123,59.42028985507246,282
Right,R,207,100,48.309178743961354,282
Left,L,207,134,64.73429951690821,283
Left,R,207,80,38.64734299516908,283
Right,L,207,110,53.14009661835749,283
Right,R,207,110,53.14009661835749,283
Left,L,207,139,67.14975845410628,284
Left,R,207,79,38.164251207729464,284
Right,L,207,114,55.072463768115945,284
Right,R,207,95,45.893719806763286,284
Left,L,207,135,65.21739130434783,285
Left,R,207,79,38.164251207729464,285
Right,L,207,106,51.20772946859904,285
Right,R,207,117,56.52173913043478,285
Left,L,207,141,68.11594202898551,286
Left,R,207,79,38.164251207729464,286
Right,L,207,111,53.62318840579711,286
Right,R,207,100,48.309178743961354,286
Left,L,207,132,63.76811594202898,287
Left,R,207,80,38.64734299516908,287
Right,L,207,111,53.62318840579711,287
Right,R,207,97,46.85990338164252,287
Left,L,207,127,61.35265700483091,288
Left,R,207,77,37.19806763285024,288
Right,L,207,110,53.14009661835749,288
Right,R,207,106,51.20772946859904,288
Left,L,207,133,64.25120772946859,289
Left,R,207,68,32.850241545893724,289
Right,L,207,125,60.38647342995169,289
Right,R,207,94,45.410628019323674,289
Left,L,207,122,58.93719806763285,290
Left,R,207,71,34.29951690821256,290
Right,L,207,119,57.48792270531401,290
Right,R,207,100,48.309178743961354,290
Left,L,207,143,69.08212560386472,291
Left,R,207,71,34.29951690821256,291
Right,L,207,128,61.83574879227053,291
Right,R,207,115,55.55555555555556,291
Left,L,207,130,62.80193236714976,292
Left,R,207,78,37.68115942028986,292
Right,L,207,110,53.14009661835749,292
Right,R,207,102,49.275362318840585,292
Left,L,207,131,63.28502415458937,293
Left,R,207,61,29.468599033816425,293
Right,L,207,115,55.55555555555556,293
Right,R,207,101,48.792270531400966,293
Left,L,207,126,60.86956521739131,294
Left,R,207,80,38.64734299516908,294
Right,L,207,126,60.86956521739131,294
Right,R,207,104,50.24154589371981,294
Left,L,207,134,64.73429951690821,295
Left,R,207,81,39.130434782608695,295
Right,L,207,118,57.00483091787439,295
Right,R,207,101,48.792270531400966,295
Left,L,207,136,65.70048309178745,296
Left,R,207,75,36.231884057971016,296
Right,L,207,117,56.52173913043478,296
Right,R,207,102,49.275362318840585,296
Left,L,207,141,68.11594202898551,297
Left,R,207,72,34.78260869565217,297
Right,L,207,121,58.454106280193244,297
Right,R,207,98,47.34299516908212,297
Left,L,207,133,64.25120772946859,298
Left,R,207,81,39.130434782608695,298
Right,L,207,110,53.14009661835749,298
Right,R,207,83,40.09661835748793,298
Left,L,207,141,68.11594202898551,299
Left,R,207,80,38.64734299516908,299
Right,L,207,115,55.55555555555556,299
Right,R,207,98,47.34299516908212,299
Left,L,207,133,64.25120772946859,300
Left,R,207,82,39.61352657004831,300
Right,L,207,111,53.62318840579711,300
Right,R,207,93,44.927536231884055,300
Left,L,207,136,65.70048309178745,301
Left,R,207,79,38.164251207729464,301
Right,L,207,110,53.14009661835749,301
Right,R,207,97,46.85990338164252,301
Left,L,207,133,64.25120772946859,302
Left,R,207,59,28.502415458937197,302
Right,L,207,108,52.17391304347826,302
Right,R,207,102,49.275362318840585,302
Left,L,207,133,64.25120772946859,303
Left,R,207,72,34.78260869565217,303
Right,L,207,104,50.24154589371981,303
Right,R,207,97,46.85990338164252,303
Left,L,207,141,68.11594202898551,304
Left,R,207,75,36.231884057971016,304
Right,L,207,123,59.42028985507246,304
Right,R,207,118,57.00483091787439,304
Left,L,207,136,65.70048309178745,305
Left,R,207,80,38.64734299516908,305
Right,L,207,121,58.454106280193244,305
Right,R,207,103,49.75845410628019,305
Left,L,207,120,57.971014492753625,306
Left,R,207,78,37.68115942028986,306
Right,L,207,117,56.52173913043478,306
Right,R,207,95,45.893719806763286,306
Left,L,207,139,67.14975845410628,307
Left,R,207,80,38.64734299516908,307
Right,L,207,124,59.90338164251207,307
Right,R,207,96,46.3768115942029,307
Left,L,207,136,65.70048309178745,308
Left,R,207,80,38.64734299516908,308
Right,L,207,108,52.17391304347826,308
Right,R,207,93,44.927536231884055,308
Left,L,207,136,65.70048309178745,309
Left,R,207,69,33.33333333333333,309
Right,L,207,123,59.42028985507246,309
Right,R,207,104,50.24154589371981,309
Left,L,207,135,65.21739130434783,310
Left,R,207,73,35.26570048309179,310
Right,L,207,107,51.690821256038646,310
Right,R,207,108,52.17391304347826,310
Left,L,207,130,62.80193236714976,311
Left,R,207,68,32.850241545893724,311
Right,L,207,117,56.52173913043478,311
Right,R,207,94,45.410628019323674,311
Left,L,207,141,68.11594202898551,312
Left,R,207,82,39.61352657004831,312
Right,L,207,118,57.00483091787439,312
Right,R,207,116,56.038647342995176,312
Left,L,207,132,63.76811594202898,313
Left,R,207,72,34.78260869565217,313
Right,L,207,123,59.42028985507246,313
Right,R,207,104,50.24154589371981,313
Left,L,207,133,64.25120772946859,314
Left,R,207,81,39.130434782608695,314
Right,L,207,117,56.52173913043478,314
Right,R,207,103,49.75845410628019,314
Left,L,207,124,59.90338164251207,315
Left,R,207,84,40.57971014492754,315
Right,L,207,109,52.65700483091788,315
Right,R,207,105,50.72463768115942,315
Left,L,207,140,67.6328502415459,316
Left,R,207,73,35.26570048309179,316
Right,L,207,128,61.83574879227053,316
Right,R,207,105,50.72463768115942,316
Left,L,207,129,62.31884057971014,317
Left,R,207,68,32.850241545893724,317
Right,L,207,123,59.42028985507246,317
Right,R,207,106,51.20772946859904,317
Left,L,207,135,65.21739130434783,318
Left,R,207,91,43.96135265700483,318
Right,L,207,116,56.038647342995176,318
Right,R,207,101,48.792270531400966,318
Left,L,207,132,63.76811594202898,319
Left,R,207,81,39.130434782608695,319
Right,L,207,118,57.00483091787439,319
Right,R,207,99,47.82608695652174,319
Left,L,207,139,67.14975845410628,320
Left,R,207,69,33.33333333333333,320
Right,L,207,107,51.690821256038646,320
Right,R,207,94,45.410628019323674,320
Left,L,207,145,70.04830917874396,321
Left,R,207,80,38.64734299516908,321
Right,L,207,102,49.275362318840585,321
Right,R,207,107,51.690821256038646,321
Left,L,207,133,64.25120772946859,322
Left,R,207,59,28.502415458937197,322
Right,L,207,111,53.62318840579711,322
Right,R,207,101,48.792270531400966,322
Left,L,207,142,68.59903381642512,323
Left,R,207,82,39.61352657004831,323
Right,L,207,108,52.17391304347826,323
Right,R,207,90,43.47826086956522,323
Left,L,207,133,64.25120772946859,324
Left,R,207,62,29.951690821256037,324
Right,L,207,109,52.65700483091788,324
Right,R,207,98,47.34299516908212,324
Left,L,207,133,64.25120772946859,325
Left,R,207,71,34.29951690821256,325
Right,L,207,97,46.85990338164252,325
Right,R,207,93,44.927536231884055,325
Left,L,207,137,66.18357487922705,326
Left,R,207,72,34.78260869565217,326
Right,L,207,117,56.52173913043478,326
Right,R,207,113,54.589371980676326,326
Left,L,207,139,67.14975845410628,327
Left,R,207,81,39.130434782608695,327
Right,L,207,116,56.038647342995176,327
Right,R,207,103,49.75845410628019,327
Left,L,207,131,63.28502415458937,328
Left,R,207,63,30.434782608695656,328
Right,L,207,118,57.00483091787439,328
Right,R,207,92,44.44444444444444,328
Left,L,207,134,64.73429951690821,329
Left,R,207,69,33.33333333333333,329
Right,L,207,121,58.454106280193244,329
Right,R,207,100,48.309178743961354,329
Left,L,207,137,66.18357487922705,330
Left,R,207,69,33.33333333333333,330
Right,L,207,119,57.48792270531401,330
Right,R,207,98,47.34299516908212,330
Left,L,207,140,67.6328502415459,331
Left,R,207,76,36.71497584541063,331
Right,L,207,107,51.690821256038646,331
Right,R,207,102,49.275362318840585,331
Left,L,207,133,64.25120772946859,332
Left,R,207,65,31.40096618357488,332
Right,L,207,114,55.072463768115945,332
Right,R,207,114,55.072463768115945,332
Left,L,207,134,64.73429951690821,333
Left,R,207,72,34.78260869565217,333
Right,L,207,114,55.072463768115945,333
Right,R,207,107,51.690821256038646,333
Left,L,207,137,66.18357487922705,334
Left,R,207,73,35.26570048309179,334
Right,L,207,113,54.589371980676326,334
Right,R,207,98,47.34299516908212,334
Left,L,207,134,64.73429951690821,335
Left,R,207,74,35.748792270531396,335
Right,L,207,105,50.72463768115942,335
Right,R,207,86,41.54589371980676,335
Left,L,207,137,66.18357487922705,336
Left,R,207,66,31.88405797101449,336
Right,L,207,114,55.072463768115945,336
Right,R,207,107,51.690821256038646,336
Left,L,207,143,69.08212560386472,337
Left,R,207,74,35.748792270531396,337
Right,L,207,116,56.038647342995176,337
Right,R,207,97,46.85990338164252,337
Left,L,207,135,65.21739130434783,338
Left,R,207,77,37.19806763285024,338
Right,L,207,119,57.48792270531401,338
Right,R,207,93,44.927536231884055,338
Left,L,207,138,66.66666666666666,339
Left,R,207,74,35.748792270531396,339
Right,L,207,109,52.65700483091788,339
Right,R,207,106,51.20772946859904,339
Left,L,207,129,62.31884057971014,340
Left,R,207,76,36.71497584541063,340
Right,L,207,106,51.20772946859904,340
Right,R,207,112,54.106280193236714,340
Left,L,207,129,62.31884057971014,341
Left,R,207,68,32.850241545893724,341
Right,L,207,122,58.93719806763285,341
Right,R,207,103,49.75845410628019,341
Left,L,207,144,69.56521739130434,342
Left,R,207,71,34.29951690821256,342
Right,L,207,122,58.93719806763285,342
Right,R,207,124,59.90338164251207,342
Left,L,207,138,66.66666666666666,343
Left,R,207,76,36.71497584541063,343
Right,L,207,120,57.971014492753625,343
Right,R,207,97,46.85990338164252,343
Left,L,207,130,62.80193236714976,344
Left,R,207,75,36.231884057971016,344
Right,L,207,106,51.20772946859904,344
Right,R,207,101,48.792270531400966,344
Left,L,207,139,67.14975845410628,345
Left,R,207,68,32.850241545893724,345
Right,L,207,101,48.792270531400966,345
Right,R,207,100,48.309178743961354,345
Left,L,207,124,59.90338164251207,346
Left,R,207,77,37.19806763285024,346
Right,L,207,126,60.86956521739131,346
Right,R,207,103,49.75845410628019,346
Left,L,207,142,68.59903381642512,347
Left,R,207,74,35.748792270531396,347
Right,L,207,106,51.20772946859904,347
Right,R,207,87,42.028985507246375,347
Left,L,207,135,65.21739130434783,348
Left,R,207,77,37.19806763285024,348
Right,L,207,120,57.971014492753625,348
Right,R,207,100,48.309178743961354,348
Left,L,207,138,66.66666666666666,349
Left,R,207,74,35.748792270531396,349
Right,L,207,119,57.48792270531401,349
Right,R,207,93,44.927536231884055,349
Left,L,207,129,62.31884057971014,350
Left,R,207,88,42.51207729468599,350
Right,L,207,125,60.38647342995169,350
Right,R,207,99,47.82608695652174,350
Left,L,207,135,65.21739130434783,351
Left,R,207,79,38.164251207729464,351
Right,L,207,114,55.072463768115945,351
Right,R,207,97,46.85990338164252,351
Left,L,207,126,60.86956521739131,352
Left,R,207,78,37.68115942028986,352
Right,L,207,119,57.48792270531401,352
Right,R,207,95,45.893719806763286,352
Left,L,207,131,63.28502415458937,353
Left,R,207,78,37.68115942028986,353
Right,L,207,116,56.038647342995176,353
Right,R,207,94,45.410628019323674,353
Left,L,207,135,65.21739130434783,354
Left,R,207,87,42.028985507246375,354
Right,L,207,116,56.038647342995176,354
Right,R,207,98,47.34299516908212,354
Left,L,207,126,60.86956521739131,355
Left,R,207,78,37.68115942028986,355
Right,L,207,117,56.52173913043478,355
Right,R,207,105,50.72463768115942,355
Left,L,207,127,61.35265700483091,356
Left,R,207,78,37.68115942028986,356
Right,L,207,111,53.62318840579711,356
Right,R,207,112,54.106280193236714,356
Left,L,207,128,61.83574879227053,357
Left,R,207,79,38.164251207729464,357
Right,L,207,126,60.86956521739131,357
Right,R,207,86,41.54589371980676,357
Left,L,207,136,65.70048309178745,358
Left,R,207,68,32.850241545893724,358
Right,L,207,120,57.971014492753625,358
Right,R,207,95,45.893719806763286,358
Left,L,207,125,60.38647342995169,359
Left,R,207,72,34.78260869565217,359
Right,L,207,109,52.65700483091788,359
Right,R,207,100,48.309178743961354,359
Left,L,207,125,60.38647342995169,360
Left,R,207,74,35.748792270531396,360
Right,L,207,114,55.072463768115945,360
Right,R,207,90,43.47826086956522,360
Left,L,207,145,70.04830917874396,361
Left,R,207,71,34.29951690821256,361
Right,L,207,125,60.38647342995169,361
Right,R,207,117,56.52173913043478,361
Left,L,207,136,65.70048309178745,362
Left,R,207,67,32.367149758454104,362
Right,L,207,122,58.93719806763285,362
Right,R,207,94,45.410628019323674,362
Left,L,207,136,65.70048309178745,363
Left,R,207,81,39.130434782608695,363
Right,L,207,112,54.106280193236714,363
Right,R,207,91,43.96135265700483,363
Left,L,207,137,66.18357487922705,364
Left,R,207,74,35.748792270531396,364
Right,L,207,114,55.072463768115945,364
Right,R,207,89,42.99516908212561,364
Left,L,207,135,65.21739130434783,365
Left,R,207,72,34.78260869565217,365
Right,L,207,110,53.14009661835749,365
Right,R,207,111,53.62318840579711,365
Left,L,207,135,65.21739130434783,366
Left,R,207,68,32.850241545893724,366
Right,L,207,123,59.42028985507246,366
Right,R,207,108,52.17391304347826,366
