Condition,nTrials,nCorrect,pCorrect,iteration
Control,924,537,58.11688311688312,754
Bilateral,924,375,40.58441558441558,755
Control,924,521,56.38528138528138,755
Bilateral,924,401,43.3982683982684,756
Control,924,515,55.73593073593074,756
Bilateral,924,384,41.55844155844156,757
Control,924,518,56.060606060606055,757
Bilateral,924,393,42.532467532467535,758
Control,924,513,55.519480519480524,758
Bilateral,924,387,41.883116883116884,759
Control,924,515,55.73593073593074,759
Bilateral,924,391,42.316017316017316,760
Control,924,551,59.63203463203464,760
Bilateral,924,407,44.047619047619044,761
Control,924,539,58.333333333333336,761
Bilateral,924,393,42.532467532467535,762
Control,924,521,56.38528138528138,762
Bilateral,924,389,42.099567099567096,763
Control,924,534,57.7922077922078,763
Bilateral,924,396,42.857142857142854,764
Control,924,519,56.16883116883117,764
Bilateral,924,385,41.66666666666667,765
Control,924,533,57.683982683982684,765
Bilateral,924,382,41.34199134199134,766
Control,924,521,56.38528138528138,766
Bilateral,924,375,40.58441558441558,767
Control,924,502,54.32900432900433,767
Bilateral,924,415,44.91341991341991,768
Control,924,536,58.00865800865801,768
Bilateral,924,374,40.476190476190474,769
Control,924,513,55.519480519480524,769
Bilateral,924,412,44.58874458874459,770
Control,924,503,54.43722943722944,770
Bilateral,924,399,43.18181818181818,771
Control,924,529,57.25108225108225,771
Bilateral,924,409,44.26406926406926,772
Control,924,536,58.00865800865801,772
Bilateral,924,386,41.77489177489178,773
Control,924,515,55.73593073593074,773
Bilateral,924,411,44.48051948051948,774
Control,924,511,55.3030303030303,774
Bilateral,924,400,43.290043290043286,775
Control,924,544,58.87445887445888,775
Bilateral,924,413,44.696969696969695,776
Control,924,525,56.81818181818182,776
Bilateral,924,375,40.58441558441558,777
Control,924,519,56.16883116883117,777
Bilateral,924,388,41.99134199134199,778
Control,924,518,56.060606060606055,778
Bilateral,924,384,41.55844155844156,779
Control,924,528,57.14285714285714,779
Bilateral,924,388,41.99134199134199,780
Control,924,501,54.22077922077923,780
Bilateral,924,397,42.96536796536797,781
Control,924,526,56.926406926406926,781
Bilateral,924,385,41.66666666666667,782
Control,924,547,59.19913419913419,782
Bilateral,924,392,42.42424242424242,783
Control,924,519,56.16883116883117,783
Bilateral,924,387,41.883116883116884,784
Control,924,513,55.519480519480524,784
Bilateral,924,380,41.125541125541126,785
Control,924,517,55.952380952380956,785
Bilateral,924,377,40.8008658008658,786
Control,924,540,58.44155844155844,786
Bilateral,924,396,42.857142857142854,787
Control,924,496,53.67965367965368,787
Bilateral,924,367,39.71861471861472,788
Control,924,493,53.35497835497836,788
Bilateral,924,399,43.18181818181818,789
Control,924,521,56.38528138528138,789
Bilateral,924,394,42.64069264069264,790
Control,924,536,58.00865800865801,790
Bilateral,924,382,41.34199134199134,791
Control,924,532,57.57575757575758,791
Bilateral,924,379,41.01731601731602,792
Control,924,510,55.1948051948052,792
Bilateral,924,368,39.82683982683983,793
Control,924,513,55.519480519480524,793
Bilateral,924,367,39.71861471861472,794
Control,924,536,58.00865800865801,794
Bilateral,924,400,43.290043290043286,795
Control,924,516,55.84415584415584,795
Bilateral,924,372,40.25974025974026,796
Control,924,543,58.76623376623377,796
Bilateral,924,387,41.883116883116884,797
Control,924,523,56.6017316017316,797
Bilateral,924,375,40.58441558441558,798
Control,924,513,55.519480519480524,798
Bilateral,924,396,42.857142857142854,799
Control,924,508,54.97835497835498,799
Bilateral,924,413,44.696969696969695,800
Control,924,515,55.73593073593074,800
Bilateral,924,375,40.58441558441558,801
Control,924,527,57.03463203463204,801
Bilateral,924,415,44.91341991341991,802
Control,924,516,55.84415584415584,802
Bilateral,924,371,40.15151515151515,803
Control,924,524,56.709956709956714,803
Bilateral,924,354,38.311688311688314,804
Control,924,539,58.333333333333336,804
Bilateral,924,394,42.64069264069264,805
Control,924,536,58.00865800865801,805
Bilateral,924,369,39.935064935064936,806
Control,924,490,53.03030303030303,806
Bilateral,924,398,43.073593073593074,807
Control,924,535,57.9004329004329,807
Bilateral,924,402,43.506493506493506,808
Control,924,559,60.497835497835496,808
Bilateral,924,372,40.25974025974026,809
Control,924,530,57.35930735930735,809
Bilateral,924,414,44.8051948051948,810
Control,924,516,55.84415584415584,810
Bilateral,924,380,41.125541125541126,811
Control,924,521,56.38528138528138,811
Bilateral,924,368,39.82683982683983,812
Control,924,516,55.84415584415584,812
Bilateral,924,417,45.12987012987013,813
Control,924,516,55.84415584415584,813
Bilateral,924,395,42.74891774891775,814
Control,924,490,53.03030303030303,814
Bilateral,924,368,39.82683982683983,815
Control,924,528,57.14285714285714,815
Bilateral,924,392,42.42424242424242,816
Control,924,523,56.6017316017316,816
Bilateral,924,373,40.36796536796537,817
Control,924,499,54.004329004329,817
Bilateral,924,383,41.450216450216445,818
Control,924,517,55.952380952380956,818
Bilateral,924,380,41.125541125541126,819
Control,924,504,54.54545454545454,819
Bilateral,924,392,42.42424242424242,820
Control,924,514,55.62770562770562,820
Bilateral,924,403,43.61471861471862,821
Control,924,504,54.54545454545454,821
Bilateral,924,405,43.83116883116883,822
Control,924,521,56.38528138528138,822
Bilateral,924,394,42.64069264069264,823
Control,924,526,56.926406926406926,823
Bilateral,924,404,43.722943722943725,824
Control,924,531,57.467532467532465,824
Bilateral,924,379,41.01731601731602,825
Control,924,532,57.57575757575758,825
Bilateral,924,419,45.34632034632035,826
Control,924,513,55.519480519480524,826
Bilateral,924,415,44.91341991341991,827
Control,924,516,55.84415584415584,827
Bilateral,924,401,43.3982683982684,828
Control,924,520,56.27705627705628,828
Bilateral,924,388,41.99134199134199,829
Control,924,531,57.467532467532465,829
Bilateral,924,389,42.099567099567096,830
Control,924,503,54.43722943722944,830
Bilateral,924,388,41.99134199134199,831
Control,924,506,54.761904761904766,831
Bilateral,924,394,42.64069264069264,832
Control,924,535,57.9004329004329,832
Bilateral,924,391,42.316017316017316,833
Control,924,545,58.98268398268398,833
Bilateral,924,380,41.125541125541126,834
Control,924,544,58.87445887445888,834
Bilateral,924,396,42.857142857142854,835
Control,924,516,55.84415584415584,835
Bilateral,924,395,42.74891774891775,836
Control,924,516,55.84415584415584,836
Bilateral,924,409,44.26406926406926,837
Control,924,526,56.926406926406926,837
Bilateral,924,387,41.883116883116884,838
Control,924,521,56.38528138528138,838
Bilateral,924,380,41.125541125541126,839
Control,924,511,55.3030303030303,839
Bilateral,924,397,42.96536796536797,840
Control,924,511,55.3030303030303,840
Bilateral,924,373,40.36796536796537,841
Control,924,509,55.086580086580085,841
Bilateral,924,392,42.42424242424242,842
Control,924,546,59.09090909090909,842
Bilateral,924,376,40.692640692640694,843
Control,924,503,54.43722943722944,843
Bilateral,924,371,40.15151515151515,844
Control,924,533,57.683982683982684,844
Bilateral,924,381,41.23376623376623,845
Control,924,514,55.62770562770562,845
Bilateral,924,383,41.450216450216445,846
Control,924,499,54.004329004329,846
Bilateral,924,396,42.857142857142854,847
Control,924,536,58.00865800865801,847
Bilateral,924,392,42.42424242424242,848
Control,924,527,57.03463203463204,848
Bilateral,924,375,40.58441558441558,849
Control,924,508,54.97835497835498,849
Bilateral,924,404,43.722943722943725,850
Control,924,502,54.32900432900433,850
Bilateral,924,392,42.42424242424242,851
Control,924,528,57.14285714285714,851
Bilateral,924,392,42.42424242424242,852
Control,924,513,55.519480519480524,852
Bilateral,924,388,41.99134199134199,853
Control,924,523,56.6017316017316,853
Bilateral,924,384,41.55844155844156,854
Control,924,522,56.493506493506494,854
Bilateral,924,376,40.692640692640694,855
Control,924,502,54.32900432900433,855
Bilateral,924,393,42.532467532467535,856
Control,924,499,54.004329004329,856
Bilateral,924,416,45.02164502164502,857
Control,924,514,55.62770562770562,857
Bilateral,924,388,41.99134199134199,858
Control,924,530,57.35930735930735,858
Bilateral,924,388,41.99134199134199,859
Control,924,519,56.16883116883117,859
Bilateral,924,379,41.01731601731602,860
Control,924,531,57.467532467532465,860
Bilateral,924,402,43.506493506493506,861
Control,924,533,57.683982683982684,861
Bilateral,924,387,41.883116883116884,862
Control,924,539,58.333333333333336,862
Bilateral,924,408,44.15584415584416,863
Control,924,523,56.6017316017316,863
Bilateral,924,385,41.66666666666667,864
Control,924,518,56.060606060606055,864
Bilateral,924,384,41.55844155844156,865
Control,924,521,56.38528138528138,865
Bilateral,924,413,44.696969696969695,866
Control,924,519,56.16883116883117,866
Bilateral,924,380,41.125541125541126,867
Control,924,499,54.004329004329,867
Bilateral,924,407,44.047619047619044,868
Control,924,526,56.926406926406926,868
Bilateral,924,382,41.34199134199134,869
Control,924,528,57.14285714285714,869
Bilateral,924,356,38.52813852813853,870
Control,924,560,60.60606060606061,870
Bilateral,924,381,41.23376623376623,871
Control,924,526,56.926406926406926,871
Bilateral,924,393,42.532467532467535,872
Control,924,522,56.493506493506494,872
Bilateral,924,399,43.18181818181818,873
Control,924,492,53.246753246753244,873
Bilateral,924,384,41.55844155844156,874
Control,924,545,58.98268398268398,874
Bilateral,924,392,42.42424242424242,875
Control,924,538,58.22510822510822,875
Bilateral,924,382,41.34199134199134,876
Control,924,494,53.46320346320347,876
Bilateral,924,412,44.58874458874459,877
Control,924,537,58.11688311688312,877
Bilateral,924,395,42.74891774891775,878
Control,924,535,57.9004329004329,878
Bilateral,924,373,40.36796536796537,879
Control,924,546,59.09090909090909,879
Bilateral,924,381,41.23376623376623,880
Control,924,519,56.16883116883117,880
Bilateral,924,374,40.476190476190474,881
Control,924,519,56.16883116883117,881
Bilateral,924,384,41.55844155844156,882
Control,924,523,56.6017316017316,882
Bilateral,924,352,38.095238095238095,883
Control,924,536,58.00865800865801,883
Bilateral,924,406,43.93939393939394,884
Control,924,538,58.22510822510822,884
Bilateral,924,395,42.74891774891775,885
Control,924,537,58.11688311688312,885
Bilateral,924,386,41.77489177489178,886
Control,924,529,57.25108225108225,886
Bilateral,924,390,42.2077922077922,887
Control,924,520,56.27705627705628,887
Bilateral,924,376,40.692640692640694,888
Control,924,530,57.35930735930735,888
Bilateral,924,385,41.66666666666667,889
Control,924,525,56.81818181818182,889
Bilateral,924,399,43.18181818181818,890
Control,924,482,52.16450216450217,890
Bilateral,924,369,39.935064935064936,891
Control,924,528,57.14285714285714,891
Bilateral,924,402,43.506493506493506,892
Control,924,510,55.1948051948052,892
Bilateral,924,401,43.3982683982684,893
Control,924,534,57.7922077922078,893
Bilateral,924,378,40.909090909090914,894
Control,924,516,55.84415584415584,894
Bilateral,924,390,42.2077922077922,895
Control,924,530,57.35930735930735,895
Bilateral,924,386,41.77489177489178,896
Control,924,543,58.76623376623377,896
Bilateral,924,399,43.18181818181818,897
Control,924,522,56.493506493506494,897
Bilateral,924,377,40.8008658008658,898
Control,924,545,58.98268398268398,898
Bilateral,924,377,40.8008658008658,899
Control,924,531,57.467532467532465,899
Bilateral,924,413,44.696969696969695,900
Control,924,524,56.709956709956714,900
Bilateral,924,388,41.99134199134199,901
Control,924,535,57.9004329004329,901
Bilateral,924,401,43.3982683982684,902
Control,924,516,55.84415584415584,902
Bilateral,924,386,41.77489177489178,903
Control,924,510,55.1948051948052,903
Bilateral,924,418,45.23809523809524,904
Control,924,509,55.086580086580085,904
Bilateral,924,375,40.58441558441558,905
Control,924,523,56.6017316017316,905
Bilateral,924,383,41.450216450216445,906
Control,924,542,58.658008658008654,906
Bilateral,924,398,43.073593073593074,907
Control,924,542,58.658008658008654,907
Bilateral,924,364,39.39393939393939,908
Control,924,524,56.709956709956714,908
Bilateral,924,395,42.74891774891775,909
Control,924,531,57.467532467532465,909
Bilateral,924,381,41.23376623376623,910
Control,924,527,57.03463203463204,910
Bilateral,924,392,42.42424242424242,911
Control,924,502,54.32900432900433,911
Bilateral,924,381,41.23376623376623,912
Control,924,512,55.41125541125541,912
Bilateral,924,392,42.42424242424242,913
Control,924,502,54.32900432900433,913
Bilateral,924,374,40.476190476190474,914
Control,924,513,55.519480519480524,914
Bilateral,924,394,42.64069264069264,915
Control,924,515,55.73593073593074,915
Bilateral,924,389,42.099567099567096,916
Control,924,510,55.1948051948052,916
Bilateral,924,414,44.8051948051948,917
Control,924,526,56.926406926406926,917
Bilateral,924,396,42.857142857142854,918
Control,924,508,54.97835497835498,918
Bilateral,924,377,40.8008658008658,919
Control,924,531,57.467532467532465,919
Bilateral,924,397,42.96536796536797,920
Control,924,524,56.709956709956714,920
Bilateral,924,388,41.99134199134199,921
Control,924,498,53.896103896103895,921
Bilateral,924,379,41.01731601731602,922
Control,924,512,55.41125541125541,922
Bilateral,924,389,42.099567099567096,923
Control,924,528,57.14285714285714,923
Bilateral,924,400,43.290043290043286,924
Control,924,529,57.25108225108225,924
Bilateral,924,390,42.2077922077922,925
Control,924,532,57.57575757575758,925
Bilateral,924,398,43.073593073593074,926
Control,924,528,57.14285714285714,926
Bilateral,924,387,41.883116883116884,927
Control,924,533,57.683982683982684,927
Bilateral,924,387,41.883116883116884,928
Control,924,535,57.9004329004329,928
Bilateral,924,400,43.290043290043286,929
Control,924,519,56.16883116883117,929
Bilateral,924,389,42.099567099567096,930
Control,924,527,57.03463203463204,930
Bilateral,924,377,40.8008658008658,931
Control,924,517,55.952380952380956,931
Bilateral,924,377,40.8008658008658,932
Control,924,518,56.060606060606055,932
Bilateral,924,387,41.883116883116884,933
Control,924,508,54.97835497835498,933
Bilateral,924,392,42.42424242424242,934
Control,924,541,58.549783549783555,934
Bilateral,924,391,42.316017316017316,935
Control,924,517,55.952380952380956,935
Bilateral,924,395,42.74891774891775,936
Control,924,510,55.1948051948052,936
Bilateral,924,387,41.883116883116884,937
Control,924,533,57.683982683982684,937
Bilateral,924,402,43.506493506493506,938
Control,924,518,56.060606060606055,938
Bilateral,924,366,39.61038961038961,939
Control,924,534,57.7922077922078,939
Bilateral,924,389,42.099567099567096,940
Control,924,503,54.43722943722944,940
Bilateral,924,372,40.25974025974026,941
Control,924,522,56.493506493506494,941
Bilateral,924,399,43.18181818181818,942
Control,924,501,54.22077922077923,942
Bilateral,924,377,40.8008658008658,943
Control,924,512,55.41125541125541,943
Bilateral,924,393,42.532467532467535,944
Control,924,522,56.493506493506494,944
Bilateral,924,382,41.34199134199134,945
Control,924,514,55.62770562770562,945
Bilateral,924,373,40.36796536796537,946
Control,924,524,56.709956709956714,946
Bilateral,924,397,42.96536796536797,947
Control,924,543,58.76623376623377,947
Bilateral,924,393,42.532467532467535,948
Control,924,517,55.952380952380956,948
Bilateral,924,407,44.047619047619044,949
Control,924,498,53.896103896103895,949
Bilateral,924,365,39.5021645021645,950
Control,924,529,57.25108225108225,950
Bilateral,924,362,39.17748917748918,951
Control,924,520,56.27705627705628,951
Bilateral,924,399,43.18181818181818,952
Control,924,514,55.62770562770562,952
Bilateral,924,379,41.01731601731602,953
Control,924,515,55.73593073593074,953
Bilateral,924,390,42.2077922077922,954
Control,924,561,60.71428571428571,954
Bilateral,924,421,45.56277056277056,955
Control,924,513,55.519480519480524,955
Bilateral,924,389,42.099567099567096,956
Control,924,531,57.467532467532465,956
Bilateral,924,369,39.935064935064936,957
Control,924,515,55.73593073593074,957
Bilateral,924,377,40.8008658008658,958
Control,924,511,55.3030303030303,958
Bilateral,924,371,40.15151515151515,959
Control,924,531,57.467532467532465,959
Bilateral,924,387,41.883116883116884,960
Control,924,519,56.16883116883117,960
Bilateral,924,394,42.64069264069264,961
Control,924,509,55.086580086580085,961
Bilateral,924,392,42.42424242424242,962
Control,924,504,54.54545454545454,962
Bilateral,924,375,40.58441558441558,963
Control,924,518,56.060606060606055,963
Bilateral,924,391,42.316017316017316,964
Control,924,514,55.62770562770562,964
Bilateral,924,393,42.532467532467535,965
Control,924,538,58.22510822510822,965
Bilateral,924,374,40.476190476190474,966
Control,924,544,58.87445887445888,966
Bilateral,924,386,41.77489177489178,967
Control,924,540,58.44155844155844,967
Bilateral,924,382,41.34199134199134,968
Control,924,523,56.6017316017316,968
Bilateral,924,382,41.34199134199134,969
Control,924,539,58.333333333333336,969
Bilateral,924,385,41.66666666666667,970
Control,924,526,56.926406926406926,970
Bilateral,924,389,42.099567099567096,971
Control,924,506,54.761904761904766,971
Bilateral,924,371,40.15151515151515,972
Control,924,507,54.87012987012987,972
Bilateral,924,387,41.883116883116884,973
Control,924,542,58.658008658008654,973
Bilateral,924,394,42.64069264069264,974
Control,924,532,57.57575757575758,974
Bilateral,924,381,41.23376623376623,975
Control,924,509,55.086580086580085,975
Bilateral,924,382,41.34199134199134,976
Control,924,511,55.3030303030303,976
Bilateral,924,371,40.15151515151515,977
Control,924,497,53.78787878787878,977
Bilateral,924,413,44.696969696969695,978
Control,924,521,56.38528138528138,978
Bilateral,924,390,42.2077922077922,979
Control,924,539,58.333333333333336,979
Bilateral,924,389,42.099567099567096,980
Control,924,512,55.41125541125541,980
Bilateral,924,377,40.8008658008658,981
Control,924,514,55.62770562770562,981
Bilateral,924,391,42.316017316017316,982
Control,924,525,56.81818181818182,982
Bilateral,924,393,42.532467532467535,983
Control,924,490,53.03030303030303,983
Bilateral,924,368,39.82683982683983,984
Control,924,520,56.27705627705628,984
Bilateral,924,408,44.15584415584416,985
Control,924,530,57.35930735930735,985
Bilateral,924,409,44.26406926406926,986
Control,924,536,58.00865800865801,986
Bilateral,924,390,42.2077922077922,987
Control,924,507,54.87012987012987,987
Bilateral,924,394,42.64069264069264,988
Control,924,515,55.73593073593074,988
Bilateral,924,409,44.26406926406926,989
Control,924,517,55.952380952380956,989
Bilateral,924,360,38.961038961038966,990
Control,924,542,58.658008658008654,990
Bilateral,924,411,44.48051948051948,991
Control,924,538,58.22510822510822,991
Bilateral,924,398,43.073593073593074,992
Control,924,544,58.87445887445888,992
Bilateral,924,396,42.857142857142854,993
Control,924,486,52.5974025974026,993
Bilateral,924,381,41.23376623376623,994
Control,924,537,58.11688311688312,994
Bilateral,924,393,42.532467532467535,995
Control,924,539,58.333333333333336,995
Bilateral,924,404,43.722943722943725,996
Control,924,521,56.38528138528138,996
Bilateral,924,386,41.77489177489178,997
Control,924,536,58.00865800865801,997
Bilateral,924,374,40.476190476190474,998
Control,924,502,54.32900432900433,998
Bilateral,924,392,42.42424242424242,999
Control,924,525,56.81818181818182,999
