Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,Mask,UniversalStartTime,originalFile,LeftTemperature,RightTemperature,day
1,0,94.5403,0,460,1105,2857,4205,651,11.5,200,0,1,102.6273,0,2,02-Dec-2015 08:29:51,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
2,1,112.9055,0,460,1105,2857,4205,651,11.5,200,0,1,119.5922,0,2,02-Dec-2015 08:30:09,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
3,1,127.764,0,460,1105,2857,4205,651,11.5,200,0,1,129.1702,0,2,02-Dec-2015 08:30:24,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
4,1,136.3822,0,460,1105,2857,4205,651,11.5,200,0,0,138.102,1,2,02-Dec-2015 08:30:33,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
5,0,142.123,0,460,1105,2857,4205,1001,8.5,200,0,0,143.3952,1,2,02-Dec-2015 08:30:38,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
6,0,148.8984,1,460,1105,2857,4205,751,5.5,200,0,0,155.0333,1,2,02-Dec-2015 08:30:45,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
7,0,159.8034,0,730,2058,2857,4205,801,-3.5,200,1,1,161.415,1,2,02-Dec-2015 08:30:56,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
8,0,166.1851,0,460,1105,2857,4205,501,2.5,200,0,0,167.8439,1,2,02-Dec-2015 08:31:02,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
9,0,172.9379,0,460,1105,2857,4205,851,14.5,200,0,1,174.2517,0,2,02-Dec-2015 08:31:09,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
10,1,180.2906,0,460,1105,2857,4205,851,14.5,200,0,1,181.8209,0,2,02-Dec-2015 08:31:17,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
11,1,189.9204,0,460,1105,2857,4205,851,14.5,200,0,0,190.9273,1,2,02-Dec-2015 08:31:26,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
12,0,196.8098,0,730,2058,2857,4205,951,11.5,200,1,0,198.4812,0,2,02-Dec-2015 08:31:33,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
13,1,205.1848,0,730,2058,2857,4205,951,11.5,200,1,1,208.0326,1,2,02-Dec-2015 08:31:41,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
14,0,216.1987,0,730,2058,2857,4205,701,5.5,200,1,1,217.8721,1,2,02-Dec-2015 08:31:52,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
15,0,227.38,1,460,1105,2857,4205,901,-0.5,200,0,0,232.1887,1,2,02-Dec-2015 08:32:04,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
16,0,236.8803,0,730,2058,2857,4205,551,-0.5,200,1,1,240.051,1,2,02-Dec-2015 08:32:13,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
17,0,248.6139,1,730,2058,2857,4205,551,2.5,200,1,0,254.9092,0,2,02-Dec-2015 08:32:25,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
18,1,261.9651,0,730,2058,2857,4205,551,2.5,200,1,0,263.7092,0,2,02-Dec-2015 08:32:38,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
19,1,269.6795,0,730,2058,2857,4205,551,2.5,200,1,1,271.7181,1,2,02-Dec-2015 08:32:46,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
20,0,281.8392,0,730,2058,2857,4205,501,8.5,200,1,1,283.8912,1,2,02-Dec-2015 08:32:58,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
21,0,294.0201,0,460,1105,2857,4205,651,-3.5,200,0,0,295.3185,1,2,02-Dec-2015 08:33:10,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
22,0,299.8315,1,730,2058,2857,4205,801,14.5,200,1,0,305.5246,0,2,02-Dec-2015 08:33:16,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
23,1,313.5703,0,730,2058,2857,4205,801,14.5,200,1,0,315.3225,0,2,02-Dec-2015 08:33:30,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
24,1,321.46,0,730,2058,2857,4205,801,14.5,200,1,1,323.1141,1,2,02-Dec-2015 08:33:38,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
25,0,331.984,0,730,2058,2857,4205,751,14.5,200,1,0,334.0773,0,2,02-Dec-2015 08:33:48,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
26,1,339.366,0,730,2058,2857,4205,751,14.5,200,1,0,340.7837,0,2,02-Dec-2015 08:33:56,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
27,1,347.2909,0,730,2058,2857,4205,751,14.5,200,1,1,348.9808,1,2,02-Dec-2015 08:34:04,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
28,0,360.082,0,460,1105,2857,4205,601,-0.5,200,0,0,361.2458,1,2,02-Dec-2015 08:34:16,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
29,0,366.6079,0,460,1105,2857,4205,901,8.5,200,0,0,367.7661,1,2,02-Dec-2015 08:34:23,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
30,0,372.4295,0,730,2058,2857,4205,701,-3.5,200,1,1,374.0564,1,2,02-Dec-2015 08:34:29,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
31,0,385.0627,0,730,2058,2857,4205,851,8.5,200,1,1,386.7381,1,2,02-Dec-2015 08:34:41,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
32,0,395.7701,0,460,1105,2857,4205,1001,2.5,200,0,0,396.852,1,2,02-Dec-2015 08:34:52,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
33,0,401.9037,0,460,1105,2857,4205,501,11.5,200,0,0,403.2927,1,2,02-Dec-2015 08:34:58,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
34,0,407.6375,0,460,1105,2857,4205,851,-3.5,200,0,0,408.5447,1,2,02-Dec-2015 08:35:04,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
35,0,412.8272,0,730,2058,2857,4205,751,5.5,200,1,1,414.4459,1,2,02-Dec-2015 08:35:09,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
36,0,422.7774,1,730,2058,2857,4205,701,2.5,200,1,0,427.0594,0,2,02-Dec-2015 08:35:19,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
37,1,434.7306,0,730,2058,2857,4205,701,2.5,200,1,1,436.6752,1,2,02-Dec-2015 08:35:31,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
38,0,445.9596,0,730,2058,2857,4205,601,-0.5,200,1,0,447.662,0,2,02-Dec-2015 08:35:42,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
39,1,453.5972,1,730,2058,2857,4205,601,-0.5,200,1,1,459.134,1,2,02-Dec-2015 08:35:50,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
40,0,470.071,0,730,2058,2857,4205,1001,11.5,200,1,1,472.3556,1,2,02-Dec-2015 08:36:06,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
41,0,482.8023,0,460,1105,2857,4205,651,5.5,200,0,0,484.8762,1,2,02-Dec-2015 08:36:19,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
42,0,490.5002,0,460,1105,2857,4205,951,14.5,200,0,1,491.7769,0,2,02-Dec-2015 08:36:27,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
43,1,500.3111,0,460,1105,2857,4205,951,14.5,200,0,0,503.9836,1,2,02-Dec-2015 08:36:37,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
44,0,508.4396,0,460,1105,2857,4205,551,14.5,200,0,1,510.2284,0,2,02-Dec-2015 08:36:45,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
45,1,517.471,0,460,1105,2857,4205,551,14.5,200,0,0,518.9214,1,2,02-Dec-2015 08:36:54,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
46,0,523.9976,1,460,1105,2857,4205,901,11.5,200,0,0,528.4076,1,2,02-Dec-2015 08:37:00,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
47,0,533.8576,0,730,2058,2857,4205,751,-3.5,200,1,1,536.9052,1,2,02-Dec-2015 08:37:10,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
48,0,546.2084,0,730,2058,2857,4205,501,2.5,200,1,1,548.4121,1,2,02-Dec-2015 08:37:22,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
49,0,557.7762,0,730,2058,2857,4205,801,5.5,200,1,0,559.002,0,2,02-Dec-2015 08:37:34,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
50,1,564.9316,0,730,2058,2857,4205,801,5.5,200,1,0,567.201,0,2,02-Dec-2015 08:37:41,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
51,1,574.1527,0,730,2058,2857,4205,801,5.5,200,1,1,575.679,1,2,02-Dec-2015 08:37:50,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
52,0,585.3806,1,730,2058,2857,4205,701,-0.5,200,1,0,590.1684,0,2,02-Dec-2015 08:38:02,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
53,1,597.6703,0,730,2058,2857,4205,701,-0.5,200,1,0,599.4961,0,2,02-Dec-2015 08:38:14,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
54,1,604.4618,0,730,2058,2857,4205,701,-0.5,200,1,0,605.5379,0,2,02-Dec-2015 08:38:21,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
55,1,614.0175,0,730,2058,2857,4205,701,-0.5,200,1,1,616.8382,1,2,02-Dec-2015 08:38:30,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
56,0,625.3692,0,730,2058,2857,4205,551,8.5,200,1,1,627.6959,1,2,02-Dec-2015 08:38:42,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
57,0,639.0683,0,460,1105,2857,4205,651,2.5,200,0,0,640.1017,1,2,02-Dec-2015 08:38:55,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
58,0,645.2538,0,730,2058,2857,4205,951,14.5,200,1,1,647.0785,1,2,02-Dec-2015 08:39:01,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
59,0,656.9008,0,460,1105,2857,4205,1001,5.5,200,0,0,658.1133,1,2,02-Dec-2015 08:39:13,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
60,0,663.5733,0,460,1105,2857,4205,851,8.5,200,0,0,664.6415,1,2,02-Dec-2015 08:39:20,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
61,0,670.0936,0,730,2058,2857,4205,601,11.5,200,1,0,671.1074,0,2,02-Dec-2015 08:39:26,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
62,1,680.4191,0,730,2058,2857,4205,601,11.5,200,1,1,681.8298,1,2,02-Dec-2015 08:39:37,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
63,0,693.577,1,460,1105,2857,4205,501,-0.5,200,0,0,697.6003,1,2,02-Dec-2015 08:39:50,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
64,0,702.0715,0,460,1105,2857,4205,701,-3.5,200,0,0,703.3527,1,2,02-Dec-2015 08:39:58,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
65,0,707.6616,0,460,1105,2857,4205,551,11.5,200,0,1,709.3535,0,2,02-Dec-2015 08:40:04,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
66,1,715.7264,0,460,1105,2857,4205,551,11.5,200,0,0,716.9432,1,2,02-Dec-2015 08:40:12,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
67,0,721.7275,0,460,1105,2857,4205,751,2.5,200,0,0,722.8185,1,2,02-Dec-2015 08:40:18,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
68,0,727.4119,0,460,1105,2857,4205,851,14.5,200,0,1,728.7458,0,2,02-Dec-2015 08:40:24,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
69,1,734.5001,0,460,1105,2857,4205,851,14.5,200,0,1,738.4429,0,2,02-Dec-2015 08:40:31,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
70,1,745.5548,0,460,1105,2857,4205,851,14.5,200,0,0,747.0571,1,2,02-Dec-2015 08:40:42,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
71,0,752.9401,0,460,1105,2857,4205,951,5.5,200,0,0,754.1934,1,2,02-Dec-2015 08:40:49,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
72,0,758.362,0,730,2058,2857,4205,601,5.5,200,1,0,760.105,0,2,02-Dec-2015 08:40:55,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
73,1,767.4069,0,730,2058,2857,4205,601,5.5,200,1,1,770.1703,1,2,02-Dec-2015 08:41:04,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
74,0,778.28,0,460,1105,2857,4205,651,-0.5,200,0,0,779.4896,1,2,02-Dec-2015 08:41:15,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
75,0,784.8595,0,460,1105,2857,4205,901,-3.5,200,0,0,785.8078,1,2,02-Dec-2015 08:41:21,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
76,0,789.865,0,730,2058,2857,4205,801,14.5,200,1,0,790.7741,0,2,02-Dec-2015 08:41:26,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
77,1,796.4448,0,730,2058,2857,4205,801,14.5,200,1,1,799.2178,1,2,02-Dec-2015 08:41:33,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
78,0,807.8158,0,730,2058,2857,4205,651,-0.5,200,1,0,809.305,0,2,02-Dec-2015 08:41:44,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
79,1,815.5093,0,730,2058,2857,4205,651,-0.5,200,1,1,818.8968,1,2,02-Dec-2015 08:41:52,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
80,0,829.7668,0,730,2058,2857,4205,501,2.5,200,1,1,831.4805,1,2,02-Dec-2015 08:42:06,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
81,0,840.4497,0,460,1105,2857,4205,801,8.5,200,0,0,841.4546,1,2,02-Dec-2015 08:42:17,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
82,0,846.9126,0,730,2058,2857,4205,701,11.5,200,1,1,848.6504,1,2,02-Dec-2015 08:42:23,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
83,0,857.622,0,730,2058,2857,4205,751,8.5,200,1,1,858.8716,1,2,02-Dec-2015 08:42:34,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
84,0,871.0251,0,730,2058,2857,4205,601,-3.5,200,1,0,872.4252,0,2,02-Dec-2015 08:42:47,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
85,1,878.0759,0,730,2058,2857,4205,601,-3.5,200,1,1,880.356,1,2,02-Dec-2015 08:42:54,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
86,0,890.1832,0,730,2058,2857,4205,951,14.5,200,1,1,891.1983,1,2,02-Dec-2015 08:43:06,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
87,0,901.4647,0,730,2058,2857,4205,901,-3.5,200,1,1,903.3772,1,2,02-Dec-2015 08:43:18,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
88,0,914.3138,0,460,1105,2857,4205,551,-0.5,200,0,0,915.3395,1,2,02-Dec-2015 08:43:31,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
89,0,920.5477,0,730,2058,2857,4205,1001,2.5,200,1,1,921.8582,1,2,02-Dec-2015 08:43:37,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
90,0,930.9514,0,460,1105,2857,4205,551,5.5,200,0,0,932.1665,1,2,02-Dec-2015 08:43:47,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
91,0,937.7024,1,730,2058,2857,4205,501,11.5,200,1,0,940.3222,0,2,02-Dec-2015 08:43:54,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
92,1,944.9474,0,730,2058,2857,4205,501,11.5,200,1,1,946.518,1,2,02-Dec-2015 08:44:01,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
93,0,956.5727,0,460,1105,2857,4205,651,14.5,200,0,1,958.0352,0,2,02-Dec-2015 08:44:13,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
94,1,965.3019,0,460,1105,2857,4205,651,14.5,200,0,0,966.8311,1,2,02-Dec-2015 08:44:22,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
95,0,972.2297,1,730,2058,2857,4205,951,-0.5,200,1,0,977.5171,0,2,02-Dec-2015 08:44:28,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
96,1,985.3791,0,730,2058,2857,4205,951,-0.5,200,1,1,987.0605,1,2,02-Dec-2015 08:44:42,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
97,0,995.8929,0,460,1105,2857,4205,601,8.5,200,0,0,997.2733,1,2,02-Dec-2015 08:44:52,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
98,0,1002.889,0,730,2058,2857,4205,1001,5.5,200,1,0,1003.7637,0,2,02-Dec-2015 08:44:59,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
99,1,1012.0643,0,730,2058,2857,4205,1001,5.5,200,1,1,1013.5441,1,2,02-Dec-2015 08:45:08,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
100,0,1023.2971,0,730,2058,2857,4205,851,8.5,200,1,1,1024.4027,1,2,02-Dec-2015 08:45:20,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
101,0,1035.0261,1,460,1105,2857,4205,751,-3.5,200,0,0,1039.7559,1,2,02-Dec-2015 08:45:31,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
102,0,1045.3723,0,460,1105,2857,4205,701,2.5,200,0,0,1046.7576,1,2,02-Dec-2015 08:45:42,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
103,0,1051.6738,0,460,1105,2857,4205,901,11.5,200,0,0,1053.2486,1,2,02-Dec-2015 08:45:48,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
104,0,1057.3916,0,460,1105,2857,4205,501,-0.5,200,0,0,1058.4583,1,2,02-Dec-2015 08:45:54,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
105,0,1062.8565,1,730,2058,2857,4205,651,11.5,200,1,0,1068.3216,0,2,02-Dec-2015 08:45:59,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
106,1,1074.0688,0,730,2058,2857,4205,651,11.5,200,1,0,1075.6832,0,2,02-Dec-2015 08:46:10,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
107,1,1083.8847,0,730,2058,2857,4205,651,11.5,200,1,0,1086.4603,0,2,02-Dec-2015 08:46:20,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
108,1,1092.9008,0,730,2058,2857,4205,651,11.5,200,1,1,1094.2019,1,2,02-Dec-2015 08:46:29,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
109,0,1102.9499,0,730,2058,2857,4205,601,-0.5,200,1,1,1104.4495,1,2,02-Dec-2015 08:46:39,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
110,0,1112.9482,1,460,1105,2857,4205,901,8.5,200,0,0,1117.7929,1,2,02-Dec-2015 08:46:49,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
111,0,1122.8103,0,460,1105,2857,4205,801,-3.5,200,0,0,1124.0881,1,2,02-Dec-2015 08:46:59,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
112,0,1128.3196,0,460,1105,2857,4205,851,11.5,200,0,0,1130.2036,1,2,02-Dec-2015 08:47:05,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
113,0,1134.9308,0,460,1105,2857,4205,751,2.5,200,0,0,1136.1034,1,2,02-Dec-2015 08:47:11,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
114,0,1140.536,0,730,2058,2857,4205,951,-3.5,200,1,1,1141.8519,1,2,02-Dec-2015 08:47:17,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
115,0,1150.65,0,730,2058,2857,4205,551,2.5,200,1,0,1152.1247,0,2,02-Dec-2015 08:47:27,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
116,1,1170.5703,0,730,2058,2857,4205,551,2.5,200,1,0,1171.7199,0,2,02-Dec-2015 08:47:47,02_12_2015 level21_continuous_Robin 08_28_16.745 log.txt,37,37,736300
1,0,5.4685,0,730,2058,2857,4205,551,5.5,200,1,0,6.8765,0,2,02-Dec-2015 16:45:54,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,37,37,736300
2,1,31.2586,0,730,2058,2857,4205,551,5.5,200,1,1,35.9392,1,2,02-Dec-2015 16:46:20,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,37,37,736300
3,0,46.1856,1,460,1105,2857,4205,501,8.5,200,0,0,47.6213,1,2,02-Dec-2015 16:46:35,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,37,37,736300
4,0,57.4459,0,460,1105,2857,4205,601,2.5,200,0,0,58.4391,1,2,02-Dec-2015 16:46:46,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,37,37,736300
5,0,66.4069,0,460,1105,2857,4205,901,-3.5,200,0,0,67.4899,1,2,02-Dec-2015 16:46:55,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,37,37,736300
6,0,73.9589,0,730,2058,2857,4205,751,8.5,200,1,1,75.1152,1,2,02-Dec-2015 16:47:02,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,36.8032199999809,36.8032199999809,736300
7,0,82.8271,0,730,2058,2857,4205,801,-0.5,200,1,0,83.7994,0,2,02-Dec-2015 16:47:11,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,32.2887400000572,32.2887400000572,736300
8,1,91.7428,0,730,2058,2857,4205,801,-0.5,200,1,0,93.8515,0,2,02-Dec-2015 16:47:20,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,29.2464399999619,29.2464399999619,736300
9,1,108.6401,0,730,2058,2857,4205,801,-0.5,200,1,1,118.4494,1,2,02-Dec-2015 16:47:37,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,28,28,736300
10,0,247.7747,0,460,1105,2857,4205,651,-0.5,200,0,0,248.9778,1,2,02-Dec-2015 16:49:56,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,31.1198800001144,31.1198800001144,736300
11,0,257.2684,0,460,1105,2857,4205,851,5.5,200,0,0,258.4017,1,2,02-Dec-2015 16:50:06,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,33.2586800000191,33.2586800000191,736300
12,0,272.3376,0,730,2058,2857,4205,1001,-3.5,200,1,1,273.366,1,2,02-Dec-2015 16:50:21,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,31.0549600000381,31.0549600000381,736300
13,0,287.0432,0,730,2058,2857,4205,951,2.5,200,1,0,288.2739,0,2,02-Dec-2015 16:50:36,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,26.7863599999428,26.7863599999428,736300
14,1,295.7939,0,730,2058,2857,4205,951,2.5,200,1,1,297.0826,1,2,02-Dec-2015 16:50:44,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,26,26,736300
15,0,310.3887,0,460,1105,2857,4205,751,8.5,200,0,0,312.253,1,2,02-Dec-2015 16:50:59,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,25,25,736300
16,0,328.7144,0,460,1105,2857,4205,1001,-3.5,200,0,0,330.705,1,2,02-Dec-2015 16:51:17,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,24,24,736300
17,0,338.5675,0,730,2058,2857,4205,801,8.5,200,1,1,339.4089,1,2,02-Dec-2015 16:51:27,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,23,23,736300
18,0,350.7536,1,730,2058,2857,4205,601,-0.5,200,1,0,357.7484,0,2,02-Dec-2015 16:51:39,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,22.8442800000191,22.8442800000191,736300
19,1,363.2336,0,730,2058,2857,4205,601,-0.5,200,1,1,364.1641,1,2,02-Dec-2015 16:51:52,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,22,22,736300
20,0,374.9837,1,730,2058,2857,4205,851,2.5,200,1,1,381.692,1,2,02-Dec-2015 16:52:04,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,21,21,736300
21,0,388.3946,1,460,1105,2857,4205,651,-0.5,200,0,1,397.1917,0,2,02-Dec-2015 16:52:17,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,20.7160800000191,20.7160800000191,736300
22,1,405.4412,0,460,1105,2857,4205,651,-0.5,200,0,0,407.4897,1,2,02-Dec-2015 16:52:34,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,19,19,736300
23,0,414.4829,1,730,2058,2857,4205,501,5.5,200,1,1,420.2303,1,2,02-Dec-2015 16:52:43,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,19,19,736300
24,0,426.4163,0,460,1105,2857,4205,551,5.5,200,0,1,430.7181,0,2,02-Dec-2015 16:52:55,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,18,18,736300
25,1,437.3318,1,460,1105,2857,4205,551,5.5,200,0,1,443.217,0,2,02-Dec-2015 16:53:06,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,18,18,736300
26,1,447.9928,0,460,1105,2857,4205,551,5.5,200,0,0,449.8395,1,2,02-Dec-2015 16:53:17,02_12_2015 level21_continuous_Robin_cooling 16_45_49.025 log.txt,18,18,736300
