Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,Mask,UniversalStartTime,originalFile,LeftTemperature,RightTemperature,day
61,0,720.7901,1,460,1105,2857,4205,551,2.5,200,0,0,725.6551,1,1,23-Feb-2016 08:19:35,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
62,0,729.6271,0,460,1105,2857,4205,601,17.5,200,0,1,730.9694,0,1,23-Feb-2016 08:19:44,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
63,1,738.0529,0,460,1105,2857,4205,601,17.5,200,0,1,739.9168,0,1,23-Feb-2016 08:19:53,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
64,1,751.4793,0,460,1105,2857,4205,601,17.5,200,0,0,752.6308,1,1,23-Feb-2016 08:20:06,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
65,0,756.7217,0,730,2058,2857,4205,801,8.5,200,1,1,757.9963,1,0,23-Feb-2016 08:20:11,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
66,0,766.5451,0,460,1105,2857,4205,651,5.5,200,0,0,768.1089,1,1,23-Feb-2016 08:20:21,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
67,0,772.1434,0,460,1105,2857,4205,901,-0.5,200,0,0,773.9042,1,0,23-Feb-2016 08:20:27,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
68,0,778.9832,0,730,2058,2857,4205,1001,-0.5,200,1,1,780.2003,1,1,23-Feb-2016 08:20:34,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
69,0,788.7774,0,460,1105,2857,4205,951,11.5,200,0,1,790.1592,0,1,23-Feb-2016 08:20:43,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
70,1,797.5601,0,460,1105,2857,4205,951,11.5,200,0,0,799.1239,1,1,23-Feb-2016 08:20:52,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
71,0,803.0133,1,730,2058,2857,4205,501,2.5,200,1,0,808.337,0,0,23-Feb-2016 08:20:58,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
72,1,814.5174,0,730,2058,2857,4205,501,2.5,200,1,1,816.2745,1,0,23-Feb-2016 08:21:09,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
73,0,825.1657,0,460,1105,2857,4205,851,14.5,200,0,0,826.4275,1,1,23-Feb-2016 08:21:20,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
74,0,831.0869,0,730,2058,2857,4205,901,14.5,200,1,0,832.4003,0,0,23-Feb-2016 08:21:26,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
75,1,841.2527,0,730,2058,2857,4205,901,14.5,200,1,0,842.4059,0,0,23-Feb-2016 08:21:36,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
76,1,847.4594,0,730,2058,2857,4205,901,14.5,200,1,1,848.6163,1,0,23-Feb-2016 08:21:42,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
77,0,858.3816,0,460,1105,2857,4205,551,5.5,200,0,0,859.9195,1,0,23-Feb-2016 08:21:53,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
78,0,864.6086,0,460,1105,2857,4205,501,8.5,200,0,0,866.1421,1,0,23-Feb-2016 08:21:59,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
79,0,870.197,0,730,2058,2857,4205,801,11.5,200,1,1,871.3023,1,0,23-Feb-2016 08:22:05,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
80,0,880.1509,0,460,1105,2857,4205,951,-0.5,200,0,0,881.0738,1,1,23-Feb-2016 08:22:15,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
81,0,886.0946,0,730,2058,2857,4205,1001,5.5,200,1,1,887.6956,1,0,23-Feb-2016 08:22:21,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
82,0,893.6777,0,730,2058,2857,4205,751,-0.5,200,1,1,895.1353,1,1,23-Feb-2016 08:22:28,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
83,0,906.5528,0,460,1105,2857,4205,601,5.5,200,0,0,908.0336,1,0,23-Feb-2016 08:22:41,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
84,0,912.1865,0,460,1105,2857,4205,651,14.5,200,0,0,913.3294,1,0,23-Feb-2016 08:22:47,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
85,0,917.5893,0,460,1105,2857,4205,701,14.5,200,0,1,918.7462,0,1,23-Feb-2016 08:22:52,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
86,1,925.4312,0,460,1105,2857,4205,701,14.5,200,0,1,926.4301,0,1,23-Feb-2016 08:23:00,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
87,1,935.0883,1,460,1105,2857,4205,701,14.5,200,0,1,940.5677,0,1,23-Feb-2016 08:23:10,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
88,1,944.3889,0,460,1105,2857,4205,701,14.5,200,0,1,946.0762,0,1,23-Feb-2016 08:23:19,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
89,1,962.4571,0,460,1105,2857,4205,701,14.5,200,0,0,968.8514,1,1,23-Feb-2016 08:23:37,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
90,0,972.3598,0,730,2058,2857,4205,1001,11.5,200,1,0,973.7975,0,1,23-Feb-2016 08:23:47,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
91,1,978.3193,0,730,2058,2857,4205,1001,11.5,200,1,0,979.5564,0,1,23-Feb-2016 08:23:53,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
92,1,986.0112,0,730,2058,2857,4205,1001,11.5,200,1,1,987.4403,1,1,23-Feb-2016 08:24:01,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
93,0,992.5107,0,730,2058,2857,4205,651,-0.5,200,1,0,993.9516,0,0,23-Feb-2016 08:24:07,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
94,1,1001.8344,0,730,2058,2857,4205,651,-0.5,200,1,1,1003.2411,1,0,23-Feb-2016 08:24:16,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
95,0,1011.154,0,730,2058,2857,4205,601,2.5,200,1,1,1012.4358,1,1,23-Feb-2016 08:24:26,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
96,0,1024.1234,0,460,1105,2857,4205,901,8.5,200,0,0,1025.4619,1,0,23-Feb-2016 08:24:39,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
97,0,1029.3499,0,730,2058,2857,4205,701,14.5,200,1,1,1030.6875,1,0,23-Feb-2016 08:24:44,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
98,0,1041.3635,0,460,1105,2857,4205,501,11.5,200,0,0,1042.8392,1,1,23-Feb-2016 08:24:56,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
99,0,1047.6356,0,730,2058,2857,4205,951,2.5,200,1,1,1048.8718,1,0,23-Feb-2016 08:25:02,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
100,0,1058.3245,0,730,2058,2857,4205,751,5.5,200,1,0,1059.3331,0,1,23-Feb-2016 08:25:13,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
101,1,1076.23,0,730,2058,2857,4205,751,5.5,200,1,0,1077.5384,0,1,23-Feb-2016 08:25:31,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
102,1,1081.3211,0,730,2058,2857,4205,751,5.5,200,1,0,1082.6676,0,1,23-Feb-2016 08:25:36,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
103,1,1087.7521,0,730,2058,2857,4205,751,5.5,200,1,1,1089.316,1,1,23-Feb-2016 08:25:42,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
104,0,1098.6627,0,460,1105,2857,4205,851,8.5,200,0,0,1100.0888,1,1,23-Feb-2016 08:25:53,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
105,0,1103.9984,0,460,1105,2857,4205,551,-0.5,200,0,1,1105.3782,0,1,23-Feb-2016 08:25:59,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
106,1,1125.4388,1,460,1105,2857,4205,551,-0.5,200,0,1,1131.1492,0,1,23-Feb-2016 08:26:20,23_02_2016 level20_discrete_Robin 08_07_35.103 log.txt,37,37,736383
1,0,1687.3547,0,460,1105,2857,4205,1001,8.5,200,0,0,1690.4305,1,1,23-Feb-2016 17:12:43,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,18,18,736383
2,0,1698.7283,0,460,1105,2857,4205,551,5.5,200,0,0,1700.1044,1,0,23-Feb-2016 17:12:54,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,18,18,736383
3,0,1707.6054,1,730,2058,2857,4205,751,14.5,200,1,1,1712.7003,1,1,23-Feb-2016 17:13:03,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,17.5223200000763,17.5223200000763,736383
4,0,1721.8032,0,730,2058,2857,4205,901,17.5,200,1,0,1722.9552,0,1,23-Feb-2016 17:13:17,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,16,16,736383
5,1,1729.5391,0,730,2058,2857,4205,901,17.5,200,1,1,1731.119,1,1,23-Feb-2016 17:13:25,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,15.5355799999237,15.5355799999237,736383
6,0,1743.9675,0,460,1105,2857,4205,851,8.5,200,0,0,1745.0515,1,0,23-Feb-2016 17:13:39,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,14.2499,14.2499,736383
7,0,1750.6217,0,460,1105,2857,4205,801,17.5,200,0,1,1752.0366,0,0,23-Feb-2016 17:13:46,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,13.1190600000381,13.1190600000381,736383
8,1,1756.2219,0,460,1105,2857,4205,801,17.5,200,0,0,1757.6403,1,0,23-Feb-2016 17:13:52,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,12.7990200000763,12.7990200000763,736383
9,0,1765.3745,0,460,1105,2857,4205,701,5.5,200,0,0,1767.4317,1,1,23-Feb-2016 17:14:01,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,12,12,736383
10,0,1774.2301,0,730,2058,2857,4205,601,-0.5,200,1,0,1776.1847,0,0,23-Feb-2016 17:14:10,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,12,12,736383
11,1,1779.9548,1,730,2058,2857,4205,601,-0.5,200,1,1,1785.4685,1,0,23-Feb-2016 17:14:15,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,11.0524399999619,11.0524399999619,736383
12,0,1800.124,0,460,1105,2857,4205,501,14.5,200,0,0,1802.3068,1,0,23-Feb-2016 17:14:35,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,11,11,736383
13,0,1808.7345,0,730,2058,2857,4205,951,-0.5,200,1,1,1810.6764,1,1,23-Feb-2016 17:14:44,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,10,10,736383
14,0,1816.6653,0,460,1105,2857,4205,751,11.5,200,0,0,1818.9771,1,1,23-Feb-2016 17:14:52,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,10,10,736383
15,0,1828.516,0,460,1105,2857,4205,701,11.5,200,0,0,1829.823,1,0,23-Feb-2016 17:15:04,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,10,10,736383
16,0,1835.2,0,460,1105,2857,4205,901,17.5,200,0,1,1836.5615,0,1,23-Feb-2016 17:15:10,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9.6034,9.6034,736383
17,1,1841.4564,1,460,1105,2857,4205,901,17.5,200,0,0,1846.4,1,1,23-Feb-2016 17:15:17,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
18,0,1854.0302,0,460,1105,2857,4205,551,2.5,200,0,0,1855.4811,1,1,23-Feb-2016 17:15:29,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
19,0,1861.0266,0,460,1105,2857,4205,651,14.5,200,0,1,1862.6768,0,1,23-Feb-2016 17:15:36,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
20,1,1866.954,0,460,1105,2857,4205,651,14.5,200,0,1,1871.8705,0,1,23-Feb-2016 17:15:42,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
21,1,1875.8458,0,460,1105,2857,4205,651,14.5,200,0,0,1877.2147,1,1,23-Feb-2016 17:15:51,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
22,0,1891.2433,0,730,2058,2857,4205,801,2.5,200,1,1,1892.8609,1,0,23-Feb-2016 17:16:07,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
23,0,1899.47,0,730,2058,2857,4205,951,2.5,200,1,1,1901.3442,1,1,23-Feb-2016 17:16:15,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
24,0,1907.8155,0,730,2058,2857,4205,601,8.5,200,1,0,1909.1803,0,1,23-Feb-2016 17:16:23,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
25,1,1916.8436,0,730,2058,2857,4205,601,8.5,200,1,1,1918.8942,1,1,23-Feb-2016 17:16:32,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
26,0,1926.306,0,460,1105,2857,4205,1001,-0.5,200,0,0,1927.6558,1,1,23-Feb-2016 17:16:42,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
27,0,1933.3803,0,730,2058,2857,4205,851,5.5,200,1,1,1934.9026,1,0,23-Feb-2016 17:16:49,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
28,0,1943.6583,0,460,1105,2857,4205,901,-0.5,200,0,0,1944.6402,1,0,23-Feb-2016 17:16:59,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
29,0,1950.2658,0,460,1105,2857,4205,551,2.5,200,0,0,1951.7268,1,0,23-Feb-2016 17:17:06,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
30,0,1956.2059,0,730,2058,2857,4205,701,11.5,200,1,1,1957.8844,1,1,23-Feb-2016 17:17:11,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
31,0,1966.0231,0,730,2058,2857,4205,651,14.5,200,1,1,1967.6378,1,0,23-Feb-2016 17:17:21,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
32,0,1973.9794,0,730,2058,2857,4205,601,11.5,200,1,1,1975.5386,1,0,23-Feb-2016 17:17:29,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
33,0,1980.3822,0,730,2058,2857,4205,501,5.5,200,1,1,1982.2177,1,1,23-Feb-2016 17:17:36,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
34,0,1988.1876,0,730,2058,2857,4205,1001,17.5,200,1,1,1990.0239,1,0,23-Feb-2016 17:17:43,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
35,0,1996.0445,0,730,2058,2857,4205,851,8.5,200,1,1,1997.8974,1,0,23-Feb-2016 17:17:51,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
36,0,2003.5846,0,460,1105,2857,4205,751,-0.5,200,0,0,2004.7657,1,1,23-Feb-2016 17:17:59,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
37,0,2010.8108,0,730,2058,2857,4205,801,17.5,200,1,1,2012.2288,1,0,23-Feb-2016 17:18:06,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
38,0,2017.6042,0,460,1105,2857,4205,951,5.5,200,0,0,2018.78,1,0,23-Feb-2016 17:18:13,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
39,0,2023.8234,0,460,1105,2857,4205,851,14.5,200,0,1,2025.508,0,1,23-Feb-2016 17:18:19,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
40,1,2029.8428,0,460,1105,2857,4205,851,14.5,200,0,0,2031.3897,1,1,23-Feb-2016 17:18:25,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
41,0,2035.9771,0,730,2058,2857,4205,551,5.5,200,1,1,2037.6628,1,1,23-Feb-2016 17:18:31,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
42,0,2042.2228,0,730,2058,2857,4205,501,11.5,200,1,1,2044.5258,1,1,23-Feb-2016 17:18:38,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
43,0,2050.5022,0,730,2058,2857,4205,1001,11.5,200,1,0,2052.1778,0,0,23-Feb-2016 17:18:46,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
44,1,2058.8981,1,730,2058,2857,4205,1001,11.5,200,1,0,2063.295,0,0,23-Feb-2016 17:18:54,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
45,1,2068.0594,0,730,2058,2857,4205,1001,11.5,200,1,1,2069.7652,1,0,23-Feb-2016 17:19:03,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
46,0,2075.2363,0,460,1105,2857,4205,651,17.5,200,0,0,2077.3433,1,0,23-Feb-2016 17:19:11,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
47,0,2081.4479,0,730,2058,2857,4205,601,8.5,200,1,1,2082.9417,1,0,23-Feb-2016 17:19:17,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
48,0,2087.6816,0,730,2058,2857,4205,701,5.5,200,1,1,2090.3435,1,0,23-Feb-2016 17:19:23,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
49,0,2095.4204,0,730,2058,2857,4205,901,2.5,200,1,1,2098.9026,1,1,23-Feb-2016 17:19:31,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
50,0,2104.2468,0,460,1105,2857,4205,751,2.5,200,0,0,2105.6374,1,0,23-Feb-2016 17:19:40,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
51,0,2109.896,0,460,1105,2857,4205,701,11.5,200,0,1,2111.5232,0,1,23-Feb-2016 17:19:45,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
52,1,2117.2281,0,460,1105,2857,4205,701,11.5,200,0,1,2118.5436,0,1,23-Feb-2016 17:19:53,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
53,1,2122.914,0,460,1105,2857,4205,701,11.5,200,0,0,2124.3263,1,1,23-Feb-2016 17:19:58,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
54,0,2129.5568,0,730,2058,2857,4205,901,2.5,200,1,0,2130.9935,0,0,23-Feb-2016 17:20:05,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
55,1,2135.6963,0,730,2058,2857,4205,901,2.5,200,1,1,2137.2432,1,0,23-Feb-2016 17:20:11,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
56,0,2142.9074,0,460,1105,2857,4205,751,-0.5,200,0,0,2144.1937,1,0,23-Feb-2016 17:20:18,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
57,0,2151.7569,1,730,2058,2857,4205,1001,14.5,200,1,1,2157.083,1,1,23-Feb-2016 17:20:27,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
58,0,2161.918,0,460,1105,2857,4205,851,2.5,200,0,1,2163.431,0,1,23-Feb-2016 17:20:37,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
59,1,2167.4454,0,460,1105,2857,4205,851,2.5,200,0,0,2168.7085,1,1,23-Feb-2016 17:20:43,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
60,0,2173.9998,0,730,2058,2857,4205,601,-0.5,200,1,1,2175.7364,1,0,23-Feb-2016 17:20:49,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
61,0,2180.7519,0,460,1105,2857,4205,801,8.5,200,0,0,2182.3575,1,0,23-Feb-2016 17:20:56,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
62,0,2186.5431,0,460,1105,2857,4205,551,11.5,200,0,0,2188.0924,1,0,23-Feb-2016 17:21:02,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
63,0,2193.135,0,730,2058,2857,4205,951,8.5,200,1,1,2194.4505,1,1,23-Feb-2016 17:21:08,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
64,0,2199.4812,0,460,1105,2857,4205,651,17.5,200,0,1,2201.2935,0,1,23-Feb-2016 17:21:15,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
65,1,2205.6206,0,460,1105,2857,4205,651,17.5,200,0,1,2207.4971,0,1,23-Feb-2016 17:21:21,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
66,1,2212.1143,0,460,1105,2857,4205,651,17.5,200,0,0,2213.1968,1,1,23-Feb-2016 17:21:27,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
67,0,2217.5013,0,460,1105,2857,4205,551,14.5,200,0,0,2218.9323,1,0,23-Feb-2016 17:21:33,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
68,0,2224.6949,0,730,2058,2857,4205,1001,14.5,200,1,1,2226.0369,1,0,23-Feb-2016 17:21:40,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
69,0,2231.9918,0,730,2058,2857,4205,601,-0.5,200,1,1,2234.0089,1,1,23-Feb-2016 17:21:47,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
70,0,2238.4668,0,460,1105,2857,4205,501,8.5,200,0,0,2240.8295,1,1,23-Feb-2016 17:21:54,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
71,0,2246.6942,0,460,1105,2857,4205,901,5.5,200,0,1,2248.3413,0,1,23-Feb-2016 17:22:02,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
72,1,2252.9832,0,460,1105,2857,4205,901,5.5,200,0,1,2254.5768,0,1,23-Feb-2016 17:22:08,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
73,1,2259.2889,0,460,1105,2857,4205,901,5.5,200,0,0,2260.5295,1,1,23-Feb-2016 17:22:15,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
74,0,2265.4917,0,730,2058,2857,4205,651,17.5,200,1,1,2266.8784,1,1,23-Feb-2016 17:22:21,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
75,0,2273.0285,0,460,1105,2857,4205,851,14.5,200,0,0,2274.6153,1,0,23-Feb-2016 17:22:28,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
76,0,2287.9912,0,730,2058,2857,4205,751,14.5,200,1,0,2289.1315,0,0,23-Feb-2016 17:22:43,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
77,1,2295.4513,1,730,2058,2857,4205,751,14.5,200,1,1,2300.2617,1,0,23-Feb-2016 17:22:51,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
78,0,2304.8005,0,730,2058,2857,4205,801,11.5,200,1,0,2307.8961,0,0,23-Feb-2016 17:23:00,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
79,1,2317.3569,0,730,2058,2857,4205,801,11.5,200,1,1,2319.0759,1,0,23-Feb-2016 17:23:13,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
80,0,2323.7506,1,730,2058,2857,4205,951,5.5,200,1,1,2328.7105,1,1,23-Feb-2016 17:23:19,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
81,0,2333.2325,0,730,2058,2857,4205,501,8.5,200,1,1,2335.251,1,1,23-Feb-2016 17:23:29,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
82,0,2340.0987,0,460,1105,2857,4205,801,8.5,200,0,0,2341.5082,1,0,23-Feb-2016 17:23:35,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
83,0,2345.6914,0,730,2058,2857,4205,851,14.5,200,1,1,2347.2223,1,1,23-Feb-2016 17:23:41,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
84,0,2352.7367,0,460,1105,2857,4205,951,17.5,200,0,1,2354.6094,0,1,23-Feb-2016 17:23:48,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
85,1,2358.8236,0,460,1105,2857,4205,951,17.5,200,0,1,2360.4581,0,1,23-Feb-2016 17:23:54,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
86,1,2366.1729,0,460,1105,2857,4205,951,17.5,200,0,0,2367.4556,1,1,23-Feb-2016 17:24:01,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
87,0,2373.4773,0,730,2058,2857,4205,601,2.5,200,1,1,2374.8705,1,0,23-Feb-2016 17:24:09,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
88,0,2379.5568,0,460,1105,2857,4205,651,5.5,200,0,0,2380.762,1,0,23-Feb-2016 17:24:15,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
89,0,2385.9621,0,730,2058,2857,4205,551,5.5,200,1,1,2387.5795,1,0,23-Feb-2016 17:24:21,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
90,0,2392.0671,1,460,1105,2857,4205,1001,2.5,200,0,0,2396.4141,1,0,23-Feb-2016 17:24:27,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
91,0,2401.0283,0,460,1105,2857,4205,901,2.5,200,0,1,2402.3953,0,1,23-Feb-2016 17:24:36,23_02_2016 level20_discrete_Robin_cooling 16_44_35.783 log.txt,9,9,736383
