Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,Mask,UniversalStartTime,originalFile,LeftTemperature,RightTemperature
1,0,398.1285,0,437,2761,2975,4263,551,-3.5,200,1,1,398.7543,1,2,01-May-2014 08:51:38,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
2,0,400.8124,0,936,1551,2975,4263,576,-8.5,200,0,0,402.4766,1,2,01-May-2014 08:51:40,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
3,0,412.4488,0,936,1551,2975,4263,626,-8.5,200,0,0,413.589,1,2,01-May-2014 08:51:52,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
4,0,418.0829,0,437,2761,2975,4263,501,-3.5,200,1,1,418.5825,1,2,01-May-2014 08:51:58,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
5,0,422.4232,0,936,1551,2975,4263,651,-8.5,200,0,0,423.5179,1,2,01-May-2014 08:52:02,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
6,0,427.8733,0,437,2761,2975,4263,676,-3.5,200,1,1,428.7931,1,2,01-May-2014 08:52:07,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
7,0,435.2811,0,936,1551,2975,4263,526,-8.5,200,0,0,436.5711,1,2,01-May-2014 08:52:15,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
8,0,441.2275,1,936,1551,2975,4263,751,-8.5,200,0,0,442.2015,1,2,01-May-2014 08:52:21,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
9,0,447.3741,0,437,2761,2975,4263,601,-3.5,200,1,1,448.0531,1,2,01-May-2014 08:52:27,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
10,0,453.4092,0,936,1551,2975,4263,726,-8.5,200,0,0,455.066,1,2,01-May-2014 08:52:33,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
11,0,459.9532,0,437,2761,2975,4263,551,-3.5,200,1,1,460.918,1,2,01-May-2014 08:52:39,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
12,0,464.0779,1,437,2761,2975,4263,701,-3.5,200,1,1,464.5137,1,2,01-May-2014 08:52:44,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
13,0,467.6435,1,936,1551,2975,4263,576,-8.5,200,0,1,470.2602,0,2,01-May-2014 08:52:47,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
14,1,473.9202,1,936,1551,2975,4263,576,-8.5,200,0,0,476.4729,1,2,01-May-2014 08:52:53,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
15,0,481.3718,1,437,2761,2975,4263,651,-3.5,200,1,1,483.2136,1,2,01-May-2014 08:53:01,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
16,0,486.547,0,437,2761,2975,4263,526,-3.5,200,1,1,487.0431,1,2,01-May-2014 08:53:06,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
17,0,490.2079,0,936,1551,2975,4263,626,-8.5,200,0,1,491.1361,0,2,01-May-2014 08:53:10,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
18,1,499.094,0,936,1551,2975,4263,626,-8.5,200,0,0,500.1255,1,2,01-May-2014 08:53:19,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
19,0,505.2586,0,437,2761,2975,4263,676,-3.5,200,1,1,505.7078,1,2,01-May-2014 08:53:25,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
20,0,509.3867,1,936,1551,2975,4263,751,-8.5,200,0,0,510.0978,1,2,01-May-2014 08:53:29,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
21,0,515.048,0,936,1551,2975,4263,726,-8.5,200,0,0,516.475,1,2,01-May-2014 08:53:35,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
22,0,522.7618,1,437,2761,2975,4263,601,-3.5,200,1,1,524.4377,1,2,01-May-2014 08:53:42,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
23,0,528.3293,1,437,2761,2975,4263,651,-3.5,200,1,0,529.1135,0,2,01-May-2014 08:53:48,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
24,1,532.8513,0,437,2761,2975,4263,651,-3.5,200,1,1,535.4965,1,2,01-May-2014 08:53:52,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
25,0,538.738,0,437,2761,2975,4263,526,-3.5,200,1,1,539.3607,1,2,01-May-2014 08:53:58,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
26,0,543.2263,0,936,1551,2975,4263,751,-8.5,200,0,0,543.9408,1,2,01-May-2014 08:54:03,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
27,0,549.5362,1,936,1551,2975,4263,551,-8.5,200,0,0,551.8266,1,2,01-May-2014 08:54:09,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
28,0,557.4698,0,936,1551,2975,4263,501,-8.5,200,0,1,558.5975,0,2,01-May-2014 08:54:17,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
29,1,564.6919,0,936,1551,2975,4263,501,-8.5,200,0,0,566.0654,1,2,01-May-2014 08:54:24,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
30,0,570.7527,1,437,2761,2975,4263,626,-3.5,200,1,1,571.2703,1,2,01-May-2014 08:54:30,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
31,0,574.5963,1,936,1551,2975,4263,601,-8.5,200,0,0,578.1123,1,2,01-May-2014 08:54:34,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
32,0,584.2643,0,936,1551,2975,4263,576,-8.5,200,0,0,585.7721,1,2,01-May-2014 08:54:44,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
33,0,591.7156,0,437,2761,2975,4263,676,-3.5,200,1,1,592.2411,1,2,01-May-2014 08:54:51,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
34,0,596.1429,0,437,2761,2975,4263,726,-3.5,200,1,1,596.7116,1,2,01-May-2014 08:54:56,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
35,0,600.2672,0,437,2761,2975,4263,551,-3.5,200,1,0,601.1025,0,2,01-May-2014 08:55:00,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
36,1,605.915,1,437,2761,2975,4263,551,-3.5,200,1,1,607.7925,1,2,01-May-2014 08:55:05,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
37,0,611.7864,0,936,1551,2975,4263,601,-8.5,200,0,0,614.0151,1,2,01-May-2014 08:55:11,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
38,0,619.9784,0,936,1551,2975,4263,701,-8.5,200,0,1,620.7791,0,2,01-May-2014 08:55:19,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
39,1,625.2156,1,936,1551,2975,4263,701,-8.5,200,0,0,627.7331,1,2,01-May-2014 08:55:25,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
40,0,633.4092,0,437,2761,2975,4263,626,-3.5,200,1,1,634.2827,1,2,01-May-2014 08:55:33,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
41,0,638.1991,1,437,2761,2975,4263,726,-3.5,200,1,1,638.7262,1,2,01-May-2014 08:55:38,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
42,0,642.2564,0,936,1551,2975,4263,501,-8.5,200,0,0,644.4058,1,2,01-May-2014 08:55:42,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
43,0,650.1018,1,936,1551,2975,4263,526,-8.5,200,0,0,653.0487,1,2,01-May-2014 08:55:50,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
44,0,658.6533,0,437,2761,2975,4263,676,-3.5,200,1,1,659.5564,1,2,01-May-2014 08:55:58,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
45,0,663.2853,0,936,1551,2975,4263,576,-8.5,200,0,0,664.1469,1,2,01-May-2014 08:56:03,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
46,0,669.7841,0,437,2761,2975,4263,651,-3.5,200,1,1,670.5934,1,2,01-May-2014 08:56:09,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
47,0,673.9476,0,437,2761,2975,4263,526,-3.5,200,1,1,674.7868,1,2,01-May-2014 08:56:13,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
48,0,678.5479,1,936,1551,2975,4263,676,-8.5,200,0,1,679.0133,0,2,01-May-2014 08:56:18,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
49,1,684.5709,0,936,1551,2975,4263,676,-8.5,200,0,0,686.5996,1,2,01-May-2014 08:56:24,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
50,0,691.9981,0,437,2761,2975,4263,501,-3.5,200,1,1,692.679,1,2,01-May-2014 08:56:31,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
51,0,696.2645,0,936,1551,2975,4263,701,-8.5,200,0,0,696.9922,1,2,01-May-2014 08:56:36,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
52,0,703.143,0,936,1551,2975,4263,601,-8.5,200,0,1,704.0365,0,2,01-May-2014 08:56:43,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
53,1,709.1974,0,936,1551,2975,4263,601,-8.5,200,0,0,710.1437,1,2,01-May-2014 08:56:49,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
54,0,716.3007,0,437,2761,2975,4263,626,-3.5,200,1,1,716.9824,1,2,01-May-2014 08:56:56,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
55,0,724.7676,1,437,2761,2975,4263,726,-3.5,200,1,0,726.7568,0,2,01-May-2014 08:57:04,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
56,1,732.0621,0,437,2761,2975,4263,726,-3.5,200,1,1,732.6679,1,2,01-May-2014 08:57:12,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
57,0,739.6957,0,936,1551,2975,4263,751,-8.5,200,0,0,740.6324,1,2,01-May-2014 08:57:19,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
58,0,747.7082,0,437,2761,2975,4263,576,-3.5,200,1,1,748.3695,1,2,01-May-2014 08:57:27,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
59,0,752.1835,0,437,2761,2975,4263,551,-3.5,200,1,1,752.6217,1,2,01-May-2014 08:57:32,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
60,0,756.7058,1,936,1551,2975,4263,501,-8.5,200,0,1,757.5455,0,2,01-May-2014 08:57:36,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
61,1,763.752,0,936,1551,2975,4263,501,-8.5,200,0,0,765.5712,1,2,01-May-2014 08:57:43,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
62,0,772.6599,0,936,1551,2975,4263,726,-8.5,200,0,1,773.322,0,2,01-May-2014 08:57:52,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
63,1,778.3946,0,936,1551,2975,4263,726,-8.5,200,0,0,779.8197,1,2,01-May-2014 08:57:58,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
64,0,786.5723,1,936,1551,2975,4263,626,-8.5,200,0,0,788.7097,1,2,01-May-2014 08:58:06,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
65,0,796.6755,0,437,2761,2975,4263,651,-3.5,200,1,1,797.6156,1,2,01-May-2014 08:58:16,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
66,0,801.3339,0,936,1551,2975,4263,601,-8.5,200,0,0,802.4001,1,2,01-May-2014 08:58:21,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
67,0,807.9412,0,437,2761,2975,4263,576,-3.5,200,1,1,808.9886,1,2,01-May-2014 08:58:27,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
68,0,812.9408,0,437,2761,2975,4263,676,-3.5,200,1,1,813.3178,1,2,01-May-2014 08:58:32,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
69,0,817.3182,0,936,1551,2975,4263,751,-8.5,200,0,0,818.2359,1,2,01-May-2014 08:58:37,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
70,0,824.9938,0,437,2761,2975,4263,526,-3.5,200,1,1,825.9867,1,2,01-May-2014 08:58:44,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
71,0,830.0204,0,936,1551,2975,4263,551,-8.5,200,0,0,830.8371,1,2,01-May-2014 08:58:50,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
72,0,836.3451,0,437,2761,2975,4263,726,-3.5,200,1,1,837.1177,1,2,01-May-2014 08:58:56,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
73,0,840.6587,1,936,1551,2975,4263,501,-8.5,200,0,0,841.4778,1,2,01-May-2014 08:59:00,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
74,0,849.459,0,437,2761,2975,4263,701,-3.5,200,1,1,851.592,1,2,01-May-2014 08:59:09,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
75,0,855.6598,0,936,1551,2975,4263,651,-8.5,200,0,0,857.3927,1,2,01-May-2014 08:59:15,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
76,0,864.8801,0,936,1551,2975,4263,751,-8.5,200,0,1,865.7135,0,2,01-May-2014 08:59:24,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
77,1,872.0812,0,936,1551,2975,4263,751,-8.5,200,0,0,873.1542,1,2,01-May-2014 08:59:32,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
78,0,878.9784,0,437,2761,2975,4263,551,-3.5,200,1,1,879.9082,1,2,01-May-2014 08:59:38,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
79,0,883.9677,1,437,2761,2975,4263,626,-3.5,200,1,1,884.3093,1,2,01-May-2014 08:59:43,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
80,0,888.7159,1,437,2761,2975,4263,676,-3.5,200,1,1,891.7126,1,2,01-May-2014 08:59:48,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
81,0,896.0631,0,936,1551,2975,4263,601,-8.5,200,0,0,897.954,1,2,01-May-2014 08:59:56,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
82,0,903.3822,0,936,1551,2975,4263,526,-8.5,200,0,0,905.0952,1,2,01-May-2014 09:00:03,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
83,0,910.7077,0,936,1551,2975,4263,501,-8.5,200,0,1,911.637,0,2,01-May-2014 09:00:10,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
84,1,916.057,1,936,1551,2975,4263,501,-8.5,200,0,1,918.1317,0,2,01-May-2014 09:00:16,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
85,1,923.7968,0,936,1551,2975,4263,501,-8.5,200,0,0,925.3999,1,2,01-May-2014 09:00:23,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
86,0,930.9861,1,437,2761,2975,4263,551,-3.5,200,1,1,933.1059,1,2,01-May-2014 09:00:30,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
87,0,937.5511,0,437,2761,2975,4263,726,-3.5,200,1,1,938.5022,1,2,01-May-2014 09:00:37,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
88,0,943.3604,0,437,2761,2975,4263,601,-3.5,200,1,1,945.1786,1,2,01-May-2014 09:00:43,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
89,0,949.104,0,936,1551,2975,4263,701,-8.5,200,0,1,949.6202,0,2,01-May-2014 09:00:49,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
90,1,955.4244,1,936,1551,2975,4263,701,-8.5,200,0,0,956.2127,1,2,01-May-2014 09:00:55,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
91,0,962.5826,0,936,1551,2975,4263,751,-8.5,200,0,0,964.1692,1,2,01-May-2014 09:01:02,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
92,0,969.6385,0,437,2761,2975,4263,626,-3.5,200,1,1,970.6477,1,2,01-May-2014 09:01:09,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
93,0,974.2655,0,936,1551,2975,4263,676,-8.5,200,0,0,975.5899,1,2,01-May-2014 09:01:14,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
94,0,981.9447,1,936,1551,2975,4263,651,-8.5,200,0,1,983.7756,0,2,01-May-2014 09:01:21,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
95,1,987.8922,0,936,1551,2975,4263,651,-8.5,200,0,0,989.0646,1,2,01-May-2014 09:01:27,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
96,0,994.7861,0,437,2761,2975,4263,576,-3.5,200,1,1,995.7903,1,2,01-May-2014 09:01:34,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
97,0,999.2952,1,936,1551,2975,4263,501,-8.5,200,0,1,1000.0364,0,2,01-May-2014 09:01:39,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
98,1,1005.8483,0,936,1551,2975,4263,501,-8.5,200,0,0,1007.3778,1,2,01-May-2014 09:01:45,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
99,0,1013.224,0,936,1551,2975,4263,551,-8.5,200,0,0,1014.5903,1,2,01-May-2014 09:01:53,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
100,0,1021.1493,1,437,2761,2975,4263,751,-3.5,200,1,1,1022.3548,1,2,01-May-2014 09:02:01,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
101,0,1026.2038,0,437,2761,2975,4263,601,-3.5,200,1,1,1026.8724,1,2,01-May-2014 09:02:06,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
102,0,1031.1304,0,437,2761,2975,4263,701,-3.5,200,1,1,1031.6459,1,2,01-May-2014 09:02:11,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
103,0,1035.4195,1,437,2761,2975,4263,651,-3.5,200,1,1,1036.7249,1,2,01-May-2014 09:02:15,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
104,0,1040.5741,0,936,1551,2975,4263,676,-8.5,200,0,0,1041.5716,1,2,01-May-2014 09:02:20,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
105,0,1046.586,0,936,1551,2975,4263,526,-8.5,200,0,1,1047.9331,0,2,01-May-2014 09:02:26,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
106,1,1056.0304,0,936,1551,2975,4263,526,-8.5,200,0,0,1057.8901,1,2,01-May-2014 09:02:36,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
107,0,1064.9487,0,936,1551,2975,4263,576,-8.5,200,0,0,1066.4104,1,2,01-May-2014 09:02:44,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
108,0,1073.0771,1,437,2761,2975,4263,726,-3.5,200,1,1,1073.881,1,2,01-May-2014 09:02:53,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
109,0,1078.0645,0,437,2761,2975,4263,626,-3.5,200,1,1,1078.6456,1,2,01-May-2014 09:02:58,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
110,0,1082.5603,0,936,1551,2975,4263,726,-8.5,200,0,1,1082.9711,0,2,01-May-2014 09:03:02,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
111,1,1088.8706,1,936,1551,2975,4263,726,-8.5,200,0,0,1090.2725,1,2,01-May-2014 09:03:08,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
112,0,1095.7683,0,936,1551,2975,4263,501,-8.5,200,0,0,1097.3006,1,2,01-May-2014 09:03:15,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
113,0,1105.6382,0,437,2761,2975,4263,651,-3.5,200,1,1,1106.4726,1,2,01-May-2014 09:03:25,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
114,0,1110.9569,0,936,1551,2975,4263,751,-8.5,200,0,1,1111.8804,0,2,01-May-2014 09:03:30,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
115,1,1122.1441,0,936,1551,2975,4263,751,-8.5,200,0,0,1123.1743,1,2,01-May-2014 09:03:42,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
116,0,1129.1495,1,437,2761,2975,4263,526,-3.5,200,1,1,1129.786,1,2,01-May-2014 09:03:49,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
117,0,1137.1954,1,936,1551,2975,4263,701,-8.5,200,0,0,1138.3151,1,2,01-May-2014 09:03:57,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
118,0,1144.7734,0,437,2761,2975,4263,551,-3.5,200,1,1,1145.6118,1,2,01-May-2014 09:04:04,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
119,0,1149.1818,0,936,1551,2975,4263,576,-8.5,200,0,1,1149.703,0,2,01-May-2014 09:04:09,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
120,1,1153.3772,1,936,1551,2975,4263,576,-8.5,200,0,0,1154.4854,1,2,01-May-2014 09:04:13,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
121,0,1160.6602,1,437,2761,2975,4263,676,-3.5,200,1,1,1161.2893,1,2,01-May-2014 09:04:20,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
122,0,1164.7699,0,936,1551,2975,4263,751,-8.5,200,0,0,1166.2869,1,2,01-May-2014 09:04:24,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
123,0,1171.4648,1,437,2761,2975,4263,551,-3.5,200,1,1,1172.5473,1,2,01-May-2014 09:04:31,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
124,0,1176.0378,0,936,1551,2975,4263,526,-8.5,200,0,0,1177.1536,1,2,01-May-2014 09:04:36,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
125,0,1183.3714,0,437,2761,2975,4263,501,-3.5,200,1,1,1184.2258,1,2,01-May-2014 09:04:43,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
126,0,1187.8858,1,437,2761,2975,4263,576,-3.5,200,1,1,1188.612,1,2,01-May-2014 09:04:47,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
127,0,1192.3465,0,936,1551,2975,4263,701,-8.5,200,0,1,1194.0429,0,2,01-May-2014 09:04:52,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
128,1,1199.8795,0,936,1551,2975,4263,701,-8.5,200,0,0,1201.3326,1,2,01-May-2014 09:04:59,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
129,0,1206.8564,0,437,2761,2975,4263,626,-3.5,200,1,1,1207.5746,1,2,01-May-2014 09:05:06,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
130,0,1211.0957,1,936,1551,2975,4263,726,-8.5,200,0,0,1212.1038,1,2,01-May-2014 09:05:11,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
131,0,1217.0483,0,437,2761,2975,4263,676,-3.5,200,1,1,1218.6546,1,2,01-May-2014 09:05:17,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
132,0,1222.7378,0,936,1551,2975,4263,601,-8.5,200,0,0,1224.2667,1,2,01-May-2014 09:05:22,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
133,0,1229.7023,0,437,2761,2975,4263,626,-3.5,200,1,1,1230.5727,1,2,01-May-2014 09:05:29,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
134,0,1233.8913,0,437,2761,2975,4263,601,-3.5,200,1,1,1234.5644,1,2,01-May-2014 09:05:33,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
135,0,1238.0006,0,936,1551,2975,4263,551,-8.5,200,0,1,1238.8192,0,2,01-May-2014 09:05:38,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
136,1,1246.0352,1,936,1551,2975,4263,551,-8.5,200,0,0,1248.1482,1,2,01-May-2014 09:05:46,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
137,0,1254.4233,1,936,1551,2975,4263,701,-8.5,200,0,1,1257.1221,0,2,01-May-2014 09:05:54,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
138,1,1278.6834,1,936,1551,2975,4263,701,-8.5,200,0,0,1280.9585,1,2,01-May-2014 09:06:18,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
139,0,1285.4954,0,437,2761,2975,4263,676,-3.5,200,1,1,1286.6942,1,2,01-May-2014 09:06:25,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
140,0,1290.0183,0,936,1551,2975,4263,651,-8.5,200,0,0,1291.2933,1,2,01-May-2014 09:06:30,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
141,0,1297.8827,0,437,2761,2975,4263,726,-3.5,200,1,1,1298.5749,1,2,01-May-2014 09:06:37,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
142,0,1302.6425,1,936,1551,2975,4263,751,-8.5,200,0,0,1303.6174,1,2,01-May-2014 09:06:42,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
143,0,1309.8988,0,936,1551,2975,4263,576,-8.5,200,0,0,1311.862,1,2,01-May-2014 09:06:49,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
144,0,1317.3003,0,437,2761,2975,4263,526,-3.5,200,1,1,1318.5357,1,2,01-May-2014 09:06:57,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
145,0,1322.738,0,936,1551,2975,4263,676,-8.5,200,0,0,1324.3209,1,2,01-May-2014 09:07:02,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
146,0,1331.4808,0,437,2761,2975,4263,626,-3.5,200,1,1,1332.4878,1,2,01-May-2014 09:07:11,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
147,0,1337.9214,0,437,2761,2975,4263,501,-3.5,200,1,0,1339.195,0,2,01-May-2014 09:07:17,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
148,1,1358.2367,0,437,2761,2975,4263,501,-3.5,200,1,1,1359.1064,1,2,01-May-2014 09:07:38,01_05_2014 level21_continuous_Magnum 08_45 log.txt,37,37
1,0,23.3655,0,936,1551,2975,4263,701,-11.5,200,0,0,29.909,1,2,01-May-2014 14:24:23,01_05_2014 level21_continuous_Magnum 14_24 log.txt,37,37
2,0,31.1273,0,437,2761,2975,4263,576,-6.5,200,1,1,32.6383,1,2,01-May-2014 14:24:31,01_05_2014 level21_continuous_Magnum 14_24 log.txt,37,37
3,0,35.8156,0,936,1551,2975,4263,676,-11.5,200,0,0,42.0457,1,2,01-May-2014 14:24:35,01_05_2014 level21_continuous_Magnum 14_24 log.txt,37,37
4,0,51.7711,1,437,2761,2975,4263,501,-6.5,200,1,1,53.685,1,2,01-May-2014 14:24:51,01_05_2014 level21_continuous_Magnum 14_24 log.txt,37,37
5,0,58.423,0,437,2761,2975,4263,751,-6.5,200,1,1,58.8277,1,2,01-May-2014 14:24:58,01_05_2014 level21_continuous_Magnum 14_24 log.txt,37,37
6,0,62.0121,0,936,1551,2975,4263,626,-11.5,200,0,0,62.9528,1,2,01-May-2014 14:25:02,01_05_2014 level21_continuous_Magnum 14_24 log.txt,37,37
7,0,66.7185,0,437,2761,2975,4263,726,-6.5,200,1,1,67.4721,1,2,01-May-2014 14:25:06,01_05_2014 level21_continuous_Magnum 14_24 log.txt,37,37
