Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,Mask,UniversalStartTime,originalFile,LeftTemperature,RightTemperature
44,0,1379.3704,1,936,1551,2975,4263,526,-17.5,200,0,0,1382.2304,1,1,11-Apr-2014 15:19:59,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,8.1259200000763
45,0,1387.5683,0,936,1551,2975,4263,726,-17.5,200,0,0,1388.6806,1,0,11-Apr-2014 15:20:07,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,8
46,0,1394.2625,1,936,1551,2975,4263,751,-17.5,200,0,0,1395.0689,1,0,11-Apr-2014 15:20:14,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
47,0,1400.4172,1,437,2761,2975,4263,726,-12.5,200,1,1,1404.3529,1,0,11-Apr-2014 15:20:20,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
48,0,1408.3183,1,936,1551,2975,4263,651,-17.5,200,0,1,1411.5683,0,1,11-Apr-2014 15:20:28,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
49,1,1419.4278,1,936,1551,2975,4263,651,-17.5,200,0,0,1422.4862,1,1,11-Apr-2014 15:20:39,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
50,0,1427.9392,1,437,2761,2975,4263,676,-12.5,200,1,1,1430.304,1,0,11-Apr-2014 15:20:47,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
51,0,1434.1775,0,437,2761,2975,4263,626,-12.5,200,1,0,1435.6198,0,1,11-Apr-2014 15:20:54,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
52,1,1442.344,0,437,2761,2975,4263,626,-12.5,200,1,1,1443.4515,1,1,11-Apr-2014 15:21:02,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
53,0,1447.4612,0,437,2761,2975,4263,551,-12.5,200,1,1,1448.1711,1,0,11-Apr-2014 15:21:07,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
54,0,1453.5673,0,936,1551,2975,4263,601,-17.5,200,0,1,1454.8396,0,1,11-Apr-2014 15:21:13,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
55,1,1460.4745,0,936,1551,2975,4263,601,-17.5,200,0,0,1462.0007,1,1,11-Apr-2014 15:21:20,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
56,0,1466.6731,0,437,2761,2975,4263,576,-12.5,200,1,1,1467.8408,1,0,11-Apr-2014 15:21:26,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
57,0,1471.025,0,437,2761,2975,4263,701,-12.5,200,1,1,1471.6323,1,1,11-Apr-2014 15:21:31,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
58,0,1476.3327,0,437,2761,2975,4263,501,-12.5,200,1,1,1476.9716,1,1,11-Apr-2014 15:21:36,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
59,0,1481.961,0,437,2761,2975,4263,751,-12.5,200,1,1,1482.9979,1,0,11-Apr-2014 15:21:41,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
60,0,1486.2531,0,437,2761,2975,4263,576,-12.5,200,1,1,1487.0263,1,1,11-Apr-2014 15:21:46,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
61,0,1490.8575,1,936,1551,2975,4263,601,-17.5,200,0,0,1492.0322,1,0,11-Apr-2014 15:21:50,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
62,0,1496.4767,1,936,1551,2975,4263,551,-17.5,200,0,0,1500.4488,1,1,11-Apr-2014 15:21:56,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
63,0,1505.8374,0,936,1551,2975,4263,651,-17.5,200,0,0,1507.0344,1,0,11-Apr-2014 15:22:05,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
64,0,1511.8831,1,437,2761,2975,4263,626,-12.5,200,1,0,1514.3482,0,0,11-Apr-2014 15:22:11,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
65,1,1520.873,0,437,2761,2975,4263,626,-12.5,200,1,1,1521.71,1,0,11-Apr-2014 15:22:20,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
66,0,1525.3996,0,936,1551,2975,4263,701,-17.5,200,0,0,1526.1396,1,1,11-Apr-2014 15:22:25,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
67,0,1531.8104,0,936,1551,2975,4263,526,-17.5,200,0,0,1532.9119,1,0,11-Apr-2014 15:22:31,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
68,0,1538.7619,0,437,2761,2975,4263,726,-12.5,200,1,1,1539.7723,1,1,11-Apr-2014 15:22:38,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
69,0,1542.8408,1,936,1551,2975,4263,501,-17.5,200,0,0,1545.1121,1,0,11-Apr-2014 15:22:42,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
70,0,1549.8243,0,936,1551,2975,4263,726,-17.5,200,0,0,1551.0127,1,0,11-Apr-2014 15:22:49,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
71,0,1556.1317,1,936,1551,2975,4263,701,-17.5,200,0,0,1558.4528,1,1,11-Apr-2014 15:22:56,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
72,0,1563.2892,0,936,1551,2975,4263,526,-17.5,200,0,0,1564.6283,1,1,11-Apr-2014 15:23:03,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
73,0,1569.5544,1,437,2761,2975,4263,626,-12.5,200,1,1,1571.8026,1,0,11-Apr-2014 15:23:09,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
74,0,1575.61,1,936,1551,2975,4263,601,-17.5,200,0,0,1578.7608,1,0,11-Apr-2014 15:23:15,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
75,0,1583.7184,1,437,2761,2975,4263,651,-12.5,200,1,0,1586.101,0,0,11-Apr-2014 15:23:23,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
76,1,1595.2655,1,437,2761,2975,4263,651,-12.5,200,1,1,1597.4041,1,0,11-Apr-2014 15:23:35,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
77,0,1600.8097,1,437,2761,2975,4263,501,-12.5,200,1,1,1602.6475,1,0,11-Apr-2014 15:23:40,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
78,0,1606.3817,1,437,2761,2975,4263,576,-12.5,200,1,1,1609.4452,1,1,11-Apr-2014 15:23:46,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
79,0,1613.0951,1,437,2761,2975,4263,751,-12.5,200,1,0,1616.3365,0,1,11-Apr-2014 15:23:53,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
80,1,1623.6678,1,437,2761,2975,4263,751,-12.5,200,1,1,1626.4343,1,1,11-Apr-2014 15:24:03,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
81,0,1630.7721,1,936,1551,2975,4263,676,-17.5,200,0,1,1633.6662,0,1,11-Apr-2014 15:24:10,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
82,1,1639.5094,0,936,1551,2975,4263,676,-17.5,200,0,0,1640.582,1,1,11-Apr-2014 15:24:19,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
83,0,1645.898,1,936,1551,2975,4263,601,-17.5,200,0,0,1647.7846,1,0,11-Apr-2014 15:24:25,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
84,0,1652.3169,0,936,1551,2975,4263,526,-17.5,200,0,0,1653.1497,1,0,11-Apr-2014 15:24:32,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
85,0,1659.5958,0,437,2761,2975,4263,626,-12.5,200,1,1,1660.8379,1,0,11-Apr-2014 15:24:39,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
86,0,1663.9681,1,437,2761,2975,4263,551,-12.5,200,1,0,1666.008,0,1,11-Apr-2014 15:24:43,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
87,1,1674.6021,0,437,2761,2975,4263,551,-12.5,200,1,1,1675.4098,1,1,11-Apr-2014 15:24:54,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,10
88,0,1679.7514,1,437,2761,2975,4263,576,-12.5,200,1,1,1681.5823,1,0,11-Apr-2014 15:24:59,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,10
89,0,1685.3408,0,936,1551,2975,4263,726,-17.5,200,0,0,1686.4525,1,1,11-Apr-2014 15:25:05,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,10
90,0,1691.5617,0,936,1551,2975,4263,676,-17.5,200,0,0,1692.855,1,1,11-Apr-2014 15:25:11,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9.28766000003815
91,0,1698.8365,0,437,2761,2975,4263,751,-12.5,200,1,0,1699.841,0,1,11-Apr-2014 15:25:18,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
92,1,1705.9111,0,437,2761,2975,4263,751,-12.5,200,1,1,1706.8474,1,1,11-Apr-2014 15:25:25,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
93,0,1710.2488,0,437,2761,2975,4263,501,-12.5,200,1,1,1710.8736,1,0,11-Apr-2014 15:25:30,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
94,0,1714.0833,0,936,1551,2975,4263,651,-17.5,200,0,1,1714.7329,0,1,11-Apr-2014 15:25:34,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
95,1,1722.2318,0,936,1551,2975,4263,651,-17.5,200,0,0,1723.3191,1,1,11-Apr-2014 15:25:42,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
96,0,1727.7141,1,936,1551,2975,4263,501,-17.5,200,0,0,1729.3633,1,0,11-Apr-2014 15:25:47,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
97,0,1734.7165,0,437,2761,2975,4263,676,-12.5,200,1,0,1736.4822,0,1,11-Apr-2014 15:25:54,11_04_2014 level20_discreteMagnum 14_57 log.txt,10,9
98,1,1744.094,0,437,2761,2975,4263,676,-12.5,200,1,1,1744.7921,1,1,11-Apr-2014 15:26:04,11_04_2014 level20_discreteMagnum 14_57 log.txt,10,9
99,0,1748.5949,0,936,1551,2975,4263,751,-17.5,200,0,1,1749.4167,0,0,11-Apr-2014 15:26:08,11_04_2014 level20_discreteMagnum 14_57 log.txt,9.88102000007629,9
100,1,1756.4651,0,936,1551,2975,4263,751,-17.5,200,0,0,1757.3636,1,0,11-Apr-2014 15:26:16,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
101,0,1761.6903,0,936,1551,2975,4263,551,-17.5,200,0,0,1763.5149,1,1,11-Apr-2014 15:26:21,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
102,0,1769.2857,0,437,2761,2975,4263,576,-12.5,200,1,1,1770.267,1,0,11-Apr-2014 15:26:29,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
103,0,1773.7017,1,437,2761,2975,4263,601,-12.5,200,1,0,1776.6579,0,0,11-Apr-2014 15:26:33,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
104,1,1783.0448,1,437,2761,2975,4263,601,-12.5,200,1,1,1785.158,1,0,11-Apr-2014 15:26:43,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
105,0,1788.4878,1,437,2761,2975,4263,651,-12.5,200,1,1,1791.2144,1,1,11-Apr-2014 15:26:48,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
106,0,1795.9866,1,936,1551,2975,4263,726,-17.5,200,0,1,1799.1914,0,1,11-Apr-2014 15:26:55,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
107,1,1806.6791,0,936,1551,2975,4263,726,-17.5,200,0,0,1808.21,1,1,11-Apr-2014 15:27:06,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
108,0,1814.2791,0,437,2761,2975,4263,701,-12.5,200,1,0,1815.7093,0,1,11-Apr-2014 15:27:14,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
109,1,1821.0583,0,437,2761,2975,4263,701,-12.5,200,1,1,1821.792,1,1,11-Apr-2014 15:27:21,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
110,0,1825.4733,0,936,1551,2975,4263,626,-17.5,200,0,1,1826.1043,0,0,11-Apr-2014 15:27:25,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
111,1,1842.6405,0,936,1551,2975,4263,626,-17.5,200,0,1,1846.2643,0,0,11-Apr-2014 15:27:42,11_04_2014 level20_discreteMagnum 14_57 log.txt,8,9
112,1,1852.4768,0,936,1551,2975,4263,626,-17.5,200,0,0,1853.7066,1,0,11-Apr-2014 15:27:52,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
113,0,1858.0888,0,437,2761,2975,4263,651,-12.5,200,1,0,1859.216,0,0,11-Apr-2014 15:27:58,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
114,1,1865.0772,0,437,2761,2975,4263,651,-12.5,200,1,1,1865.8687,1,0,11-Apr-2014 15:28:05,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
115,0,1869.0035,0,437,2761,2975,4263,601,-12.5,200,1,0,1870.0042,0,1,11-Apr-2014 15:28:09,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
116,1,1875.9569,1,437,2761,2975,4263,601,-12.5,200,1,1,1877.7979,1,1,11-Apr-2014 15:28:15,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
117,0,1882.1243,1,936,1551,2975,4263,701,-17.5,200,0,1,1884.6348,0,1,11-Apr-2014 15:28:22,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
118,1,1891.8107,1,936,1551,2975,4263,701,-17.5,200,0,0,1893.9095,1,1,11-Apr-2014 15:28:31,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
119,0,1898.8184,1,936,1551,2975,4263,726,-17.5,200,0,0,1901.7487,1,0,11-Apr-2014 15:28:38,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
120,0,1906.4159,0,936,1551,2975,4263,526,-17.5,200,0,0,1908.0554,1,1,11-Apr-2014 15:28:46,11_04_2014 level20_discreteMagnum 14_57 log.txt,8,9
121,0,1913.3412,0,437,2761,2975,4263,501,-12.5,200,1,1,1914.387,1,0,11-Apr-2014 15:28:53,11_04_2014 level20_discreteMagnum 14_57 log.txt,8,9
122,0,1917.9782,1,437,2761,2975,4263,751,-12.5,200,1,0,1920.1937,0,0,11-Apr-2014 15:28:57,11_04_2014 level20_discreteMagnum 14_57 log.txt,8,9
123,1,1926.823,0,437,2761,2975,4263,751,-12.5,200,1,1,1927.6464,1,0,11-Apr-2014 15:29:06,11_04_2014 level20_discreteMagnum 14_57 log.txt,8,9
124,0,1931.1721,0,437,2761,2975,4263,626,-12.5,200,1,1,1932.821,1,1,11-Apr-2014 15:29:11,11_04_2014 level20_discreteMagnum 14_57 log.txt,8,9
125,0,1936.4456,0,936,1551,2975,4263,551,-17.5,200,0,0,1937.754,1,0,11-Apr-2014 15:29:16,11_04_2014 level20_discreteMagnum 14_57 log.txt,8,9
126,0,1943.0005,0,936,1551,2975,4263,576,-17.5,200,0,1,1944.1671,0,1,11-Apr-2014 15:29:23,11_04_2014 level20_discreteMagnum 14_57 log.txt,8,9
127,1,1950.2717,0,936,1551,2975,4263,576,-17.5,200,0,1,1951.616,0,1,11-Apr-2014 15:29:30,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
128,1,1956.8275,0,936,1551,2975,4263,576,-17.5,200,0,0,1958.0505,1,1,11-Apr-2014 15:29:36,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
129,0,1962.4115,1,936,1551,2975,4263,526,-17.5,200,0,0,1964.042,1,1,11-Apr-2014 15:29:42,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
130,0,1969.382,1,437,2761,2975,4263,751,-12.5,200,1,0,1972.3053,0,0,11-Apr-2014 15:29:49,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
131,1,1978.0098,0,437,2761,2975,4263,751,-12.5,200,1,1,1978.9501,1,0,11-Apr-2014 15:29:58,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
132,0,1982.7486,1,936,1551,2975,4263,651,-17.5,200,0,1,1983.4003,0,0,11-Apr-2014 15:30:02,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
133,1,1989.7821,0,936,1551,2975,4263,651,-17.5,200,0,0,1990.9501,1,0,11-Apr-2014 15:30:09,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
134,0,1995.5068,1,936,1551,2975,4263,601,-17.5,200,0,0,1997.7034,1,0,11-Apr-2014 15:30:15,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
135,0,2002.2893,1,437,2761,2975,4263,676,-12.5,200,1,0,2005.5412,0,1,11-Apr-2014 15:30:22,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
136,1,2013.0955,0,437,2761,2975,4263,676,-12.5,200,1,1,2014.0976,1,1,11-Apr-2014 15:30:33,11_04_2014 level20_discreteMagnum 14_57 log.txt,9,9
1,0,4.7244,0,936,1551,2975,4263,601,-20.5,200,0,1,5.9475,0,1,11-Jun-2014 09:37:04,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
2,1,13.9997,1,936,1551,2975,4263,601,-20.5,200,0,0,15.2258,1,1,11-Jun-2014 09:37:13,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
3,0,20.6167,0,936,1551,2975,4263,576,-20.5,200,0,0,21.3239,1,1,11-Jun-2014 09:37:20,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
4,0,29.0592,0,936,1551,2975,4263,651,-20.5,200,0,1,29.7483,0,0,11-Jun-2014 09:37:29,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
5,1,33.7945,1,936,1551,2975,4263,651,-20.5,200,0,0,34.551,1,0,11-Jun-2014 09:37:33,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
6,0,40.423,1,437,2761,2975,4263,676,-15.5,200,1,0,41.0175,0,0,11-Jun-2014 09:37:40,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
7,1,45.3761,0,437,2761,2975,4263,676,-15.5,200,1,1,46.295,1,0,11-Jun-2014 09:37:45,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
8,0,49.9613,1,437,2761,2975,4263,551,-15.5,200,1,1,50.7241,1,1,11-Jun-2014 09:37:49,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
9,0,55.2898,0,437,2761,2975,4263,501,-15.5,200,1,1,56.1258,1,1,11-Jun-2014 09:37:55,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
10,0,60.7392,0,936,1551,2975,4263,751,-20.5,200,0,1,61.2529,0,1,11-Jun-2014 09:38:00,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
11,1,66.3493,0,936,1551,2975,4263,751,-20.5,200,0,0,67.0322,1,1,11-Jun-2014 09:38:06,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
12,0,72.4807,1,437,2761,2975,4263,726,-15.5,200,1,0,73.0208,0,1,11-Jun-2014 09:38:12,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
13,1,79.2775,0,437,2761,2975,4263,726,-15.5,200,1,1,79.9451,1,1,11-Jun-2014 09:38:19,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
14,0,85.116,0,936,1551,2975,4263,701,-20.5,200,0,0,85.5103,1,0,11-Jun-2014 09:38:25,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
15,0,91.3668,0,936,1551,2975,4263,526,-20.5,200,0,0,92.2783,1,0,11-Jun-2014 09:38:31,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
16,0,98.4933,0,437,2761,2975,4263,576,-15.5,200,1,1,99.299,1,0,11-Jun-2014 09:38:38,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
17,0,103.3894,0,437,2761,2975,4263,601,-15.5,200,1,1,104.1149,1,0,11-Jun-2014 09:38:43,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
18,0,108.6747,1,936,1551,2975,4263,676,-20.5,200,0,0,108.9833,1,0,11-Jun-2014 09:38:48,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
19,0,115.1618,1,437,2761,2975,4263,626,-15.5,200,1,1,115.6757,1,0,11-Jun-2014 09:38:55,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
20,0,120.0921,0,936,1551,2975,4263,551,-20.5,200,0,0,121.3707,1,0,11-Jun-2014 09:39:00,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
21,0,127.0131,1,936,1551,2975,4263,701,-20.5,200,0,0,127.6638,1,0,11-Jun-2014 09:39:07,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
22,0,133.8285,0,437,2761,2975,4263,726,-15.5,200,1,1,136.3683,1,1,11-Jun-2014 09:39:13,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
23,0,140.6105,1,437,2761,2975,4263,501,-15.5,200,1,0,141.0257,0,1,11-Jun-2014 09:39:20,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
24,1,147.0664,1,437,2761,2975,4263,501,-15.5,200,1,1,149.5589,1,1,11-Jun-2014 09:39:27,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
25,0,153.0563,1,437,2761,2975,4263,651,-15.5,200,1,1,155.4613,1,0,11-Jun-2014 09:39:33,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
26,0,159.2069,0,437,2761,2975,4263,751,-15.5,200,1,1,159.8326,1,1,11-Jun-2014 09:39:39,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
27,0,163.8579,0,936,1551,2975,4263,701,-20.5,200,0,0,164.2153,1,1,11-Jun-2014 09:39:43,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
28,0,170.6498,0,437,2761,2975,4263,501,-15.5,200,1,1,171.8935,1,0,11-Jun-2014 09:39:50,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
29,0,178.8175,0,936,1551,2975,4263,601,-20.5,200,0,0,179.6112,1,1,11-Jun-2014 09:39:58,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
30,0,185.9275,1,936,1551,2975,4263,726,-20.5,200,0,0,186.4859,1,1,11-Jun-2014 09:40:05,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
31,0,195.5354,0,936,1551,2975,4263,626,-20.5,200,0,1,197.9675,0,0,11-Jun-2014 09:40:15,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
32,1,202.3101,0,936,1551,2975,4263,626,-20.5,200,0,0,203.2504,1,0,11-Jun-2014 09:40:22,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
33,0,208.785,0,437,2761,2975,4263,526,-15.5,200,1,1,209.562,1,1,11-Jun-2014 09:40:28,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
34,0,214.4266,1,936,1551,2975,4263,751,-20.5,200,0,0,214.7115,1,1,11-Jun-2014 09:40:34,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
35,0,221.2037,1,936,1551,2975,4263,676,-20.5,200,0,1,225.4612,0,0,11-Jun-2014 09:40:41,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
36,1,230.3489,0,936,1551,2975,4263,676,-20.5,200,0,0,231.1713,1,0,11-Jun-2014 09:40:50,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
37,0,237.1198,1,936,1551,2975,4263,651,-20.5,200,0,1,239.7358,0,1,11-Jun-2014 09:40:57,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
38,1,244.9242,0,936,1551,2975,4263,651,-20.5,200,0,0,245.9142,1,1,11-Jun-2014 09:41:04,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
39,0,251.5515,0,936,1551,2975,4263,551,-20.5,200,0,0,252.5566,1,0,11-Jun-2014 09:41:11,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
40,0,258.3991,0,437,2761,2975,4263,626,-15.5,200,1,1,259.155,1,1,11-Jun-2014 09:41:18,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
41,0,263.1226,1,437,2761,2975,4263,526,-15.5,200,1,1,263.8046,1,0,11-Jun-2014 09:41:23,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
42,0,268.4242,0,437,2761,2975,4263,601,-15.5,200,1,0,270.0589,0,0,11-Jun-2014 09:41:28,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
43,1,274.5219,0,437,2761,2975,4263,601,-15.5,200,1,1,275.4248,1,0,11-Jun-2014 09:41:34,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
44,0,279.4235,0,437,2761,2975,4263,726,-15.5,200,1,1,279.9036,1,1,11-Jun-2014 09:41:39,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
45,0,284.3114,0,437,2761,2975,4263,701,-15.5,200,1,1,285.0109,1,0,11-Jun-2014 09:41:44,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
46,0,288.7434,1,936,1551,2975,4263,751,-20.5,200,0,0,291.6039,1,1,11-Jun-2014 09:41:48,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
47,0,297.5908,0,936,1551,2975,4263,676,-20.5,200,0,1,298.6396,0,1,11-Jun-2014 09:41:57,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
48,1,303.491,1,936,1551,2975,4263,676,-20.5,200,0,0,304.0446,1,1,11-Jun-2014 09:42:03,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
49,0,310.1235,0,437,2761,2975,4263,651,-15.5,200,1,1,312.1348,1,0,11-Jun-2014 09:42:10,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
50,0,316.7589,0,437,2761,2975,4263,501,-15.5,200,1,1,317.5916,1,1,11-Jun-2014 09:42:16,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
51,0,321.8507,0,437,2761,2975,4263,551,-15.5,200,1,1,322.6048,1,0,11-Jun-2014 09:42:21,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
52,0,326.3059,0,936,1551,2975,4263,626,-20.5,200,0,0,327.7027,1,0,11-Jun-2014 09:42:26,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
53,0,333.6875,1,437,2761,2975,4263,726,-15.5,200,1,1,336.6566,1,1,11-Jun-2014 09:42:33,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
54,0,340.0871,0,936,1551,2975,4263,501,-20.5,200,0,0,341.1165,1,1,11-Jun-2014 09:42:40,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
55,0,346.8643,0,437,2761,2975,4263,701,-15.5,200,1,1,347.5255,1,1,11-Jun-2014 09:42:46,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
56,0,351.57,0,437,2761,2975,4263,651,-15.5,200,1,1,352.1788,1,0,11-Jun-2014 09:42:51,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
57,0,356.4874,0,936,1551,2975,4263,676,-20.5,200,0,0,356.8536,1,0,11-Jun-2014 09:42:56,11_06_2014 level20_discreteMagnum_Control 09_37 log.txt,37,37
