Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,noiseAtten,opto,laserOnset,laserOffset,Mask,sessionDate
65,0,822.904,0,460,1105,2857,4205,1001,-3.3,200,0,8,823.587,1,10,0,-150,100,1,2021-03-11 12:35:00
66,0,833.336,0,730,2058,2857,4205,501,6.7,200,1,2,834.41,1,10,0,-150,100,1,2021-03-11 12:35:00
67,0,845.303,0,730,2058,2857,4205,601,0.0,200,1,2,846.105,1,10,1,-150,100,1,2021-03-11 12:35:00
68,0,859.548,0,730,2058,2857,4205,801,-6.7,200,1,2,860.24,1,10,0,-150,100,1,2021-03-11 12:35:00
69,0,869.618,0,730,2058,2857,4205,1001,0.0,200,1,2,870.302,1,10,1,-150,100,1,2021-03-11 12:35:00
70,0,879.563,0,460,1105,2857,4205,701,3.3,200,0,2,880.39,0,10,1,-150,100,1,2021-03-11 12:35:00
71,1,884.114,0,460,1105,2857,4205,701,3.3,200,0,2,885.023,0,10,0,-150,100,1,2021-03-11 12:35:00
72,1,894.603,0,460,1105,2857,4205,701,3.3,200,0,8,895.443,1,10,0,-150,100,1,2021-03-11 12:35:00
73,0,908.586,0,730,2058,2857,4205,801,-6.7,200,1,2,909.456,1,10,0,-150,100,1,2021-03-11 12:35:00
74,0,923.289,0,730,2058,2857,4205,1001,-10.0,200,1,2,924.117,1,10,0,-150,100,1,2021-03-11 12:35:00
75,0,932.548,0,460,1105,2857,4205,701,6.7,200,0,8,933.177,1,10,0,-150,100,1,2021-03-11 12:35:00
76,0,942.925,0,460,1105,2857,4205,501,10.0,200,0,8,943.91,1,10,1,-150,100,1,2021-03-11 12:35:00
77,0,952.111,0,460,1105,2857,4205,601,6.7,200,0,8,952.903,1,10,0,-150,100,1,2021-03-11 12:35:00
78,0,973.166,0,730,2058,2857,4205,701,-10.0,200,1,2,973.861,1,10,1,-150,100,1,2021-03-11 12:35:00
79,0,981.431,0,460,1105,2857,4205,501,-6.7,200,0,8,982.307,1,10,0,-150,100,1,2021-03-11 12:35:00
80,0,990.464,0,730,2058,2857,4205,601,0.0,200,1,8,991.3,0,10,1,-150,100,1,2021-03-11 12:35:00
81,1,998.053,0,730,2058,2857,4205,601,0.0,200,1,2,999.015,1,10,0,-150,100,1,2021-03-11 12:35:00
82,0,1007.836,0,460,1105,2857,4205,1001,10.0,200,0,2,1008.788,0,10,0,-150,100,1,2021-03-11 12:35:00
83,1,1017.64,0,460,1105,2857,4205,1001,10.0,200,0,2,1018.345,0,10,0,-150,100,1,2021-03-11 12:35:00
84,1,1025.319,0,460,1105,2857,4205,1001,10.0,200,0,8,1026.162,1,10,0,-150,100,1,2021-03-11 12:35:00
85,0,1035.851,0,460,1105,2857,4205,801,3.3,200,0,8,1036.635,1,10,1,-150,100,1,2021-03-11 12:35:00
86,0,1044.457,0,730,2058,2857,4205,601,10.0,200,1,2,1045.523,1,10,1,-150,100,1,2021-03-11 12:35:00
87,0,1057.379,0,730,2058,2857,4205,701,-6.7,200,1,8,1058.197,0,10,0,-150,100,1,2021-03-11 12:35:00
88,1,1065.299,0,730,2058,2857,4205,701,-6.7,200,1,2,1066.19,1,10,0,-150,100,1,2021-03-11 12:35:00
89,0,1078.743,0,730,2058,2857,4205,801,3.3,200,1,8,1079.544,0,10,0,-150,100,1,2021-03-11 12:35:00
90,1,1084.931,0,730,2058,2857,4205,801,3.3,200,1,2,1086.034,1,10,0,-150,100,1,2021-03-11 12:35:00
91,0,1094.436,0,460,1105,2857,4205,901,-10.0,200,0,8,1095.045,1,10,1,-150,100,1,2021-03-11 12:35:00
92,0,1103.493,0,460,1105,2857,4205,501,6.7,200,0,8,1104.475,1,10,1,-150,100,1,2021-03-11 12:35:00
93,0,1122.554,0,730,2058,2857,4205,1001,0.0,200,1,2,1123.42,1,10,0,-150,100,1,2021-03-11 12:35:00
94,0,1131.756,0,730,2058,2857,4205,801,-10.0,200,1,2,1132.469,1,10,0,-150,100,1,2021-03-11 12:35:00
95,0,1143.859,0,730,2058,2857,4205,601,10.0,200,1,2,1144.83,1,10,1,-150,100,1,2021-03-11 12:35:00
96,0,1154.333,0,460,1105,2857,4205,501,6.7,200,0,8,1155.127,1,10,1,-150,100,1,2021-03-11 12:35:00
97,0,1170.408,0,460,1105,2857,4205,701,-6.7,200,0,8,1171.436,1,10,0,-150,100,1,2021-03-11 12:35:00
98,0,1181.128,0,460,1105,2857,4205,501,-3.3,200,0,8,1181.83,1,10,0,-150,100,1,2021-03-11 12:35:00
99,0,1191.219,0,730,2058,2857,4205,601,3.3,200,1,2,1192.189,1,10,1,-150,100,1,2021-03-11 12:35:00
100,0,1208.417,0,730,2058,2857,4205,901,-10.0,200,1,2,1209.239,1,10,1,-150,100,1,2021-03-11 12:35:00
101,0,1219.589,0,460,1105,2857,4205,801,0.0,200,0,8,1220.284,1,10,1,-150,100,1,2021-03-11 12:35:00
102,0,1231.997,0,730,2058,2857,4205,1001,10.0,200,1,2,1233.044,1,10,0,-150,100,1,2021-03-11 12:35:00
103,0,1246.811,0,460,1105,2857,4205,901,6.7,200,0,2,1247.627,0,10,0,-150,100,1,2021-03-11 12:35:00
104,1,1256.249,0,460,1105,2857,4205,901,6.7,200,0,2,1257.033,0,10,0,-150,100,1,2021-03-11 12:35:00
105,1,1261.019,0,460,1105,2857,4205,901,6.7,200,0,2,1261.787,0,10,0,-150,100,1,2021-03-11 12:35:00
106,1,1265.72,0,460,1105,2857,4205,901,6.7,200,0,2,1267.169,0,10,0,-150,100,1,2021-03-11 12:35:00
107,1,1271.149,0,460,1105,2857,4205,901,6.7,200,0,8,1271.851,1,10,0,-150,100,1,2021-03-11 12:35:00
108,0,1282.498,0,460,1105,2857,4205,701,3.3,200,0,8,1283.594,1,10,0,-150,100,1,2021-03-11 12:35:00
109,0,1298.469,0,730,2058,2857,4205,501,-6.7,200,1,8,1299.628,0,10,1,-150,100,1,2021-03-11 12:35:00
110,1,1303.58,0,730,2058,2857,4205,501,-6.7,200,1,8,1304.667,0,10,0,-150,100,1,2021-03-11 12:35:00
111,1,1308.261,0,730,2058,2857,4205,501,-6.7,200,1,2,1309.333,1,10,0,-150,100,1,2021-03-11 12:35:00
112,0,1316.487,0,460,1105,2857,4205,601,3.3,200,0,2,1317.512,0,10,1,-150,100,1,2021-03-11 12:35:00
113,1,1326.519,0,460,1105,2857,4205,601,3.3,200,0,8,1327.496,1,10,0,-150,100,1,2021-03-11 12:35:00
114,0,1334.775,0,730,2058,2857,4205,801,6.7,200,1,2,1335.708,1,10,0,-150,100,1,2021-03-11 12:35:00
115,0,1343.084,0,460,1105,2857,4205,701,-10.0,200,0,8,1343.882,1,10,0,-150,100,1,2021-03-11 12:35:00
116,0,1359.63,0,730,2058,2857,4205,801,-6.7,200,1,2,1360.382,1,10,0,-150,100,1,2021-03-11 12:35:00
117,0,1370.674,0,460,1105,2857,4205,501,-3.3,200,0,2,1371.738,0,10,1,-150,100,1,2021-03-11 12:35:00
118,1,1380.187,0,460,1105,2857,4205,501,-3.3,200,0,8,1381.121,1,10,0,-150,100,1,2021-03-11 12:35:00
119,0,1394.614,0,460,1105,2857,4205,901,0.0,200,0,8,1395.46,1,10,0,-150,100,1,2021-03-11 12:35:00
120,0,1403.392,0,460,1105,2857,4205,601,-3.3,200,0,8,1404.126,1,10,1,-150,100,1,2021-03-11 12:35:00
121,0,1413.574,0,730,2058,2857,4205,601,3.3,200,1,8,1414.666,0,10,1,-150,100,1,2021-03-11 12:35:00
122,1,1418.82,0,730,2058,2857,4205,601,3.3,200,1,2,1419.922,1,10,0,-150,100,1,2021-03-11 12:35:00
123,0,1441.581,0,730,2058,2857,4205,1001,-10.0,200,1,2,1442.41,1,10,0,-150,100,1,2021-03-11 12:35:00
124,0,1455.874,0,730,2058,2857,4205,701,0.0,200,1,2,1456.698,1,10,1,-150,100,1,2021-03-11 12:35:00
125,0,1466.604,0,460,1105,2857,4205,501,10.0,200,0,8,1467.518,1,10,0,-150,100,1,2021-03-11 12:35:00
126,0,1483.877,0,460,1105,2857,4205,901,6.7,200,0,2,1484.771,0,10,1,-150,100,1,2021-03-11 12:35:00
127,1,1519.037,0,460,1105,2857,4205,901,6.7,200,0,-1,-1.0,0,10,0,-150,100,1,2021-03-11 12:35:00
128,0,1542.688,0,730,2058,2857,4205,901,-10.0,200,1,8,1543.569,0,10,1,-150,100,1,2021-03-11 12:35:00
129,1,1559.045,0,730,2058,2857,4205,901,-10.0,200,1,2,1559.83,1,10,0,-150,100,1,2021-03-11 12:35:00
130,0,1568.624,0,460,1105,2857,4205,801,0.0,200,0,2,1569.406,0,10,0,-150,100,1,2021-03-11 12:35:00
131,1,1576.68,0,460,1105,2857,4205,801,0.0,200,0,8,1577.589,1,10,0,-150,100,1,2021-03-11 12:35:00
132,0,1590.501,0,730,2058,2857,4205,601,6.7,200,1,2,1591.412,1,10,1,-150,100,1,2021-03-11 12:35:00
133,0,1599.423,0,460,1105,2857,4205,501,3.3,200,0,8,1600.568,1,10,1,-150,100,1,2021-03-11 12:35:00
134,0,1610.842,0,730,2058,2857,4205,701,10.0,200,1,2,1611.659,1,10,0,-150,100,1,2021-03-11 12:35:00
135,0,1622.426,0,730,2058,2857,4205,1001,-3.3,200,1,2,1623.067,1,10,0,-150,100,1,2021-03-11 12:35:00
136,0,1634.814,0,730,2058,2857,4205,701,-6.7,200,1,2,1635.44,1,10,0,-150,100,1,2021-03-11 12:35:00
137,0,1647.285,0,730,2058,2857,4205,601,6.7,200,1,8,1648.165,0,10,1,-150,100,1,2021-03-11 12:35:00
138,1,1652.316,0,730,2058,2857,4205,601,6.7,200,1,2,1653.106,1,10,0,-150,100,1,2021-03-11 12:35:00
139,0,1663.491,0,460,1105,2857,4205,901,10.0,200,0,2,1664.165,0,10,0,-150,100,1,2021-03-11 12:35:00
140,1,1668.655,0,460,1105,2857,4205,901,10.0,200,0,2,1670.722,0,10,0,-150,100,1,2021-03-11 12:35:00
141,1,1674.635,0,460,1105,2857,4205,901,10.0,200,0,2,1675.398,0,10,0,-150,100,1,2021-03-11 12:35:00
142,1,1684.678,0,460,1105,2857,4205,901,10.0,200,0,8,1685.528,1,10,0,-150,100,1,2021-03-11 12:35:00
143,0,1698.886,0,460,1105,2857,4205,501,-3.3,200,0,8,1699.67,1,10,1,-150,100,1,2021-03-11 12:35:00
144,0,1708.142,0,460,1105,2857,4205,601,3.3,200,0,8,1709.169,1,10,0,-150,100,1,2021-03-11 12:35:00
145,0,1729.239,0,730,2058,2857,4205,1001,-10.0,200,1,2,1729.91,1,10,1,-150,100,1,2021-03-11 12:35:00
146,0,1743.109,0,730,2058,2857,4205,801,0.0,200,1,2,1743.942,1,10,0,-150,100,1,2021-03-11 12:35:00
147,0,1751.764,0,460,1105,2857,4205,701,-6.7,200,0,8,1752.353,1,10,1,-150,100,1,2021-03-11 12:35:00
148,0,1767.211,0,730,2058,2857,4205,901,3.3,200,1,2,1767.868,1,10,0,-150,100,1,2021-03-11 12:35:00
149,0,1802.105,0,460,1105,2857,4205,1001,-10.0,200,0,2,1802.865,0,10,1,-150,100,1,2021-03-11 12:35:00
150,1,1806.927,0,460,1105,2857,4205,1001,-10.0,200,0,2,1808.361,0,10,0,-150,100,1,2021-03-11 12:35:00
151,1,1821.334,0,460,1105,2857,4205,1001,-10.0,200,0,2,1822.351,0,10,0,-150,100,1,2021-03-11 12:35:00
152,1,1832.593,0,460,1105,2857,4205,1001,-10.0,200,0,8,1833.692,1,10,0,-150,100,1,2021-03-11 12:35:00
153,0,1844.3,0,460,1105,2857,4205,501,6.7,200,0,2,1845.241,0,10,1,-150,100,1,2021-03-11 12:35:00
154,1,1850.024,0,460,1105,2857,4205,501,6.7,200,0,2,1850.872,0,10,0,-150,100,1,2021-03-11 12:35:00
155,1,1860.486,0,460,1105,2857,4205,501,6.7,200,0,2,1861.282,0,10,0,-150,100,1,2021-03-11 12:35:00
156,1,1864.827,0,460,1105,2857,4205,501,6.7,200,0,2,1865.404,0,10,0,-150,100,1,2021-03-11 12:35:00
157,1,1868.932,0,460,1105,2857,4205,501,6.7,200,0,2,1869.601,0,10,0,-150,100,1,2021-03-11 12:35:00
158,1,1873.128,0,460,1105,2857,4205,501,6.7,200,0,2,1874.029,0,10,0,-150,100,1,2021-03-11 12:35:00
159,1,1877.627,0,460,1105,2857,4205,501,6.7,200,0,8,1878.472,1,10,0,-150,100,1,2021-03-11 12:35:00
160,0,1894.917,0,730,2058,2857,4205,901,-3.3,200,1,2,1895.612,1,10,1,-150,100,1,2021-03-11 12:35:00
161,0,1905.214,0,730,2058,2857,4205,701,-10.0,200,1,2,1906.016,1,10,1,-150,100,1,2021-03-11 12:35:00
162,0,1916.155,0,460,1105,2857,4205,801,-6.7,200,0,8,1916.879,1,10,0,-150,100,1,2021-03-11 12:35:00
163,0,1926.956,0,730,2058,2857,4205,601,0.0,200,1,2,1927.595,1,10,0,-150,100,1,2021-03-11 12:35:00
164,0,1942.12,0,460,1105,2857,4205,901,6.7,200,0,8,1943.126,1,10,0,-150,100,1,2021-03-11 12:35:00
165,0,1954.793,0,460,1105,2857,4205,501,3.3,200,0,2,1955.636,0,10,1,-150,100,1,2021-03-11 12:35:00
166,1,1962.688,0,460,1105,2857,4205,501,3.3,200,0,8,1963.607,1,10,0,-150,100,1,2021-03-11 12:35:00
167,0,1974.529,0,730,2058,2857,4205,701,10.0,200,1,2,1975.167,1,10,0,-150,100,1,2021-03-11 12:35:00
168,0,1984.078,0,730,2058,2857,4205,801,-3.3,200,1,2,1984.891,1,10,1,-150,100,1,2021-03-11 12:35:00
169,0,2005.427,0,460,1105,2857,4205,901,-6.7,200,0,2,2006.217,0,10,0,-150,100,1,2021-03-11 12:35:00
170,1,2023.78,0,460,1105,2857,4205,901,-6.7,200,0,8,2024.476,1,10,0,-150,100,1,2021-03-11 12:35:00
171,0,2036.746,0,730,2058,2857,4205,701,0.0,200,1,2,2037.509,1,10,0,-150,100,1,2021-03-11 12:35:00
172,0,2052.087,0,460,1105,2857,4205,801,3.3,200,0,8,2052.9,1,10,0,-150,100,1,2021-03-11 12:35:00
173,0,2063.147,0,460,1105,2857,4205,501,10.0,200,0,8,2064.069,1,10,1,-150,100,1,2021-03-11 12:35:00
174,0,2075.977,0,730,2058,2857,4205,601,6.7,200,1,2,2076.668,1,10,1,-150,100,1,2021-03-11 12:35:00
175,0,2088.793,0,460,1105,2857,4205,901,0.0,200,0,2,2090.527,0,10,0,-150,100,1,2021-03-11 12:35:00
176,1,2107.965,0,460,1105,2857,4205,901,0.0,200,0,2,2108.634,0,10,0,-150,100,1,2021-03-11 12:35:00
177,1,2115.72,0,460,1105,2857,4205,901,0.0,200,0,8,2116.694,1,10,0,-150,100,1,2021-03-11 12:35:00
178,0,2127.422,0,460,1105,2857,4205,601,6.7,200,0,8,2128.264,1,10,0,-150,100,1,2021-03-11 12:35:00
179,0,2135.255,0,730,2058,2857,4205,801,3.3,200,1,8,2136.32,0,10,0,-150,100,1,2021-03-11 12:35:00
180,1,2144.002,0,730,2058,2857,4205,801,3.3,200,1,2,2144.761,1,10,0,-150,100,1,2021-03-11 12:35:00
181,0,2155.77,0,730,2058,2857,4205,701,-3.3,200,1,2,2156.844,1,10,1,-150,100,1,2021-03-11 12:35:00
182,0,2173.726,0,730,2058,2857,4205,1001,-6.7,200,1,2,2174.62,1,10,0,-150,100,1,2021-03-11 12:35:00
183,0,2185.41,0,730,2058,2857,4205,901,10.0,200,1,2,2186.191,1,10,1,-150,100,1,2021-03-11 12:35:00
184,0,2206.759,0,460,1105,2857,4205,1001,10.0,200,0,2,2207.483,0,10,1,-150,100,1,2021-03-11 12:35:00
185,1,2213.112,0,460,1105,2857,4205,1001,10.0,200,0,8,2214.06,1,10,0,-150,100,1,2021-03-11 12:35:00
186,0,2223.129,0,460,1105,2857,4205,701,-10.0,200,0,8,2223.928,1,10,1,-150,100,1,2021-03-11 12:35:00
187,0,2234.928,0,730,2058,2857,4205,601,0.0,200,1,2,2235.525,1,10,0,-150,100,1,2021-03-11 12:35:00
188,0,2248.016,0,730,2058,2857,4205,801,3.3,200,1,2,2248.933,1,10,1,-150,100,1,2021-03-11 12:35:00
189,0,2264.343,0,460,1105,2857,4205,601,-3.3,200,0,8,2265.144,1,10,1,-150,100,1,2021-03-11 12:35:00
190,0,2279.82,0,460,1105,2857,4205,901,6.7,200,0,8,2280.711,1,10,0,-150,100,1,2021-03-11 12:35:00
191,0,2290.424,0,460,1105,2857,4205,701,-6.7,200,0,8,2291.127,1,10,1,-150,100,1,2021-03-11 12:35:00
192,0,2312.841,0,460,1105,2857,4205,1001,3.3,200,0,8,2313.864,1,10,0,-150,100,1,2021-03-11 12:35:00
193,0,2322.819,0,730,2058,2857,4205,801,6.7,200,1,2,2323.574,1,10,0,-150,100,1,2021-03-11 12:35:00
194,0,2331.504,0,730,2058,2857,4205,601,-3.3,200,1,2,2332.535,1,10,1,-150,100,1,2021-03-11 12:35:00
195,0,2352.083,0,460,1105,2857,4205,501,-10.0,200,0,8,2353.106,1,10,1,-150,100,1,2021-03-11 12:35:00
196,0,2368.37,0,460,1105,2857,4205,701,0.0,200,0,2,2369.368,0,10,1,-150,100,1,2021-03-11 12:35:00
197,1,2376.746,0,460,1105,2857,4205,701,0.0,200,0,8,2377.677,1,10,0,-150,100,1,2021-03-11 12:35:00
198,0,2391.23,0,730,2058,2857,4205,1001,-6.7,200,1,2,2391.852,1,10,1,-150,100,1,2021-03-11 12:35:00
199,0,2404.438,0,730,2058,2857,4205,901,-3.3,200,1,2,2405.12,1,10,1,-150,100,1,2021-03-11 12:35:00
200,0,2414.691,0,460,1105,2857,4205,501,3.3,200,0,8,2415.415,1,10,0,-150,100,1,2021-03-11 12:35:00
201,0,2425.587,0,730,2058,2857,4205,601,0.0,200,1,2,2426.54,1,10,0,-150,100,1,2021-03-11 12:35:00
202,0,2449.149,0,460,1105,2857,4205,901,6.7,200,0,8,2449.963,1,10,0,-150,100,1,2021-03-11 12:35:00
203,0,2459.856,0,730,2058,2857,4205,801,10.0,200,1,8,2460.929,0,10,0,-150,100,1,2021-03-11 12:35:00
204,1,2467.83,0,730,2058,2857,4205,801,10.0,200,1,2,2468.661,1,10,0,-150,100,1,2021-03-11 12:35:00
205,0,2476.249,0,460,1105,2857,4205,701,0.0,200,0,8,2477.009,1,10,1,-150,100,1,2021-03-11 12:35:00
206,0,2492.862,0,730,2058,2857,4205,801,-3.3,200,1,2,2493.563,1,10,0,-150,100,1,2021-03-11 12:35:00
207,0,2508.421,0,730,2058,2857,4205,701,-10.0,200,1,2,2509.05,1,10,1,-150,100,1,2021-03-11 12:35:00
208,0,2516.855,0,730,2058,2857,4205,501,3.3,200,1,2,2517.552,1,10,1,-150,100,1,2021-03-11 12:35:00
209,0,2525.726,0,730,2058,2857,4205,901,-6.7,200,1,8,2526.41,0,10,0,-150,100,1,2021-03-11 12:35:00
210,1,2533.401,0,730,2058,2857,4205,901,-6.7,200,1,2,2534.862,1,10,0,-150,100,1,2021-03-11 12:35:00
211,0,2543.179,0,460,1105,2857,4205,601,10.0,200,0,2,2544.05,0,10,1,-150,100,1,2021-03-11 12:35:00
212,1,2552.405,0,460,1105,2857,4205,601,10.0,200,0,8,2553.298,1,10,0,-150,100,1,2021-03-11 12:35:00
213,0,2573.59,0,460,1105,2857,4205,701,-6.7,200,0,2,2574.429,0,10,0,-150,100,1,2021-03-11 12:35:00
214,1,2618.576,0,460,1105,2857,4205,701,-6.7,200,0,8,2619.566,1,10,0,-150,100,1,2021-03-11 12:35:00
215,0,2641.512,0,460,1105,2857,4205,801,10.0,200,0,2,2643.452,0,10,0,-150,100,1,2021-03-11 12:35:00
216,1,2658.945,0,460,1105,2857,4205,801,10.0,200,0,2,2659.492,0,10,0,-150,100,1,2021-03-11 12:35:00
217,1,2668.106,0,460,1105,2857,4205,801,10.0,200,0,2,2668.997,0,10,0,-150,100,1,2021-03-11 12:35:00
218,1,2684.638,0,460,1105,2857,4205,801,10.0,200,0,2,2685.534,0,10,0,-150,100,1,2021-03-11 12:35:00
219,1,2700.607,0,460,1105,2857,4205,801,10.0,200,0,2,2701.383,0,10,0,-150,100,1,2021-03-11 12:35:00
220,1,2705.717,0,460,1105,2857,4205,801,10.0,200,0,8,2707.092,1,10,0,-150,100,1,2021-03-11 12:35:00
221,0,2726.865,0,730,2058,2857,4205,901,3.3,200,1,2,2727.672,1,10,0,-150,100,1,2021-03-11 12:35:00
222,0,2738.978,0,460,1105,2857,4205,1001,6.7,200,0,2,2740.539,0,10,0,-150,100,1,2021-03-11 12:35:00
1,0,18.445,0,730,2058,2857,4205,501,6.7,200,1,8,19.218,0,10,1,-150,100,1,2021-03-12 13:15:00
2,1,22.792,0,730,2058,2857,4205,501,6.7,200,1,2,23.324,1,10,0,-150,100,1,2021-03-12 13:15:00
3,0,33.535,0,730,2058,2857,4205,601,3.3,200,1,2,34.25,1,10,0,-150,100,1,2021-03-12 13:15:00
4,0,84.972,0,460,1105,2857,4205,801,10.0,200,0,2,85.664,0,10,1,-150,100,1,2021-03-12 13:15:00
5,1,92.587,0,460,1105,2857,4205,801,10.0,200,0,8,93.253,1,10,0,-150,100,1,2021-03-12 13:15:00
6,0,118.694,0,460,1105,2857,4205,901,0.0,200,0,8,119.326,1,10,0,-150,100,1,2021-03-12 13:15:00
7,0,132.296,0,460,1105,2857,4205,1001,-10.0,200,0,2,132.822,0,10,0,-150,100,1,2021-03-12 13:15:00
8,1,159.373,0,460,1105,2857,4205,1001,-10.0,200,0,2,159.949,0,10,0,-150,100,1,2021-03-12 13:15:00
9,1,167.003,0,460,1105,2857,4205,1001,-10.0,200,0,8,167.79,1,10,0,-150,100,1,2021-03-12 13:15:00
10,0,178.742,0,460,1105,2857,4205,701,-3.3,200,0,2,179.358,0,10,1,-150,100,1,2021-03-12 13:15:00
11,1,185.363,0,460,1105,2857,4205,701,-3.3,200,0,8,186.057,1,10,0,-150,100,1,2021-03-12 13:15:00
12,0,207.06,0,730,2058,2857,4205,801,-6.7,200,1,8,207.827,0,10,0,-150,100,1,2021-03-12 13:15:00
13,1,212.685,0,730,2058,2857,4205,801,-6.7,200,1,2,213.196,1,10,0,-150,100,1,2021-03-12 13:15:00
14,0,233.133,0,730,2058,2857,4205,1001,10.0,200,1,8,233.972,0,10,1,-150,100,1,2021-03-12 13:15:00
15,1,256.371,0,730,2058,2857,4205,1001,10.0,200,1,2,256.916,1,10,0,-150,100,1,2021-03-12 13:15:00
16,0,274.027,0,460,1105,2857,4205,601,-3.3,200,0,2,275.428,0,10,0,-150,100,1,2021-03-12 13:15:00
17,1,288.808,0,460,1105,2857,4205,601,-3.3,200,0,8,289.403,1,10,0,-150,100,1,2021-03-12 13:15:00
18,0,301.747,0,730,2058,2857,4205,501,3.3,200,1,2,302.514,1,10,0,-150,100,1,2021-03-12 13:15:00
19,0,321.803,0,730,2058,2857,4205,801,0.0,200,1,2,322.629,1,10,1,-150,100,1,2021-03-12 13:15:00
20,0,340.332,0,730,2058,2857,4205,701,6.7,200,1,2,340.95,1,10,1,-150,100,1,2021-03-12 13:15:00
21,0,356.927,0,460,1105,2857,4205,601,-6.7,200,0,8,357.564,1,10,0,-150,100,1,2021-03-12 13:15:00
22,0,370.471,0,460,1105,2857,4205,901,6.7,200,0,2,371.039,0,10,1,-150,100,1,2021-03-12 13:15:00
23,1,376.834,0,460,1105,2857,4205,901,6.7,200,0,8,377.685,1,10,0,-150,100,1,2021-03-12 13:15:00
24,0,409.702,0,460,1105,2857,4205,1001,3.3,200,0,2,410.623,0,10,1,-150,100,1,2021-03-12 13:15:00
25,1,428.836,0,460,1105,2857,4205,1001,3.3,200,0,8,429.575,1,10,0,-150,100,1,2021-03-12 13:15:00
26,0,440.466,0,730,2058,2857,4205,501,10.0,200,1,2,441.42,1,10,0,-150,100,1,2021-03-12 13:15:00
27,0,462.454,0,730,2058,2857,4205,1001,-3.3,200,1,2,462.977,1,10,1,-150,100,1,2021-03-12 13:15:00
28,0,477.364,0,460,1105,2857,4205,701,0.0,200,0,8,478.186,1,10,1,-150,100,1,2021-03-12 13:15:00
29,0,486.846,0,730,2058,2857,4205,601,10.0,200,1,2,487.371,1,10,0,-150,100,1,2021-03-12 13:15:00
30,0,499.946,0,460,1105,2857,4205,901,0.0,200,0,8,500.695,1,10,1,-150,100,1,2021-03-12 13:15:00
31,0,509.448,0,730,2058,2857,4205,501,-10.0,200,1,2,509.994,1,10,1,-150,100,1,2021-03-12 13:15:00
32,0,528.045,0,460,1105,2857,4205,1001,-6.7,200,0,8,528.638,1,10,0,-150,100,1,2021-03-12 13:15:00
33,0,538.692,0,460,1105,2857,4205,601,6.7,200,0,8,539.484,1,10,0,-150,100,1,2021-03-12 13:15:00
34,0,553.4,0,730,2058,2857,4205,901,3.3,200,1,2,553.88,1,10,0,-150,100,1,2021-03-12 13:15:00
35,0,564.894,0,730,2058,2857,4205,701,0.0,200,1,2,565.432,1,10,0,-150,100,1,2021-03-12 13:15:00
36,0,579.437,0,730,2058,2857,4205,701,-6.7,200,1,2,580.0,1,10,0,-150,100,1,2021-03-12 13:15:00
37,0,605.653,0,460,1105,2857,4205,801,3.3,200,0,8,606.404,1,10,0,-150,100,1,2021-03-12 13:15:00
38,0,632.898,0,730,2058,2857,4205,1001,10.0,200,1,8,633.516,0,10,1,-150,100,1,2021-03-12 13:15:00
39,1,641.341,0,730,2058,2857,4205,1001,10.0,200,1,2,642.429,1,10,0,-150,100,1,2021-03-12 13:15:00
40,0,662.304,0,460,1105,2857,4205,901,-3.3,200,0,8,662.945,1,10,1,-150,100,1,2021-03-12 13:15:00
41,0,673.85,0,730,2058,2857,4205,501,6.7,200,1,2,674.4,1,10,1,-150,100,1,2021-03-12 13:15:00
42,0,686.239,0,460,1105,2857,4205,501,0.0,200,0,8,686.973,1,10,1,-150,100,1,2021-03-12 13:15:00
43,0,708.102,0,460,1105,2857,4205,801,-6.7,200,0,8,708.672,1,10,0,-150,100,1,2021-03-12 13:15:00
44,0,729.674,0,730,2058,2857,4205,601,-10.0,200,1,2,730.192,1,10,1,-150,100,1,2021-03-12 13:15:00
45,0,761.911,0,460,1105,2857,4205,901,6.7,200,0,8,762.459,1,10,1,-150,100,1,2021-03-12 13:15:00
46,0,787.784,0,460,1105,2857,4205,1001,3.3,200,0,8,788.533,1,10,0,-150,100,1,2021-03-12 13:15:00
47,0,809.293,0,460,1105,2857,4205,701,10.0,200,0,2,809.946,0,10,0,-150,100,1,2021-03-12 13:15:00
48,1,819.802,0,460,1105,2857,4205,701,10.0,200,0,8,820.633,1,10,0,-150,100,1,2021-03-12 13:15:00
49,0,843.502,0,460,1105,2857,4205,801,-6.7,200,0,8,844.113,1,10,1,-150,100,1,2021-03-12 13:15:00
50,0,874.791,0,730,2058,2857,4205,1001,-10.0,200,1,2,875.339,1,10,0,-150,100,1,2021-03-12 13:15:00
51,0,894.683,0,730,2058,2857,4205,901,6.7,200,1,2,896.547,1,10,1,-150,100,1,2021-03-12 13:15:00
52,0,909.007,0,730,2058,2857,4205,601,0.0,200,1,2,909.777,1,10,0,-150,100,1,2021-03-12 13:15:00
53,0,923.038,0,730,2058,2857,4205,701,3.3,200,1,8,923.678,0,10,0,-150,100,1,2021-03-12 13:15:00
54,1,930.167,0,730,2058,2857,4205,701,3.3,200,1,2,931.015,1,10,0,-150,100,1,2021-03-12 13:15:00
55,0,971.189,0,460,1105,2857,4205,1001,-3.3,200,0,8,972.103,1,10,1,-150,100,1,2021-03-12 13:15:00
56,0,982.086,0,730,2058,2857,4205,901,6.7,200,1,2,982.685,1,10,1,-150,100,1,2021-03-12 13:15:00
