Mask,treatment,nTrials,nCorrect,pCorrect,iteration
Clean,False,462,374,80.95238095238095,0
Clean,True,462,394,85.28138528138528,0
Restricted,False,462,324,70.12987012987013,0
Restricted,True,462,271,58.658008658008654,0
Clean,False,462,354,76.62337662337663,1
Clean,True,462,388,83.98268398268398,1
Restricted,False,462,319,69.04761904761905,1
Restricted,True,462,266,57.57575757575758,1
Clean,False,462,354,76.62337662337663,2
Clean,True,462,390,84.4155844155844,2
Restricted,False,462,332,71.86147186147186,2
Restricted,True,462,269,58.22510822510822,2
Clean,False,462,359,77.7056277056277,3
Clean,True,462,385,83.33333333333334,3
Restricted,False,462,313,67.74891774891775,3
Restricted,True,462,270,58.44155844155844,3
Clean,False,462,350,75.75757575757575,4
Clean,True,462,399,86.36363636363636,4
Restricted,False,462,315,68.18181818181817,4
Restricted,True,462,282,61.038961038961034,4
Clean,False,462,347,75.10822510822511,5
Clean,True,462,383,82.90043290043289,5
Restricted,False,462,320,69.26406926406926,5
Restricted,True,462,269,58.22510822510822,5
Clean,False,462,365,79.004329004329,6
Clean,True,462,392,84.84848484848484,6
Restricted,False,462,322,69.6969696969697,6
Restricted,True,462,274,59.307359307359306,6
Clean,False,462,352,76.19047619047619,7
Clean,True,462,392,84.84848484848484,7
Restricted,False,462,313,67.74891774891775,7
Restricted,True,462,260,56.27705627705628,7
Clean,False,462,362,78.35497835497836,8
Clean,True,462,387,83.76623376623377,8
Restricted,False,462,314,67.96536796536796,8
Restricted,True,462,261,56.493506493506494,8
Clean,False,462,366,79.22077922077922,9
Clean,True,462,386,83.54978354978356,9
Restricted,False,462,321,69.48051948051948,9
Restricted,True,462,255,55.1948051948052,9
Clean,False,462,366,79.22077922077922,10
Clean,True,462,398,86.14718614718615,10
Restricted,False,462,305,66.01731601731602,10
Restricted,True,462,265,57.35930735930735,10
Clean,False,462,359,77.7056277056277,11
Clean,True,462,386,83.54978354978356,11
Restricted,False,462,338,73.16017316017316,11
Restricted,True,462,280,60.60606060606061,11
Clean,False,462,357,77.27272727272727,12
Clean,True,462,387,83.76623376623377,12
Restricted,False,462,308,66.66666666666666,12
Restricted,True,462,271,58.658008658008654,12
Clean,False,462,360,77.92207792207793,13
Clean,True,462,376,81.38528138528139,13
Restricted,False,462,328,70.995670995671,13
Restricted,True,462,282,61.038961038961034,13
Clean,False,462,356,77.05627705627705,14
Clean,True,462,385,83.33333333333334,14
Restricted,False,462,322,69.6969696969697,14
Restricted,True,462,264,57.14285714285714,14
Clean,False,462,364,78.78787878787878,15
Clean,True,462,376,81.38528138528139,15
Restricted,False,462,335,72.51082251082252,15
Restricted,True,462,271,58.658008658008654,15
Clean,False,462,347,75.10822510822511,16
Clean,True,462,393,85.06493506493507,16
Restricted,False,462,297,64.28571428571429,16
Restricted,True,462,263,56.926406926406926,16
Clean,False,462,369,79.87012987012987,17
Clean,True,462,385,83.33333333333334,17
Restricted,False,462,332,71.86147186147186,17
Restricted,True,462,269,58.22510822510822,17
Clean,False,462,362,78.35497835497836,18
Clean,True,462,383,82.90043290043289,18
Restricted,False,462,308,66.66666666666666,18
Restricted,True,462,277,59.95670995670995,18
Clean,False,462,351,75.97402597402598,19
Clean,True,462,385,83.33333333333334,19
Restricted,False,462,305,66.01731601731602,19
Restricted,True,462,273,59.09090909090909,19
Clean,False,462,375,81.16883116883116,20
Clean,True,462,394,85.28138528138528,20
Restricted,False,462,315,68.18181818181817,20
Restricted,True,462,246,53.246753246753244,20
Clean,False,462,364,78.78787878787878,21
Clean,True,462,395,85.4978354978355,21
Restricted,False,462,326,70.56277056277057,21
Restricted,True,462,274,59.307359307359306,21
Clean,False,462,357,77.27272727272727,22
Clean,True,462,380,82.25108225108225,22
Restricted,False,462,333,72.07792207792207,22
Restricted,True,462,258,55.84415584415584,22
Clean,False,462,358,77.48917748917748,23
Clean,True,462,394,85.28138528138528,23
