Trial	CorrectionTrial?	StartTime	CenterReward?	SpkrIdx	SpkrPos	duration	HoldTime	Atten	Response	RespTime	Correct	ComputerTime	SoundOrLED	
10	0	907.763	1	3	-60	700	1061	4.5	2	916.759	0	736616.671325	0	
11	1	922.237	0	3	-60	700	1061	4.5	2	928.389	0	736616.671461	0	
12	0	961.251	0	6	30	700	1081	4.5	-1	-1.000	0	736616.672014	0	
13	0	985.679	0	4	-30	700	1121	9.0	2	989.687	0	736616.672170	0	
14	0	1111.562	0	2	-90	700	1161	0.0	-1	-1.000	0	736616.673754	0	
15	0	1135.897	0	2	-90	700	1181	4.5	3	1139.268	0	736616.673900	0	
16	1	1170.153	0	2	-90	700	1181	4.5	4	1172.223	0	736616.674282	0	
17	1	1195.897	0	2	-90	700	1181	4.5	3	1204.128	0	736616.674652	0	
18	1	1280.241	0	2	-90	700	1181	4.5	-1	-1.000	0	736616.675706	0	
19	0	1354.231	0	7	60	700	1121	4.5	-1	-1.000	0	736616.676563	0	
20	0	1451.542	0	2	-90	700	1061	0.0	-1	-1.000	0	736616.677689	0	
21	0	1555.520	0	3	-60	700	1101	0.0	2	1568.682	0	736616.678872	0	
22	1	1639.562	1	3	-60	700	1101	0.0	2	1648.882	0	736616.679799	0	
23	1	1681.889	0	3	-60	700	1101	0.0	-1	-1.000	0	736616.680355	0	
24	0	1706.226	0	2	-90	700	1141	4.5	-1	-1.000	0	736616.680637	0	
