Mask,treatment,rnded_SNR,nTrials,nCorrect,pCorrect,iteration
Restricted,False,-4.0,4,4,100.0,156
Restricted,False,-1.0,4,3,75.0,156
Restricted,False,2.0,4,3,75.0,156
Restricted,True,-7.0,4,4,100.0,156
Restricted,True,-4.0,4,4,100.0,156
Restricted,True,-1.0,4,2,50.0,156
Restricted,True,2.0,4,2,50.0,156
Clean,False,-7.0,4,1,25.0,157
Clean,False,-4.0,4,2,50.0,157
Clean,False,2.0,4,4,100.0,157
Clean,True,-7.0,4,3,75.0,157
Clean,True,-4.0,4,4,100.0,157
Clean,True,2.0,4,4,100.0,157
Restricted,False,-7.0,4,3,75.0,157
Restricted,False,-4.0,4,3,75.0,157
Restricted,False,-1.0,4,3,75.0,157
Restricted,False,2.0,4,3,75.0,157
Restricted,True,-7.0,4,2,50.0,157
Restricted,True,-4.0,4,3,75.0,157
Restricted,True,-1.0,4,2,50.0,157
Restricted,True,2.0,4,2,50.0,157
Clean,False,-7.0,4,2,50.0,158
Clean,False,-4.0,4,4,100.0,158
Clean,False,2.0,4,4,100.0,158
Clean,True,-7.0,4,2,50.0,158
Clean,True,-4.0,4,4,100.0,158
Clean,True,2.0,4,4,100.0,158
Restricted,False,-7.0,4,3,75.0,158
Restricted,False,-4.0,4,3,75.0,158
Restricted,False,-1.0,4,3,75.0,158
Restricted,False,2.0,4,4,100.0,158
Restricted,True,-7.0,4,2,50.0,158
Restricted,True,-4.0,4,2,50.0,158
Restricted,True,-1.0,4,2,50.0,158
Restricted,True,2.0,4,2,50.0,158
Clean,False,-7.0,4,3,75.0,159
Clean,False,-4.0,4,3,75.0,159
Clean,False,2.0,4,3,75.0,159
Clean,True,-7.0,4,2,50.0,159
Clean,True,-4.0,4,3,75.0,159
Clean,True,2.0,4,3,75.0,159
Restricted,False,-7.0,4,2,50.0,159
Restricted,False,-4.0,4,3,75.0,159
Restricted,False,-1.0,4,3,75.0,159
Restricted,False,2.0,4,4,100.0,159
Restricted,True,-7.0,4,2,50.0,159
Restricted,True,-4.0,4,0,0.0,159
Restricted,True,-1.0,4,2,50.0,159
Restricted,True,2.0,4,1,25.0,159
Clean,False,-7.0,4,3,75.0,160
Clean,False,-4.0,4,3,75.0,160
Clean,False,2.0,4,3,75.0,160
Clean,True,-7.0,4,4,100.0,160
Clean,True,-4.0,4,4,100.0,160
Clean,True,2.0,4,4,100.0,160
Restricted,False,-7.0,4,3,75.0,160
Restricted,False,-4.0,4,2,50.0,160
Restricted,False,-1.0,4,3,75.0,160
Restricted,False,2.0,4,2,50.0,160
Restricted,True,-7.0,4,2,50.0,160
Restricted,True,-4.0,4,3,75.0,160
Restricted,True,-1.0,4,3,75.0,160
Restricted,True,2.0,4,2,50.0,160
Clean,False,-7.0,4,4,100.0,161
Clean,False,-4.0,4,3,75.0,161
Clean,False,2.0,4,3,75.0,161
Clean,True,-7.0,4,4,100.0,161
Clean,True,-4.0,4,4,100.0,161
Clean,True,2.0,4,2,50.0,161
Restricted,False,-7.0,4,3,75.0,161
Restricted,False,-4.0,4,4,100.0,161
Restricted,False,-1.0,4,3,75.0,161
Restricted,False,2.0,4,3,75.0,161
Restricted,True,-7.0,4,4,100.0,161
Restricted,True,-4.0,4,1,25.0,161
Restricted,True,-1.0,4,2,50.0,161
Restricted,True,2.0,4,3,75.0,161
Clean,False,-7.0,4,2,50.0,162
Clean,False,-4.0,4,4,100.0,162
Clean,False,2.0,4,2,50.0,162
Clean,True,-7.0,4,3,75.0,162
Clean,True,-4.0,4,4,100.0,162
Clean,True,2.0,4,2,50.0,162
Restricted,False,-7.0,4,1,25.0,162
Restricted,False,-4.0,4,4,100.0,162
Restricted,False,-1.0,4,3,75.0,162
Restricted,False,2.0,4,4,100.0,162
Restricted,True,-7.0,4,3,75.0,162
Restricted,True,-4.0,4,1,25.0,162
Restricted,True,-1.0,4,2,50.0,162
Restricted,True,2.0,4,2,50.0,162
Clean,False,-7.0,4,3,75.0,163
Clean,False,-4.0,4,2,50.0,163
Clean,False,2.0,4,3,75.0,163
Clean,True,-7.0,4,4,100.0,163
Clean,True,-4.0,4,3,75.0,163
Clean,True,2.0,4,2,50.0,163
Restricted,False,-7.0,4,2,50.0,163
Restricted,False,-4.0,4,3,75.0,163
Restricted,False,-1.0,4,3,75.0,163
Restricted,False,2.0,4,3,75.0,163
Restricted,True,-7.0,4,1,25.0,163
Restricted,True,-4.0,4,2,50.0,163
Restricted,True,-1.0,4,3,75.0,163
Restricted,True,2.0,4,2,50.0,163
Clean,False,-7.0,4,2,50.0,164
Clean,False,-4.0,4,3,75.0,164
Clean,False,2.0,4,3,75.0,164
Clean,True,-7.0,4,3,75.0,164
Clean,True,-4.0,4,4,100.0,164
Clean,True,2.0,4,4,100.0,164
Restricted,False,-7.0,4,3,75.0,164
Restricted,False,-4.0,4,2,50.0,164
Restricted,False,-1.0,4,3,75.0,164
Restricted,False,2.0,4,3,75.0,164
Restricted,True,-7.0,4,2,50.0,164
Restricted,True,-4.0,4,3,75.0,164
Restricted,True,-1.0,4,2,50.0,164
Restricted,True,2.0,4,4,100.0,164
Clean,False,-7.0,4,3,75.0,165
Clean,False,-4.0,4,2,50.0,165
Clean,False,2.0,4,3,75.0,165
Clean,True,-7.0,4,4,100.0,165
Clean,True,-4.0,4,3,75.0,165
Clean,True,2.0,4,4,100.0,165
Restricted,False,-7.0,4,3,75.0,165
Restricted,False,-4.0,4,3,75.0,165
Restricted,False,-1.0,4,3,75.0,165
Restricted,False,2.0,4,3,75.0,165
Restricted,True,-7.0,4,1,25.0,165
Restricted,True,-4.0,4,3,75.0,165
Restricted,True,-1.0,4,2,50.0,165
Restricted,True,2.0,4,1,25.0,165
Clean,False,-7.0,4,1,25.0,166
Clean,False,-4.0,4,3,75.0,166
Clean,False,2.0,4,4,100.0,166
Clean,True,-7.0,4,4,100.0,166
Clean,True,-4.0,4,3,75.0,166
Clean,True,2.0,4,3,75.0,166
Restricted,False,-7.0,4,3,75.0,166
Restricted,False,-4.0,4,3,75.0,166
Restricted,False,-1.0,4,3,75.0,166
Restricted,False,2.0,4,4,100.0,166
Restricted,True,-7.0,4,3,75.0,166
Restricted,True,-4.0,4,1,25.0,166
Restricted,True,-1.0,4,3,75.0,166
Restricted,True,2.0,4,2,50.0,166
Clean,False,-7.0,4,3,75.0,167
Clean,False,-4.0,4,1,25.0,167
Clean,False,2.0,4,3,75.0,167
Clean,True,-7.0,4,4,100.0,167
Clean,True,-4.0,4,4,100.0,167
Clean,True,2.0,4,4,100.0,167
Restricted,False,-7.0,4,3,75.0,167
Restricted,False,-4.0,4,3,75.0,167
Restricted,False,-1.0,4,3,75.0,167
Restricted,False,2.0,4,2,50.0,167
Restricted,True,-7.0,4,2,50.0,167
Restricted,True,-4.0,4,3,75.0,167
Restricted,True,-1.0,4,3,75.0,167
Restricted,True,2.0,4,4,100.0,167
Clean,False,-7.0,4,2,50.0,168
Clean,False,-4.0,4,4,100.0,168
Clean,False,2.0,4,3,75.0,168
Clean,True,-7.0,4,3,75.0,168
Clean,True,-4.0,4,4,100.0,168
Clean,True,2.0,4,4,100.0,168
Restricted,False,-7.0,4,0,0.0,168
Restricted,False,-4.0,4,4,100.0,168
Restricted,False,-1.0,4,3,75.0,168
Restricted,False,2.0,4,3,75.0,168
Restricted,True,-7.0,4,3,75.0,168
Restricted,True,-4.0,4,1,25.0,168
Restricted,True,-1.0,4,2,50.0,168
Restricted,True,2.0,4,2,50.0,168
Clean,False,-7.0,4,2,50.0,169
Clean,False,-4.0,4,3,75.0,169
Clean,False,2.0,4,3,75.0,169
Clean,True,-7.0,4,4,100.0,169
Clean,True,-4.0,4,2,50.0,169
Clean,True,2.0,4,4,100.0,169
Restricted,False,-7.0,4,3,75.0,169
Restricted,False,-4.0,4,2,50.0,169
Restricted,False,-1.0,4,3,75.0,169
Restricted,False,2.0,4,2,50.0,169
Restricted,True,-7.0,4,2,50.0,169
Restricted,True,-4.0,4,3,75.0,169
Restricted,True,-1.0,4,3,75.0,169
Restricted,True,2.0,4,3,75.0,169
Clean,False,-7.0,4,4,100.0,170
Clean,False,-4.0,4,4,100.0,170
Clean,False,2.0,4,4,100.0,170
Clean,True,-7.0,4,4,100.0,170
Clean,True,-4.0,4,2,50.0,170
Clean,True,2.0,4,4,100.0,170
Restricted,False,-7.0,4,4,100.0,170
Restricted,False,-4.0,4,4,100.0,170
Restricted,False,-1.0,4,3,75.0,170
Restricted,False,2.0,4,3,75.0,170
Restricted,True,-7.0,4,1,25.0,170
Restricted,True,-4.0,4,1,25.0,170
Restricted,True,-1.0,4,2,50.0,170
Restricted,True,2.0,4,2,50.0,170
Clean,False,-7.0,4,3,75.0,171
Clean,False,-4.0,4,4,100.0,171
Clean,False,2.0,4,3,75.0,171
Clean,True,-7.0,4,4,100.0,171
Clean,True,-4.0,4,4,100.0,171
Clean,True,2.0,4,4,100.0,171
Restricted,False,-7.0,4,3,75.0,171
Restricted,False,-4.0,4,2,50.0,171
Restricted,False,-1.0,4,3,75.0,171
Restricted,False,2.0,4,2,50.0,171
Restricted,True,-7.0,4,2,50.0,171
Restricted,True,-4.0,4,4,100.0,171
Restricted,True,-1.0,4,3,75.0,171
Restricted,True,2.0,4,1,25.0,171
Clean,False,-7.0,4,2,50.0,172
Clean,False,-4.0,4,4,100.0,172
Clean,False,2.0,4,3,75.0,172
Clean,True,-7.0,4,3,75.0,172
Clean,True,-4.0,4,4,100.0,172
Clean,True,2.0,4,3,75.0,172
Restricted,False,-7.0,4,3,75.0,172
Restricted,False,-4.0,4,2,50.0,172
Restricted,False,-1.0,4,3,75.0,172
Restricted,False,2.0,4,4,100.0,172
Restricted,True,-7.0,4,1,25.0,172
Restricted,True,-4.0,4,2,50.0,172
Restricted,True,-1.0,4,2,50.0,172
Restricted,True,2.0,4,2,50.0,172
Clean,False,-7.0,4,3,75.0,173
Clean,False,-4.0,4,3,75.0,173
Clean,False,2.0,4,3,75.0,173
Clean,True,-7.0,4,3,75.0,173
Clean,True,-4.0,4,3,75.0,173
Clean,True,2.0,4,2,50.0,173
Restricted,False,-7.0,4,3,75.0,173
Restricted,False,-4.0,4,4,100.0,173
Restricted,False,-1.0,4,3,75.0,173
Restricted,False,2.0,4,3,75.0,173
Restricted,True,-7.0,4,2,50.0,173
Restricted,True,-4.0,4,3,75.0,173
Restricted,True,-1.0,4,3,75.0,173
Restricted,True,2.0,4,2,50.0,173
Clean,False,-7.0,4,3,75.0,174
Clean,False,-4.0,4,3,75.0,174
Clean,False,2.0,4,2,50.0,174
Clean,True,-7.0,4,3,75.0,174
Clean,True,-4.0,4,4,100.0,174
Clean,True,2.0,4,4,100.0,174
Restricted,False,-7.0,4,1,25.0,174
Restricted,False,-4.0,4,3,75.0,174
Restricted,False,-1.0,4,3,75.0,174
Restricted,False,2.0,4,4,100.0,174
Restricted,True,-7.0,4,2,50.0,174
Restricted,True,-4.0,4,4,100.0,174
Restricted,True,-1.0,4,2,50.0,174
Restricted,True,2.0,4,3,75.0,174
Clean,False,-7.0,4,2,50.0,175
Clean,False,-4.0,4,4,100.0,175
Clean,False,2.0,4,2,50.0,175
Clean,True,-7.0,4,3,75.0,175
Clean,True,-4.0,4,4,100.0,175
Clean,True,2.0,4,3,75.0,175
Restricted,False,-7.0,4,2,50.0,175
Restricted,False,-4.0,4,3,75.0,175
Restricted,False,-1.0,4,3,75.0,175
Restricted,False,2.0,4,2,50.0,175
Restricted,True,-7.0,4,2,50.0,175
Restricted,True,-4.0,4,2,50.0,175
Restricted,True,-1.0,4,3,75.0,175
Restricted,True,2.0,4,3,75.0,175
Clean,False,-7.0,4,2,50.0,176
Clean,False,-4.0,4,4,100.0,176
Clean,False,2.0,4,2,50.0,176
Clean,True,-7.0,4,4,100.0,176
Clean,True,-4.0,4,3,75.0,176
Clean,True,2.0,4,3,75.0,176
Restricted,False,-7.0,4,2,50.0,176
Restricted,False,-4.0,4,3,75.0,176
Restricted,False,-1.0,4,3,75.0,176
Restricted,False,2.0,4,4,100.0,176
Restricted,True,-7.0,4,0,0.0,176
Restricted,True,-4.0,4,4,100.0,176
Restricted,True,-1.0,4,2,50.0,176
Restricted,True,2.0,4,3,75.0,176
Clean,False,-7.0,4,3,75.0,177
Clean,False,-4.0,4,2,50.0,177
Clean,False,2.0,4,4,100.0,177
Clean,True,-7.0,4,2,50.0,177
Clean,True,-4.0,4,4,100.0,177
Clean,True,2.0,4,2,50.0,177
Restricted,False,-7.0,4,1,25.0,177
Restricted,False,-4.0,4,2,50.0,177
Restricted,False,-1.0,4,3,75.0,177
Restricted,False,2.0,4,4,100.0,177
Restricted,True,-7.0,4,3,75.0,177
Restricted,True,-4.0,4,3,75.0,177
Restricted,True,-1.0,4,2,50.0,177
Restricted,True,2.0,4,3,75.0,177
Clean,False,-7.0,4,3,75.0,178
Clean,False,-4.0,4,3,75.0,178
Clean,False,2.0,4,2,50.0,178
Clean,True,-7.0,4,3,75.0,178
Clean,True,-4.0,4,4,100.0,178
Clean,True,2.0,4,4,100.0,178
Restricted,False,-7.0,4,2,50.0,178
Restricted,False,-4.0,4,2,50.0,178
Restricted,False,-1.0,4,3,75.0,178
Restricted,False,2.0,4,4,100.0,178
Restricted,True,-7.0,4,2,50.0,178
Restricted,True,-4.0,4,3,75.0,178
Restricted,True,-1.0,4,3,75.0,178
Restricted,True,2.0,4,3,75.0,178
Clean,False,-7.0,4,4,100.0,179
Clean,False,-4.0,4,4,100.0,179
Clean,False,2.0,4,3,75.0,179
Clean,True,-7.0,4,4,100.0,179
Clean,True,-4.0,4,3,75.0,179
Clean,True,2.0,4,3,75.0,179
Restricted,False,-7.0,4,4,100.0,179
Restricted,False,-4.0,4,4,100.0,179
Restricted,False,-1.0,4,3,75.0,179
Restricted,False,2.0,4,3,75.0,179
Restricted,True,-7.0,4,4,100.0,179
Restricted,True,-4.0,4,4,100.0,179
Restricted,True,-1.0,4,2,50.0,179
Restricted,True,2.0,4,3,75.0,179
Clean,False,-7.0,4,2,50.0,180
Clean,False,-4.0,4,3,75.0,180
Clean,False,2.0,4,2,50.0,180
Clean,True,-7.0,4,2,50.0,180
Clean,True,-4.0,4,4,100.0,180
Clean,True,2.0,4,4,100.0,180
Restricted,False,-7.0,4,2,50.0,180
Restricted,False,-4.0,4,2,50.0,180
Restricted,False,-1.0,4,3,75.0,180
Restricted,False,2.0,4,3,75.0,180
Restricted,True,-7.0,4,3,75.0,180
Restricted,True,-4.0,4,3,75.0,180
Restricted,True,-1.0,4,1,25.0,180
Restricted,True,2.0,4,3,75.0,180
Clean,False,-7.0,4,4,100.0,181
Clean,False,-4.0,4,3,75.0,181
Clean,False,2.0,4,3,75.0,181
Clean,True,-7.0,4,3,75.0,181
Clean,True,-4.0,4,4,100.0,181
Clean,True,2.0,4,3,75.0,181
Restricted,False,-7.0,4,2,50.0,181
Restricted,False,-4.0,4,4,100.0,181
Restricted,False,-1.0,4,3,75.0,181
Restricted,False,2.0,4,2,50.0,181
Restricted,True,-7.0,4,3,75.0,181
Restricted,True,-4.0,4,2,50.0,181
Restricted,True,-1.0,4,3,75.0,181
Restricted,True,2.0,4,2,50.0,181
Clean,False,-7.0,4,4,100.0,182
Clean,False,-4.0,4,3,75.0,182
Clean,False,2.0,4,2,50.0,182
Clean,True,-7.0,4,4,100.0,182
Clean,True,-4.0,4,4,100.0,182
Clean,True,2.0,4,3,75.0,182
Restricted,False,-7.0,4,4,100.0,182
Restricted,False,-4.0,4,3,75.0,182
Restricted,False,-1.0,4,3,75.0,182
Restricted,False,2.0,4,2,50.0,182
Restricted,True,-7.0,4,1,25.0,182
Restricted,True,-4.0,4,3,75.0,182
Restricted,True,-1.0,4,3,75.0,182
Restricted,True,2.0,4,3,75.0,182
Clean,False,-7.0,4,2,50.0,183
Clean,False,-4.0,4,3,75.0,183
Clean,False,2.0,4,2,50.0,183
Clean,True,-7.0,4,3,75.0,183
Clean,True,-4.0,4,3,75.0,183
Clean,True,2.0,4,4,100.0,183
Restricted,False,-7.0,4,2,50.0,183
Restricted,False,-4.0,4,4,100.0,183
Restricted,False,-1.0,4,3,75.0,183
Restricted,False,2.0,4,4,100.0,183
Restricted,True,-7.0,4,3,75.0,183
Restricted,True,-4.0,4,1,25.0,183
Restricted,True,-1.0,4,3,75.0,183
Restricted,True,2.0,4,3,75.0,183
Clean,False,-7.0,4,4,100.0,184
Clean,False,-4.0,4,3,75.0,184
Clean,False,2.0,4,2,50.0,184
Clean,True,-7.0,4,3,75.0,184
Clean,True,-4.0,4,4,100.0,184
Clean,True,2.0,4,4,100.0,184
Restricted,False,-7.0,4,2,50.0,184
Restricted,False,-4.0,4,3,75.0,184
Restricted,False,-1.0,4,3,75.0,184
Restricted,False,2.0,4,3,75.0,184
Restricted,True,-7.0,4,2,50.0,184
Restricted,True,-4.0,4,2,50.0,184
Restricted,True,-1.0,4,2,50.0,184
Restricted,True,2.0,4,1,25.0,184
Clean,False,-7.0,4,1,25.0,185
Clean,False,-4.0,4,4,100.0,185
Clean,False,2.0,4,3,75.0,185
Clean,True,-7.0,4,3,75.0,185
Clean,True,-4.0,4,3,75.0,185
Clean,True,2.0,4,3,75.0,185
Restricted,False,-7.0,4,3,75.0,185
Restricted,False,-4.0,4,3,75.0,185
Restricted,False,-1.0,4,3,75.0,185
Restricted,False,2.0,4,2,50.0,185
Restricted,True,-7.0,4,3,75.0,185
Restricted,True,-4.0,4,2,50.0,185
Restricted,True,-1.0,4,2,50.0,185
Restricted,True,2.0,4,2,50.0,185
Clean,False,-7.0,4,3,75.0,186
Clean,False,-4.0,4,2,50.0,186
Clean,False,2.0,4,4,100.0,186
Clean,True,-7.0,4,4,100.0,186
Clean,True,-4.0,4,4,100.0,186
Clean,True,2.0,4,4,100.0,186
Restricted,False,-7.0,4,4,100.0,186
Restricted,False,-4.0,4,3,75.0,186
Restricted,False,-1.0,4,3,75.0,186
Restricted,False,2.0,4,4,100.0,186
Restricted,True,-7.0,4,2,50.0,186
Restricted,True,-4.0,4,2,50.0,186
Restricted,True,-1.0,4,1,25.0,186
Restricted,True,2.0,4,4,100.0,186
Clean,False,-7.0,4,3,75.0,187
Clean,False,-4.0,4,4,100.0,187
Clean,False,2.0,4,4,100.0,187
Clean,True,-7.0,4,2,50.0,187
Clean,True,-4.0,4,4,100.0,187
Clean,True,2.0,4,3,75.0,187
Restricted,False,-7.0,4,2,50.0,187
Restricted,False,-4.0,4,3,75.0,187
Restricted,False,-1.0,4,3,75.0,187
Restricted,False,2.0,4,1,25.0,187
Restricted,True,-7.0,4,4,100.0,187
Restricted,True,-4.0,4,3,75.0,187
Restricted,True,-1.0,4,4,100.0,187
Restricted,True,2.0,4,2,50.0,187
Clean,False,-7.0,4,2,50.0,188
Clean,False,-4.0,4,2,50.0,188
Clean,False,2.0,4,4,100.0,188
Clean,True,-7.0,4,2,50.0,188
Clean,True,-4.0,4,4,100.0,188
Clean,True,2.0,4,2,50.0,188
Restricted,False,-7.0,4,2,50.0,188
Restricted,False,-4.0,4,2,50.0,188
Restricted,False,-1.0,4,3,75.0,188
Restricted,False,2.0,4,3,75.0,188
Restricted,True,-7.0,4,3,75.0,188
Restricted,True,-4.0,4,2,50.0,188
Restricted,True,-1.0,4,3,75.0,188
Restricted,True,2.0,4,4,100.0,188
Clean,False,-7.0,4,4,100.0,189
Clean,False,-4.0,4,3,75.0,189
Clean,False,2.0,4,3,75.0,189
Clean,True,-7.0,4,4,100.0,189
Clean,True,-4.0,4,3,75.0,189
Clean,True,2.0,4,4,100.0,189
Restricted,False,-7.0,4,2,50.0,189
Restricted,False,-4.0,4,3,75.0,189
Restricted,False,-1.0,4,3,75.0,189
Restricted,False,2.0,4,3,75.0,189
Restricted,True,-7.0,4,2,50.0,189
Restricted,True,-4.0,4,1,25.0,189
Restricted,True,-1.0,4,3,75.0,189
Restricted,True,2.0,4,2,50.0,189
Clean,False,-7.0,4,1,25.0,190
Clean,False,-4.0,4,3,75.0,190
Clean,False,2.0,4,3,75.0,190
Clean,True,-7.0,4,3,75.0,190
Clean,True,-4.0,4,4,100.0,190
Clean,True,2.0,4,4,100.0,190
Restricted,False,-7.0,4,4,100.0,190
Restricted,False,-4.0,4,4,100.0,190
Restricted,False,-1.0,4,3,75.0,190
Restricted,False,2.0,4,3,75.0,190
Restricted,True,-7.0,4,2,50.0,190
Restricted,True,-4.0,4,2,50.0,190
Restricted,True,-1.0,4,1,25.0,190
Restricted,True,2.0,4,2,50.0,190
Clean,False,-7.0,4,3,75.0,191
Clean,False,-4.0,4,3,75.0,191
Clean,False,2.0,4,4,100.0,191
Clean,True,-7.0,4,3,75.0,191
Clean,True,-4.0,4,4,100.0,191
Clean,True,2.0,4,3,75.0,191
Restricted,False,-7.0,4,3,75.0,191
Restricted,False,-4.0,4,2,50.0,191
Restricted,False,-1.0,4,3,75.0,191
Restricted,False,2.0,4,3,75.0,191
Restricted,True,-7.0,4,2,50.0,191
Restricted,True,-4.0,4,3,75.0,191
Restricted,True,-1.0,4,2,50.0,191
Restricted,True,2.0,4,2,50.0,191
Clean,False,-7.0,4,4,100.0,192
Clean,False,-4.0,4,4,100.0,192
Clean,False,2.0,4,3,75.0,192
Clean,True,-7.0,4,2,50.0,192
Clean,True,-4.0,4,4,100.0,192
Clean,True,2.0,4,4,100.0,192
Restricted,False,-7.0,4,3,75.0,192
Restricted,False,-4.0,4,2,50.0,192
Restricted,False,-1.0,4,3,75.0,192
Restricted,False,2.0,4,2,50.0,192
Restricted,True,-7.0,4,2,50.0,192
Restricted,True,-4.0,4,3,75.0,192
Restricted,True,-1.0,4,2,50.0,192
Restricted,True,2.0,4,3,75.0,192
Clean,False,-7.0,4,3,75.0,193
Clean,False,-4.0,4,2,50.0,193
Clean,False,2.0,4,3,75.0,193
Clean,True,-7.0,4,2,50.0,193
Clean,True,-4.0,4,3,75.0,193
Clean,True,2.0,4,4,100.0,193
Restricted,False,-7.0,4,1,25.0,193
Restricted,False,-4.0,4,3,75.0,193
Restricted,False,-1.0,4,3,75.0,193
Restricted,False,2.0,4,4,100.0,193
Restricted,True,-7.0,4,3,75.0,193
Restricted,True,-4.0,4,3,75.0,193
Restricted,True,-1.0,4,2,50.0,193
Restricted,True,2.0,4,2,50.0,193
Clean,False,-7.0,4,1,25.0,194
Clean,False,-4.0,4,2,50.0,194
Clean,False,2.0,4,2,50.0,194
Clean,True,-7.0,4,4,100.0,194
Clean,True,-4.0,4,4,100.0,194
Clean,True,2.0,4,3,75.0,194
Restricted,False,-7.0,4,2,50.0,194
Restricted,False,-4.0,4,4,100.0,194
Restricted,False,-1.0,4,3,75.0,194
Restricted,False,2.0,4,2,50.0,194
Restricted,True,-7.0,4,3,75.0,194
Restricted,True,-4.0,4,1,25.0,194
Restricted,True,-1.0,4,2,50.0,194
Restricted,True,2.0,4,2,50.0,194
Clean,False,-7.0,4,2,50.0,195
Clean,False,-4.0,4,4,100.0,195
Clean,False,2.0,4,4,100.0,195
Clean,True,-7.0,4,3,75.0,195
Clean,True,-4.0,4,4,100.0,195
Clean,True,2.0,4,3,75.0,195
Restricted,False,-7.0,4,4,100.0,195
Restricted,False,-4.0,4,3,75.0,195
Restricted,False,-1.0,4,3,75.0,195
Restricted,False,2.0,4,4,100.0,195
Restricted,True,-7.0,4,1,25.0,195
Restricted,True,-4.0,4,3,75.0,195
Restricted,True,-1.0,4,2,50.0,195
Restricted,True,2.0,4,1,25.0,195
Clean,False,-7.0,4,4,100.0,196
Clean,False,-4.0,4,4,100.0,196
Clean,False,2.0,4,3,75.0,196
Clean,True,-7.0,4,3,75.0,196
Clean,True,-4.0,4,4,100.0,196
Clean,True,2.0,4,3,75.0,196
Restricted,False,-7.0,4,2,50.0,196
Restricted,False,-4.0,4,3,75.0,196
Restricted,False,-1.0,4,3,75.0,196
Restricted,False,2.0,4,2,50.0,196
Restricted,True,-7.0,4,2,50.0,196
Restricted,True,-4.0,4,3,75.0,196
Restricted,True,-1.0,4,2,50.0,196
Restricted,True,2.0,4,2,50.0,196
Clean,False,-7.0,4,4,100.0,197
Clean,False,-4.0,4,3,75.0,197
Clean,False,2.0,4,3,75.0,197
Clean,True,-7.0,4,2,50.0,197
Clean,True,-4.0,4,3,75.0,197
Clean,True,2.0,4,3,75.0,197
Restricted,False,-7.0,4,2,50.0,197
Restricted,False,-4.0,4,3,75.0,197
Restricted,False,-1.0,4,3,75.0,197
Restricted,False,2.0,4,3,75.0,197
Restricted,True,-7.0,4,3,75.0,197
Restricted,True,-4.0,4,4,100.0,197
Restricted,True,-1.0,4,4,100.0,197
Restricted,True,2.0,4,4,100.0,197
Clean,False,-7.0,4,2,50.0,198
Clean,False,-4.0,4,4,100.0,198
Clean,False,2.0,4,3,75.0,198
Clean,True,-7.0,4,4,100.0,198
Clean,True,-4.0,4,4,100.0,198
Clean,True,2.0,4,4,100.0,198
Restricted,False,-7.0,4,1,25.0,198
Restricted,False,-4.0,4,3,75.0,198
Restricted,False,-1.0,4,3,75.0,198
Restricted,False,2.0,4,3,75.0,198
Restricted,True,-7.0,4,2,50.0,198
Restricted,True,-4.0,4,3,75.0,198
Restricted,True,-1.0,4,3,75.0,198
Restricted,True,2.0,4,1,25.0,198
Clean,False,-7.0,4,4,100.0,199
Clean,False,-4.0,4,4,100.0,199
Clean,False,2.0,4,3,75.0,199
Clean,True,-7.0,4,4,100.0,199
Clean,True,-4.0,4,4,100.0,199
Clean,True,2.0,4,1,25.0,199
Restricted,False,-7.0,4,2,50.0,199
Restricted,False,-4.0,4,4,100.0,199
Restricted,False,-1.0,4,3,75.0,199
Restricted,False,2.0,4,4,100.0,199
Restricted,True,-7.0,4,1,25.0,199
Restricted,True,-4.0,4,3,75.0,199
Restricted,True,-1.0,4,3,75.0,199
Restricted,True,2.0,4,3,75.0,199
Clean,False,-7.0,4,2,50.0,200
Clean,False,-4.0,4,3,75.0,200
Clean,False,2.0,4,4,100.0,200
Clean,True,-7.0,4,2,50.0,200
Clean,True,-4.0,4,3,75.0,200
Clean,True,2.0,4,4,100.0,200
Restricted,False,-7.0,4,4,100.0,200
Restricted,False,-4.0,4,2,50.0,200
Restricted,False,-1.0,4,3,75.0,200
Restricted,False,2.0,4,3,75.0,200
Restricted,True,-7.0,4,1,25.0,200
Restricted,True,-4.0,4,2,50.0,200
Restricted,True,-1.0,4,2,50.0,200
Restricted,True,2.0,4,3,75.0,200
Clean,False,-7.0,4,3,75.0,201
Clean,False,-4.0,4,4,100.0,201
Clean,False,2.0,4,4,100.0,201
Clean,True,-7.0,4,3,75.0,201
Clean,True,-4.0,4,4,100.0,201
Clean,True,2.0,4,3,75.0,201
Restricted,False,-7.0,4,3,75.0,201
Restricted,False,-4.0,4,3,75.0,201
Restricted,False,-1.0,4,3,75.0,201
Restricted,False,2.0,4,4,100.0,201
Restricted,True,-7.0,4,3,75.0,201
Restricted,True,-4.0,4,3,75.0,201
Restricted,True,-1.0,4,3,75.0,201
Restricted,True,2.0,4,2,50.0,201
Clean,False,-7.0,4,2,50.0,202
Clean,False,-4.0,4,3,75.0,202
Clean,False,2.0,4,4,100.0,202
Clean,True,-7.0,4,4,100.0,202
Clean,True,-4.0,4,4,100.0,202
Clean,True,2.0,4,4,100.0,202
Restricted,False,-7.0,4,2,50.0,202
Restricted,False,-4.0,4,3,75.0,202
Restricted,False,-1.0,4,3,75.0,202
Restricted,False,2.0,4,4,100.0,202
Restricted,True,-7.0,4,3,75.0,202
Restricted,True,-4.0,4,2,50.0,202
Restricted,True,-1.0,4,3,75.0,202
Restricted,True,2.0,4,3,75.0,202
Clean,False,-7.0,4,3,75.0,203
Clean,False,-4.0,4,4,100.0,203
Clean,False,2.0,4,4,100.0,203
Clean,True,-7.0,4,4,100.0,203
