Mask,treatment,nTrials,nCorrect,pCorrect,iteration
Restricted,False,56,41,73.21428571428571,0
Restricted,True,56,34,60.71428571428571,0
Restricted,False,56,43,76.78571428571429,1
Restricted,True,56,38,67.85714285714286,1
Restricted,False,56,44,78.57142857142857,2
Restricted,True,56,37,66.07142857142857,2
Restricted,False,56,45,80.35714285714286,3
Restricted,True,56,36,64.28571428571429,3
Restricted,False,56,43,76.78571428571429,4
Restricted,True,56,39,69.64285714285714,4
Restricted,False,56,46,82.14285714285714,5
Restricted,True,56,37,66.07142857142857,5
Restricted,False,56,44,78.57142857142857,6
Restricted,True,56,37,66.07142857142857,6
Restricted,False,56,40,71.42857142857143,7
Restricted,True,56,40,71.42857142857143,7
Restricted,False,56,42,75.0,8
Restricted,True,56,37,66.07142857142857,8
Restricted,False,56,43,76.78571428571429,9
Restricted,True,56,38,67.85714285714286,9
Restricted,False,56,43,76.78571428571429,10
Restricted,True,56,42,75.0,10
Restricted,False,56,45,80.35714285714286,11
Restricted,True,56,35,62.5,11
Restricted,False,56,46,82.14285714285714,12
Restricted,True,56,39,69.64285714285714,12
Restricted,False,56,43,76.78571428571429,13
Restricted,True,56,31,55.35714285714286,13
Restricted,False,56,49,87.5,14
Restricted,True,56,35,62.5,14
Restricted,False,56,46,82.14285714285714,15
Restricted,True,56,43,76.78571428571429,15
Restricted,False,56,42,75.0,16
Restricted,True,56,37,66.07142857142857,16
Restricted,False,56,41,73.21428571428571,17
Restricted,True,56,43,76.78571428571429,17
Restricted,False,56,41,73.21428571428571,18
Restricted,True,56,34,60.71428571428571,18
Restricted,False,56,44,78.57142857142857,19
Restricted,True,56,36,64.28571428571429,19
Restricted,False,56,40,71.42857142857143,20
Restricted,True,56,33,58.92857142857143,20
Restricted,False,56,46,82.14285714285714,21
Restricted,True,56,36,64.28571428571429,21
Restricted,False,56,40,71.42857142857143,22
Restricted,True,56,37,66.07142857142857,22
Restricted,False,56,42,75.0,23
Restricted,True,56,38,67.85714285714286,23
Restricted,False,56,46,82.14285714285714,24
Restricted,True,56,33,58.92857142857143,24
Restricted,False,56,45,80.35714285714286,25
Restricted,True,56,32,57.14285714285714,25
Restricted,False,56,44,78.57142857142857,26
Restricted,True,56,36,64.28571428571429,26
Restricted,False,56,47,83.92857142857143,27
Restricted,True,56,33,58.92857142857143,27
Restricted,False,56,38,67.85714285714286,28
Restricted,True,56,38,67.85714285714286,28
Restricted,False,56,44,78.57142857142857,29
Restricted,True,56,37,66.07142857142857,29
Restricted,False,56,44,78.57142857142857,30
Restricted,True,56,37,66.07142857142857,30
Restricted,False,56,43,76.78571428571429,31
Restricted,True,56,39,69.64285714285714,31
Restricted,False,56,45,80.35714285714286,32
Restricted,True,56,41,73.21428571428571,32
Restricted,False,56,46,82.14285714285714,33
Restricted,True,56,35,62.5,33
Restricted,False,56,41,73.21428571428571,34
Restricted,True,56,39,69.64285714285714,34
Restricted,False,56,44,78.57142857142857,35
Restricted,True,56,38,67.85714285714286,35
Restricted,False,56,45,80.35714285714286,36
Restricted,True,56,36,64.28571428571429,36
Restricted,False,56,40,71.42857142857143,37
Restricted,True,56,37,66.07142857142857,37
Restricted,False,56,39,69.64285714285714,38
Restricted,True,56,39,69.64285714285714,38
Restricted,False,56,48,85.71428571428571,39
Restricted,True,56,32,57.14285714285714,39
Restricted,False,56,43,76.78571428571429,40
Restricted,True,56,30,53.57142857142857,40
Restricted,False,56,50,89.28571428571429,41
Restricted,True,56,36,64.28571428571429,41
Restricted,False,56,46,82.14285714285714,42
Restricted,True,56,41,73.21428571428571,42
Restricted,False,56,42,75.0,43
Restricted,True,56,35,62.5,43
Restricted,False,56,45,80.35714285714286,44
Restricted,True,56,42,75.0,44
Restricted,False,56,43,76.78571428571429,45
Restricted,True,56,36,64.28571428571429,45
Restricted,False,56,42,75.0,46
Restricted,True,56,34,60.71428571428571,46
Restricted,False,56,43,76.78571428571429,47
Restricted,True,56,37,66.07142857142857,47
Restricted,False,56,48,85.71428571428571,48
Restricted,True,56,40,71.42857142857143,48
Restricted,False,56,43,76.78571428571429,49
Restricted,True,56,35,62.5,49
Restricted,False,56,42,75.0,50
Restricted,True,56,38,67.85714285714286,50
Restricted,False,56,45,80.35714285714286,51
Restricted,True,56,39,69.64285714285714,51
Restricted,False,56,46,82.14285714285714,52
Restricted,True,56,38,67.85714285714286,52
Restricted,False,56,43,76.78571428571429,53
Restricted,True,56,36,64.28571428571429,53
Restricted,False,56,43,76.78571428571429,54
Restricted,True,56,34,60.71428571428571,54
Restricted,False,56,46,82.14285714285714,55
Restricted,True,56,38,67.85714285714286,55
Restricted,False,56,41,73.21428571428571,56
Restricted,True,56,38,67.85714285714286,56
Restricted,False,56,45,80.35714285714286,57
Restricted,True,56,40,71.42857142857143,57
Restricted,False,56,41,73.21428571428571,58
Restricted,True,56,39,69.64285714285714,58
Restricted,False,56,46,82.14285714285714,59
Restricted,True,56,38,67.85714285714286,59
Restricted,False,56,46,82.14285714285714,60
Restricted,True,56,38,67.85714285714286,60
Restricted,False,56,41,73.21428571428571,61
Restricted,True,56,40,71.42857142857143,61
Restricted,False,56,44,78.57142857142857,62
Restricted,True,56,35,62.5,62
Restricted,False,56,45,80.35714285714286,63
Restricted,True,56,40,71.42857142857143,63
Restricted,False,56,47,83.92857142857143,64
Restricted,True,56,37,66.07142857142857,64
Restricted,False,56,43,76.78571428571429,65
Restricted,True,56,35,62.5,65
Restricted,False,56,45,80.35714285714286,66
Restricted,True,56,33,58.92857142857143,66
Restricted,False,56,44,78.57142857142857,67
Restricted,True,56,32,57.14285714285714,67
Restricted,False,56,45,80.35714285714286,68
Restricted,True,56,34,60.71428571428571,68
Restricted,False,56,46,82.14285714285714,69
Restricted,True,56,36,64.28571428571429,69
Restricted,False,56,47,83.92857142857143,70
Restricted,True,56,37,66.07142857142857,70
Restricted,False,56,50,89.28571428571429,71
Restricted,True,56,33,58.92857142857143,71
Restricted,False,56,42,75.0,72
Restricted,True,56,39,69.64285714285714,72
Restricted,False,56,45,80.35714285714286,73
Restricted,True,56,42,75.0,73
Restricted,False,56,42,75.0,74
Restricted,True,56,31,55.35714285714286,74
Restricted,False,56,44,78.57142857142857,75
Restricted,True,56,38,67.85714285714286,75
Restricted,False,56,48,85.71428571428571,76
Restricted,True,56,37,66.07142857142857,76
Restricted,False,56,45,80.35714285714286,77
