Mask,treatment,rnded_SNR,nTrials,nCorrect,pCorrect,iteration
Restricted,False,0.0,8,8,100.0,8
Restricted,True,-20.0,8,5,62.5,8
Restricted,True,-16.700000000000003,8,4,50.0,8
Restricted,True,-13.299999999999997,8,4,50.0,8
Restricted,True,-10.0,8,6,75.0,8
Restricted,True,-6.700000000000003,8,7,87.5,8
Restricted,True,-3.299999999999997,8,4,50.0,8
Restricted,True,0.0,8,6,75.0,8
Restricted,False,-20.0,8,2,25.0,9
Restricted,False,-16.700000000000003,8,8,100.0,9
Restricted,False,-13.299999999999997,8,7,87.5,9
Restricted,False,-10.0,8,5,62.5,9
Restricted,False,-6.700000000000003,8,7,87.5,9
Restricted,False,-3.299999999999997,8,5,62.5,9
Restricted,False,0.0,8,5,62.5,9
Restricted,True,-20.0,8,5,62.5,9
Restricted,True,-16.700000000000003,8,4,50.0,9
Restricted,True,-13.299999999999997,8,3,37.5,9
Restricted,True,-10.0,8,5,62.5,9
Restricted,True,-6.700000000000003,8,7,87.5,9
Restricted,True,-3.299999999999997,8,6,75.0,9
Restricted,True,0.0,8,8,100.0,9
Restricted,False,-20.0,8,4,50.0,10
Restricted,False,-16.700000000000003,8,7,87.5,10
Restricted,False,-13.299999999999997,8,6,75.0,10
Restricted,False,-10.0,8,7,87.5,10
Restricted,False,-6.700000000000003,8,7,87.5,10
Restricted,False,-3.299999999999997,8,7,87.5,10
Restricted,False,0.0,8,7,87.5,10
Restricted,True,-20.0,8,4,50.0,10
Restricted,True,-16.700000000000003,8,5,62.5,10
Restricted,True,-13.299999999999997,8,4,50.0,10
Restricted,True,-10.0,8,4,50.0,10
Restricted,True,-6.700000000000003,8,5,62.5,10
Restricted,True,-3.299999999999997,8,5,62.5,10
Restricted,True,0.0,8,7,87.5,10
Restricted,False,-20.0,8,4,50.0,11
Restricted,False,-16.700000000000003,8,8,100.0,11
Restricted,False,-13.299999999999997,8,7,87.5,11
Restricted,False,-10.0,8,7,87.5,11
Restricted,False,-6.700000000000003,8,7,87.5,11
Restricted,False,-3.299999999999997,8,7,87.5,11
Restricted,False,0.0,8,5,62.5,11
Restricted,True,-20.0,8,5,62.5,11
Restricted,True,-16.700000000000003,8,7,87.5,11
Restricted,True,-13.299999999999997,8,5,62.5,11
Restricted,True,-10.0,8,6,75.0,11
Restricted,True,-6.700000000000003,8,7,87.5,11
Restricted,True,-3.299999999999997,8,6,75.0,11
Restricted,True,0.0,8,5,62.5,11
Restricted,False,-20.0,8,5,62.5,12
Restricted,False,-16.700000000000003,8,7,87.5,12
Restricted,False,-13.299999999999997,8,7,87.5,12
Restricted,False,-10.0,8,6,75.0,12
Restricted,False,-6.700000000000003,8,6,75.0,12
Restricted,False,-3.299999999999997,8,8,100.0,12
Restricted,False,0.0,8,7,87.5,12
Restricted,True,-20.0,8,5,62.5,12
Restricted,True,-16.700000000000003,8,4,50.0,12
Restricted,True,-13.299999999999997,8,2,25.0,12
Restricted,True,-10.0,8,5,62.5,12
Restricted,True,-6.700000000000003,8,7,87.5,12
Restricted,True,-3.299999999999997,8,6,75.0,12
Restricted,True,0.0,8,7,87.5,12
Restricted,False,-20.0,8,5,62.5,13
Restricted,False,-16.700000000000003,8,7,87.5,13
Restricted,False,-13.299999999999997,8,8,100.0,13
Restricted,False,-10.0,8,6,75.0,13
Restricted,False,-6.700000000000003,8,7,87.5,13
Restricted,False,-3.299999999999997,8,5,62.5,13
Restricted,False,0.0,8,6,75.0,13
Restricted,True,-20.0,8,6,75.0,13
Restricted,True,-16.700000000000003,8,4,50.0,13
Restricted,True,-13.299999999999997,8,2,25.0,13
Restricted,True,-10.0,8,5,62.5,13
Restricted,True,-6.700000000000003,8,5,62.5,13
Restricted,True,-3.299999999999997,8,5,62.5,13
Restricted,True,0.0,8,6,75.0,13
Restricted,False,-20.0,8,3,37.5,14
Restricted,False,-16.700000000000003,8,8,100.0,14
Restricted,False,-13.299999999999997,8,5,62.5,14
Restricted,False,-10.0,8,7,87.5,14
Restricted,False,-6.700000000000003,8,7,87.5,14
Restricted,False,-3.299999999999997,8,7,87.5,14
Restricted,False,0.0,8,6,75.0,14
Restricted,True,-20.0,8,5,62.5,14
Restricted,True,-16.700000000000003,8,6,75.0,14
Restricted,True,-13.299999999999997,8,4,50.0,14
Restricted,True,-10.0,8,5,62.5,14
Restricted,True,-6.700000000000003,8,5,62.5,14
Restricted,True,-3.299999999999997,8,3,37.5,14
Restricted,True,0.0,8,5,62.5,14
Restricted,False,-20.0,8,4,50.0,15
Restricted,False,-16.700000000000003,8,7,87.5,15
Restricted,False,-13.299999999999997,8,7,87.5,15
Restricted,False,-10.0,8,7,87.5,15
Restricted,False,-6.700000000000003,8,7,87.5,15
Restricted,False,-3.299999999999997,8,7,87.5,15
Restricted,False,0.0,8,6,75.0,15
Restricted,True,-20.0,8,5,62.5,15
Restricted,True,-16.700000000000003,8,5,62.5,15
Restricted,True,-13.299999999999997,8,2,25.0,15
Restricted,True,-10.0,8,7,87.5,15
Restricted,True,-6.700000000000003,8,5,62.5,15
Restricted,True,-3.299999999999997,8,5,62.5,15
Restricted,True,0.0,8,7,87.5,15
Restricted,False,-20.0,8,5,62.5,16
Restricted,False,-16.700000000000003,8,7,87.5,16
Restricted,False,-13.299999999999997,8,6,75.0,16
Restricted,False,-10.0,8,7,87.5,16
Restricted,False,-6.700000000000003,8,6,75.0,16
Restricted,False,-3.299999999999997,8,6,75.0,16
Restricted,False,0.0,8,5,62.5,16
Restricted,True,-20.0,8,5,62.5,16
Restricted,True,-16.700000000000003,8,6,75.0,16
Restricted,True,-13.299999999999997,8,4,50.0,16
Restricted,True,-10.0,8,6,75.0,16
Restricted,True,-6.700000000000003,8,7,87.5,16
Restricted,True,-3.299999999999997,8,6,75.0,16
Restricted,True,0.0,8,4,50.0,16
Restricted,False,-20.0,8,3,37.5,17
Restricted,False,-16.700000000000003,8,7,87.5,17
Restricted,False,-13.299999999999997,8,7,87.5,17
Restricted,False,-10.0,8,7,87.5,17
Restricted,False,-6.700000000000003,8,8,100.0,17
Restricted,False,-3.299999999999997,8,6,75.0,17
Restricted,False,0.0,8,5,62.5,17
Restricted,True,-20.0,8,5,62.5,17
Restricted,True,-16.700000000000003,8,5,62.5,17
Restricted,True,-13.299999999999997,8,4,50.0,17
Restricted,True,-10.0,8,7,87.5,17
Restricted,True,-6.700000000000003,8,7,87.5,17
Restricted,True,-3.299999999999997,8,5,62.5,17
Restricted,True,0.0,8,7,87.5,17
Restricted,False,-20.0,8,4,50.0,18
Restricted,False,-16.700000000000003,8,7,87.5,18
Restricted,False,-13.299999999999997,8,6,75.0,18
Restricted,False,-10.0,8,7,87.5,18
Restricted,False,-6.700000000000003,8,8,100.0,18
Restricted,False,-3.299999999999997,8,8,100.0,18
Restricted,False,0.0,8,6,75.0,18
Restricted,True,-20.0,8,5,62.5,18
Restricted,True,-16.700000000000003,8,6,75.0,18
Restricted,True,-13.299999999999997,8,5,62.5,18
Restricted,True,-10.0,8,8,100.0,18
Restricted,True,-6.700000000000003,8,5,62.5,18
Restricted,True,-3.299999999999997,8,5,62.5,18
Restricted,True,0.0,8,5,62.5,18
Restricted,False,-20.0,8,5,62.5,19
Restricted,False,-16.700000000000003,8,7,87.5,19
Restricted,False,-13.299999999999997,8,5,62.5,19
Restricted,False,-10.0,8,6,75.0,19
Restricted,False,-6.700000000000003,8,8,100.0,19
Restricted,False,-3.299999999999997,8,8,100.0,19
Restricted,False,0.0,8,7,87.5,19
Restricted,True,-20.0,8,3,37.5,19
Restricted,True,-16.700000000000003,8,3,37.5,19
Restricted,True,-13.299999999999997,8,4,50.0,19
Restricted,True,-10.0,8,4,50.0,19
Restricted,True,-6.700000000000003,8,7,87.5,19
Restricted,True,-3.299999999999997,8,4,50.0,19
Restricted,True,0.0,8,6,75.0,19
Restricted,False,-20.0,8,3,37.5,20
Restricted,False,-16.700000000000003,8,8,100.0,20
Restricted,False,-13.299999999999997,8,6,75.0,20
Restricted,False,-10.0,8,6,75.0,20
Restricted,False,-6.700000000000003,8,6,75.0,20
Restricted,False,-3.299999999999997,8,6,75.0,20
Restricted,False,0.0,8,5,62.5,20
Restricted,True,-20.0,8,3,37.5,20
Restricted,True,-16.700000000000003,8,6,75.0,20
Restricted,True,-13.299999999999997,8,7,87.5,20
Restricted,True,-10.0,8,6,75.0,20
Restricted,True,-6.700000000000003,8,5,62.5,20
Restricted,True,-3.299999999999997,8,5,62.5,20
Restricted,True,0.0,8,6,75.0,20
Restricted,False,-20.0,8,6,75.0,21
Restricted,False,-16.700000000000003,8,8,100.0,21
Restricted,False,-13.299999999999997,8,8,100.0,21
Restricted,False,-10.0,8,6,75.0,21
Restricted,False,-6.700000000000003,8,7,87.5,21
Restricted,False,-3.299999999999997,8,7,87.5,21
Restricted,False,0.0,8,5,62.5,21
Restricted,True,-20.0,8,4,50.0,21
Restricted,True,-16.700000000000003,8,5,62.5,21
Restricted,True,-13.299999999999997,8,4,50.0,21
Restricted,True,-10.0,8,3,37.5,21
Restricted,True,-6.700000000000003,8,5,62.5,21
Restricted,True,-3.299999999999997,8,5,62.5,21
Restricted,True,0.0,8,6,75.0,21
Restricted,False,-20.0,8,4,50.0,22
Restricted,False,-16.700000000000003,8,7,87.5,22
Restricted,False,-13.299999999999997,8,7,87.5,22
Restricted,False,-10.0,8,5,62.5,22
Restricted,False,-6.700000000000003,8,7,87.5,22
Restricted,False,-3.299999999999997,8,5,62.5,22
Restricted,False,0.0,8,7,87.5,22
Restricted,True,-20.0,8,4,50.0,22
Restricted,True,-16.700000000000003,8,7,87.5,22
Restricted,True,-13.299999999999997,8,5,62.5,22
Restricted,True,-10.0,8,5,62.5,22
Restricted,True,-6.700000000000003,8,7,87.5,22
Restricted,True,-3.299999999999997,8,4,50.0,22
Restricted,True,0.0,8,6,75.0,22
Restricted,False,-20.0,8,3,37.5,23
Restricted,False,-16.700000000000003,8,7,87.5,23
Restricted,False,-13.299999999999997,8,6,75.0,23
Restricted,False,-10.0,8,7,87.5,23
Restricted,False,-6.700000000000003,8,7,87.5,23
Restricted,False,-3.299999999999997,8,8,100.0,23
Restricted,False,0.0,8,7,87.5,23
Restricted,True,-20.0,8,3,37.5,23
Restricted,True,-16.700000000000003,8,4,50.0,23
Restricted,True,-13.299999999999997,8,6,75.0,23
Restricted,True,-10.0,8,6,75.0,23
Restricted,True,-6.700000000000003,8,6,75.0,23
Restricted,True,-3.299999999999997,8,6,75.0,23
Restricted,True,0.0,8,6,75.0,23
Restricted,False,-20.0,8,3,37.5,24
Restricted,False,-16.700000000000003,8,6,75.0,24
Restricted,False,-13.299999999999997,8,5,62.5,24
Restricted,False,-10.0,8,5,62.5,24
Restricted,False,-6.700000000000003,8,7,87.5,24
Restricted,False,-3.299999999999997,8,8,100.0,24
Restricted,False,0.0,8,6,75.0,24
Restricted,True,-20.0,8,5,62.5,24
Restricted,True,-16.700000000000003,8,6,75.0,24
Restricted,True,-13.299999999999997,8,4,50.0,24
Restricted,True,-10.0,8,6,75.0,24
Restricted,True,-6.700000000000003,8,6,75.0,24
Restricted,True,-3.299999999999997,8,5,62.5,24
Restricted,True,0.0,8,6,75.0,24
Restricted,False,-20.0,8,3,37.5,25
Restricted,False,-16.700000000000003,8,7,87.5,25
Restricted,False,-13.299999999999997,8,5,62.5,25
Restricted,False,-10.0,8,7,87.5,25
Restricted,False,-6.700000000000003,8,6,75.0,25
Restricted,False,-3.299999999999997,8,6,75.0,25
Restricted,False,0.0,8,7,87.5,25
Restricted,True,-20.0,8,3,37.5,25
Restricted,True,-16.700000000000003,8,4,50.0,25
Restricted,True,-13.299999999999997,8,6,75.0,25
Restricted,True,-10.0,8,4,50.0,25
Restricted,True,-6.700000000000003,8,6,75.0,25
Restricted,True,-3.299999999999997,8,5,62.5,25
Restricted,True,0.0,8,5,62.5,25
Restricted,False,-20.0,8,5,62.5,26
Restricted,False,-16.700000000000003,8,8,100.0,26
Restricted,False,-13.299999999999997,8,5,62.5,26
Restricted,False,-10.0,8,7,87.5,26
Restricted,False,-6.700000000000003,8,7,87.5,26
Restricted,False,-3.299999999999997,8,8,100.0,26
Restricted,False,0.0,8,7,87.5,26
Restricted,True,-20.0,8,3,37.5,26
Restricted,True,-16.700000000000003,8,7,87.5,26
Restricted,True,-13.299999999999997,8,4,50.0,26
Restricted,True,-10.0,8,5,62.5,26
Restricted,True,-6.700000000000003,8,7,87.5,26
Restricted,True,-3.299999999999997,8,5,62.5,26
Restricted,True,0.0,8,6,75.0,26
Restricted,False,-20.0,8,2,25.0,27
Restricted,False,-16.700000000000003,8,7,87.5,27
Restricted,False,-13.299999999999997,8,7,87.5,27
Restricted,False,-10.0,8,6,75.0,27
Restricted,False,-6.700000000000003,8,7,87.5,27
Restricted,False,-3.299999999999997,8,7,87.5,27
Restricted,False,0.0,8,6,75.0,27
Restricted,True,-20.0,8,4,50.0,27
Restricted,True,-16.700000000000003,8,7,87.5,27
Restricted,True,-13.299999999999997,8,2,25.0,27
Restricted,True,-10.0,8,4,50.0,27
Restricted,True,-6.700000000000003,8,6,75.0,27
Restricted,True,-3.299999999999997,8,6,75.0,27
Restricted,True,0.0,8,7,87.5,27
Restricted,False,-20.0,8,3,37.5,28
Restricted,False,-16.700000000000003,8,8,100.0,28
Restricted,False,-13.299999999999997,8,5,62.5,28
Restricted,False,-10.0,8,5,62.5,28
Restricted,False,-6.700000000000003,8,7,87.5,28
Restricted,False,-3.299999999999997,8,7,87.5,28
Restricted,False,0.0,8,6,75.0,28
Restricted,True,-20.0,8,2,25.0,28
Restricted,True,-16.700000000000003,8,7,87.5,28
Restricted,True,-13.299999999999997,8,4,50.0,28
Restricted,True,-10.0,8,8,100.0,28
Restricted,True,-6.700000000000003,8,6,75.0,28
Restricted,True,-3.299999999999997,8,3,37.5,28
Restricted,True,0.0,8,6,75.0,28
Restricted,False,-20.0,8,3,37.5,29
Restricted,False,-16.700000000000003,8,7,87.5,29
Restricted,False,-13.299999999999997,8,7,87.5,29
Restricted,False,-10.0,8,8,100.0,29
Restricted,False,-6.700000000000003,8,7,87.5,29
Restricted,False,-3.299999999999997,8,6,75.0,29
Restricted,False,0.0,8,7,87.5,29
Restricted,True,-20.0,8,4,50.0,29
Restricted,True,-16.700000000000003,8,6,75.0,29
Restricted,True,-13.299999999999997,8,4,50.0,29
Restricted,True,-10.0,8,4,50.0,29
Restricted,True,-6.700000000000003,8,7,87.5,29
Restricted,True,-3.299999999999997,8,6,75.0,29
Restricted,True,0.0,8,6,75.0,29
Restricted,False,-20.0,8,6,75.0,30
Restricted,False,-16.700000000000003,8,6,75.0,30
Restricted,False,-13.299999999999997,8,5,62.5,30
Restricted,False,-10.0,8,8,100.0,30
Restricted,False,-6.700000000000003,8,6,75.0,30
Restricted,False,-3.299999999999997,8,6,75.0,30
Restricted,False,0.0,8,5,62.5,30
Restricted,True,-20.0,8,5,62.5,30
Restricted,True,-16.700000000000003,8,4,50.0,30
Restricted,True,-13.299999999999997,8,3,37.5,30
Restricted,True,-10.0,8,5,62.5,30
Restricted,True,-6.700000000000003,8,7,87.5,30
Restricted,True,-3.299999999999997,8,6,75.0,30
Restricted,True,0.0,8,6,75.0,30
Restricted,False,-20.0,8,3,37.5,31
Restricted,False,-16.700000000000003,8,7,87.5,31
Restricted,False,-13.299999999999997,8,7,87.5,31
Restricted,False,-10.0,8,6,75.0,31
Restricted,False,-6.700000000000003,8,7,87.5,31
Restricted,False,-3.299999999999997,8,5,62.5,31
Restricted,False,0.0,8,6,75.0,31
Restricted,True,-20.0,8,5,62.5,31
Restricted,True,-16.700000000000003,8,3,37.5,31
Restricted,True,-13.299999999999997,8,4,50.0,31
Restricted,True,-10.0,8,6,75.0,31
Restricted,True,-6.700000000000003,8,6,75.0,31
Restricted,True,-3.299999999999997,8,4,50.0,31
Restricted,True,0.0,8,7,87.5,31
Restricted,False,-20.0,8,4,50.0,32
Restricted,False,-16.700000000000003,8,6,75.0,32
Restricted,False,-13.299999999999997,8,6,75.0,32
Restricted,False,-10.0,8,5,62.5,32
Restricted,False,-6.700000000000003,8,8,100.0,32
Restricted,False,-3.299999999999997,8,7,87.5,32
Restricted,False,0.0,8,5,62.5,32
Restricted,True,-20.0,8,4,50.0,32
Restricted,True,-16.700000000000003,8,5,62.5,32
Restricted,True,-13.299999999999997,8,3,37.5,32
Restricted,True,-10.0,8,6,75.0,32
Restricted,True,-6.700000000000003,8,6,75.0,32
Restricted,True,-3.299999999999997,8,4,50.0,32
Restricted,True,0.0,8,6,75.0,32
Restricted,False,-20.0,8,4,50.0,33
Restricted,False,-16.700000000000003,8,8,100.0,33
Restricted,False,-13.299999999999997,8,6,75.0,33
Restricted,False,-10.0,8,6,75.0,33
Restricted,False,-6.700000000000003,8,8,100.0,33
Restricted,False,-3.299999999999997,8,6,75.0,33
Restricted,False,0.0,8,6,75.0,33
Restricted,True,-20.0,8,5,62.5,33
Restricted,True,-16.700000000000003,8,6,75.0,33
Restricted,True,-13.299999999999997,8,4,50.0,33
Restricted,True,-10.0,8,6,75.0,33
Restricted,True,-6.700000000000003,8,7,87.5,33
Restricted,True,-3.299999999999997,8,6,75.0,33
Restricted,True,0.0,8,5,62.5,33
Restricted,False,-20.0,8,3,37.5,34
Restricted,False,-16.700000000000003,8,8,100.0,34
Restricted,False,-13.299999999999997,8,6,75.0,34
Restricted,False,-10.0,8,6,75.0,34
Restricted,False,-6.700000000000003,8,6,75.0,34
Restricted,False,-3.299999999999997,8,8,100.0,34
Restricted,False,0.0,8,7,87.5,34
Restricted,True,-20.0,8,4,50.0,34
Restricted,True,-16.700000000000003,8,5,62.5,34
Restricted,True,-13.299999999999997,8,6,75.0,34
Restricted,True,-10.0,8,7,87.5,34
Restricted,True,-6.700000000000003,8,6,75.0,34
Restricted,True,-3.299999999999997,8,6,75.0,34
Restricted,True,0.0,8,6,75.0,34
Restricted,False,-20.0,8,2,25.0,35
Restricted,False,-16.700000000000003,8,8,100.0,35
Restricted,False,-13.299999999999997,8,7,87.5,35
Restricted,False,-10.0,8,7,87.5,35
Restricted,False,-6.700000000000003,8,7,87.5,35
Restricted,False,-3.299999999999997,8,8,100.0,35
Restricted,False,0.0,8,5,62.5,35
Restricted,True,-20.0,8,3,37.5,35
Restricted,True,-16.700000000000003,8,6,75.0,35
Restricted,True,-13.299999999999997,8,6,75.0,35
Restricted,True,-10.0,8,6,75.0,35
Restricted,True,-6.700000000000003,8,4,50.0,35
Restricted,True,-3.299999999999997,8,5,62.5,35
Restricted,True,0.0,8,5,62.5,35
Restricted,False,-20.0,8,3,37.5,36
Restricted,False,-16.700000000000003,8,7,87.5,36
Restricted,False,-13.299999999999997,8,7,87.5,36
Restricted,False,-10.0,8,7,87.5,36
Restricted,False,-6.700000000000003,8,8,100.0,36
Restricted,False,-3.299999999999997,8,7,87.5,36
Restricted,False,0.0,8,8,100.0,36
Restricted,True,-20.0,8,5,62.5,36
Restricted,True,-16.700000000000003,8,5,62.5,36
Restricted,True,-13.299999999999997,8,5,62.5,36
Restricted,True,-10.0,8,6,75.0,36
Restricted,True,-6.700000000000003,8,5,62.5,36
Restricted,True,-3.299999999999997,8,6,75.0,36
Restricted,True,0.0,8,6,75.0,36
Restricted,False,-20.0,8,4,50.0,37
Restricted,False,-16.700000000000003,8,7,87.5,37
Restricted,False,-13.299999999999997,8,6,75.0,37
Restricted,False,-10.0,8,6,75.0,37
Restricted,False,-6.700000000000003,8,7,87.5,37
Restricted,False,-3.299999999999997,8,5,62.5,37
Restricted,False,0.0,8,6,75.0,37
Restricted,True,-20.0,8,2,25.0,37
Restricted,True,-16.700000000000003,8,6,75.0,37
Restricted,True,-13.299999999999997,8,4,50.0,37
Restricted,True,-10.0,8,6,75.0,37
Restricted,True,-6.700000000000003,8,4,50.0,37
Restricted,True,-3.299999999999997,8,5,62.5,37
Restricted,True,0.0,8,5,62.5,37
Restricted,False,-20.0,8,6,75.0,38
Restricted,False,-16.700000000000003,8,8,100.0,38
Restricted,False,-13.299999999999997,8,6,75.0,38
Restricted,False,-10.0,8,7,87.5,38
Restricted,False,-6.700000000000003,8,6,75.0,38
Restricted,False,-3.299999999999997,8,7,87.5,38
Restricted,False,0.0,8,8,100.0,38
Restricted,True,-20.0,8,2,25.0,38
Restricted,True,-16.700000000000003,8,6,75.0,38
Restricted,True,-13.299999999999997,8,5,62.5,38
Restricted,True,-10.0,8,5,62.5,38
Restricted,True,-6.700000000000003,8,8,100.0,38
Restricted,True,-3.299999999999997,8,6,75.0,38
Restricted,True,0.0,8,5,62.5,38
Restricted,False,-20.0,8,4,50.0,39
Restricted,False,-16.700000000000003,8,6,75.0,39
Restricted,False,-13.299999999999997,8,7,87.5,39
Restricted,False,-10.0,8,7,87.5,39
Restricted,False,-6.700000000000003,8,7,87.5,39
Restricted,False,-3.299999999999997,8,6,75.0,39
Restricted,False,0.0,8,5,62.5,39
Restricted,True,-20.0,8,4,50.0,39
Restricted,True,-16.700000000000003,8,5,62.5,39
Restricted,True,-13.299999999999997,8,4,50.0,39
Restricted,True,-10.0,8,6,75.0,39
Restricted,True,-6.700000000000003,8,6,75.0,39
Restricted,True,-3.299999999999997,8,4,50.0,39
Restricted,True,0.0,8,7,87.5,39
Restricted,False,-20.0,8,4,50.0,40
Restricted,False,-16.700000000000003,8,7,87.5,40
Restricted,False,-13.299999999999997,8,5,62.5,40
Restricted,False,-10.0,8,6,75.0,40
Restricted,False,-6.700000000000003,8,8,100.0,40
Restricted,False,-3.299999999999997,8,6,75.0,40
Restricted,False,0.0,8,7,87.5,40
Restricted,True,-20.0,8,4,50.0,40
Restricted,True,-16.700000000000003,8,5,62.5,40
Restricted,True,-13.299999999999997,8,6,75.0,40
Restricted,True,-10.0,8,7,87.5,40
Restricted,True,-6.700000000000003,8,7,87.5,40
Restricted,True,-3.299999999999997,8,5,62.5,40
Restricted,True,0.0,8,6,75.0,40
Restricted,False,-20.0,8,5,62.5,41
Restricted,False,-16.700000000000003,8,7,87.5,41
