Mask,treatment,nTrials,nCorrect,pCorrect,iteration
Restricted,False,16,11,68.75,40
Restricted,True,16,9,56.25,40
Clean,False,12,10,83.33333333333334,41
Clean,True,12,12,100.0,41
Restricted,False,16,10,62.5,41
Restricted,True,16,8,50.0,41
Clean,False,12,9,75.0,42
Clean,True,12,8,66.66666666666666,42
Restricted,False,16,14,87.5,42
Restricted,True,16,8,50.0,42
Clean,False,12,11,91.66666666666666,43
Clean,True,12,10,83.33333333333334,43
Restricted,False,16,10,62.5,43
Restricted,True,16,9,56.25,43
Clean,False,12,9,75.0,44
Clean,True,12,9,75.0,44
Restricted,False,16,13,81.25,44
Restricted,True,16,8,50.0,44
Clean,False,12,8,66.66666666666666,45
Clean,True,12,8,66.66666666666666,45
Restricted,False,16,12,75.0,45
Restricted,True,16,12,75.0,45
Clean,False,12,9,75.0,46
Clean,True,12,12,100.0,46
Restricted,False,16,12,75.0,46
Restricted,True,16,8,50.0,46
Clean,False,12,9,75.0,47
Clean,True,12,10,83.33333333333334,47
Restricted,False,16,9,56.25,47
Restricted,True,16,3,18.75,47
Clean,False,12,9,75.0,48
Clean,True,12,9,75.0,48
Restricted,False,16,11,68.75,48
Restricted,True,16,11,68.75,48
Clean,False,12,9,75.0,49
Clean,True,12,12,100.0,49
Restricted,False,16,12,75.0,49
Restricted,True,16,8,50.0,49
Clean,False,12,9,75.0,50
Clean,True,12,11,91.66666666666666,50
Restricted,False,16,11,68.75,50
Restricted,True,16,5,31.25,50
Clean,False,12,10,83.33333333333334,51
Clean,True,12,10,83.33333333333334,51
Restricted,False,16,11,68.75,51
Restricted,True,16,10,62.5,51
Clean,False,12,8,66.66666666666666,52
Clean,True,12,9,75.0,52
Restricted,False,16,13,81.25,52
Restricted,True,16,11,68.75,52
Clean,False,12,9,75.0,53
Clean,True,12,11,91.66666666666666,53
Restricted,False,16,11,68.75,53
Restricted,True,16,10,62.5,53
Clean,False,12,9,75.0,54
Clean,True,12,10,83.33333333333334,54
Restricted,False,16,10,62.5,54
Restricted,True,16,13,81.25,54
Clean,False,12,10,83.33333333333334,55
Clean,True,12,10,83.33333333333334,55
Restricted,False,16,11,68.75,55
Restricted,True,16,12,75.0,55
Clean,False,12,8,66.66666666666666,56
Clean,True,12,11,91.66666666666666,56
Restricted,False,16,12,75.0,56
Restricted,True,16,11,68.75,56
Clean,False,12,8,66.66666666666666,57
Clean,True,12,11,91.66666666666666,57
Restricted,False,16,11,68.75,57
Restricted,True,16,11,68.75,57
Clean,False,12,6,50.0,58
Clean,True,12,10,83.33333333333334,58
Restricted,False,16,13,81.25,58
Restricted,True,16,10,62.5,58
Clean,False,12,9,75.0,59
Clean,True,12,10,83.33333333333334,59
Restricted,False,16,12,75.0,59
Restricted,True,16,6,37.5,59
Clean,False,12,10,83.33333333333334,60
Clean,True,12,8,66.66666666666666,60
Restricted,False,16,13,81.25,60
Restricted,True,16,10,62.5,60
Clean,False,12,9,75.0,61
Clean,True,12,8,66.66666666666666,61
Restricted,False,16,12,75.0,61
Restricted,True,16,12,75.0,61
Clean,False,12,7,58.333333333333336,62
Clean,True,12,9,75.0,62
Restricted,False,16,14,87.5,62
Restricted,True,16,9,56.25,62
Clean,False,12,8,66.66666666666666,63
Clean,True,12,9,75.0,63
Restricted,False,16,10,62.5,63
Restricted,True,16,10,62.5,63
Clean,False,12,8,66.66666666666666,64
Clean,True,12,10,83.33333333333334,64
Restricted,False,16,12,75.0,64
Restricted,True,16,9,56.25,64
Clean,False,12,9,75.0,65
Clean,True,12,11,91.66666666666666,65
Restricted,False,16,7,43.75,65
Restricted,True,16,8,50.0,65
Clean,False,12,8,66.66666666666666,66
Clean,True,12,12,100.0,66
Restricted,False,16,12,75.0,66
Restricted,True,16,10,62.5,66
Clean,False,12,9,75.0,67
Clean,True,12,11,91.66666666666666,67
Restricted,False,16,9,56.25,67
Restricted,True,16,11,68.75,67
Clean,False,12,11,91.66666666666666,68
Clean,True,12,10,83.33333333333334,68
Restricted,False,16,10,62.5,68
Restricted,True,16,13,81.25,68
Clean,False,12,9,75.0,69
Clean,True,12,10,83.33333333333334,69
Restricted,False,16,10,62.5,69
Restricted,True,16,10,62.5,69
Clean,False,12,11,91.66666666666666,70
Clean,True,12,8,66.66666666666666,70
Restricted,False,16,12,75.0,70
Restricted,True,16,11,68.75,70
Clean,False,12,10,83.33333333333334,71
Clean,True,12,11,91.66666666666666,71
Restricted,False,16,14,87.5,71
Restricted,True,16,9,56.25,71
Clean,False,12,8,66.66666666666666,72
Clean,True,12,9,75.0,72
Restricted,False,16,11,68.75,72
Restricted,True,16,10,62.5,72
Clean,False,12,11,91.66666666666666,73
Clean,True,12,11,91.66666666666666,73
Restricted,False,16,12,75.0,73
Restricted,True,16,10,62.5,73
Clean,False,12,10,83.33333333333334,74
Clean,True,12,11,91.66666666666666,74
Restricted,False,16,13,81.25,74
Restricted,True,16,8,50.0,74
Clean,False,12,9,75.0,75
Clean,True,12,10,83.33333333333334,75
Restricted,False,16,12,75.0,75
Restricted,True,16,10,62.5,75
Clean,False,12,10,83.33333333333334,76
Clean,True,12,10,83.33333333333334,76
Restricted,False,16,11,68.75,76
Restricted,True,16,9,56.25,76
Clean,False,12,11,91.66666666666666,77
Clean,True,12,11,91.66666666666666,77
Restricted,False,16,11,68.75,77
Restricted,True,16,13,81.25,77
Clean,False,12,9,75.0,78
Clean,True,12,9,75.0,78
Restricted,False,16,13,81.25,78
Restricted,True,16,9,56.25,78
Clean,False,12,9,75.0,79
Clean,True,12,10,83.33333333333334,79
Restricted,False,16,11,68.75,79
Restricted,True,16,11,68.75,79
Clean,False,12,12,100.0,80
Clean,True,12,9,75.0,80
Restricted,False,16,10,62.5,80
Restricted,True,16,12,75.0,80
Clean,False,12,8,66.66666666666666,81
Clean,True,12,11,91.66666666666666,81
Restricted,False,16,11,68.75,81
Restricted,True,16,11,68.75,81
Clean,False,12,7,58.333333333333336,82
Clean,True,12,12,100.0,82
Restricted,False,16,11,68.75,82
Restricted,True,16,10,62.5,82
Clean,False,12,12,100.0,83
Clean,True,12,12,100.0,83
Restricted,False,16,11,68.75,83
Restricted,True,16,11,68.75,83
Clean,False,12,10,83.33333333333334,84
Clean,True,12,8,66.66666666666666,84
Restricted,False,16,12,75.0,84
Restricted,True,16,12,75.0,84
Clean,False,12,10,83.33333333333334,85
Clean,True,12,9,75.0,85
Restricted,False,16,11,68.75,85
Restricted,True,16,6,37.5,85
Clean,False,12,7,58.333333333333336,86
Clean,True,12,9,75.0,86
Restricted,False,16,11,68.75,86
Restricted,True,16,7,43.75,86
Clean,False,12,9,75.0,87
Clean,True,12,11,91.66666666666666,87
Restricted,False,16,9,56.25,87
Restricted,True,16,9,56.25,87
Clean,False,12,9,75.0,88
Clean,True,12,11,91.66666666666666,88
Restricted,False,16,10,62.5,88
Restricted,True,16,10,62.5,88
Clean,False,12,10,83.33333333333334,89
Clean,True,12,10,83.33333333333334,89
Restricted,False,16,12,75.0,89
Restricted,True,16,9,56.25,89
Clean,False,12,11,91.66666666666666,90
Clean,True,12,11,91.66666666666666,90
Restricted,False,16,12,75.0,90
Restricted,True,16,11,68.75,90
Clean,False,12,9,75.0,91
Clean,True,12,10,83.33333333333334,91
Restricted,False,16,12,75.0,91
Restricted,True,16,11,68.75,91
Clean,False,12,10,83.33333333333334,92
Clean,True,12,11,91.66666666666666,92
Restricted,False,16,6,37.5,92
Restricted,True,16,11,68.75,92
Clean,False,12,9,75.0,93
Clean,True,12,8,66.66666666666666,93
Restricted,False,16,10,62.5,93
Restricted,True,16,10,62.5,93
Clean,False,12,10,83.33333333333334,94
Clean,True,12,11,91.66666666666666,94
Restricted,False,16,12,75.0,94
Restricted,True,16,10,62.5,94
Clean,False,12,10,83.33333333333334,95
Clean,True,12,8,66.66666666666666,95
Restricted,False,16,10,62.5,95
Restricted,True,16,10,62.5,95
Clean,False,12,9,75.0,96
Clean,True,12,9,75.0,96
Restricted,False,16,12,75.0,96
Restricted,True,16,8,50.0,96
Clean,False,12,8,66.66666666666666,97
Clean,True,12,10,83.33333333333334,97
Restricted,False,16,9,56.25,97
Restricted,True,16,7,43.75,97
Clean,False,12,11,91.66666666666666,98
Clean,True,12,10,83.33333333333334,98
Restricted,False,16,12,75.0,98
Restricted,True,16,9,56.25,98
Clean,False,12,11,91.66666666666666,99
Clean,True,12,9,75.0,99
Restricted,False,16,9,56.25,99
Restricted,True,16,11,68.75,99
Clean,False,12,9,75.0,100
Clean,True,12,10,83.33333333333334,100
Restricted,False,16,12,75.0,100
Restricted,True,16,10,62.5,100
Clean,False,12,9,75.0,101
Clean,True,12,12,100.0,101
Restricted,False,16,10,62.5,101
Restricted,True,16,10,62.5,101
Clean,False,12,10,83.33333333333334,102
Clean,True,12,9,75.0,102
Restricted,False,16,11,68.75,102
Restricted,True,16,14,87.5,102
Clean,False,12,6,50.0,103
Clean,True,12,12,100.0,103
Restricted,False,16,11,68.75,103
Restricted,True,16,10,62.5,103
Clean,False,12,9,75.0,104
Clean,True,12,9,75.0,104
Restricted,False,16,11,68.75,104
Restricted,True,16,8,50.0,104
Clean,False,12,10,83.33333333333334,105
Clean,True,12,8,66.66666666666666,105
Restricted,False,16,12,75.0,105
Restricted,True,16,8,50.0,105
Clean,False,12,8,66.66666666666666,106
Clean,True,12,10,83.33333333333334,106
Restricted,False,16,9,56.25,106
Restricted,True,16,9,56.25,106
Clean,False,12,11,91.66666666666666,107
Clean,True,12,12,100.0,107
Restricted,False,16,9,56.25,107
Restricted,True,16,6,37.5,107
Clean,False,12,11,91.66666666666666,108
Clean,True,12,10,83.33333333333334,108
Restricted,False,16,12,75.0,108
Restricted,True,16,10,62.5,108
Clean,False,12,8,66.66666666666666,109
Clean,True,12,8,66.66666666666666,109
Restricted,False,16,10,62.5,109
Restricted,True,16,9,56.25,109
Clean,False,12,8,66.66666666666666,110
Clean,True,12,9,75.0,110
Restricted,False,16,12,75.0,110
Restricted,True,16,10,62.5,110
Clean,False,12,8,66.66666666666666,111
Clean,True,12,12,100.0,111
Restricted,False,16,12,75.0,111
Restricted,True,16,12,75.0,111
Clean,False,12,10,83.33333333333334,112
Clean,True,12,11,91.66666666666666,112
Restricted,False,16,14,87.5,112
Restricted,True,16,9,56.25,112
Clean,False,12,8,66.66666666666666,113
Clean,True,12,10,83.33333333333334,113
Restricted,False,16,14,87.5,113
Restricted,True,16,12,75.0,113
Clean,False,12,9,75.0,114
Clean,True,12,11,91.66666666666666,114
Restricted,False,16,12,75.0,114
Restricted,True,16,9,56.25,114
Clean,False,12,9,75.0,115
Clean,True,12,10,83.33333333333334,115
Restricted,False,16,10,62.5,115
Restricted,True,16,6,37.5,115
Clean,False,12,8,66.66666666666666,116
Clean,True,12,9,75.0,116
Restricted,False,16,10,62.5,116
Restricted,True,16,8,50.0,116
Clean,False,12,8,66.66666666666666,117
Clean,True,12,9,75.0,117
Restricted,False,16,12,75.0,117
Restricted,True,16,10,62.5,117
Clean,False,12,8,66.66666666666666,118
Clean,True,12,8,66.66666666666666,118
Restricted,False,16,10,62.5,118
Restricted,True,16,9,56.25,118
Clean,False,12,11,91.66666666666666,119
Clean,True,12,11,91.66666666666666,119
Restricted,False,16,12,75.0,119
Restricted,True,16,9,56.25,119
Clean,False,12,10,83.33333333333334,120
Clean,True,12,10,83.33333333333334,120
Restricted,False,16,12,75.0,120
Restricted,True,16,9,56.25,120
Clean,False,12,8,66.66666666666666,121
Clean,True,12,9,75.0,121
Restricted,False,16,10,62.5,121
Restricted,True,16,10,62.5,121
Clean,False,12,8,66.66666666666666,122
Clean,True,12,10,83.33333333333334,122
Restricted,False,16,14,87.5,122
Restricted,True,16,9,56.25,122
Clean,False,12,12,100.0,123
Clean,True,12,10,83.33333333333334,123
Restricted,False,16,11,68.75,123
Restricted,True,16,8,50.0,123
Clean,False,12,9,75.0,124
Clean,True,12,11,91.66666666666666,124
Restricted,False,16,9,56.25,124
Restricted,True,16,9,56.25,124
Clean,False,12,11,91.66666666666666,125
Clean,True,12,11,91.66666666666666,125
Restricted,False,16,10,62.5,125
Restricted,True,16,9,56.25,125
Clean,False,12,8,66.66666666666666,126
Clean,True,12,10,83.33333333333334,126
Restricted,False,16,11,68.75,126
Restricted,True,16,9,56.25,126
Clean,False,12,11,91.66666666666666,127
Clean,True,12,11,91.66666666666666,127
Restricted,False,16,13,81.25,127
Restricted,True,16,8,50.0,127
Clean,False,12,8,66.66666666666666,128
Clean,True,12,11,91.66666666666666,128
Restricted,False,16,11,68.75,128
Restricted,True,16,9,56.25,128
Clean,False,12,9,75.0,129
Clean,True,12,10,83.33333333333334,129
Restricted,False,16,9,56.25,129
Restricted,True,16,12,75.0,129
Clean,False,12,11,91.66666666666666,130
Clean,True,12,10,83.33333333333334,130
Restricted,False,16,11,68.75,130
Restricted,True,16,14,87.5,130
Clean,False,12,10,83.33333333333334,131
Clean,True,12,9,75.0,131
Restricted,False,16,12,75.0,131
Restricted,True,16,12,75.0,131
Clean,False,12,8,66.66666666666666,132
Clean,True,12,11,91.66666666666666,132
Restricted,False,16,11,68.75,132
Restricted,True,16,9,56.25,132
Clean,False,12,9,75.0,133
Clean,True,12,11,91.66666666666666,133
Restricted,False,16,13,81.25,133
Restricted,True,16,7,43.75,133
Clean,False,12,10,83.33333333333334,134
Clean,True,12,9,75.0,134
Restricted,False,16,10,62.5,134
Restricted,True,16,10,62.5,134
Clean,False,12,12,100.0,135
Clean,True,12,11,91.66666666666666,135
Restricted,False,16,9,56.25,135
Restricted,True,16,9,56.25,135
Clean,False,12,7,58.333333333333336,136
Clean,True,12,11,91.66666666666666,136
Restricted,False,16,13,81.25,136
Restricted,True,16,8,50.0,136
Clean,False,12,8,66.66666666666666,137
Clean,True,12,10,83.33333333333334,137
Restricted,False,16,10,62.5,137
Restricted,True,16,8,50.0,137
Clean,False,12,9,75.0,138
Clean,True,12,10,83.33333333333334,138
Restricted,False,16,13,81.25,138
Restricted,True,16,10,62.5,138
Clean,False,12,8,66.66666666666666,139
Clean,True,12,12,100.0,139
Restricted,False,16,13,81.25,139
Restricted,True,16,12,75.0,139
Clean,False,12,10,83.33333333333334,140
Clean,True,12,11,91.66666666666666,140
Restricted,False,16,14,87.5,140
Restricted,True,16,7,43.75,140
Clean,False,12,9,75.0,141
Clean,True,12,10,83.33333333333334,141
Restricted,False,16,11,68.75,141
Restricted,True,16,7,43.75,141
Clean,False,12,7,58.333333333333336,142
Clean,True,12,9,75.0,142
Restricted,False,16,12,75.0,142
Restricted,True,16,11,68.75,142
Clean,False,12,11,91.66666666666666,143
Clean,True,12,11,91.66666666666666,143
Restricted,False,16,12,75.0,143
Restricted,True,16,8,50.0,143
Clean,False,12,10,83.33333333333334,144
Clean,True,12,10,83.33333333333334,144
Restricted,False,16,11,68.75,144
Restricted,True,16,8,50.0,144
Clean,False,12,9,75.0,145
Clean,True,12,9,75.0,145
Restricted,False,16,9,56.25,145
Restricted,True,16,9,56.25,145
Clean,False,12,10,83.33333333333334,146
Clean,True,12,10,83.33333333333334,146
Restricted,False,16,11,68.75,146
Restricted,True,16,6,37.5,146
Clean,False,12,10,83.33333333333334,147
Clean,True,12,8,66.66666666666666,147
Restricted,False,16,13,81.25,147
Restricted,True,16,9,56.25,147
Clean,False,12,8,66.66666666666666,148
Clean,True,12,11,91.66666666666666,148
Restricted,False,16,11,68.75,148
Restricted,True,16,10,62.5,148
Clean,False,12,10,83.33333333333334,149
Clean,True,12,11,91.66666666666666,149
Restricted,False,16,12,75.0,149
Restricted,True,16,9,56.25,149
Clean,False,12,9,75.0,150
Clean,True,12,10,83.33333333333334,150
Restricted,False,16,12,75.0,150
Restricted,True,16,10,62.5,150
Clean,False,12,11,91.66666666666666,151
Clean,True,12,10,83.33333333333334,151
Restricted,False,16,11,68.75,151
Restricted,True,16,11,68.75,151
Clean,False,12,8,66.66666666666666,152
Clean,True,12,10,83.33333333333334,152
Restricted,False,16,10,62.5,152
Restricted,True,16,9,56.25,152
Clean,False,12,11,91.66666666666666,153
Clean,True,12,10,83.33333333333334,153
Restricted,False,16,13,81.25,153
Restricted,True,16,10,62.5,153
Clean,False,12,9,75.0,154
Clean,True,12,8,66.66666666666666,154
Restricted,False,16,14,87.5,154
Restricted,True,16,8,50.0,154
Clean,False,12,8,66.66666666666666,155
Clean,True,12,10,83.33333333333334,155
Restricted,False,16,9,56.25,155
Restricted,True,16,6,37.5,155
Clean,False,12,8,66.66666666666666,156
Clean,True,12,11,91.66666666666666,156
Restricted,False,16,11,68.75,156
Restricted,True,16,12,75.0,156
Clean,False,12,10,83.33333333333334,157
Clean,True,12,9,75.0,157
Restricted,False,16,11,68.75,157
Restricted,True,16,9,56.25,157
Clean,False,12,10,83.33333333333334,158
Clean,True,12,12,100.0,158
Restricted,False,16,11,68.75,158
Restricted,True,16,11,68.75,158
Clean,False,12,9,75.0,159
Clean,True,12,9,75.0,159
Restricted,False,16,10,62.5,159
Restricted,True,16,14,87.5,159
Clean,False,12,10,83.33333333333334,160
Clean,True,12,8,66.66666666666666,160
Restricted,False,16,13,81.25,160
Restricted,True,16,9,56.25,160
Clean,False,12,10,83.33333333333334,161
Clean,True,12,11,91.66666666666666,161
Restricted,False,16,9,56.25,161
Restricted,True,16,10,62.5,161
Clean,False,12,8,66.66666666666666,162
Clean,True,12,12,100.0,162
Restricted,False,16,13,81.25,162
Restricted,True,16,11,68.75,162
Clean,False,12,12,100.0,163
Clean,True,12,10,83.33333333333334,163
Restricted,False,16,11,68.75,163
Restricted,True,16,12,75.0,163
Clean,False,12,10,83.33333333333334,164
Clean,True,12,11,91.66666666666666,164
Restricted,False,16,12,75.0,164
Restricted,True,16,9,56.25,164
Clean,False,12,10,83.33333333333334,165
Clean,True,12,11,91.66666666666666,165
Restricted,False,16,13,81.25,165
Restricted,True,16,14,87.5,165
Clean,False,12,7,58.333333333333336,166
Clean,True,12,10,83.33333333333334,166
Restricted,False,16,13,81.25,166
Restricted,True,16,8,50.0,166
Clean,False,12,9,75.0,167
Clean,True,12,10,83.33333333333334,167
Restricted,False,16,11,68.75,167
Restricted,True,16,12,75.0,167
Clean,False,12,8,66.66666666666666,168
Clean,True,12,9,75.0,168
Restricted,False,16,14,87.5,168
Restricted,True,16,11,68.75,168
Clean,False,12,9,75.0,169
Clean,True,12,9,75.0,169
Restricted,False,16,7,43.75,169
Restricted,True,16,11,68.75,169
Clean,False,12,7,58.333333333333336,170
Clean,True,12,10,83.33333333333334,170
Restricted,False,16,13,81.25,170
Restricted,True,16,12,75.0,170
Clean,False,12,10,83.33333333333334,171
Clean,True,12,11,91.66666666666666,171
Restricted,False,16,12,75.0,171
Restricted,True,16,9,56.25,171
Clean,False,12,10,83.33333333333334,172
Clean,True,12,9,75.0,172
Restricted,False,16,10,62.5,172
Restricted,True,16,9,56.25,172
Clean,False,12,10,83.33333333333334,173
Clean,True,12,11,91.66666666666666,173
Restricted,False,16,10,62.5,173
Restricted,True,16,8,50.0,173
Clean,False,12,9,75.0,174
Clean,True,12,10,83.33333333333334,174
Restricted,False,16,11,68.75,174
Restricted,True,16,11,68.75,174
Clean,False,12,9,75.0,175
Clean,True,12,8,66.66666666666666,175
Restricted,False,16,11,68.75,175
Restricted,True,16,8,50.0,175
Clean,False,12,10,83.33333333333334,176
Clean,True,12,10,83.33333333333334,176
Restricted,False,16,12,75.0,176
Restricted,True,16,12,75.0,176
Clean,False,12,11,91.66666666666666,177
Clean,True,12,11,91.66666666666666,177
Restricted,False,16,8,50.0,177
Restricted,True,16,9,56.25,177
Clean,False,12,10,83.33333333333334,178
Clean,True,12,11,91.66666666666666,178
Restricted,False,16,10,62.5,178
Restricted,True,16,8,50.0,178
Clean,False,12,9,75.0,179
Clean,True,12,10,83.33333333333334,179
Restricted,False,16,10,62.5,179
Restricted,True,16,9,56.25,179
Clean,False,12,11,91.66666666666666,180
Clean,True,12,9,75.0,180
Restricted,False,16,13,81.25,180
Restricted,True,16,6,37.5,180
Clean,False,12,8,66.66666666666666,181
Clean,True,12,8,66.66666666666666,181
Restricted,False,16,13,81.25,181
Restricted,True,16,9,56.25,181
Clean,False,12,7,58.333333333333336,182
Clean,True,12,11,91.66666666666666,182
Restricted,False,16,14,87.5,182
Restricted,True,16,10,62.5,182
Clean,False,12,8,66.66666666666666,183
Clean,True,12,12,100.0,183
Restricted,False,16,10,62.5,183
Restricted,True,16,6,37.5,183
Clean,False,12,11,91.66666666666666,184
Clean,True,12,10,83.33333333333334,184
Restricted,False,16,13,81.25,184
Restricted,True,16,8,50.0,184
Clean,False,12,8,66.66666666666666,185
Clean,True,12,9,75.0,185
Restricted,False,16,14,87.5,185
Restricted,True,16,7,43.75,185
Clean,False,12,10,83.33333333333334,186
Clean,True,12,8,66.66666666666666,186
Restricted,False,16,12,75.0,186
Restricted,True,16,10,62.5,186
Clean,False,12,8,66.66666666666666,187
Clean,True,12,12,100.0,187
Restricted,False,16,14,87.5,187
Restricted,True,16,9,56.25,187
Clean,False,12,10,83.33333333333334,188
Clean,True,12,10,83.33333333333334,188
Restricted,False,16,12,75.0,188
Restricted,True,16,11,68.75,188
Clean,False,12,10,83.33333333333334,189
Clean,True,12,11,91.66666666666666,189
Restricted,False,16,9,56.25,189
Restricted,True,16,8,50.0,189
Clean,False,12,6,50.0,190
Clean,True,12,9,75.0,190
Restricted,False,16,11,68.75,190
Restricted,True,16,7,43.75,190
Clean,False,12,8,66.66666666666666,191
Clean,True,12,9,75.0,191
Restricted,False,16,12,75.0,191
Restricted,True,16,9,56.25,191
Clean,False,12,12,100.0,192
Clean,True,12,10,83.33333333333334,192
Restricted,False,16,14,87.5,192
Restricted,True,16,6,37.5,192
Clean,False,12,9,75.0,193
Clean,True,12,11,91.66666666666666,193
Restricted,False,16,10,62.5,193
Restricted,True,16,13,81.25,193
Clean,False,12,10,83.33333333333334,194
Clean,True,12,12,100.0,194
Restricted,False,16,10,62.5,194
